n l nu dnu
9 1 611.043834483 0.361837300828
10 1 668.346671442 0.119147585449
11 1 722.550273099 0.33417122936
11 2 745.82757404 1.35598241387
12 0 753.256002602 0.253095273578
12 1 777.947699096 0.29672101701
12 2 804.708558848 0.884124188433
13 0 808.970655074 0.29080344694
13 1 834.512746581 0.316052298008
13 2 862.313216092 1.26719565499
14 0 866.242346034 0.308908728555
14 1 891.769315486 0.223921476593
14 2 918.84374196 0.628757465058
15 0 923.456399925 0.244687316723
15 1 949.676053699 0.230277128498
15 2 976.817476298 0.758553966647
16 0 980.676557238 0.317347443015
16 1 1005.8751295 0.262616025795
16 2 1031.34942649 0.72431985155
17 0 1036.34544628 0.263706338768
17 1 1062.51014014 0.154243529359
17 2 1088.83903475 0.470676649861
18 0 1092.99630959 0.186456694545
18 1 1119.51162105 0.172908691464
18 2 1146.15691297 0.47031824096
19 0 1150.70828589 0.244720051813
19 1 1177.44658212 0.170178508621
19 2 1204.79723451 0.77379432268
20 0 1207.82006891 0.207548935267
20 1 1236.0632776 0.192598237598
20 2 1263.00192943 0.892393105108
21 0 1266.27899905 0.328036868427
21 1 1294.7962748 0.227287970447
21 2 1320.59160225 1.05348824163
22 0 1324.48270466 0.292994736538
22 1 1353.37179565 0.368423744026
22 2 1379.94826874 1.85523978806
23 0 1382.38637831 0.366017731047
23 1 1411.07982844 0.331243465757
23 2 1436.4084938 1.06591742143
24 0 1440.14046868 0.412290822293
24 1 1469.72679213 0.726703683509
24 2 1496.84777596 1.63124915218
25 0 1499.74025683 0.764060925981
25 1 1529.08792179 0.74874483663
