n l nu dnu
11 1 1351.14654017 0.641922919753
12 0 1407.22524573 1.06508773748
12 1 1454.25080577 0.61762064029
13 0 1510.10496722 0.589368962371
13 1 1558.44724623 0.484123574815
13 2 1605.68476919 0.775904184965
14 0 1615.12078918 0.266565693442
14 1 1664.08928027 0.215251183098
14 2 1711.39720376 0.549667595386
15 0 1720.35038335 0.175525788956
15 1 1769.65110528 0.14503855784
15 2 1816.18558359 0.350092744028
16 0 1825.41344537 0.127578948125
16 1 1873.87584982 0.137646338517
16 2 1919.96747851 0.26161651294
17 0 1929.04914067 0.130338381881
17 1 1977.34770976 0.116352741642
17 2 2023.79957302 0.21355568613
18 0 2032.67808137 0.109314744387
18 1 2081.57391315 0.0908421751342
18 2 2128.61654166 0.155902366996
19 0 2137.58804101 0.0919107873044
19 1 2186.8920639 0.0851867450326
19 2 2234.70147385 0.161518816442
20 0 2243.41559579 0.0829763744832
19 3 2281.61498476 2.66556944294
20 1 2293.05245591 0.0891439455481
20 2 2340.63219483 0.161898996012
21 0 2349.63869982 0.0879253199373
20 3 2385.56616229 1.0417940298
21 1 2399.38900959 0.0895651609128
21 2 2446.70610233 0.154663700058
22 0 2455.69156042 0.105025022675
21 3 2493.0776357 1.4406435095
22 1 2505.34179833 0.10758691799
22 2 2552.85150589 0.229259058657
23 0 2561.29123427 0.144321475892
22 3 2598.55371814 1.60348374727
23 1 2611.20027919 0.135168820738
23 2 2658.6267632 0.323326463691
24 0 2666.48682551 0.23066012813
24 1 2717.47119048 0.176612031158
24 2 2765.04881207 0.396111066851
25 0 2773.05504673 0.304919158202
25 1 2824.15430482 0.264246302439
25 2 2872.28010308 0.547042702093
26 0 2879.34262595 0.531059241121
26 1 2931.24401338 0.345701955578
26 2 2978.49401019 0.821937342191
27 0 2987.14941013 0.487138409879
27 1 3038.66527407 0.518609463902
27 2 3084.55010074 1.47875559412
28 0 3092.7998417 0.90133726997
28 1 3145.65332155 0.616966221185
28 2 3194.64153758 1.47483189032
29 0 3204.4121493 0.904376240793
29 1 3251.95767117 1.59004044972
29 2 3302.58741529 2.36417791747
30 0 3314.17150072 2.04615913783
