n l nu dnu
14 1 1770.16915333 0.576432527825
15 1 1880.0339246 0.290197768876
16 0 1939.58260789 0.198263533753
16 1 1989.94184626 0.210109750594
16 2 2041.91522897 0.890851009122
17 0 2049.20992134 0.343730466025
17 1 2100.45292866 0.195947010216
17 2 2152.32254035 0.399561576522
18 0 2160.24877059 0.138175379537
18 1 2211.90143108 0.111905474815
18 2 2264.54987291 0.363919563848
19 0 2271.29452047 0.135687668102
19 1 2323.85456248 0.139564967538
19 2 2375.98774901 0.212521799207
20 0 2382.63643325 0.114637513693
20 1 2434.98513297 0.122050986562
20 2 2487.96457468 0.256121646401
21 0 2494.34438133 0.202589826928
21 1 2546.51841311 0.156043305128
21 2 2599.57548819 0.726809308894
22 0 2605.51159591 0.361985003351
22 1 2658.42070197 0.274491743824
22 2 2713.01626154 1.03515499834
23 0 2718.05069355 1.04875824024
