n l nu dnu
13 1 1421.28305117 1.4545857815
13 2 1464.93542521 1.03335934045
14 0 1473.20989079 0.64690418214
14 1 1517.15216934 0.257175903109
14 2 1561.72515135 0.746130015131
15 0 1569.33635749 0.387498689181
15 1 1612.80296797 0.215667135228
15 2 1657.16101316 0.637427261984
16 0 1662.93593881 0.190496614371
16 1 1706.08162303 0.126282243248
16 2 1750.45374869 0.243087477536
17 0 1756.65250791 0.0858317764552
17 1 1800.41752062 0.0907586045224
17 2 1844.50450094 0.182851443535
18 0 1851.10572657 0.10231571489
18 1 1895.63161348 0.081091326292
18 2 1940.47062504 0.134299692891
19 0 1946.59178436 0.0788952346198
18 3 1982.30573929 0.747550719583
19 1 1991.61019731 0.0673731320572
19 2 2036.21929163 0.108842879924
20 0 2042.31139303 0.0686368907311
19 3 2077.85667018 1.05624637799
20 1 2087.46935592 0.0673323749579
20 2 2132.2065193 0.119974344824
21 0 2138.16327308 0.0755090745972
20 3 2172.27971413 0.658571698453
21 1 2183.38969256 0.0753569551362
21 2 2227.6680993 0.146376165012
22 0 2233.61025156 0.0939340791062
21 3 2269.81217409 0.748013665369
22 1 2279.14783845 0.0859922322334
22 2 2323.72430985 0.217006807259
23 0 2329.1254165 0.151867644347
22 3 2365.63359528 0.907536149017
23 1 2375.1242721 0.132580710142
23 2 2419.07745962 0.429109125491
24 0 2425.19857083 0.248612224549
23 3 2468.60638168 1.80186797889
24 1 2471.52094415 0.283399299919
24 2 2516.11319415 0.655157834704
25 0 2521.32102464 0.371209839147
25 1 2567.10356128 0.437752605678
25 2 2614.44773049 1.00683150862
26 0 2617.90381757 0.777588621782
26 1 2667.11038032 0.686275371969
26 2 2707.93481468 1.17579526341
27 0 2712.73497883 1.28167086026
27 1 2759.99202396 1.46597699873
