n l nu dnu
13 1 1317.21746769 0.406712830037
14 0 1366.75013977 0.361194314006
14 1 1405.37266487 0.222786471964
15 0 1454.15006027 0.240710569499
15 1 1492.6007978 0.255072476752
15 2 1534.93604367 0.241739905241
16 0 1540.84191434 0.202382453073
16 1 1579.57408206 0.163484516072
16 2 1623.05867464 0.226975191235
17 0 1628.5809199 0.125840439368
17 1 1667.96147725 0.114607210727
17 2 1711.67791818 0.11265916969
18 0 1717.17405177 0.0840739108061
18 1 1757.03051976 0.0791366404004
18 2 1800.93732423 0.12818928404
19 0 1805.97842596 0.0820224906945
19 1 1845.68066589 0.0876223016662
19 2 1889.65435028 0.134776869007
20 0 1894.7919 0.125302829097
20 1 1934.54295428 0.119599983662
20 2 1978.10910354 0.221849024356
21 0 1983.1335693 0.182074361846
21 1 2023.4960446 0.152440993729
21 2 2067.36512297 0.494985847204
22 0 2071.72598337 0.334442952086
22 1 2112.8571069 0.341913611474
22 2 2157.55415566 0.941699413137
23 0 2160.43729597 0.963918617113
23 1 2200.96132758 1.04307097905
23 2 2243.70069895 2.24667725716
24 0 2248.68773553 1.66798315758
24 1 2291.80370408 2.10488602022
