n l nu dnu
10 1 755.562750013 0.99140874019
10 2 782.366982302 2.47345685938
11 0 788.11362043 0.813852553006
11 1 814.010382019 1.24326491899
11 2 843.718979572 2.69161903186
12 0 849.175949783 0.876931987676
12 1 876.230306701 0.724008797392
12 2 908.825914988 1.68159253977
13 0 912.275059214 0.487706547769
13 1 940.354666447 0.387559775072
13 2 973.499572588 1.54413364361
14 0 976.907454821 0.375528990589
14 1 1006.43747551 0.287459621188
14 2 1034.38273584 1.69237592355
15 0 1042.34881603 0.292533257939
15 1 1071.38109137 0.266797538629
15 2 1101.40608461 1.12095882241
16 0 1106.74433548 0.395372621311
16 1 1135.15417692 0.236959963135
16 2 1164.13802198 0.744912094076
17 0 1170.14994919 0.24432584329
17 1 1198.6293529 0.233154614484
17 2 1228.36152875 0.952058805738
18 0 1233.60584855 0.355944394505
18 1 1263.31041081 0.246547774714
18 2 1293.71664012 0.938474763011
19 0 1298.33544044 0.246299895473
19 1 1328.98117163 0.238458741157
19 2 1358.91675437 1.04479505714
20 0 1364.03064165 0.332100974111
20 1 1395.03788444 0.248530355998
20 2 1424.32070224 1.08331152567
21 0 1430.03800514 0.388592850841
21 1 1461.20391426 0.323444732177
21 2 1490.61118576 1.28803068667
22 0 1495.31357354 0.538488742162
22 1 1527.58537239 0.470642480264
22 2 1556.16742563 1.51797834311
23 0 1560.62780715 0.686367697348
23 1 1591.8699133 0.591778145089
23 2 1623.36996705 1.43629919502
24 0 1625.83661457 0.665198450693
24 1 1659.41393527 0.675129678252
24 2 1687.72918107 2.08434899582
25 0 1692.10616147 1.28483120249
25 1 1724.44400474 0.906032774024
25 2 1754.3902305 2.04136876625
26 0 1759.09832455 1.59650654849
26 1 1790.61273381 1.08821309102
