n l nu dnu
14 0 1020.57959 0.938331443197 
14 1 1049.78187 0.703766200666 
15 0 1086.24032 0.856193321581 
15 1 1114.61018 0.734031383967 
16 0 1152.0543 0.763128908561 
16 1 1180.7542 0.712823928716 
17 0 1219.0378 0.157411658894 
17 1 1248.326 0.16917444383 
17 2 1277.08427 0.690610437836 
18 0 1286.41375 0.760382432828 
18 1 1315.36653 0.288773503075 
18 2 1347.80251 0.683208595082 
19 0 1353.10533 0.469380069612 
19 1 1382.45677 0.439609609609 
20 0 1418.82327 0.665228300578 
20 1 1449.5542 0.586561458419 
21 0 1488.136475 1.00077395322 
21 1 1517.37119 0.896723773437 
22 1 1584.81514 0.805574087331 
23 0 1620.41959 0.736520805628 
23 1 1651.64676 0.567822216102 
25 0 1753.16713 0.767816562791 
