n l nu dnu
11 1 1331.26623411 1.88685731724
12 0 1389.15589615 1.42347820943
12 1 1436.71985223 1.33893227772
12 2 1486.95925985 1.67055366693
13 0 1496.40364101 1.24926477577
13 1 1542.17363031 0.197028229795
13 2 1589.87985782 0.665777672921
14 0 1598.70246683 0.0975085437987
14 1 1645.08010276 0.137681845577
14 2 1694.12243894 0.208055832159
15 0 1700.95757718 0.11165451255
15 1 1747.36885834 0.0960895515408
15 2 1795.57177878 0.166745934274
16 0 1802.31496565 0.0835239902634
16 1 1849.04181649 0.0672520153968
16 2 1898.38465407 0.119547537602
17 0 1904.51769966 0.066781209151
17 1 1952.00709443 0.057894011859
17 2 2001.55357891 0.0800760542111
18 0 2007.52055469 0.0532866736484
17 3 2045.28801444 0.336085141937
18 1 2055.51887007 0.0511359865473
18 2 2105.26191571 0.0884701906643
19 0 2110.94595261 0.0461732517469
18 3 2149.75196933 0.224733322548
19 1 2159.08153258 0.0553684978961
19 2 2208.86868983 0.078849114994
20 0 2214.16161073 0.0547125309581
19 3 2253.57639269 0.259531859858
20 1 2262.62812887 0.0586805428595
20 2 2312.42715437 0.0894127781964
21 0 2317.19426887 0.0662973860956
20 3 2357.72349493 0.344745978877
21 1 2366.15898665 0.0671550611532
21 2 2416.02619641 0.17374691134
22 0 2420.81474857 0.111636048957
21 3 2461.96852068 0.579121307013
22 1 2470.28337862 0.100501559969
22 2 2520.24475518 0.301278403723
23 0 2524.38731217 0.334906134062
23 1 2575.13811463 0.187079914637
23 2 2624.98937808 0.465440826164
24 0 2628.55378432 0.275548024832
24 1 2679.36108962 0.249440019313
24 2 2728.86488169 0.876801429091
25 0 2733.42883248 0.364893242585
25 1 2784.87781293 0.341180672486
25 2 2836.08121566 1.07425262095
26 0 2839.95241266 0.862744667645
26 1 2889.64471426 0.900359544559
26 2 2938.56832675 1.40287762397
27 0 2946.00153759 0.764174907939
27 1 2997.58407829 2.17580930645
