l n nu dnu n_g
0 3 167.528 0.150 0 
0 4 198.621 0.143 0 
0 5 229.761 0.136 0 
0 6 260.996 0.129 0 
0 7 292.175 0.123 0 
0 8 324.243 0.059 0 
0 9 355.583 0.033 0 
0 10 386.098 0.036 0 
0 11 416.801 0.023 0 
0 12 448.466 0.022 0 
0 13 481.173 0.017 0 
0 14 514.233 0.016 0 
0 15 547.029 0.020 0 
0 16 579.610 0.032 0 
0 17 611.951 0.058 0 
0 18 644.631 0.161 0 
0 19 677.374 0.201 0 
0 20 710.633 0.211 0 
0 21 743.936 0.222 0 
0 22 777.012 0.233 0 
0 23 810.509 0.245 0 
0 24 843.112 0.257 0 
1 -14 159.506 0.252 17 
1 -5 167.670 0.240 8 
1 -12 171.797 0.229 15 
1 -7 178.664 0.218 11 
1 -10 187.182 0.207 14 
1 -9 199.311 0.197 13 
1 -8 205.776 0.188 12 
1 -7 215.417 0.179 12 
1 -6 233.315 0.171 11 
1 -5 237.268 0.162 10 
1 -4 256.383 0.155 10 
1 3 267.628 0.147 3 
1 -2 283.932 0.140 9 
1 3 299.075 0.134 4 
1 0 317.299 0.127 8 
1 5 330.647 0.121 3 
1 6 352.884 0.115 3 
1 3 365.749 0.108 6 
1 8 386.163 0.054 2 
1 7 404.335 0.040 4 
1 6 425.506 0.030 5 
1 9 444.302 0.024 3 
1 8 466.604 0.018 5 
1 9 492.765 0.018 4 
1 12 512.422 0.015 2 
1 13 534.779 0.019 2 
1 12 563.684 0.027 4 
1 13 592.406 0.055 3 
1 14 612.172 0.111 3 
1 15 632.123 0.235 3 
1 16 661.808 0.247 3 
1 17 693.564 0.259 3 
1 18 725.473 0.272 3 
1 19 757.674 0.285 2 
1 20 780.183 0.300 2 
1 21 798.005 0.315 2 
1 22 827.544 0.330 2 
2 -28 153.979 0.289 31 
2 -27 156.493 0.275 30 
2 -26 161.781 0.262 29 
2 -25 166.269 0.250 28 
2 -24 169.210 0.238 27 
2 -23 174.461 0.226 26 
2 -22 181.244 0.216 25 
2 -21 187.916 0.205 25 
2 -20 190.726 0.196 24 
2 -19 197.819 0.186 23 
2 -18 205.775 0.177 22 
2 -17 210.436 0.169 21 
2 -16 217.698 0.161 21 
2 -15 225.356 0.153 20 
2 -14 229.199 0.146 19 
2 -13 240.787 0.139 18 
2 -12 253.188 0.132 18 
2 -11 255.778 0.126 17 
2 -10 269.086 0.120 16 
2 -9 281.722 0.114 16 
2 -8 287.697 0.109 15 
2 -7 296.555 0.104 14 
2 -6 310.672 0.099 13 
2 -5 320.344 0.094 13 
2 -4 332.050 0.090 12 
2 -3 351.596 0.085 12 
2 -2 357.352 0.081 11 
2 -1 382.348 0.077 11 
2 0 387.184 0.074 10 
2 1 413.204 0.070 10 
2 2 422.614 0.067 9 
2 3 444.964 0.043 9 
2 4 465.510 0.035 8 
2 5 477.753 0.028 8 
2 6 510.846 0.028 8 
2 7 518.196 0.042 7 
2 8 543.837 0.071 7 
2 9 575.987 0.194 7 
2 10 583.355 0.317 6 
2 11 609.084 0.333 6 
2 12 641.696 0.349 6 
2 13 662.060 0.367 5 
2 14 674.720 0.385 5 
2 15 707.470 0.404 5 
2 16 740.100 0.425 5 
2 17 760.198 0.446 4 
2 18 774.543 0.468 4 
2 19 807.119 0.492 4 
2 20 840.413 0.516 4 
