l n nu dnu n_g
0 3 162.735 0.124 0 
0 4 193.041 0.118 0 
0 5 223.348 0.113 0 
0 6 253.694 0.107 0 
0 7 284.997 0.052 0 
0 8 315.796 0.029 0 
0 9 345.582 0.032 0 
0 10 375.028 0.021 0 
0 11 405.219 0.020 0 
0 12 436.683 0.015 0 
0 13 468.609 0.015 0 
0 14 500.337 0.018 0 
0 15 531.731 0.029 0 
0 16 562.925 0.053 0 
0 17 594.418 0.149 0 
0 18 626.211 0.186 0 
0 19 658.899 0.195 0 
0 20 691.456 0.205 0 
0 21 723.460 0.215 0 
0 22 755.838 0.226 0 
0 23 787.792 0.237 0 
0 24 819.400 0.249 0 
1 -18 141.932 0.284 21 
1 -17 149.491 0.271 20 
1 -16 156.837 0.258 19 
1 -5 163.839 0.246 8 
1 -14 167.282 0.234 17 
1 -13 174.849 0.223 17 
1 -4 181.164 0.212 8 
1 -11 190.711 0.202 15 
1 -10 200.202 0.192 14 
1 -9 204.386 0.183 14 
1 -8 219.024 0.175 13 
1 -1 230.543 0.166 6 
1 -6 236.864 0.158 12 
1 -5 256.034 0.151 11 
1 -4 261.760 0.144 10 
1 -3 281.492 0.137 10 
1 4 292.025 0.130 3 
1 -1 311.114 0.124 9 
1 4 322.117 0.118 4 
1 5 343.901 0.112 4 
1 2 354.426 0.105 7 
1 7 374.487 0.053 3 
1 4 391.583 0.039 7 
1 7 409.786 0.029 4 
1 10 428.152 0.024 2 
1 7 451.217 0.017 6 
1 10 471.945 0.018 4 
1 11 490.528 0.015 3 
1 10 516.375 0.018 5 
1 11 541.434 0.026 4 
1 12 558.331 0.052 4 
1 15 581.739 0.105 2 
1 14 611.475 0.227 4 
1 15 641.011 0.238 4 
1 16 663.934 0.250 3 
1 17 680.501 0.263 3 
1 18 709.020 0.276 3 
1 19 739.271 0.290 3 
1 20 771.074 0.304 3 
1 21 801.990 0.319 3 
2 -32 150.141 0.337 35 
2 -31 152.464 0.321 34 
2 -30 155.223 0.305 33 
2 -29 160.710 0.291 32 
2 -28 164.525 0.277 31 
2 -27 166.979 0.264 30 
2 -26 172.132 0.251 29 
2 -25 178.825 0.239 29 
2 -24 184.710 0.228 28 
2 -23 186.737 0.217 27 
2 -22 192.357 0.207 26 
2 -21 199.441 0.197 25 
2 -20 206.026 0.187 24 
2 -19 210.515 0.179 24 
2 -18 217.697 0.170 23 
2 -17 221.857 0.162 22 
2 -16 228.567 0.154 21 
2 -15 239.051 0.147 20 
2 -14 248.394 0.140 20 
2 -13 251.432 0.133 19 
2 -12 264.517 0.127 18 
2 -11 277.316 0.121 18 
2 -10 280.511 0.115 17 
2 -9 292.386 0.110 16 
2 -8 302.624 0.104 15 
2 -7 312.395 0.099 15 
2 -6 319.584 0.095 14 
2 -5 339.769 0.090 14 
2 -4 342.300 0.086 13 
2 -3 364.513 0.082 12 
2 -2 371.534 0.078 12 
2 -1 392.473 0.074 11 
2 0 401.809 0.071 11 
2 1 425.268 0.067 10 
2 2 433.205 0.042 10 
2 3 464.030 0.035 10 
2 4 465.653 0.028 9 
2 5 497.156 0.027 9 
2 6 511.559 0.041 8 
2 7 528.703 0.069 8 
2 8 559.917 0.189 8 
2 9 569.727 0.309 7 
2 10 591.013 0.325 7 
2 11 623.361 0.341 7 
2 12 639.166 0.358 6 
2 13 655.579 0.376 6 
2 14 687.883 0.395 6 
2 15 719.447 0.414 6 
2 16 724.547 0.435 5 
2 17 752.615 0.457 5 
2 18 784.527 0.480 5 
2 19 816.995 0.504 5 
