Teff L dnu02_median dnu02_slope r_sep02_median r_sep02_slope r_avg01_median r_avg01_slope r_avg10_median r_avg10_slope
5.937595650886335480e-02 4.980686673159301359e-02 5.232578511837592677e-02 7.119587017889358882e-02 6.624117477179503055e-02 7.711991470208079402e-02 6.305194389092076690e-02 9.369297705602873394e-02 2.429326239514823516e-01 2.242568870899663558e-01
5.130460716782048874e-02 6.665022512997567650e-02 5.048023959352167939e-02 5.923118594971778922e-02 7.369196002610971241e-02 7.807324753976108145e-02 8.478626948612101588e-02 9.016142780589740668e-02 1.806426975572132110e-01 2.649781397438618069e-01
5.456421970721286180e-02 6.290411536777078261e-02 5.984852143607236746e-02 5.707300797800298614e-02 7.522371930899875159e-02 8.333934055110395200e-02 1.142023361848130275e-01 1.306073911734926540e-01 1.348195287935681219e-01 2.274178194989644464e-01
5.585937192159422943e-02 5.240763572014395938e-02 6.172915482960910499e-02 5.825885248233518554e-02 8.180805653943844236e-02 7.415148701260595998e-02 6.931417746074887420e-02 7.675398084472345728e-02 2.079718150294965762e-01 2.617454681593042731e-01
5.475622727035382026e-02 6.272460566287076100e-02 5.657528872435902551e-02 8.197814889273763450e-02 6.745445686120611628e-02 7.005696979607274610e-02 7.177012522535085315e-02 9.601172954218498146e-02 1.826858060865358402e-01 2.559866419383280411e-01
5.472349318494969944e-02 5.303431819571489264e-02 6.198455331053135536e-02 5.740985101612949143e-02 9.973762408073311159e-02 8.007028850502254103e-02 6.436790566842413852e-02 7.233767809664765069e-02 1.876685211203001913e-01 2.686657668215469141e-01
5.786089814818826810e-02 4.709352280041728678e-02 6.951733449022443057e-02 6.560069986814646981e-02 6.417358520847307735e-02 7.839420958258745686e-02 6.044618272283283633e-02 1.004515286382871853e-01 1.940850793237292871e-01 2.623769592171136811e-01
5.951182231539504236e-02 6.662780451467170684e-02 6.292162314407905022e-02 6.123382436589461936e-02 8.605219764606579502e-02 6.941877155340928085e-02 9.746343411448202265e-02 8.023364054502268861e-02 2.047087198127519880e-01 2.118281619882279587e-01
4.749517943528048375e-02 5.711241128892843855e-02 6.839031102089203340e-02 5.912436276364510523e-02 6.870731888494935324e-02 7.081359633554966393e-02 6.228782250980550300e-02 1.056246609811221093e-01 2.563514900426666077e-01 2.040928467371607158e-01
5.603514945415771775e-02 6.510279247757501386e-02 6.042477098733392560e-02 5.928011139655468831e-02 7.819425437227731090e-02 6.998264206180926372e-02 6.231948615352494308e-02 1.167813639880980331e-01 1.590685245644049006e-01 2.728109045442641545e-01
5.221830103587839916e-02 5.440681743127079306e-02 5.686664815756620195e-02 5.690087709279348371e-02 8.862061193396222891e-02 8.782926227661935759e-02 6.107080334740963568e-02 1.387634943137020793e-01 1.331141011000740171e-01 2.702090833107237966e-01
5.799768784174768460e-02 5.298411342599314983e-02 6.425368927233518490e-02 6.561556355229639093e-02 1.043706550354527168e-01 6.933374400884934063e-02 1.034344513959792738e-01 1.036259651641671525e-01 1.424680537025630467e-01 2.359160766006160037e-01
5.810600532863659934e-02 4.758057039015862327e-02 6.741857331898848393e-02 6.501771122448887774e-02 6.611781636504515669e-02 7.765854417072538818e-02 6.017157822177143095e-02 8.449075916869766556e-02 2.830241802884226887e-01 1.904142615230650926e-01
6.312547875240877293e-02 5.538413351922898131e-02 6.309018823000789311e-02 7.288255308498321761e-02 6.066717267104386468e-02 7.162332029936260835e-02 7.779444706979424251e-02 7.672201686172006041e-02 2.680812005828759892e-01 1.906294889285743421e-01
5.919287163376792116e-02 5.034357754652415973e-02 5.941499307676313679e-02 5.763047713094281849e-02 6.986557523814221349e-02 7.787555689169407824e-02 9.299625029431658751e-02 1.072224493367861242e-01 2.111877786142583868e-01 2.142704702368045944e-01
6.761890992096424025e-02 5.587789666032799002e-02 5.296383558741225850e-02 6.219601076776455628e-02 6.463076137572175417e-02 6.971445615681071128e-02 1.008034606804758399e-01 7.643303654714003748e-02 2.634016619537632997e-01 1.863599703496194027e-01
6.212105140590231528e-02 5.624070950528684693e-02 6.157143340502576473e-02 5.492282837679603874e-02 7.329933209455774534e-02 6.894810416147086063e-02 8.868847810290113320e-02 1.311805620913702730e-01 1.378817302406795675e-01 2.651457706160095240e-01
6.077881019305515081e-02 4.804156896539445165e-02 5.465913162404430897e-02 9.897845660355586439e-02 6.437294791665845728e-02 7.875562642099245836e-02 6.599709398276729089e-02 1.062695303557687626e-01 1.414829252108404378e-01 2.806639087269227062e-01
5.196162173043570448e-02 6.746825979420750796e-02 5.424485139608969247e-02 6.611230775666483706e-02 6.782056242086018094e-02 7.494296508873930784e-02 7.775773567463509228e-02 8.164682544983525858e-02 1.855844704867523343e-01 2.724604002017801951e-01
5.408600350658387956e-02 6.024317131753910426e-02 5.442244213465512181e-02 6.529128159139802046e-02 6.684757201830143769e-02 7.752962754727954486e-02 6.815933369302508427e-02 9.722806053076001043e-02 1.914290351869036566e-01 2.647634724735541956e-01
5.438748944139733948e-02 5.560684791003621397e-02 5.840451865457187836e-02 8.299751208325675811e-02 6.433753401011492457e-02 8.466469672244976430e-02 7.544451924485476302e-02 7.485703263472803792e-02 1.780679273504767457e-01 2.712319219481135191e-01
5.904793281181840853e-02 5.571952604695022682e-02 6.160728135562363456e-02 6.542990769451767497e-02 7.175559869864549245e-02 6.838420030205243083e-02 6.828053814832603374e-02 8.285560168821348714e-02 2.206865874646241621e-01 2.462328257892284211e-01
5.485272906662019832e-02 5.861114751996853584e-02 5.698196696725698479e-02 1.052234679512049631e-01 6.007921625045921366e-02 7.567362249109635397e-02 5.914368725546583633e-02 1.159731587957007065e-01 1.650956319159802566e-01 2.483653717862469024e-01
6.294262892465675441e-02 5.626823710493668307e-02 6.132068770408425490e-02 5.552917936110274982e-02 9.325758438462279643e-02 7.477732979210142961e-02 6.478210103262672936e-02 1.056830840392940368e-01 1.726230023738385688e-01 2.528161652827360939e-01
5.476380065030352073e-02 5.605224877308363080e-02 5.787294810660757044e-02 7.383552266079483617e-02 6.742823893640008392e-02 6.957648246053950436e-02 6.900230532852140442e-02 8.505436690806816857e-02 2.078937619328600495e-01 2.585203242428212866e-01
5.692442726674047659e-02 5.457473032480514297e-02 5.309547271565794729e-02 6.762352178810278336e-02 6.272343346606544523e-02 7.247041495712799875e-02 8.683813998829083280e-02 1.044335258734853944e-01 2.513922175690727068e-01 1.899241160506513204e-01
4.942313040681096253e-02 5.665151641735267918e-02 6.060100564562747455e-02 5.801937639321014251e-02 6.973196130111251889e-02 7.651788934555650568e-02 6.416891681723443930e-02 9.417593437900043107e-02 2.110216780751317522e-01 2.596885912189630941e-01
5.549772571725567621e-02 4.767660414199922231e-02 6.095553573174008338e-02 6.315309261696225307e-02 7.993225362142197810e-02 7.900639371128292954e-02 1.019312712611356586e-01 1.284681369441137699e-01 1.583168395290729669e-01 2.250621467250153995e-01
6.151633171771231368e-02 5.599927370466079718e-02 5.604415881891906120e-02 6.510332674775376471e-02 5.978975720854622089e-02 7.192246864126228267e-02 9.489103482212393748e-02 1.426486156812510619e-01 1.722334322878316115e-01 2.198516003699390042e-01
5.649480879547380541e-02 5.790446433293295475e-02 5.623443206786345877e-02 6.730605524096740233e-02 8.332357856615361935e-02 7.154684694057561467e-02 8.779792393482019341e-02 8.315328078064042339e-02 1.750087335072594563e-01 2.612298758333130300e-01
4.698664220522291018e-02 5.343699885895851487e-02 5.800345502586302243e-02 6.351821495383190574e-02 9.611408724404427173e-02 8.238092216177006488e-02 1.285661232593206249e-01 8.518578110538042869e-02 1.771740215708986765e-01 2.086337536147095384e-01
5.245046894884766719e-02 5.565949488302677356e-02 6.008140570964678323e-02 5.777158534768459669e-02 8.552900973707704135e-02 7.747161677723843343e-02 6.700117621436497972e-02 1.308170470359469872e-01 1.462494852520027921e-01 2.669687100941638414e-01
5.385069520719470287e-02 5.155897709357636083e-02 6.095643438852529211e-02 7.327287369686519281e-02 5.903502589515307458e-02 7.765772020802208520e-02 7.073876094106422430e-02 7.125085305689722592e-02 2.464757083327895337e-01 2.352029511799121897e-01
4.731194737323212579e-02 6.523617512741775037e-02 6.508152945081373264e-02 6.102105536389632739e-02 9.265328744649878323e-02 7.213394803274356115e-02 8.270214889177701645e-02 6.615053234344171751e-02 2.333032118513440334e-01 2.144061641188347578e-01
5.961654752235496374e-02 4.657671900890882066e-02 5.944977193149448419e-02 7.292219801074767416e-02 6.229122973121542506e-02 7.214773030290934364e-02 9.442878794554449007e-02 8.286541692634553924e-02 2.593092006333371780e-01 1.903923979871421091e-01
5.378233353143721529e-02 5.498112206134420782e-02 5.843997189405396309e-02 9.175440386953361005e-02 6.444839697531462575e-02 8.034658311544877474e-02 6.357061564066582293e-02 9.197775043287566288e-02 2.254651356684903296e-01 2.152336868108358225e-01
4.826763731652952000e-02 5.631503791192363217e-02 5.163087072088712315e-02 9.374265041481404104e-02 5.485416246104494326e-02 8.662578042267334022e-02 6.494847717716151214e-02 1.049817406467595665e-01 1.899319190113741007e-01 2.487017239168320959e-01
5.729637063754942222e-02 5.252584725522473769e-02 5.923551928552801826e-02 7.586032888767402227e-02 6.181822948750281821e-02 7.996989509225704840e-02 5.398448399834421957e-02 9.787069436753960405e-02 2.043164566659593784e-01 2.571221743224207934e-01
5.267481722677282152e-02 5.878836288512349906e-02 5.862099166932574490e-02 6.834262999103510317e-02 6.240688940700390291e-02 8.070622040822769683e-02 9.097672800597400578e-02 8.645176507836571655e-02 2.076415897786379472e-01 2.333900055495336245e-01
6.288063059858151060e-02 4.817542267764012009e-02 5.556244102353560116e-02 6.922900315934799043e-02 8.768875373248491423e-02 7.495895715150664718e-02 6.524127371491862670e-02 9.625379929788235867e-02 1.614221348631997843e-01 2.785875837809024258e-01
5.739490807103574815e-02 5.746546140074183795e-02 5.714391928842832424e-02 9.894927301533763819e-02 8.257713778480424427e-02 7.606101012763240299e-02 6.338714546848725484e-02 9.720630616313238881e-02 1.637702674499479927e-01 2.460445712304520915e-01
5.194520346869282296e-02 7.062505589759499047e-02 6.791509118586186444e-02 5.377110074723092520e-02 9.111294357757965257e-02 7.850067757468891239e-02 6.081677600789332783e-02 6.462470567313523262e-02 2.067842503444269342e-01 2.539041955228953373e-01
5.887913001230181409e-02 6.278078129441044819e-02 5.993225202299919119e-02 6.570761220901706612e-02 7.178339013719962913e-02 7.071603487915559261e-02 6.527004654949923601e-02 8.607540083552016330e-02 2.142615788279462197e-01 2.445937732319506397e-01
5.130347821063138691e-02 5.216846167859772593e-02 5.531723931908424235e-02 8.426516664901366471e-02 6.119351430791779289e-02 8.243816477124391029e-02 6.225487910053562751e-02 7.507698090767425669e-02 2.456534505361670506e-01 2.303286645191343351e-01
5.036578422967361718e-02 6.125649080692534970e-02 5.980047129055901522e-02 6.175815231119960447e-02 8.103599533577313108e-02 6.654867189340629707e-02 1.324919036505030900e-01 9.023980128810088486e-02 2.014731989810286672e-01 1.950295302128304542e-01
5.286086672632985678e-02 5.747123445881628656e-02 6.511340720489575129e-02 5.204948364150172729e-02 1.085185312240597860e-01 6.970858873526238064e-02 5.449688676880189847e-02 9.102082225591996700e-02 1.898230712775502427e-01 2.589371077068621796e-01
5.805219085999110268e-02 6.333530963727383722e-02 5.779771211726660723e-02 9.125685305579329942e-02 5.553197815972589491e-02 7.299031473524823788e-02 5.569366954978657858e-02 1.261094864643115265e-01 1.852815136404879492e-01 2.339509717801151745e-01
6.275173050365653871e-02 5.238353059192514538e-02 6.048970212750592185e-02 5.422390310478087533e-02 9.453260859206971678e-02 6.590934602629354433e-02 9.031628646191425247e-02 7.453461703964092688e-02 2.524118197771783034e-01 1.924464557750349136e-01
5.860467111584959782e-02 5.981340580276258562e-02 5.614912835708403549e-02 6.562956679505646540e-02 6.818412112079778875e-02 6.984862321859468259e-02 6.062984858824527201e-02 1.213449516109547932e-01 2.704695495915475645e-01 1.693261337991071314e-01
6.639905713640692486e-02 5.419303749108119600e-02 5.284956789566333524e-02 6.305262223571971025e-02 7.018291061417128440e-02 7.446898517218354663e-02 7.068078599104671289e-02 1.276135116403656067e-01 1.638384638446165886e-01 2.567210579787450597e-01
5.233172596535926036e-02 6.038130781367454653e-02 6.160952888475248329e-02 7.660737104854754842e-02 6.328563676969736762e-02 7.756668719508232057e-02 6.316914687233797510e-02 1.050633656295224816e-01 1.617539893732716227e-01 2.782312404477543799e-01
4.751333968762475740e-02 5.280688760171578511e-02 6.094249555646640004e-02 7.169221998676938989e-02 6.856691386168564661e-02 9.576648102236905158e-02 7.527698493757900566e-02 1.286952604195333028e-01 1.763493398444786475e-01 2.223900770817779926e-01
5.713291533760801733e-02 5.078212658385333061e-02 6.984259029631695315e-02 7.777515989225528004e-02 6.708961694020793010e-02 7.565311465556660842e-02 5.377911460421582607e-02 1.043098856155210419e-01 1.750598755214017033e-01 2.685756005530531842e-01
4.968405168912829600e-02 5.028798576777696733e-02 6.315226421251604605e-02 6.404869604742847999e-02 6.879843447527855815e-02 8.476129545615845862e-02 7.743047402572100779e-02 8.413757278573147369e-02 2.756929705092703298e-01 1.820062550309903826e-01
5.183940768583489289e-02 5.861808200347651265e-02 5.789613199613383165e-02 6.747557678352826549e-02 6.771900446139844654e-02 7.596308092483540497e-02 5.870189290756656214e-02 1.218308002363279602e-01 2.702231027342980596e-01 1.697329202666000014e-01
5.083424151387806733e-02 5.124087050158367823e-02 5.971518606908187560e-02 7.409330281123276130e-02 5.826954934256407120e-02 7.815758578832236736e-02 8.571920817305075935e-02 1.285443226526077343e-01 1.456429099401354288e-01 2.677828232075432635e-01
6.569523793703889447e-02 6.743259338217642840e-02 4.989517530176205279e-02 6.475780211290058097e-02 7.281337764290474190e-02 6.934566073202853842e-02 5.350241728030586535e-02 8.283840280133748790e-02 2.739753669309412665e-01 1.997439658786042127e-01
5.640496785020751580e-02 6.433311116227448390e-02 6.049622131377534184e-02 6.675076990683306843e-02 6.178988068402538336e-02 7.113547189114084734e-02 7.168814476422237514e-02 6.808124820484545703e-02 2.856939052473521645e-01 1.936262789753233626e-01
4.703628900274089281e-02 6.583991047004332520e-02 6.312427809351865704e-02 6.116927953308230054e-02 8.911832629455850030e-02 7.046265991085041980e-02 8.238919192660221213e-02 1.275001986304039880e-01 1.973243845629144011e-01 1.960354815752853030e-01
5.424571125914558894e-02 5.758097845737234627e-02 5.418455082637830406e-02 8.010471272875081816e-02 5.683354929042994108e-02 7.651378364328192960e-02 7.690759068011018829e-02 7.938332699703354312e-02 2.201384906972963795e-01 2.441073054202009818e-01
6.453557938500417701e-02 5.385516334398626759e-02 5.930138226984223160e-02 7.876993141331312120e-02 6.969322641076966529e-02 6.782967389953262205e-02 7.066413478211513999e-02 1.118605426630659011e-01 1.595807703271923672e-01 2.639095955051784514e-01
5.454423641362998038e-02 4.968880957491109140e-02 5.743856589475809099e-02 6.478305852116600372e-02 7.020944000512181760e-02 7.658772052702129962e-02 6.655465942206163776e-02 1.124619562027779351e-01 2.704454958925575636e-01 1.772860575459944410e-01
6.357209678835365474e-02 5.858312656984463601e-02 4.771912165283925117e-02 6.906882811046569093e-02 6.042498964695772884e-02 7.608157257678731245e-02 7.071696720450691698e-02 1.160150511200232215e-01 1.717324262439107463e-01 2.660858200863107648e-01
5.058814583729876607e-02 5.448473353291671123e-02 7.866243416838435143e-02 5.657647233183241836e-02 1.075503902380052362e-01 7.241541612680869877e-02 9.010941140789359427e-02 9.942217697049503256e-02 1.563552909911769262e-01 2.338355283951884245e-01
6.011104667540238117e-02 4.677164423696426876e-02 5.760505434824517851e-02 5.998422278271140634e-02 9.543278874360894282e-02 7.778938739552419823e-02 7.917448107998047158e-02 8.576451346643162998e-02 1.707527247246955204e-01 2.666141365464359536e-01
5.311981264331735314e-02 6.306825222272510745e-02 5.380628236308910434e-02 6.662468184762831980e-02 5.971395053292449101e-02 7.479557873204757679e-02 9.630934014546829736e-02 9.205799856195913400e-02 2.712303589113306823e-01 1.692737440395100101e-01
5.552286459665462665e-02 5.224357743358485490e-02 5.915861927398427533e-02 6.987440605672202987e-02 5.987835585940589483e-02 7.496228303620786071e-02 7.575524900842037224e-02 8.408005201057870692e-02 2.178867295489596845e-01 2.506378631754819231e-01
6.144547683471825172e-02 5.713981230687755625e-02 5.063300917124519823e-02 6.678412391353061306e-02 6.969889839685998456e-02 7.878018747022499935e-02 6.686346476856525056e-02 1.222920567638226541e-01 1.554499135448969005e-01 2.709130568292587027e-01
5.055202186366519745e-02 5.398529852429107684e-02 6.984182341770213409e-02 9.197087810857446089e-02 5.380240551541049659e-02 7.337374528909351712e-02 9.328362308461328467e-02 1.296491732122939666e-01 1.825668819246757668e-01 2.009741490596801683e-01
6.397486746948517766e-02 5.313498310809752767e-02 5.713409797477008584e-02 1.110355782350720966e-01 5.148459963526297312e-02 8.219791680453730764e-02 6.020863538859414638e-02 1.248541519389518156e-01 1.322854453492056381e-01 2.636897240960231481e-01
5.980846946267142500e-02 5.059076913038411394e-02 5.732004190823237338e-02 6.807218964316122389e-02 6.488644770884277602e-02 7.884666261046037461e-02 1.169444270994268870e-01 8.821038871288373884e-02 2.485456471626709130e-01 1.667749565612662577e-01
6.537557815442412990e-02 5.311211108667451830e-02 6.192368504301783150e-02 7.032504181082638306e-02 5.908966931964900610e-02 7.436946883303360845e-02 6.953733894033641005e-02 9.566433246261471512e-02 2.567263545307783001e-01 1.938764198186450627e-01
4.934122179375154127e-02 5.724863352054217203e-02 6.387922077286964373e-02 5.493564875596296943e-02 9.689401227325733501e-02 6.617193081974387381e-02 6.513033137439627751e-02 1.110957098528932846e-01 1.669795810223869137e-01 2.683237098141958432e-01
5.252691759210262323e-02 5.761814484700559374e-02 6.928540929847128160e-02 6.488105115413393686e-02 6.954050045641320399e-02 6.492244849584964672e-02 6.125213406792515830e-02 9.980394408118689609e-02 2.729194227298142317e-01 1.872500272770973861e-01
6.061238533430438752e-02 5.797114740512974290e-02 4.936264000408090852e-02 5.377884557828944978e-02 9.858400279288799528e-02 7.922789998677075285e-02 9.226769371628891492e-02 8.539417990808521874e-02 2.508431420305372028e-01 1.719580632436253365e-01
5.349889074451105037e-02 6.722984583769181510e-02 5.567332200240771023e-02 5.219562672336668097e-02 9.850745218292962513e-02 7.644660190674613942e-02 1.168468573500151958e-01 1.048030451173741912e-01 1.447606910006062342e-01 2.300376671343513646e-01
5.612147603485811292e-02 5.556356184071060966e-02 6.103369851320727263e-02 6.687246740477376106e-02 1.015370808845699468e-01 7.309020668511433116e-02 7.523088859451007582e-02 9.280588360034806861e-02 1.815826923038404428e-01 2.361620441380672675e-01
5.237938293722989996e-02 4.447358744613189724e-02 6.224581376883746991e-02 8.892583045067402325e-02 5.827373278080325014e-02 7.851893728420332452e-02 5.880613466226626562e-02 9.886552782569503484e-02 2.025613929138465052e-01 2.549496599303121558e-01
5.541599757678800781e-02 5.565917112569111064e-02 6.048567926971822051e-02 5.313319649419220164e-02 9.019703043066026882e-02 8.020727617202642878e-02 6.442118147171463360e-02 1.101715937716394728e-01 2.476645536950408122e-01 1.826443199925288918e-01
6.523485157940489554e-02 5.599027439545593843e-02 5.936302405159848972e-02 6.815041530782567358e-02 6.234553237382703395e-02 6.910462585093997412e-02 8.181188950209253297e-02 9.252815259779420543e-02 2.670604101133033925e-01 1.784108242277578915e-01
5.678088553337477806e-02 5.447929610357317431e-02 5.905949606299773502e-02 6.974585043923350880e-02 8.089789954626795676e-02 6.797001751134998382e-02 7.911370588754570998e-02 1.162945889074832040e-01 1.593232180536920395e-01 2.563350419544818126e-01
5.008699882661211966e-02 5.195209802499825558e-02 5.206853271661766175e-02 8.573968861060025926e-02 5.246592053445240517e-02 9.413178426726251380e-02 9.991617553284008746e-02 1.201390878327719958e-01 1.449094394452307977e-01 2.485902742086138761e-01
4.968458178695213390e-02 6.159999431365661277e-02 6.173587112402759841e-02 9.379034610441740194e-02 5.649559246863206097e-02 6.919729598481401400e-02 5.530438114847271991e-02 1.140298069948358778e-01 1.927637928766848252e-01 2.453983371975065608e-01
5.011657006743187870e-02 5.722631298772108688e-02 5.675975146270233196e-02 7.682345386139079191e-02 6.851216031821515118e-02 8.434166629185421704e-02 6.394913896221174343e-02 1.228805477702918092e-01 1.433973491699074287e-01 2.759930491082734916e-01
6.406663852903037026e-02 5.206201950766309317e-02 5.869781326963753598e-02 6.647227520178372595e-02 8.073657668525535680e-02 7.374153564949621764e-02 7.698908362460377131e-02 8.004839018873315115e-02 2.157229145547830684e-01 2.314627527890136538e-01
5.428956179289023271e-02 5.304629158969367125e-02 5.652121918881941598e-02 6.963071085527165749e-02 5.585962958568611164e-02 7.437804698054802099e-02 1.316785677125190401e-01 1.388266007352449150e-01 1.548707620670633500e-01 2.108986094922635501e-01
4.851213994627824599e-02 5.946913410562755520e-02 5.998089277724986262e-02 6.740860792463330975e-02 6.184561761861225027e-02 7.916739584433798993e-02 7.163800413070961493e-02 7.507783687966389230e-02 2.173926241183153640e-01 2.595077466545719358e-01
5.435783181159563326e-02 5.317048216916264031e-02 6.135180979398706380e-02 5.586945777005497549e-02 1.001853013956530286e-01 7.636832276293574473e-02 8.770165276505535734e-02 8.857320072264174282e-02 2.177083037246375641e-01 2.047136370842763120e-01
5.067476629987805598e-02 5.138507765637734953e-02 6.554510960187100166e-02 1.328355865154207116e-01 4.346344523731024423e-02 7.625931057423776527e-02 6.317947151806493911e-02 1.036236945701634743e-01 2.152408080229984699e-01 1.977927300036780578e-01
5.060703326228284393e-02 6.134421081027183892e-02 5.878700244554389831e-02 8.529763720320927833e-02 5.754996584255630404e-02 7.769348787166006909e-02 7.429817815101336098e-02 1.092359931567338099e-01 1.898135241253836591e-01 2.353729671313449789e-01
4.880979645378864806e-02 5.377825410643960469e-02 6.026049225435739509e-02 8.239353252609692146e-02 6.537541991506622130e-02 7.187132598302571618e-02 9.236716923038176819e-02 7.969341516414056581e-02 2.065864378103485222e-01 2.388641565563548730e-01
5.710888184581802002e-02 5.788367688458469912e-02 5.747564958536212354e-02 6.736655752503996342e-02 6.076645932305277387e-02 7.815369994747661808e-02 6.169168571043813498e-02 9.664469592048499647e-02 2.337151494239825267e-01 2.291935438337601161e-01
5.198863857808258548e-02 5.557167228593242608e-02 6.744747891044108878e-02 7.720199844709163539e-02 6.225148524920542936e-02 8.228679097990135305e-02 7.138249434034547869e-02 1.333921980023399789e-01 1.455608880977339037e-01 2.529163551089260165e-01
5.519709716386791282e-02 6.241586399962888859e-02 6.376405740076453166e-02 7.762289322580520623e-02 6.209850495197702380e-02 6.913712131301771868e-02 8.725571367991710736e-02 9.603078167202647175e-02 2.547683311958708341e-01 1.717096353971243883e-01
5.582002867044575517e-02 6.200302078192105465e-02 5.386204184706923359e-02 9.654861449460598599e-02 5.729215314842066309e-02 8.228057314797093680e-02 1.100214201324642010e-01 1.011612473619617897e-01 1.422426727539136682e-01 2.387682276612267118e-01
6.901047590480459404e-02 5.022483388609841337e-02 4.862094957513563021e-02 6.149296708685336038e-02 8.581213446947277834e-02 1.004784915170955084e-01 7.190149578653536044e-02 1.025229052271486446e-01 1.325085770399247187e-01 2.774271695069308596e-01
5.758206126341202519e-02 5.177748996330982373e-02 5.914012609055169234e-02 8.116572795686603781e-02 6.246890416625006798e-02 7.943573983918623960e-02 6.216433559821642890e-02 7.828729185557722903e-02 2.653548583222527513e-01 2.026234649443776903e-01
5.227609617525147412e-02 5.718314108124640527e-02 5.308650177734917236e-02 8.155994862657534039e-02 5.981278352022693923e-02 8.096540987572645176e-02 1.401188259463180541e-01 1.315728090660916727e-01 1.406248275192434616e-01 2.027996564119711465e-01
5.598498467981685017e-02 6.008417862922398045e-02 5.465460682110232643e-02 6.382943442176126914e-02 9.576539018752294741e-02 7.145550182263175898e-02 8.244827578061805773e-02 1.054354965963502921e-01 1.558417876932873258e-01 2.545003433676851778e-01
5.101001532598119226e-02 6.376338637540168719e-02 5.331596449596751747e-02 8.627459247752911065e-02 5.193401696298181186e-02 8.995288981377698445e-02 1.101454348273134126e-01 1.123470366066467580e-01 2.166188713800721033e-01 1.646377917343293529e-01
5.441399782238031529e-02 5.814573741563888731e-02 5.858384994115758276e-02 7.585223670801563567e-02 5.832737749326491472e-02 6.888473343259600423e-02 8.773563253449820354e-02 6.619148896707492680e-02 2.722897433595982131e-01 1.995752023257753582e-01
5.094351280838563950e-02 5.118474758408130681e-02 5.520496030608126881e-02 7.719721867973930451e-02 7.174438029789552418e-02 1.008303184774502897e-01 5.769781866355042088e-02 1.089572015525395593e-01 1.883423339919216566e-01 2.378975076383550713e-01
6.311972775221968979e-02 4.908166543998437881e-02 6.284268710886438403e-02 6.338388290494174904e-02 6.510153667363127727e-02 6.603858385309975543e-02 1.300070825890644877e-01 1.255616890939061925e-01 1.779358303830912980e-01 1.969273142011966904e-01
4.669439508136978556e-02 6.881804959101475716e-02 5.779218095283984724e-02 5.683282079662432817e-02 9.097940070151937231e-02 7.763442767155868951e-02 6.622160720979194948e-02 1.131418605122636034e-01 1.624543622728591430e-01 2.594308952101584964e-01
4.914655208467456904e-02 6.109328863016878081e-02 6.089208060327137850e-02 6.763101061282747462e-02 6.933774983402454795e-02 7.273799160598272417e-02 7.021006520620289015e-02 9.716722314391194881e-02 2.234162072048516690e-01 2.283678310740839823e-01
5.313137668203807285e-02 5.297310951367173448e-02 5.592912612237409264e-02 6.194691221157590244e-02 6.750676557011406342e-02 8.637896657745362805e-02 6.094729273962670724e-02 1.144546566008238370e-01 1.699572849484653481e-01 2.767745090338566416e-01
5.055724749620416764e-02 6.794853308228217259e-02 5.860942505099440980e-02 6.528490916575262204e-02 6.600664121859353695e-02 8.402374129435755123e-02 7.793021482355064200e-02 7.895708865465606019e-02 2.694747393991940854e-01 1.812074598144148563e-01
4.974321370255146285e-02 7.116223978784208537e-02 5.931610687712220165e-02 7.470491507115571694e-02 5.879595925612592783e-02 6.981890159985791600e-02 5.999362490804662634e-02 8.817086756692940619e-02 1.976328473639692718e-01 2.706613238663992949e-01
5.683108194093730581e-02 5.945260539381475029e-02 5.601459373724101271e-02 6.303016337773258149e-02 7.771723850629122521e-02 7.740024661121241989e-02 6.156635486530789153e-02 1.318325173443038734e-01 1.570826893762324317e-01 2.590725088469264525e-01
5.566880692186201851e-02 5.620366082228982207e-02 7.240119781143530830e-02 7.694378384664304904e-02 8.322384825710679723e-02 7.355595665914396730e-02 6.995848876848763387e-02 1.293205800387006721e-01 1.269849428339799025e-01 2.557387340403506903e-01
4.974469350167803200e-02 6.406849628191910173e-02 5.516877078211579466e-02 8.129260577060445914e-02 5.228818047722023910e-02 8.076657250782040554e-02 6.555054372661110740e-02 1.053276500941319888e-01 1.863237233583234231e-01 2.594687634995754277e-01
5.753149798622662209e-02 5.695725266610109083e-02 7.689719995332931768e-02 7.620960132213665250e-02 6.391481506612979591e-02 7.402213945386086624e-02 5.859200556256053544e-02 8.641545662644997683e-02 2.004649920584216927e-01 2.489950393047835331e-01
5.882155612388871579e-02 5.485697593804088334e-02 6.497237722687858319e-02 7.171261972154399644e-02 6.600526028803460621e-02 7.242918214273169619e-02 7.686113434370352160e-02 1.003073960550049243e-01 1.604093954739372052e-01 2.736241026862358816e-01
5.630671580432040219e-02 5.319616724163541560e-02 5.583300550278263996e-02 8.869327338177206144e-02 5.175916100699233524e-02 8.013523472749062293e-02 8.210584719525461372e-02 7.518976730050902502e-02 1.932595363364577601e-01 2.635212915027850267e-01
5.594847059719351007e-02 6.191341388387466838e-02 5.521180298571072564e-02 6.917289973620015242e-02 6.297006125981534364e-02 7.652834348898697459e-02 6.537758566620348322e-02 1.249530586474131844e-01 1.773915151449416416e-01 2.505328485896603508e-01
5.462533582710830948e-02 5.482989163889763484e-02 5.920005561910743341e-02 8.340759209624899750e-02 7.109228324883377914e-02 7.317167930394372077e-02 6.048602206413815352e-02 1.201839278013820539e-01 1.526209737507884801e-01 2.703822386495514096e-01
