r_sep13_median Teff r_sep02_median Fe/H L dnu13_median radius dnu02_median r_avg01_median r_avg10_median Dnu0_median log_g
5.235620875606312313e-02 6.501176994708852963e-02 1.960669262268056531e-02 9.330583869477651615e-02 1.116532016861900567e-01 8.414612064602716712e-02 1.622910168833581468e-01 3.451537389914547532e-02 2.417696705091010659e-02 8.327185571803688569e-03 3.248261754073035190e-01 1.978344883465310219e-02
3.317896263716692551e-01 6.150076808068723894e-02 2.311480932081881948e-02 1.122932954758077556e-01 3.614610224463482568e-02 2.606029027639057694e-02 7.772155810960298949e-02 7.392173609675527224e-02 2.808649210945279515e-02 6.004939249849633454e-02 1.491499967056640064e-01 2.016593271002009233e-02
1.121079603992609780e-01 3.773947688709249071e-02 1.907044716554284064e-02 1.072549968226500228e-01 4.235276109172732284e-02 9.575800559580856242e-02 1.586078164272463134e-02 3.097635013818968441e-01 2.545145779682943254e-02 1.344359981831795281e-01 8.334001621758382883e-02 1.686459681570355584e-02
5.070929994489456472e-02 1.000528899991743187e-01 1.771709777805655431e-02 1.084740182572253991e-01 2.634050942727819006e-02 4.240344435061610406e-02 3.575151132960268513e-02 4.057887391515246356e-01 2.121491115942292921e-02 3.578695588972480301e-02 1.334977485610807091e-01 2.226287415139929088e-02
7.381899373958605848e-02 4.895016901921828145e-02 2.211740541298108306e-02 1.119461204277938521e-01 3.642102666125985461e-02 3.654239943742106783e-02 1.546108043238556169e-02 4.544582269327195334e-01 2.255827478246206358e-02 2.803046324200780468e-02 1.254194938813348315e-01 2.427634603082986370e-02
7.480089707888511186e-02 7.141044036874238943e-02 1.837507205332834792e-02 9.344048187388732940e-02 4.048859102176482344e-02 1.800913091994653034e-02 2.269492046616928063e-02 5.595614460896428666e-01 3.380230996840019597e-02 1.045113639087128128e-02 3.890137198632192400e-02 1.806420178203977170e-02
7.485571889915007548e-02 2.057206510805696387e-01 1.790121279860191345e-02 8.520271407932115959e-02 6.013143576483136882e-02 1.131423366042363238e-02 1.011795053136670119e-01 2.040770663763300241e-01 1.177157561866174207e-01 2.595697705212238193e-02 4.910909621296436628e-02 4.683563257540101360e-02
1.456667109541162908e-01 1.068783564211659848e-01 1.485088789125890534e-02 1.102019009461826515e-01 1.850865915901019412e-02 8.246229205390728789e-02 4.516270419206491055e-02 1.000109996656667194e-01 2.150381959729813497e-02 1.331223829434555542e-02 2.655205678287752558e-01 7.592086299620802448e-02
3.387944404157287037e-01 5.310763580036617637e-02 1.203320436077390254e-02 1.319897979301482283e-01 8.171678159376706552e-02 7.332836924918460786e-02 3.671147293270999451e-02 4.338033253307357895e-02 3.596917198571046581e-02 1.089588876076664076e-01 6.344570328428102146e-02 2.056420230658979539e-02
3.311903731900660008e-01 5.576968114852209196e-02 1.778463273576295911e-02 1.112172630084663216e-01 4.944043521552724668e-02 1.876879815550436259e-02 3.332614557618131940e-02 1.454958832387728274e-01 2.000137503617078691e-02 1.195998458228813427e-01 7.203329637830055421e-02 2.537227049384408947e-02
6.994875173418396708e-02 7.115552445862456665e-02 1.925316015427241609e-02 1.031259013627335713e-01 2.015271762799028185e-02 1.138083375346323062e-01 1.607842784926500138e-02 2.747400528125889738e-02 4.010115776319763542e-02 2.224107394862189641e-02 4.731426014698030258e-01 2.351834081541645874e-02
1.873633410302409652e-01 2.256589527332865941e-01 2.058147004322131643e-02 1.069225408111268844e-01 2.406543116361545623e-02 1.173489097111485475e-02 1.217457731226015243e-02 3.458433560086029285e-02 2.489506929205206887e-02 6.101327550264924043e-02 2.699805304149072160e-01 2.102558512466489588e-02
6.364379833378520923e-02 2.904802073578710009e-01 2.273382797905580677e-02 1.031204567063197935e-01 2.029670926626921459e-02 1.809976783260472746e-02 4.614985123810916301e-02 3.599704321621173542e-02 2.791959190477741326e-02 4.024058182266615491e-02 1.556231422904251205e-01 1.756950220519045702e-01
4.674516266425181310e-02 3.089900425136685724e-01 1.999232380517926982e-02 9.731693825153581168e-02 2.286493157886317074e-02 1.079983638105300528e-02 4.804801234778991598e-02 4.178053315059870182e-02 1.862977634142621089e-02 2.331412023199641026e-01 1.055244347165844171e-01 4.616680592908517511e-02
3.174628043084373186e-01 3.065154041547221014e-02 1.992711238221051007e-02 1.192772935482918489e-01 4.613098054204401582e-02 2.713610515500470763e-02 7.191414706660491374e-02 6.074802360732751982e-02 2.379979386599240243e-02 3.842213928023480857e-02 2.203467533893705976e-01 2.418330643900913624e-02
2.526942413838801360e-01 1.484471740311585908e-01 1.729594884298657140e-02 9.836034935242302102e-02 4.322757907696988394e-02 1.525836393051427722e-02 2.996286934872362251e-02 1.719041270721505810e-01 2.371043635280376677e-02 1.778158379729402605e-02 1.620505279815288302e-01 1.930679882956674170e-02
2.602108033949159238e-01 5.934295823360460215e-02 1.862735439068175305e-02 1.233794890441761577e-01 4.142047040420910459e-02 8.153797868353837575e-02 1.436254283159268431e-02 5.229403866005631618e-02 4.631537979842689084e-02 5.249562905570010624e-02 1.049804251300403418e-01 1.450329303730576169e-01
1.366611799784882564e-01 7.766447952963273504e-02 3.145134923976980468e-02 1.010331717573463572e-01 2.570783648797988347e-02 2.915432306634288193e-02 1.570037092855841240e-02 4.709742743186343117e-02 2.436308388895954691e-01 4.183409132923267965e-02 2.354322493810782901e-01 1.463268198011191505e-02
1.767607464429969411e-01 7.852060162853857772e-02 1.609186760835335656e-02 1.071164778375073567e-01 3.264957969762406764e-02 9.015360927755541876e-02 2.039447534632868875e-01 1.176295889802701361e-01 4.989751456801919810e-02 2.012237949205761267e-02 9.247128798067798250e-02 1.464159302311269367e-02
2.164533830865409680e-01 5.834601746459649324e-02 4.913168915067513826e-02 1.054621023983265959e-01 5.422817368094452056e-02 2.367855311525976503e-02 1.930160245697764426e-02 2.114659280973960609e-01 4.353081174609026160e-02 9.330383994420821114e-02 1.040941119258679548e-01 2.100378693311637235e-02
3.046978696181837920e-01 3.138384615912852282e-02 2.318514501185402199e-02 1.177162849434507941e-01 6.721125414843646950e-02 4.866179059084983771e-02 4.460896705034281262e-02 9.714634336692763716e-02 2.615332248243180946e-02 5.099229959148156993e-02 1.675261059354592186e-01 2.071677110145351414e-02
1.759502567606230083e-01 5.058084365649250652e-02 5.593401544106907375e-02 1.471569307180990160e-01 3.353058743428495581e-02 2.485479723577814840e-02 4.774801724674802156e-02 2.236571209509385927e-01 2.930360280918945654e-02 1.110800278254107931e-02 1.764892218269821234e-01 2.368660313725395178e-02
1.979992850869148335e-01 1.209638401532939500e-01 2.412959271624234500e-02 9.916045377211507583e-02 8.487925275191823826e-02 1.557760386546806937e-02 2.129264537774811644e-02 5.517402294959702913e-02 3.142734217545811726e-02 5.672149440264893927e-02 2.640384706102879009e-01 2.863599613830723756e-02
3.363313363454943361e-01 3.409870882747600279e-02 1.549540220626143168e-02 1.205081295074078296e-01 6.249568833797754241e-02 7.488969107570178640e-02 2.497763353914029053e-02 6.160027100739813577e-02 2.982497944574157706e-02 1.199735859566598839e-01 1.036754366699126212e-01 1.612913708082869269e-02
2.012492978747681682e-01 5.580894870799477103e-02 1.670043013066962317e-02 1.168911234066704052e-01 3.800452475193831503e-02 5.047837133499104290e-02 2.703629557098578134e-02 2.323346961590025961e-01 1.269596990473385312e-01 5.227510156914012135e-02 6.131904725004083678e-02 2.094246419646006788e-02
6.117956705727201766e-02 4.252455408233607459e-02 9.023910671680542006e-02 9.685686690513424513e-02 4.119614422328739950e-02 1.832971005997374031e-02 1.148902916579409503e-02 1.729361284490295581e-01 1.714355222219546282e-02 1.186633750131896835e-02 4.149324994422383117e-01 2.130650417461472934e-02
9.118075728156752047e-02 3.016922064631670231e-01 2.037093677852158669e-02 9.265713656406605880e-02 2.820764305055298987e-02 5.070818808138352618e-02 2.171572683951904226e-02 1.901702722470552109e-01 2.645601148626352053e-02 9.784286367722180855e-02 5.176544801209619073e-02 2.723280951858567112e-02
2.176738206122120489e-01 1.217503615344009693e-01 1.754732618334593416e-02 1.021591876020400552e-01 4.007624180756910737e-02 2.205409229837809390e-02 2.539826102634036922e-02 8.264258638015853364e-02 2.358745472229891935e-02 2.274358930792146419e-02 2.706975656923629736e-01 5.366951283297159009e-02
2.262620791214966232e-01 4.343146117002254919e-02 3.135803710426354751e-02 1.172217515132259469e-01 2.443199410468843008e-02 8.114689072499808864e-02 1.912674130433942438e-02 3.479526315477658033e-02 2.334364325540302584e-02 2.265358326477565770e-02 3.502260284764551201e-01 2.600252680555502349e-02
5.404970154627977696e-02 9.621430488220988897e-02 2.651550140322212271e-02 9.076208257082787889e-02 1.610599086911701505e-02 4.046666286994530376e-02 2.024216005923857101e-02 5.486306126068469791e-01 2.062440994648524761e-02 1.171646691511683477e-02 3.829133361070859859e-02 3.638077272000159179e-02
4.763002563989029298e-02 1.405559414963577503e-01 6.937545568860864487e-02 9.937741209017279809e-02 3.970534519705116311e-02 1.178954201860013887e-02 2.465294972615104246e-02 5.220032905535787471e-02 1.980673689057913314e-02 6.269544264029670855e-02 4.145599364834574030e-01 1.765088307347717836e-02
2.634353091744732756e-01 1.087138126370361946e-01 1.472606042866170424e-02 9.595626339032527208e-02 4.021805574587571097e-02 2.579790404714804239e-02 2.922586045894336876e-02 2.829222308539014810e-02 2.682161627157596609e-02 2.079877955065860817e-01 1.188541245379369504e-01 3.997097471604734581e-02
7.425203595783068378e-02 4.469938724937296687e-02 1.658675150744347987e-02 1.065463549085182149e-01 1.165910628269494070e-01 1.466298039992051765e-02 2.470107176231555249e-02 6.007713157734021620e-02 1.945765945084659831e-02 1.167638974479994103e-02 4.802624265827690753e-01 3.048674803189326335e-02
6.734642644793743804e-02 4.000256431610655500e-02 1.581212092888594281e-02 9.632955594830967805e-02 1.452155431516849449e-01 1.510405410387304949e-02 1.823497940884655569e-02 5.330642182441463345e-02 3.187117460553612336e-02 2.842235294683771035e-02 4.653306901515927296e-01 2.302411616597446753e-02
1.818836550767152505e-01 5.515970393046356474e-02 1.357902597256034453e-02 1.058748607341360726e-01 3.004618517822668644e-02 6.558455279441476049e-02 3.702867398382085617e-02 1.849753585100390452e-01 1.962783047909981773e-02 9.608564571145483679e-02 1.826612352600012479e-01 2.749327236906755692e-02
5.252593836128535698e-02 8.405490598307316374e-02 5.546782266887407414e-02 9.056330950357807663e-02 3.206002171845684368e-02 2.878519511819530724e-02 2.340697546863788892e-02 2.341177777130734883e-01 1.988279930899705325e-02 2.439010046482612687e-02 3.234432094595894314e-01 3.130194423141301197e-02
2.368459623481052601e-01 7.993765429510735210e-02 2.476179993129612802e-02 1.029758911430361523e-01 2.799770553062487510e-02 1.702443579339300503e-02 3.087665608542344148e-02 3.404570342465792487e-01 1.945411180060598044e-02 3.767774290615896055e-02 5.524847608526282927e-02 2.674252983440678078e-02
6.234017099619563324e-02 2.088581090342798707e-01 3.683124202107219275e-02 1.442534157158701646e-01 2.115821291169312987e-02 1.222494074616468571e-02 8.418913215432984043e-02 9.674084032467489269e-02 2.689869946855595259e-02 2.873772340986840285e-02 7.076264975861305817e-02 2.070048634586821867e-01
9.433110911473722993e-02 2.619594341585599895e-01 2.288996250706058430e-02 1.009524889357654998e-01 2.612535853051918197e-02 1.255328500538158143e-02 3.877602567598329580e-02 5.967923773785846486e-02 4.197687501021264700e-02 1.309531151728039744e-02 3.008955401759700332e-01 2.676537163067103584e-02
3.106722821253785072e-01 1.159956772096326499e-01 3.049003349719235645e-02 1.209911976341643686e-01 2.377779629032308883e-02 9.825819137164116396e-03 2.060524472252157346e-01 4.593228804057612746e-02 2.652447481683703479e-02 1.370543867297882405e-02 7.817687404367079651e-02 1.785567130686656345e-02
6.525928475972307685e-02 9.387455602508884556e-02 1.987133939886396097e-02 8.974080641149706494e-02 3.689202539827249328e-02 1.690899449926865084e-02 1.515514609741288807e-02 5.018680992597608359e-01 2.281405084376596573e-02 8.776979241268544063e-03 1.060353596448173480e-01 2.280335842026025295e-02
3.257271865543154843e-01 7.966408315096974724e-02 2.106092923799497002e-02 1.241107224310877138e-01 3.822567655835523021e-02 1.475708797735958942e-02 1.137604140042806494e-01 1.184886179991928579e-01 1.987814715450916467e-02 1.511683984767003656e-02 1.080119391875831725e-01 2.119835589668141521e-02
2.935887865643485028e-01 8.606101373527888510e-02 5.248901300478738680e-02 1.107856228427094858e-01 4.555321635435429645e-02 1.188812162024997093e-02 1.441511138854462658e-02 3.913062042117744499e-02 3.154994313402365719e-02 8.847902576234971395e-02 2.032164096156900690e-01 2.284311555648587885e-02
2.449948051004231520e-01 8.868206108578927105e-02 1.809197652041206333e-02 1.170349658802978671e-01 2.388492403278621307e-02 3.473312556824993680e-02 2.421369240538662551e-02 1.803118880608587382e-01 2.324791602458857118e-02 5.152338635671516870e-02 1.658755277588869759e-01 2.740573120560554909e-02
3.219564598595464622e-01 5.815346251910320785e-02 6.338344895784230049e-02 1.118165003200827373e-01 4.569029259698111772e-02 2.025864372980809222e-02 2.200129046097831775e-02 3.725620787296632375e-02 2.580703852729376163e-02 1.054955474871220600e-01 1.448730055836654207e-01 4.330810208461024352e-02
2.859626052984223787e-01 1.079907245596347792e-01 2.175884783517399029e-02 9.982135946141190708e-02 2.430327485157396036e-02 1.484925492337620979e-02 4.072137603805538880e-02 1.084720810024328574e-01 1.439251808143833244e-01 2.098094051309625299e-02 5.426659600773316161e-02 7.694775869470582563e-02
5.983850791786080037e-02 7.986027009153892631e-02 2.368663951708451648e-02 8.995062143530674348e-02 8.686741949070718449e-02 1.353447324169165453e-02 1.728996286208518696e-02 5.060676474181040330e-02 2.129137124109328066e-02 1.678077045998486311e-02 5.179389564746996744e-01 2.235424252613679719e-02
6.431535340783176014e-02 4.917608202671008150e-02 2.431937187474284348e-02 9.541086473538909485e-02 4.354704538332034719e-02 9.841995305562847851e-02 1.677627400586279016e-01 2.243302057011526407e-01 2.209934572383180640e-02 4.691671854873748909e-02 1.466418491148126779e-01 1.706047036921490290e-02
9.072190862050645566e-02 9.581496985817231082e-02 2.732874883071705063e-02 1.013036698280549847e-01 3.082556261516060381e-02 3.092890498790784939e-02 2.890388774389068480e-02 4.060542103415363396e-02 2.920510173438759308e-02 2.718852515545910897e-02 4.403454163119911446e-01 5.682788327959881203e-02
2.120304786740611069e-01 4.768854061743642986e-02 3.259052691149933595e-02 9.898561722540623331e-02 1.083518534406193029e-01 1.406215537141650325e-02 1.498489187821499535e-01 1.293858846939547058e-01 3.719784822431313615e-02 6.638179361441187698e-02 8.495321060071163444e-02 1.852317184401967159e-02
1.590866960765440763e-01 1.019661391755282281e-01 1.761806162375370924e-02 9.516535397572768729e-02 1.784395060943658184e-02 6.497474664185293181e-02 2.329038015319023075e-02 3.205318215458359266e-01 1.702594960851744679e-02 1.828902814771850641e-02 1.334418620512183018e-01 3.076601039067643206e-02
2.223427260105562409e-01 5.598213026467674380e-02 2.519699044874001634e-02 1.535633019156180112e-01 2.437266330055649563e-02 7.408446312299767078e-02 1.009691762425401762e-01 6.435503376755648264e-02 2.674483585361681764e-02 1.485879846092994297e-02 2.152619459292784143e-01 2.226793468293314718e-02
1.807792148590077475e-01 2.164967970889211391e-01 6.950164370990538631e-02 1.126865880849295398e-01 2.888865501270974218e-02 1.283427451412507726e-02 8.961395112532125062e-02 4.015148735959923193e-02 3.047538991831575186e-02 2.865002365276863791e-02 1.660095511500519205e-01 2.391242352434433047e-02
3.038427336887750685e-01 7.473891935984425250e-02 3.560537922784193232e-02 1.110314375594251002e-01 2.032505231768084661e-02 3.697634771400384879e-02 5.930270771461569612e-02 9.358458669980775080e-02 4.966001384297111937e-02 1.090724020429165511e-02 1.868831251112302583e-01 1.714245655951265879e-02
2.236328270769233628e-01 6.776618213637186638e-02 1.952538004529613333e-02 1.053577939245056022e-01 3.534841467741165616e-02 3.720002928173371526e-02 2.439653731997943470e-02 3.399344587652398247e-02 1.576950920197216222e-01 1.169403345026887031e-02 2.652020299792700042e-01 1.818823421199386448e-02
1.774863065959523534e-01 1.308416981402552859e-01 2.641233237345622445e-02 9.944835282480257721e-02 2.220548714584334379e-02 9.076564967501467296e-02 1.738325793094692984e-02 2.203964798985104945e-01 2.019534276507550102e-02 4.954806161555275895e-02 1.160920594748709178e-01 2.922497155971894370e-02
1.406326311215998215e-01 5.858050262275425052e-02 1.998947537720949588e-02 9.675119186856633025e-02 3.373544057058127515e-02 4.790523807172487880e-02 6.435973223512410357e-02 4.489008850862945266e-02 3.009888826138838736e-02 9.811535457630441923e-03 3.827602660877240659e-01 7.048500981706756763e-02
8.511666978608732614e-02 2.581359715848552394e-01 1.727746308928655022e-02 9.905971257366741334e-02 2.697716152469398221e-02 1.992092740120128547e-02 2.803489296100430961e-02 7.891816492611160305e-02 2.018576266373321021e-02 3.148969541222578633e-02 3.048550591638420348e-01 3.002851891329118977e-02
3.004464603425848757e-01 7.052205581530950063e-02 1.777746793012878815e-02 1.171243519931805255e-01 4.524985954638808400e-02 1.534285326182405033e-02 1.993180223835061202e-02 4.927208801984832992e-02 2.418071144457860366e-02 1.256790712110736064e-01 1.898827553546442171e-01 2.459052284208888828e-02
3.107261139199045674e-01 1.025352395606812100e-01 2.751299753483102406e-02 1.094329791329986951e-01 3.079483152575720681e-02 1.062989128160498307e-02 9.733209147126269112e-02 5.819775563773596505e-02 7.055450384794183238e-02 2.037052319426014071e-02 1.421177039321936397e-01 1.979536896082818506e-02
7.524202088873013783e-02 6.847315795619861312e-02 1.872841637767675566e-02 1.002664262234981285e-01 2.883422062999232982e-02 3.965348661572883071e-02 1.700683207106935130e-02 5.410473855543840305e-01 2.097681694087642074e-02 1.084441993631167500e-02 4.285883802834124928e-02 3.606797877719242207e-02
5.152850343130153249e-02 4.894155079708918665e-02 3.028827665960351356e-02 9.378093951241515958e-02 4.255377872469535278e-02 1.274481442089746841e-01 1.528901140023140523e-02 4.424637471129142657e-02 4.627078123054046560e-02 2.851642764692619361e-02 4.404709638871455724e-01 3.066524778978553523e-02
5.736036287486546287e-02 6.253702653297693592e-02 8.251359105614419764e-02 9.935561587074510925e-02 4.952038645348068313e-02 1.971924413708645366e-02 1.623156761803552436e-02 4.001097947756748763e-02 2.342248968983857288e-02 3.010560273632823317e-02 4.885918985656305114e-01 3.063123498730079691e-02
3.137685095077095698e-01 6.330155254198277515e-02 2.949951353664638856e-02 1.256586797046422843e-01 2.242299509646655808e-02 1.323021776121593475e-02 4.561388240338484779e-02 8.299540739327947170e-02 2.654016966605329819e-02 1.383946410343015188e-01 1.137101826438611935e-01 2.486424871045612300e-02
3.048694178289282353e-01 6.603458640572118510e-02 1.518331964766312867e-02 1.173834727145524337e-01 3.906338536848294463e-02 4.293901174290992717e-02 2.323134110161051077e-02 1.051383880181443742e-01 2.112989676206810177e-02 1.055485358576801064e-01 1.348513917467638046e-01 2.462725280547514370e-02
2.067832375545719803e-01 1.518526851870591055e-01 1.470858829274878689e-02 1.221757764435089377e-01 2.353999332280468787e-02 1.990716403915770982e-02 1.039127196678143045e-01 8.454038370216510057e-02 8.182391990410284310e-02 4.846837786044951718e-02 7.260748460287162753e-02 6.967966942274533837e-02
1.645297182926224178e-01 5.169418717729309942e-02 1.605130872798331276e-02 1.132321916203290896e-01 1.763575602935274142e-02 1.086646395508319290e-01 1.331942937165033099e-02 5.317600954860919604e-02 2.269333930398525004e-02 1.678018119517797266e-02 3.992337033754719822e-01 2.298953580669267291e-02
1.808371713816475657e-01 7.275539943841569102e-02 5.640169033888117744e-02 1.082058816422101083e-01 4.170554667176486208e-02 1.170133290869865804e-02 2.227280059084698477e-02 3.129848678391116135e-01 6.973958534545633692e-02 3.562896488378951287e-02 6.067449325279408029e-02 2.709226570638339701e-02
5.555692039674160060e-02 6.162082621025748164e-02 1.852510036537889301e-02 9.508240685382568502e-02 1.218066126506975322e-01 2.412327134815357016e-02 1.798050701216418260e-02 7.541773462397077799e-02 2.822751519182303825e-02 2.235280468525896805e-02 4.539259186326936035e-01 2.538038202903458718e-02
5.029332888493993209e-02 9.425231487892819782e-02 2.083212407801064356e-02 9.624997614130365031e-02 5.887405669922251422e-02 1.532404289470458945e-02 1.438542965238944621e-02 3.311783686552569744e-02 3.050575613280881795e-02 4.211645931222326306e-02 5.200385430082975491e-01 2.401013145164574911e-02
2.472810989943400872e-01 4.517180205083611705e-02 1.839718565563746439e-02 1.109717697280694915e-01 1.856920713308914117e-01 1.277660821913795958e-02 8.796367632464602293e-02 9.976227890298397516e-02 1.677345296372803954e-02 3.027780939816896930e-02 9.002982623699613829e-02 5.490242019456406664e-02
5.867008437450747793e-02 5.296342420188124983e-02 2.833129563122595632e-02 9.670052303217073486e-02 2.398240692960978623e-02 6.366659244578533328e-02 3.434936418900545740e-02 4.546968023665594605e-01 7.077899034295662140e-02 1.149171169122200145e-02 8.518526489411293312e-02 1.918353990096308484e-02
2.282624417013171814e-01 7.953191365184780759e-02 1.609973445355912525e-02 1.093469269253888876e-01 8.862730190091232252e-02 1.954926533462761004e-02 2.380999726783356724e-02 2.146453671616335157e-01 2.396694546895625916e-02 5.790048120065858367e-02 1.059425766901612304e-01 3.231704824310397545e-02
5.920868794396441648e-02 1.154071977402326421e-01 1.704396955891231136e-02 9.569212502845154955e-02 9.278540695062592603e-02 1.657703724335587644e-02 1.877612720788151765e-02 4.619812388437642692e-02 2.675745630822277954e-02 2.190940089301768312e-02 4.681735575766095003e-01 2.147090966434935660e-02
5.771289663627881400e-02 2.895410041262966860e-01 1.533152132966423067e-02 9.180499707562468636e-02 2.847067020236741450e-02 1.632550455230246181e-02 1.443810209107100340e-01 2.820783110789208681e-02 2.128708818804653236e-02 2.174201866002143171e-02 2.597071821292583071e-01 2.548826508153732504e-02
3.064914759761842578e-01 5.449129604312451941e-02 2.025596431681542936e-02 1.209042387065591556e-01 8.059287435265199973e-02 3.838324629801570520e-02 1.930822534131742055e-02 3.967343592933010588e-02 4.470270385779424871e-02 4.333811659674990935e-02 1.988714751334212938e-01 3.298694744803599282e-02
1.875138585740051267e-01 3.603817115742242311e-02 1.760040530577018300e-02 1.071373279658054678e-01 1.322903540673151523e-01 2.243556257582093177e-02 2.091901180447716668e-01 1.274397178275514242e-01 2.152657793378830176e-02 1.849319155841741905e-02 8.749089973745501070e-02 3.284381525187692746e-02
5.782163651461667137e-02 2.021116675394199480e-01 1.930152730142200082e-02 9.775681903066109346e-02 2.939945104193398412e-02 1.306586297582868796e-02 2.232016192173627914e-02 4.078326891221732975e-01 2.691866931266343604e-02 2.116038486106721836e-02 8.505762439208647274e-02 1.725350598639105448e-02
6.812651709360911800e-02 3.531133883035688509e-02 2.014833951763689290e-02 1.512185846244387677e-01 1.149937840055121618e-01 2.168689845710698727e-02 1.624941115302547257e-02 3.197598584737406519e-02 1.794064496394981792e-02 2.246534838279657526e-02 4.646960075928269762e-01 3.518713953136618638e-02
5.347495404507652400e-02 2.878295793245828627e-01 3.615605310250049470e-02 1.056052356576410306e-01 2.580948242867118006e-02 1.086173507288658475e-02 2.564824162813204855e-02 3.953223355811278511e-02 2.875421033923645717e-02 2.055808134409291832e-01 1.481037856219513671e-01 3.264367578027948386e-02
2.464069024156440302e-01 1.124047739235664589e-01 4.226315220572227083e-02 1.122164186817187076e-01 3.000896549294551283e-02 1.170853077050500353e-02 4.039672942832350788e-02 3.566956645631448597e-02 4.231900083037085786e-02 5.567381246610406814e-02 2.297348584678418904e-01 4.119728886094309317e-02
6.300135044625472525e-02 5.777471623381430499e-02 3.716806781629986706e-02 1.468281023358595228e-01 4.407104804954570937e-02 2.371832882391994649e-02 2.060475586315681923e-02 4.009577479517197340e-01 2.030971504443997155e-02 1.159840360092082370e-02 1.579778458601807101e-01 1.598991797388802857e-02
1.628607483928057598e-01 5.781250084766590552e-02 2.132384003069006523e-02 1.144708872684453010e-01 2.737722494037376220e-01 1.205472268482064326e-02 4.936440107365670099e-02 5.814743489943512145e-02 2.320394692805749504e-02 8.268026749617826687e-02 1.181009980555969147e-01 2.620800291891018166e-02
8.035531856566130449e-02 5.034385629559569308e-02 3.487196810376977374e-02 9.930753895643457119e-02 6.124867621241603804e-02 4.589515816475685239e-02 1.449706826410217600e-02 4.439738894864806440e-01 2.629748975957056298e-02 3.160894507845033591e-02 8.691245808067320222e-02 2.468763303208888066e-02
4.458728997220230000e-02 7.358548985036002243e-02 1.750603207939423894e-02 9.884360502853282993e-02 4.614978785259817029e-02 9.985949308358139931e-02 6.258546242825861750e-02 6.073389941241811446e-02 2.092049131244531207e-02 4.131030055705524340e-02 4.096223039309149216e-01 2.429584449223877451e-02
1.636745824911874647e-01 1.088923543296726887e-01 2.776044312056157037e-02 1.036509901686741009e-01 1.247710506383925416e-01 1.239208982639466994e-02 6.929749134860947735e-02 2.183443411803918099e-01 2.916256576211035886e-02 4.570399773061251808e-02 7.589631941230082224e-02 2.045377399109208835e-02
1.489204422212101475e-01 7.223350137079095901e-02 3.377830733195907181e-02 1.010293433259757262e-01 1.169075993789707169e-01 1.536416625394685515e-02 1.144557619966148770e-01 6.305943532337909829e-02 2.089557718473621442e-02 1.910590243280419209e-01 8.239362655823172232e-02 3.990321472614275639e-02
1.960851238141337605e-01 7.177490266972323674e-02 1.807383007387238991e-02 1.011491022070495766e-01 7.191262663581349246e-02 1.083759440021351411e-02 6.204121288552291724e-02 7.077876359651426308e-02 3.947444647341950136e-02 1.209345529503697003e-02 3.225648360158436811e-01 2.321410593285682875e-02
7.840443961784721028e-02 9.487205763671703596e-02 2.051431377954425483e-02 1.039051338900079668e-01 1.167604670007089951e-01 1.702028956240241725e-02 1.606575135776361352e-01 2.106797431729588721e-01 6.131304076252669377e-02 2.325409744280654625e-02 8.486202513251234203e-02 2.775687842433135696e-02
2.032050513799085467e-01 1.026951701253953769e-01 2.653931295299748888e-02 9.599158139748129037e-02 4.349816813970663193e-02 4.181443199270317573e-02 1.301947127592055498e-02 2.044435067539958351e-01 1.530845631176841644e-02 3.710875928458113454e-02 5.799829625009401968e-02 1.583777941354473084e-01
9.443206520875849219e-02 1.012342976698655389e-01 1.483553565471412185e-02 9.456484964348600697e-02 1.651779729482260595e-01 2.343701340813696132e-02 9.448299551438542332e-02 4.900207527207786629e-02 2.372258251190758824e-02 2.379079296195903137e-01 8.094768128600003665e-02 2.025500126285153732e-02
2.704197532094961831e-01 7.815839241008429306e-02 2.235098529631182607e-02 1.113821651975450133e-01 2.614744611462046023e-02 5.431985973389816952e-02 1.188996662643893899e-02 4.509894300991373201e-02 2.182531082865157152e-02 9.025515249423662900e-02 2.390836070080837317e-01 2.906841807071958855e-02
8.673716548241168500e-02 2.741217026908115972e-01 5.467216433677611620e-02 1.023512365170417132e-01 2.010283309264081567e-02 2.728613119988262253e-02 1.384599210925900326e-01 1.448353271704818646e-01 2.478266377133172063e-02 3.410157190044324493e-02 7.251977689818797645e-02 2.002950584740050693e-02
3.161082163244365306e-01 6.002496973899519583e-02 2.581962111633281237e-02 1.150153440838852237e-01 3.478570129350024714e-02 8.179223223206645230e-03 1.493669261230272036e-02 1.586836121729527094e-01 4.341068061790046007e-02 1.037325344752025452e-01 9.221997045898011613e-02 2.708343388230478876e-02
1.216594017393349547e-01 9.015733106917585282e-02 2.074834583751061431e-02 1.035126206371906193e-01 4.635565227966616936e-02 3.728375614598488513e-02 4.057953973750344501e-02 1.533495122444724357e-01 1.715576660309722432e-02 4.402089496638040417e-02 1.153451490683771036e-01 2.098320296713064026e-01
6.291683851743747058e-02 6.209633882938190436e-02 2.053856131270411986e-02 9.463234665617961672e-02 3.123259961932408485e-02 1.050338910919145774e-01 1.554571652610827956e-02 3.372537845961080111e-02 2.259811362201380805e-02 2.242011629530339667e-02 4.997710358023609301e-01 2.948906326766087549e-02
