Teff Dnu0_median r_sep02_median dnu02_median Fe/H r_avg10_median r_avg01_median
3.574153671086576223e-01 1.816497244663709543e-01 1.346681632008598917e-01 3.097973723107055877e-02 1.924758218273851240e-01 8.383331761944520788e-02 1.897786854621053704e-02
6.116160443707964189e-01 4.933145004488211777e-02 1.061278867989300378e-01 6.014965924651831386e-02 5.995827766670318304e-02 1.088106770889831279e-02 1.019356141632716817e-01
6.071735986533866036e-01 4.591954965428076546e-02 2.044664189992040915e-01 3.509701180031724044e-02 8.021586922363767302e-02 1.561636561997798052e-02 1.151118604919567495e-02
4.284547524028230470e-01 4.221171916736333324e-02 2.788509633031878154e-01 2.043674575759473269e-02 1.836170445351171521e-01 1.858234555346223102e-02 2.784642928045166083e-02
4.523729003964583884e-01 1.797088065404496837e-01 1.576876364268239850e-01 2.621269054414644348e-02 4.974416035446556361e-02 2.719924489427541156e-02 1.070745608433804064e-01
6.015634899463020435e-01 4.126320136395619093e-02 1.293604284660542503e-01 4.861057336050922384e-02 6.653135963722867086e-02 8.539942286140790595e-02 2.727152436454177362e-02
6.211907510704034463e-01 4.807998402141789446e-02 1.846560070918316920e-01 3.450007643034350840e-02 4.166083164423378671e-02 5.218643625730368107e-02 1.772591348446602919e-02
3.996891964706619782e-01 2.087958246524735384e-01 1.727970577470298863e-01 4.125710158377489389e-02 8.554178742920549861e-02 5.749426965182138916e-02 3.442476246503296811e-02
4.652393410501087234e-01 4.517882758486636841e-02 3.166035681522056944e-01 7.165507328632574058e-02 5.264324604458592294e-02 2.928290305814582398e-02 1.939704082376174712e-02
5.543209867440359595e-01 5.339501658794976874e-02 2.142547800039750761e-01 9.339541218542381229e-02 5.492015600743447440e-02 1.465344122493617528e-02 1.506020724624483088e-02
5.426424148800544911e-01 8.113965458878889814e-02 2.133055538998587797e-01 2.204502666854551637e-02 9.836644401338154320e-02 2.354783374056203249e-02 1.895307220880854474e-02
4.442120798547233851e-01 1.125809745248434052e-01 2.761099878698631827e-01 5.416358684699526527e-02 6.814834283445744822e-02 1.449624548345997133e-02 3.028878258565726941e-02
4.560945056153500876e-01 6.548043183344652574e-02 2.482159981726392017e-01 2.579373514008616308e-02 1.622127952082870750e-01 1.298460718576919734e-02 2.921792684442152052e-02
4.424185374463694975e-01 4.264988943300285912e-02 3.137436541096915721e-01 3.421664361923290598e-02 1.318634858301107049e-01 1.493170054972138734e-02 2.017608901187116152e-02
5.453819333389520185e-01 4.428997297014244938e-02 1.527539804375273869e-01 2.306140084899352058e-02 7.456205901846760242e-02 1.459918291329805606e-01 1.395882425293655874e-02
5.496593336783512918e-01 4.000692644987102059e-02 2.163140634948105268e-01 1.848591295959760294e-02 1.415798744561506117e-01 2.104319211695586389e-02 1.291069684426315693e-02
5.446410968986676870e-01 3.884680096550158224e-02 1.779479634103677266e-01 6.845770225264044551e-02 1.143543122995522160e-01 4.025337767049403520e-02 1.549874650277629703e-02
6.206768965007106731e-01 4.747646754877267450e-02 1.197112780889789119e-01 9.151935543479571000e-02 3.473838578283391237e-02 2.172462508048259022e-02 6.415299156342561815e-02
5.823044529081364828e-01 4.175648202985832863e-02 1.787870336275622640e-01 4.520469559270495069e-02 1.001278616360408852e-01 1.327376908190484005e-02 3.854570512379224684e-02
6.288324549567110289e-01 4.416790863488100766e-02 1.674840088228939650e-01 5.357113963024081466e-02 6.589294511522229836e-02 2.236963141180851877e-02 1.768191142824218284e-02
6.079565039129689596e-01 4.881562307273532714e-02 1.354522482460836230e-01 5.232779384620653979e-02 8.039447362797581820e-02 4.125890724373335733e-02 3.379445005029646509e-02
4.799909835342938136e-01 4.454544795833254717e-02 2.932490649613265221e-01 7.277088204118969950e-02 6.313547718840857581e-02 3.223555588179444209e-02 1.407258843465449688e-02
5.124603806013735552e-01 4.466196179509916014e-02 2.361042123323151554e-01 7.662603982449626983e-02 3.675817194797579429e-02 3.983368976388306643e-02 5.355554373485709591e-02
6.128379894950319873e-01 4.097456198864116855e-02 9.781225781438777911e-02 6.571136466408732113e-02 5.953369866955808554e-02 9.838348893903696088e-03 1.132917784743901340e-01
5.896340959869282861e-01 4.385925278004044331e-02 1.940517997676270978e-01 5.934988353588494664e-02 7.475617206617245214e-02 2.148282201195758287e-02 1.686597385138919117e-02
4.815162511953673952e-01 4.934102786970411686e-02 2.504375917719639522e-01 7.512062858835288903e-02 5.327427143535150983e-02 4.239240823100787897e-02 4.791782090825231349e-02
5.976012936983302604e-01 4.498738115201918186e-02 1.900716536585284056e-01 3.949964067949249952e-02 7.241488708348747805e-02 2.462778708655198948e-02 3.079735664159019212e-02
4.904137698736770190e-01 4.397171459315673409e-02 2.059206353042849769e-01 7.756150138009486328e-02 3.894906473345704362e-02 1.174654961280622717e-01 2.571781798726686941e-02
5.819910863726878159e-01 4.587552858659399435e-02 2.076710681029997618e-01 2.283081270437435986e-02 9.196878035398244056e-02 3.081136110887135876e-02 1.885136277049030695e-02
5.084701368678848921e-01 4.070959381770546115e-02 1.174671458246539096e-01 2.029767577715764840e-02 1.430474621140412628e-01 1.478585707968483876e-01 2.214941480170849741e-02
5.998406483264561162e-01 4.278544398318776670e-02 1.750242656624601822e-01 6.794753622722980724e-02 8.074076826881043667e-02 1.676033576967425609e-02 1.690100176218159445e-02
5.352399767912230377e-01 4.225354575667711332e-02 2.290438925843253370e-01 3.357174252444101309e-02 1.160289831348988859e-01 1.639716922445022193e-02 2.746468998398453668e-02
6.171976627129313053e-01 4.414187614099513574e-02 1.687973985433321722e-01 5.155910234881239812e-02 4.547821461245004498e-02 5.704096356532610546e-02 1.578478207615275491e-02
3.905323688103255475e-01 2.107135939599844576e-01 2.094914540394255675e-01 6.723787834204086877e-02 8.484779279224949344e-02 1.398663952646340969e-02 2.319027252951061380e-02
4.243873267472249022e-01 4.275021559581462099e-02 3.124110031404149224e-01 3.591504315492211052e-02 1.542882968627824203e-01 1.496273681018928450e-02 1.528537768865184145e-02
5.061733121226669185e-01 5.669862362982581311e-02 9.553318495436029234e-02 8.211331427396575955e-02 1.106881855891885674e-01 1.222388272786320215e-02 1.365694967021293671e-01
4.126607509195950874e-01 6.967550776424714931e-02 1.805952841626487504e-01 3.578421158406513980e-02 2.713860861602296892e-01 1.487714274326015947e-02 1.502101666595411812e-02
4.933379163531511069e-01 4.604455079928732042e-02 2.383672184161300112e-01 1.779647294772456270e-02 1.722523849271624663e-01 1.503086254422895604e-02 1.717059401231551402e-02
6.000680282065588012e-01 4.312669589266249909e-02 1.812878103412461639e-01 4.967356077357827637e-02 7.723006248333748325e-02 2.128998379469565147e-02 2.732385850792084722e-02
6.086530905834123262e-01 4.489191994992799278e-02 1.597917735367614112e-01 3.328454787990304392e-02 9.190233200316069717e-02 1.129252187967912102e-02 5.018381416715533144e-02
6.042131525569388595e-01 4.711666580605334415e-02 1.768100120655477225e-01 5.386418671784588136e-02 6.529348856870874351e-02 4.020985306907550599e-02 1.249264121582992909e-02
5.909344226920829612e-01 4.250719859221493285e-02 2.044923611019662246e-01 3.275615912683408487e-02 9.405739293536258261e-02 1.821221665932358166e-02 1.704024889221544131e-02
6.108890232922862262e-01 4.626802963073279457e-02 1.186680762410173839e-01 6.966885223740787447e-02 4.502102406836867160e-02 8.812906000755818536e-02 2.135593452262898179e-02
6.309978261260280608e-01 4.623856967246406380e-02 1.648918723845463896e-01 5.700990205285692836e-02 5.880494244025608747e-02 1.366745624981529142e-02 2.838943107403326879e-02
5.861141829519415092e-01 4.899760039082353552e-02 1.946165754097329004e-01 3.718080054271773183e-02 8.857124275865466134e-02 2.382898981611221781e-02 2.069060813001737456e-02
4.279237909598347378e-01 4.377229084953235955e-02 1.137370819727799715e-01 8.300314130543134938e-02 3.019234700358145451e-01 1.496199522140159548e-02 1.467822965520532673e-02
6.120830223069193554e-01 4.328380081211624653e-02 9.443263495933536256e-02 1.356911836339116106e-01 5.240199862751594023e-02 3.961521392021658677e-02 2.249214573998457173e-02
5.992011714907067299e-01 4.214764986327292767e-02 2.074178095159190105e-01 8.964816781077566965e-02 3.065230952709849591e-02 1.936259412695068988e-02 1.157029766527654241e-02
4.407576734221856918e-01 4.539154675203816575e-02 2.615331221852584820e-01 1.226782014268082560e-01 5.674844662425129749e-02 1.414823122199922178e-02 5.874277836745896847e-02
6.088938568068945623e-01 4.339917566805751720e-02 1.789489593468767126e-01 4.358349081721548529e-02 8.355036228117117270e-02 1.144118391058459965e-02 3.018297116919999371e-02
6.123495408628717440e-01 4.549644617517945716e-02 1.247020344585984958e-01 3.518897402935914492e-02 5.302815671114709944e-02 5.260689283760926899e-02 7.662795492523474805e-02
4.324567918667033828e-01 4.296678095686279342e-02 2.607722283440594424e-01 2.567256635428279143e-02 1.888474993070206887e-01 2.525270563269194080e-02 2.403142753837886336e-02
6.039998997795620328e-01 4.355457903782427448e-02 1.499440374851676028e-01 2.820435499360819318e-02 6.986894027554611808e-02 4.414057806100850356e-02 6.028761036728336881e-02
6.021333043507619553e-01 4.863761696112867822e-02 1.726986323951460178e-01 7.168088172156314442e-02 5.761102901257071640e-02 3.339181158126051235e-02 1.384672397756892687e-02
4.566230514446820155e-01 3.941810869522313632e-02 9.156906400411150837e-02 1.353482157089786198e-01 2.386323106250985704e-01 2.373504564793644384e-02 1.467420387396979956e-02
6.250855772722302417e-01 4.621878268377851984e-02 1.508010836046343450e-01 8.084881115854639089e-02 4.029143882951343597e-02 4.549954451982164694e-02 1.125476193147534332e-02
5.805517860035654953e-01 4.111513863362725729e-02 1.795107369060067737e-01 1.273455191790258123e-01 3.671650242545719534e-02 2.177731769982546930e-02 1.298299915249191867e-02
4.561735788970943672e-01 4.403272052665694464e-02 2.776842093003980549e-01 2.724647114738112594e-02 9.859645582643519757e-02 1.623222223967106873e-02 8.003434206236322013e-02
5.897231946813911163e-01 4.641181331510499386e-02 1.812199381679857335e-01 3.487254395508448956e-02 1.173199696087704053e-01 1.758311808092331840e-02 1.286942219073987544e-02
5.503056225970612836e-01 4.538892463747584705e-02 1.149916037792607232e-01 5.976527594620990869e-02 1.552574491664366063e-01 1.133273918372546853e-02 6.295838468983019909e-02
5.952061021833456866e-01 4.591635207673326613e-02 1.226997931397980218e-01 4.034254944211473903e-02 7.423505555122379695e-02 1.408637862350797104e-02 1.075137689832764559e-01
6.081613925808387888e-01 4.313764766575424459e-02 1.313240539321844369e-01 6.488424615294047237e-02 3.661351151235135021e-02 2.154775674877281583e-02 9.433139140715783577e-02
6.311252644534639522e-01 4.873006197337033385e-02 1.812564669947361040e-01 3.743033222803364424e-02 4.015663229787154453e-02 2.135966249708606823e-02 3.994157955543854027e-02
6.203370608465315073e-01 4.980374257762796436e-02 1.698501166278337804e-01 4.142442151608991679e-02 7.257643380256242893e-02 1.762724967885793623e-02 2.838097495049626481e-02
6.319373291307924800e-01 4.820608910003568864e-02 1.624078305801650857e-01 5.103092378814786528e-02 4.037350073140635182e-02 5.486817923791967311e-02 1.117614743153287106e-02
5.935885101079034776e-01 4.378090371183318563e-02 1.824542088688562158e-01 5.459381778755544729e-02 7.308631904194423656e-02 3.898712581725396337e-02 1.350911466465346683e-02
5.547055860707915675e-01 4.557539500036406760e-02 1.820965494561097853e-01 7.478577975867423122e-02 7.168439628966057076e-02 5.288283001244426657e-02 1.826946341195553880e-02
5.851564597159824022e-01 4.167676224573507726e-02 1.568568167240763089e-01 5.455365842018815303e-02 7.087982099444686823e-02 2.459632832443249539e-02 6.628015357513872274e-02
6.091536061992504081e-01 4.102372376275392751e-02 1.433699763821347506e-01 7.446031340389547282e-02 1.027206274776964884e-01 1.751758004415389022e-02 1.175417273011519423e-02
6.004784676327368231e-01 4.169066932974788142e-02 1.740244991496903149e-01 4.341613716316239380e-02 9.277500928927531754e-02 2.897764750307402215e-02 1.863756993231320894e-02
5.713118613717890204e-01 4.903756277129043412e-02 2.312225823691099191e-01 3.909572979388255959e-02 6.639422914502446371e-02 2.596339148068574354e-02 1.697464306821766869e-02
4.759811627713786408e-01 1.803751637628197568e-01 1.541659126033568805e-01 4.071220862238274923e-02 4.218925989136110971e-02 7.199713380478246771e-02 3.457915854391858945e-02
5.453932883733184633e-01 6.640462325726562143e-02 2.258872799771748652e-01 3.152902423117190378e-02 8.965831951951967749e-02 2.905056872594832459e-02 1.207689591560104185e-02
4.735769580692930636e-01 8.877063946375028658e-02 1.283478955141977573e-01 2.929254047233930888e-02 7.026016617470474956e-02 6.281608542952014929e-02 1.469357148761945286e-01
6.128577213510114641e-01 4.310839795107838240e-02 1.447009650419423532e-01 7.231818711087921459e-02 9.316515873874656184e-02 2.123539607664539849e-02 1.261417372969666009e-02
6.394083798765265447e-01 4.932995450376942426e-02 1.401172549093637754e-01 3.662143289940602425e-02 5.200940357602025499e-02 1.726646062257491260e-02 6.524711361233913320e-02
5.857597533028950920e-01 5.714407158596118697e-02 2.046525661685864306e-01 6.583739657817021251e-02 5.313870233225058415e-02 1.306794796406316427e-02 2.039956206807331043e-02
5.909535380901493884e-01 4.224210437411923813e-02 1.560429232868817684e-01 2.840013516487811807e-02 9.623682256496791931e-02 1.367399670508261111e-02 7.245047981392101211e-02
6.165805413442760896e-01 4.312545651552737724e-02 1.248818920726206400e-01 9.560664959523222650e-02 5.277158562020912297e-02 3.686477360440889445e-02 3.016910124772568050e-02
5.755326365980123482e-01 4.092373764490325055e-02 2.204711312591755845e-01 6.250464952273850072e-02 7.216944439804683087e-02 1.430295060421069020e-02 1.409544997291275678e-02
6.034984593354281168e-01 4.829198306661074136e-02 1.776009748397135157e-01 3.002163339284471752e-02 8.823354987873302524e-02 3.512467595848770691e-02 1.722872352818197866e-02
4.552129255727614399e-01 4.315722461897878587e-02 3.012009194954443636e-01 6.990658432769406017e-02 8.792372774106757549e-02 2.821943480480348238e-02 1.437918343925030998e-02
4.761088579153823774e-01 7.030870440444486613e-02 2.683337654059205213e-01 6.339199351563036544e-02 8.656080972251671557e-02 1.911158425501083627e-02 1.618428478109444971e-02
5.987548301698020214e-01 4.772618183828700178e-02 1.208149678129561422e-01 7.952822108108609234e-02 4.960877196811703388e-02 2.156015572436219274e-02 8.200687140538963360e-02
6.238150306234140352e-01 4.861141874472924007e-02 1.270018549590291312e-01 8.293329924709129386e-02 6.974685376274654403e-02 1.702201843654973026e-02 3.086952422643999064e-02
4.583115271398691126e-01 4.233314843929121551e-02 2.892181837534650857e-01 3.782042375466602990e-02 1.372354684713287531e-01 1.390004195894376827e-02 2.118120648243613027e-02
5.295936396290801262e-01 4.986381579924187984e-02 2.531265888320984314e-01 7.365455363703565794e-02 5.957456376534455561e-02 1.573382420103531729e-02 1.845301413616411840e-02
4.518495783977695690e-01 9.561132622949308768e-02 2.559573871333831185e-01 1.000217532855464941e-01 4.193288234714472734e-02 3.969640836121340888e-02 1.493066424544961697e-02
6.084857227257169932e-01 4.207838027290251859e-02 1.343367532612330384e-01 6.947901430864003580e-02 7.505339532744795261e-02 5.136524606719257424e-02 1.920148803686709538e-02
6.406031165785808223e-01 4.957926964958517257e-02 1.564512849155220153e-01 6.636803398671656251e-02 5.270097193846558919e-02 1.605080282769111300e-02 1.824652010343871811e-02
6.064217751278128121e-01 4.252979807779245364e-02 1.655162675219845891e-01 8.428767547993670783e-02 6.458081969565013236e-02 2.032644097272727490e-02 1.633722312409597449e-02
5.495096457045626215e-01 4.116683679758757070e-02 1.717157300887422466e-01 9.948260121466219463e-02 7.177532109665750448e-02 1.996303670572804542e-02 4.638682839205992420e-02
6.173655604278073250e-01 4.089955263656334244e-02 1.685294806695657455e-01 7.747422824973550226e-02 4.248332072534526799e-02 3.634650329569698302e-02 1.690135399528569157e-02
3.729070024188083088e-01 1.064980414796178887e-01 3.228711667225032667e-01 3.394913188875775534e-02 1.253877463026348837e-01 1.904244237282413238e-02 1.934446881485393094e-02
4.713885541973909521e-01 4.167449836103073041e-02 3.073261172777348449e-01 2.993948974048216485e-02 1.187379435848373299e-01 1.515825652482361528e-02 1.577514031370033654e-02
5.949666304284705332e-01 4.830152186302019007e-02 1.626350112315787522e-01 3.867238001706448103e-02 4.201099835840289842e-02 6.375549108814183852e-02 4.965796701332122337e-02
5.966851465215030625e-01 3.993909642006106958e-02 1.342014302805817627e-01 4.818744748174483977e-02 5.726449705496652887e-02 5.260311459058230471e-02 7.111926765056048039e-02
5.166664876922751892e-01 4.907430844428305183e-02 2.980306985422260801e-01 3.406268130742957229e-02 6.145723450275528826e-02 1.265636684557811496e-02 2.805222266545260093e-02
4.552534130167210091e-01 3.826618772995846879e-02 3.259908846812312744e-01 5.791108914248980361e-02 8.578417655500467087e-02 2.324340641425163764e-02 1.355084246034302629e-02
5.924232701901828158e-01 4.418164966000690669e-02 1.969165699261435087e-01 4.930919505651494561e-02 6.316560456226900933e-02 2.240966983520779540e-02 3.159404076967511910e-02
5.940176822452277738e-01 4.067455075601979914e-02 1.476364197151756874e-01 5.988041652176441521e-02 1.255655830892750124e-01 1.401176637335784826e-02 1.821358129917950014e-02
6.266094976554079654e-01 4.863022430860338557e-02 1.684281116217896945e-01 4.608874039205337197e-02 8.200508460288866153e-02 1.554628750690815152e-02 1.269205391234887875e-02
6.079853282314229279e-01 4.692298952700450082e-02 2.058773968596972481e-01 3.731499829488138520e-02 6.414413886821397626e-02 1.780392149316556080e-02 1.995122672561455007e-02
6.101332366567510102e-01 4.136756228989610373e-02 1.726096643274405429e-01 4.721355880060457838e-02 7.204655434951515169e-02 4.491571444299503196e-02 1.171370913279770436e-02
4.228571619528742054e-01 1.850025760433397504e-01 2.005370121886904944e-01 8.257011164733642217e-02 7.803312927939561050e-02 1.621380035524060820e-02 1.478620853312289339e-02
4.692014445291041724e-01 1.731115238534403356e-01 1.518175405641751241e-01 7.946355781083189185e-02 7.795915893851157463e-02 1.823401157806825434e-02 3.021276272586876158e-02
6.236523867835565005e-01 4.625048286204042070e-02 1.815493734859236485e-01 2.431275550189830950e-02 9.012092333375208708e-02 1.489191373172892192e-02 1.922216430110007881e-02
5.641819270288338517e-01 4.171355692648182761e-02 1.578696842049196747e-01 8.310557883858402106e-02 6.197962215092286953e-02 1.120293597586128308e-02 7.994669487439652611e-02
4.472650074167554002e-01 5.037912337586565592e-02 2.802133889586048698e-01 8.636505989559936647e-02 4.682212456947543178e-02 2.838355483680941177e-02 6.057174094688996119e-02
5.517230968737517616e-01 4.073157509938584581e-02 1.149563413239680226e-01 4.204141751904974522e-02 7.352802930611672394e-02 1.429469746676995667e-01 3.407256521002845900e-02
4.876364542324258533e-01 5.168374110109606734e-02 3.071679382290815052e-01 6.784275298258031495e-02 5.191671667474187513e-02 1.605905718228844287e-02 1.769333959778605914e-02
5.578019299024365996e-01 4.268797073246984042e-02 1.442940676246573795e-01 7.917642089657093984e-02 1.414995527187777047e-01 2.119913798075544892e-02 1.334092014433216865e-02
4.766064013786559528e-01 5.223322152655927170e-02 2.974611732651202822e-01 4.189048066352309835e-02 7.377128334710027213e-02 4.431888991194040534e-02 1.371854990710075738e-02
4.955729171837160441e-01 4.454425061526676860e-02 2.843158295361547516e-01 9.061172541141170045e-02 3.078825011663918754e-02 2.217971593999977162e-02 3.198731119681188367e-02
4.979377812170613371e-01 4.506393787938838685e-02 2.810744343997571004e-01 5.466037492917037721e-02 6.492234571898179707e-02 1.807624615585960715e-02 3.826487969978140807e-02
5.160979883953575875e-01 4.270383229210372722e-02 2.612601947482263709e-01 6.290582251087736831e-02 6.262648037941498380e-02 1.728592872777173078e-02 3.711975294624814820e-02
4.446071434015821389e-01 1.833444507546001800e-01 1.934959505280534342e-01 6.770168835878412339e-02 6.702836764496249156e-02 2.273755432528136097e-02 2.108484498673609056e-02
5.907721159938718047e-01 4.936116780416897887e-02 1.965163678672176284e-01 6.652812308777558692e-02 5.884743321314969688e-02 2.352684363676128126e-02 1.444794839705501426e-02
5.023294946018590501e-01 5.134197745945081465e-02 2.363837052649888359e-01 2.334343962324793298e-02 1.415717521090717745e-01 3.137396997439030610e-02 1.365566096699118506e-02
6.140334473319695174e-01 4.870314432255783144e-02 1.293841708998666740e-01 1.229294586502022307e-01 4.210006120477084723e-02 2.226302274312538451e-02 2.058669484750756673e-02
6.142560229328642984e-01 4.827029252892262035e-02 1.898931297811435048e-01 3.196883602198480334e-02 4.390866790525913693e-02 4.704435276398882121e-02 2.465869806583669346e-02
5.923466399249075476e-01 4.783021368179286165e-02 1.544336759083730637e-01 5.708626478300603269e-02 3.450624928465603758e-02 6.041815175029952023e-02 5.337880466696498516e-02
4.845531710826082583e-01 4.653988333669120681e-02 3.152491161933490549e-01 6.818556859734524467e-02 4.971519847118809760e-02 1.760542020296007940e-02 1.815164211585808610e-02
3.921348335834963228e-01 4.858691916684226841e-02 3.034763187320083100e-01 1.798975089836658478e-02 2.075242382726818213e-01 1.455991056523309353e-02 1.572802878137177091e-02
6.084411999152748995e-01 4.166210288596115807e-02 1.885412779073922795e-01 2.827509966846388639e-02 1.030116028234629583e-01 1.486869820222999281e-02 1.520001859721483925e-02
4.237031233442652423e-01 4.266132991271676805e-02 1.670166925167851646e-01 3.911623813715605497e-02 2.977827928218804709e-01 1.737314176767097013e-02 1.234668149952539498e-02
4.832146360352788106e-01 6.677207458443490395e-02 2.823974301670406639e-01 7.480597789030214717e-02 5.933468506049688340e-02 2.077394960460175743e-02 1.270124665784471037e-02
5.961762018171269384e-01 4.314482613338386369e-02 1.861932264664472592e-01 4.002841350849027646e-02 9.791589172157254273e-02 1.435436523559948524e-02 2.218707511737964128e-02
5.628461451643189672e-01 4.313786417193172379e-02 2.252613958262982830e-01 3.187938670811436143e-02 6.792908737649283601e-02 4.844210874058376554e-02 2.050401201226001099e-02
5.683112739788588330e-01 4.173711286957234451e-02 1.395940454851377632e-01 5.782184561158296154e-02 1.296725740071010546e-01 1.631483679790463742e-02 4.654831124984223911e-02
6.372883105369313572e-01 4.332407878975921833e-02 1.205910866291198674e-01 1.085011046439895571e-01 5.264293815352583811e-02 1.737928311969510684e-02 2.027319812697899945e-02
6.042071844368944733e-01 4.350605859899409761e-02 1.613886715686727036e-01 7.234745609459841686e-02 5.556821613045644787e-02 1.736191490001801757e-02 4.562049827036572525e-02
5.881161864966196751e-01 6.255336759581330008e-02 1.733037141952763482e-01 3.396785956301810044e-02 7.223521308943707531e-02 2.319648642178727405e-02 4.662717263804806722e-02
4.129158800243044602e-01 3.979772170402501308e-02 1.870967344303133828e-01 4.358385381277779524e-02 2.765344749416255854e-01 1.379074253010550630e-02 2.628059255684821183e-02
5.688645422732627743e-01 4.243260611573622387e-02 2.184826454089991432e-01 7.544749053872981670e-02 5.481293101879126245e-02 1.567105978770349725e-02 2.428872485677716075e-02
6.115195102788021364e-01 5.166056613344136711e-02 1.445510945055731578e-01 6.827271740003945655e-02 5.381261846881038591e-02 2.978036907204977685e-02 4.040312414128353902e-02
6.181135284993923840e-01 4.620243071811548641e-02 1.542826689754790703e-01 7.410295587501015968e-02 4.594789647479464306e-02 2.086332708104223638e-02 4.048719237616602712e-02
6.250902620126198572e-01 4.419733013757805307e-02 1.160844411879105170e-01 7.944575525889503720e-02 8.242489002379878305e-02 2.503300857160984522e-02 2.772431280758804947e-02
5.812114385131300631e-01 4.178778697271407633e-02 1.067946067582216385e-01 7.460857803681072986e-02 6.246150507054562540e-02 6.579489276462885394e-02 6.734119188394911693e-02
6.344496125644872864e-01 4.878312256659969592e-02 1.578161979350386768e-01 7.507129312562829671e-02 3.345957910415885139e-02 1.505914543113336806e-02 3.536104927295387335e-02
3.351196136893488386e-01 4.232739407057735381e-02 2.370938118282130413e-01 5.581681029146974560e-02 2.703492536876271890e-01 1.741515035529401373e-02 4.187796607746979011e-02
3.740622990130646475e-01 9.214091623648619500e-02 1.707714993042179774e-01 3.515778194189535244e-02 2.970306714182914254e-01 1.589267774618668971e-02 1.494415433985782360e-02
5.019992808777409277e-01 4.634311141925556016e-02 1.287845961770094361e-01 4.180097086163616499e-02 1.999659174696929442e-01 5.358364324306854470e-02 2.752247995159646382e-02
6.229222168907690982e-01 4.534842051603593660e-02 1.517389014239881040e-01 4.333522059436938773e-02 5.420506992027802201e-02 4.471672414867297607e-02 3.773344650588638521e-02
6.139444273348820813e-01 4.574303372498003672e-02 1.662253448351573848e-01 5.511357293127899099e-02 4.538910369682799817e-02 3.052305769414810979e-02 4.306145978272558211e-02
5.511999691096399756e-01 4.525783485014054502e-02 2.356084442279777202e-01 5.533545371909314586e-02 6.220421778077217523e-02 2.810502994170914828e-02 2.228905037066708852e-02
5.838719230850323294e-01 4.423782264841884942e-02 1.029978431892052682e-01 3.409429975471812285e-02 6.741786263309940130e-02 3.237661636061296699e-02 1.350036323289130202e-01
4.215889448110013427e-01 2.267178733722823303e-01 1.630516849809849067e-01 8.218135586289049277e-02 4.461695276181268377e-02 4.849461779623548408e-02 1.334857041479264698e-02
5.251532859640588580e-01 4.261772005266686869e-02 2.785285014974663298e-01 4.208322900180166276e-02 7.678024871209490620e-02 1.906498966187932312e-02 1.577202511003201330e-02
5.284663711509793860e-01 4.208611619562514089e-02 2.705350517050196246e-01 3.228540297633005624e-02 6.094300883835807037e-02 5.108969626633518696e-02 1.459435286735253842e-02
5.916285565297982885e-01 4.399377428169794213e-02 1.630708658773101227e-01 3.745595398369547940e-02 1.267793847369574067e-01 1.624103015142748865e-02 2.083043443911328230e-02
6.147865948941920733e-01 4.966068539705471158e-02 1.249995259904568140e-01 8.349415882250695031e-02 7.396759995046260638e-02 1.537311163311889245e-02 3.771832331220797974e-02
5.062623690746265170e-01 4.453424135611212115e-02 1.610393339059456586e-01 3.683009151234241385e-02 1.060946683370778409e-01 1.152443800293874096e-02 1.337148578109566555e-01
6.121497195060998653e-01 4.459562183870220686e-02 1.421943501597648929e-01 8.163645063423276282e-02 6.130264968238287315e-02 3.577472062101665073e-02 2.234648755780086274e-02
5.598214258620625161e-01 4.717810844136894471e-02 2.544126200668102022e-01 3.281156775147936466e-02 5.843987768853471654e-02 1.604092087439891456e-02 3.129547931534541055e-02
6.263723111388371789e-01 4.463964306806896681e-02 1.678857808337489987e-01 3.595095633929049767e-02 7.329526649068215938e-02 2.833376347592795122e-02 2.352227865344438257e-02
6.027682511293799283e-01 4.246404576498669786e-02 1.880529713510567247e-01 6.031133176237733762e-02 3.006516373867830841e-02 2.742587274156042809e-02 4.891236351196060622e-02
5.646461475567087218e-01 4.296107439152970636e-02 1.550698826258347651e-01 9.003589501981695831e-02 7.294224172369123682e-02 4.532124915686560479e-02 2.902350952555313515e-02
6.352216640050026841e-01 4.459594503594666720e-02 1.552283606690475493e-01 3.627107162253924433e-02 7.606268929730949924e-02 3.618855815252526587e-02 1.643171121762910039e-02
6.182161735256117563e-01 4.605617439550195591e-02 1.283827032326365358e-01 9.528373227161243686e-02 7.047352435155697370e-02 2.299196101584671109e-02 1.859573120723366849e-02
6.176554071686911618e-01 4.975657788252799835e-02 1.806589681186070717e-01 2.801191133096605015e-02 8.764505047904322388e-02 1.361236261149257123e-02 2.265972240867186044e-02
4.952436036572469003e-01 5.756281833610994020e-02 2.788207146005056147e-01 5.017130609484987680e-02 3.969376602629001022e-02 2.480152972776891382e-02 5.370626155722870582e-02
5.009625979325416090e-01 1.299251470354424731e-01 1.481902555174296476e-01 8.530548979788232788e-02 8.706260495960257972e-02 1.368053146502424405e-02 3.487337329207704228e-02
5.815608275567551999e-01 5.136100692220815084e-02 1.886963519071201967e-01 8.638819904730658805e-02 5.465178136252968333e-02 1.497911817071894379e-02 2.236271503336127384e-02
5.934361953513657140e-01 4.322378474324172631e-02 1.276301681473476224e-01 2.472262844399445228e-02 1.260844621012510158e-01 6.641874798217455023e-02 1.848401323062490859e-02
4.557005917895614044e-01 9.414683389605785213e-02 2.669571900106166851e-01 2.658881702853563289e-02 5.956088482988913801e-02 1.781407870763934698e-02 7.923160373769995435e-02
