Teff Fe/H Dnu0_median dnu02_median r_sep02_median r_avg01_median r_avg10_median
4.485522245575101485e-01 4.816467509896693588e-02 2.974166736643658604e-01 3.319098981011810862e-02 1.181759469932355672e-01 2.317231753788932119e-02 3.132717233791407208e-02
4.944206865229697212e-01 1.836658528153346237e-01 1.607745768279816578e-01 9.354011570993966962e-02 3.869917052499020904e-02 1.330483878872976491e-02 1.559475881005427562e-02
4.621065929893665714e-01 4.971255589949854364e-02 2.926314040763082214e-01 4.480261685513910186e-02 7.156387819092627223e-02 1.176136670958321910e-02 6.742158527917803401e-02
6.216822274243948288e-01 4.431499198193245698e-02 1.889241932623317577e-01 2.182371286710119151e-02 7.166452418937491187e-02 3.438677683650866179e-02 1.720357343835629549e-02
5.796464148512256997e-01 5.282042720287923043e-02 2.060361045974144489e-01 5.141535765590018320e-02 6.392423245121885145e-02 2.550287097983175780e-02 2.065459226152960986e-02
6.141153863940869151e-01 4.741271269895788731e-02 1.910248066184647708e-01 5.053130758561505398e-02 5.043066089579949923e-02 1.676971228080227638e-02 2.971541352627371166e-02
5.773526364801947475e-01 4.362152772293339392e-02 1.846259003335230242e-01 3.718876714863365851e-02 1.281035023733700928e-01 1.582736409830911087e-02 1.328030184303593229e-02
5.923550043675807064e-01 5.065843428688399791e-02 1.890126449155852262e-01 5.013421866154153805e-02 5.380380900987696141e-02 2.265480249438541274e-02 4.138108626414595953e-02
4.897114990067853446e-01 5.552225941583842361e-02 2.440653624016934364e-01 1.177767382785406547e-01 5.121224570723499625e-02 2.170425357467505381e-02 2.000764161523207324e-02
5.770274409230979895e-01 4.384391477392322878e-02 2.225538245577438623e-01 3.306541528632538085e-02 5.631062271972522848e-02 3.090608157482368015e-02 3.629270016436046686e-02
6.392918729961925006e-01 5.097903790037478650e-02 1.696808857344250243e-01 2.874034870916098230e-02 4.243520638087617397e-02 2.193816728224749421e-02 4.693448099672307972e-02
6.115703997758719090e-01 4.459194917474224723e-02 1.746607129367513112e-01 5.938831708534444975e-02 5.845016888761478402e-02 2.837638735807289023e-02 2.296206478160248837e-02
4.885345980332331806e-01 8.809501521920688749e-02 1.296886433326515653e-01 3.877286591453116965e-02 7.526727964749257982e-02 1.677527863994056068e-01 1.188881145347900348e-02
5.990918327526300047e-01 4.943242221647392576e-02 1.948792945926040854e-01 4.764204649850600076e-02 5.063245725082748255e-02 2.937886370645151346e-02 2.894308298250703251e-02
6.123387403958101549e-01 4.598311786908833992e-02 1.018449763900431543e-01 7.301749696378820320e-02 6.467781588670724890e-02 8.867288349248682311e-02 1.346496900207602709e-02
6.012837736932025168e-01 4.521802879463790448e-02 1.735298478794766452e-01 5.640064060496600279e-02 7.435099438401301941e-02 2.426719693313763096e-02 2.494951771056634973e-02
6.210478811441172420e-01 4.292929942819861261e-02 1.631039490986487539e-01 3.288040571241540588e-02 4.273287720488727626e-02 4.735913301618435017e-02 4.994645439554847022e-02
5.030023741026746764e-01 4.106194442800065875e-02 1.294296540339106572e-01 3.637655347940024070e-02 8.905521001857957808e-02 1.682677580766115122e-01 3.280650586082271836e-02
4.536219388066188851e-01 4.653707909910691221e-02 3.253091060595368900e-01 7.611357879811216087e-02 5.243016976863706241e-02 1.578327965966952462e-02 3.020484780831851623e-02
6.026892600863325011e-01 5.066891998126915597e-02 1.776146113085987355e-01 5.557955288799761723e-02 4.296022228863313752e-02 4.894217135165903482e-02 2.154526209551004337e-02
6.076978356860143204e-01 4.824107123194961572e-02 1.839964295894352675e-01 7.152337097051202075e-02 4.770430354913300641e-02 1.398011359986885312e-02 2.685687537308698025e-02
6.225905770150600427e-01 4.667789867700317119e-02 1.143001614265901633e-01 4.587008023064136769e-02 5.573520259059164261e-02 9.336858774160897156e-02 2.145749231850451258e-02
5.707758104566276192e-01 3.980172354540155444e-02 2.193837194842681027e-01 6.586000864669135091e-02 7.565762552887270176e-02 1.430379977445263989e-02 1.421731256368613354e-02
5.916548015692725260e-01 4.528656713570507197e-02 1.124124003645979863e-01 8.585837593453367333e-02 1.147821381746367414e-01 1.421225611076614749e-02 3.579346071048782052e-02
5.949257886301441145e-01 4.998155328652188062e-02 1.676181080638162457e-01 5.280750986720793294e-02 3.911334350212229000e-02 6.890306718823609178e-02 2.665062946195156587e-02
5.449485587168830802e-01 4.746157880005693469e-02 2.592180978966633909e-01 3.582529898511377375e-02 4.218033450670028578e-02 5.215719824517004582e-02 1.820893284941248191e-02
4.060799047469269007e-01 1.764782012489433671e-01 2.144488728657097665e-01 5.371048384881076110e-02 6.946189346269290854e-02 6.736024600254367223e-02 1.246039782437262551e-02
4.728483689395207579e-01 4.132833419690952470e-02 2.843386075068784491e-01 2.924512295365998965e-02 1.436190197293253645e-01 1.481425608043202870e-02 1.380629059327389760e-02
6.033951320371204741e-01 4.845696752212355629e-02 1.379276021788224393e-01 5.458829859327941902e-02 7.219397449651951404e-02 4.691044641923806935e-02 3.652757875289645156e-02
5.654672664180805386e-01 4.455039167573801584e-02 1.855518974895842554e-01 4.760708103437168853e-02 5.483855955898898904e-02 1.725298122337860784e-02 8.473182259985775899e-02
6.198393576288541151e-01 4.834915372014814139e-02 1.289498984286996663e-01 5.943659389914489333e-02 6.154792855182625311e-02 1.935175994105999345e-02 6.252530783026685746e-02
5.534269756598249046e-01 4.578339738542923365e-02 2.449522232647004527e-01 6.061267068036532701e-02 2.823851999094546469e-02 1.481898123490297918e-02 5.216723178383152887e-02
4.500615940699613238e-01 8.721517432577431672e-02 2.985832915500817863e-01 5.340237886476763285e-02 4.020784824935104418e-02 3.543861985692540323e-02 3.509109308313864556e-02
5.684670556575525113e-01 4.862722384828245537e-02 1.072093910413095263e-01 2.374124354544742202e-02 9.478001680355196967e-02 1.560018328622391100e-02 1.415748858176323621e-01
6.237748751882431497e-01 4.521575083000343304e-02 1.883061577832045030e-01 3.617581752026118036e-02 4.542631010194924518e-02 2.895630068821058306e-02 3.214478788812783622e-02
6.106721459659246731e-01 4.736635097359298552e-02 1.795115946228992287e-01 7.075933759289551594e-02 4.298505394103121352e-02 2.261790971045600507e-02 2.608760719320047175e-02
6.327617362574984305e-01 4.494378181241934916e-02 1.832721780026802527e-01 6.391305764182379778e-02 4.042835731835509039e-02 1.767225408852138649e-02 1.700863487870172067e-02
4.878609099866819121e-01 4.428087347031148258e-02 2.961611486039675833e-01 1.080160386938200379e-01 3.573579024606809290e-02 1.339357718060893432e-02 1.455166181854187536e-02
3.504518467634495926e-01 1.219420737917191744e-01 3.096831474395966843e-01 4.096716744768774676e-02 1.439763254204974863e-01 1.985241156794369591e-02 1.312702756910567869e-02
6.160836741318294063e-01 5.952706483601725995e-02 1.272437307054717082e-01 6.740971870401117616e-02 3.591926542840986197e-02 2.281634545119776841e-02 7.100020074306268025e-02
5.769250318978135228e-01 4.285293831623801508e-02 1.694296365754205391e-01 3.477769502303362792e-02 1.262655138569878099e-01 1.506555508521762766e-02 3.468362924528888697e-02
6.184158532038203093e-01 4.057605888185879250e-02 1.092687307400146829e-01 5.355679748866071926e-02 6.357547997164565701e-02 4.591390507438727203e-02 6.869317463961259473e-02
6.243601882448014395e-01 4.559117524031631313e-02 1.854527019786025854e-01 3.913773111981616593e-02 4.681921832267126743e-02 1.808926162762337225e-02 4.054972346616886325e-02
6.026961618042218083e-01 4.588532040516889177e-02 1.368976008434995284e-01 4.685160281005478627e-02 6.803670701747781269e-02 8.615634846012580617e-02 1.347625865945125019e-02
6.156126551767455712e-01 4.257195296030279186e-02 1.802576894938360819e-01 2.606276444845051499e-02 8.764904735420359083e-02 3.434402917801587102e-02 1.350186138844577770e-02
5.613925501440307775e-01 4.607874679053761829e-02 1.568050152787051343e-01 7.626442752707188188e-02 9.683090304864024056e-02 5.035927182769017740e-02 1.226908538332420820e-02
5.689041750424149724e-01 4.283956204653185940e-02 1.788309592144479709e-01 5.246545862637500002e-02 1.007769897244510104e-01 1.695946463143689631e-02 3.922339071434234603e-02
6.234339257899970121e-01 4.371340402457125907e-02 1.810357298652313929e-01 2.922062425408676958e-02 6.811588469829457648e-02 1.455281471801332487e-02 3.992761664980560427e-02
5.232327815974525675e-01 4.588129962159283315e-02 1.310525961764651970e-01 9.736174496998134531e-02 4.568820714390274540e-02 2.656171795313507639e-02 1.302216525374701173e-01
5.228237442219549891e-01 5.670761264142074043e-02 2.576858216848287308e-01 3.086106974298894606e-02 9.351227983543405897e-02 1.599097342704210514e-02 2.241849844633049885e-02
6.381005694948035378e-01 4.616899268012625984e-02 1.708500687315660793e-01 6.777184861714273534e-02 4.808738103789635815e-02 1.441493038522067421e-02 1.460620905324435705e-02
5.215873799060203320e-01 4.960587861171725926e-02 2.847827695162658546e-01 2.691131456760708501e-02 4.240914547147206504e-02 1.658536201715707370e-02 5.811814990976026107e-02
5.991142320224239759e-01 4.292307341080640187e-02 2.150158982139074859e-01 6.077550977643177144e-02 3.885873081225788700e-02 2.164232270364517888e-02 2.167023306052726778e-02
5.994909370983647623e-01 4.810640889081019278e-02 2.005069447054153575e-01 7.423013826862108477e-02 4.532787206606711528e-02 1.505078534806121061e-02 1.728691362266031317e-02
6.024576508163181909e-01 4.484244423763689841e-02 1.077748938056836692e-01 9.057531305779475961e-02 5.270692359675464844e-02 8.805062967922153150e-02 1.359214480659042684e-02
4.426370178236354591e-01 1.556910427407414699e-01 1.679861539706131723e-01 2.546889521806219164e-02 1.608082337049195620e-01 2.071123413374681768e-02 2.669742240828144528e-02
5.586097905156767185e-01 4.120794380491391712e-02 2.144868426346755452e-01 6.479384224776667256e-02 3.578984921641567563e-02 7.135732654403947883e-02 1.375440503651193143e-02
4.456076249725692828e-01 4.278373243711028340e-02 2.934183678839274445e-01 9.459286717087264651e-02 9.511004299441279397e-02 1.221560534991896103e-02 1.627175919118848194e-02
5.770792482501747589e-01 4.989613438711558435e-02 1.610366472078479660e-01 9.179054077251205812e-02 6.712778013206198435e-02 2.868233479700005306e-02 2.438731445328756048e-02
4.730538497942665122e-01 2.117291026991370562e-01 1.461498145376983193e-01 7.200168096273683316e-02 3.723721521787616562e-02 3.910454599337001569e-02 2.072379079491501810e-02
5.613790575714282527e-01 4.128080532862938440e-02 1.569897204586418182e-01 1.020042676755934657e-01 1.091179752147009574e-01 1.446324075946583618e-02 1.476493299154022637e-02
5.527279645128907459e-01 4.526374867666307228e-02 9.681663194771751579e-02 5.801453846731770975e-02 1.063762134691718098e-01 1.295011998298579436e-01 1.129970309638116989e-02
4.229415947629904804e-01 4.533160172648279668e-02 2.189827365916990065e-01 5.819864806324406836e-02 2.058868001206899945e-01 1.747186045650159572e-02 3.118675827839213419e-02
5.600631163273351865e-01 4.290861861635548308e-02 1.974334597762043286e-01 4.627310212242013304e-02 1.006269210320952789e-01 2.676038524352193637e-02 2.593439688206763960e-02
6.146986090807544656e-01 4.707999309764122203e-02 1.843919224761054465e-01 3.478113696043300812e-02 7.206151602688271041e-02 2.354725775563928925e-02 2.343956460254386850e-02
5.102441709534039083e-01 4.682902824210456727e-02 2.272883047925837174e-01 7.271396887035670720e-02 5.433138222829203556e-02 2.492289445926340261e-02 6.367025045399564431e-02
6.194729977877906357e-01 4.484269169724020704e-02 1.531102711699088292e-01 5.391901811426207808e-02 3.609775697610731471e-02 5.105583164488706333e-02 4.150143260980384413e-02
4.922603442868017098e-01 4.423102127473045597e-02 1.323187088365621322e-01 6.348394162368072025e-02 1.060695209777129250e-01 1.007619209931765250e-02 1.515602709011945326e-01
6.174786664220300869e-01 4.406624983933676160e-02 1.327726712633109929e-01 6.865532608148666727e-02 4.061256943414093268e-02 8.284268367257052734e-02 1.357183328712394804e-02
6.106087808659959038e-01 4.779243071449167796e-02 1.681551647472683542e-01 5.781009822264861903e-02 7.841204364419707140e-02 1.468721137974289374e-02 2.253427042565549557e-02
5.887979593305784354e-01 4.268882425187436186e-02 1.161518549981126747e-01 5.194539245110669362e-02 1.262340630581841316e-01 3.550865876397570758e-02 3.867324714616809239e-02
4.746057095016550376e-01 4.141161288784786509e-02 3.067907201752858026e-01 6.529374118442654584e-02 4.355748651572986102e-02 1.192724335119658453e-02 5.641348638385827036e-02
5.954911559964036760e-01 4.844172654550173152e-02 1.757495536631225042e-01 6.668869911861349808e-02 5.293353051242963292e-02 3.536842654544011810e-02 2.532690761848886696e-02
4.138125061953067396e-01 4.127483020182101670e-02 1.493929872117951974e-01 3.190085696859471659e-02 3.019419406699881403e-01 4.499267302054942019e-02 1.668420573194461659e-02
4.725833497747720657e-01 4.690312601472877707e-02 2.935097873673601088e-01 8.957344130551896100e-02 6.977289707322402446e-02 1.440155980982574593e-02 1.325583865457035347e-02
6.237675729269461788e-01 4.909576100906858781e-02 1.163573151247949550e-01 1.043271349757103894e-01 6.899149200758822320e-02 2.083283838218372847e-02 1.662788557370803791e-02
4.363469845643768719e-01 4.206523203710788722e-02 3.112292900699541454e-01 6.042384184332440233e-02 3.510703088104173003e-02 8.131506783582355402e-02 3.351255276837146468e-02
5.923701693706743265e-01 4.430791719044799293e-02 1.937062699638904539e-01 7.399535443743288088e-02 5.063428359599915496e-02 1.677852202739185672e-02 2.820748341416335139e-02
4.946308543432123006e-01 4.188352733422672641e-02 1.434145094172896706e-01 3.149969435216617292e-02 5.360455089746555407e-02 6.941832737551784094e-02 1.655485362801216165e-01
5.707723449069344035e-01 4.785845607033106103e-02 1.915077675798065870e-01 5.226697289781552513e-02 9.979824961111884163e-02 2.294225772895316234e-02 1.485395120504040198e-02
4.564958073452707876e-01 4.695256690318531240e-02 2.524018582475714978e-01 1.385966282993417002e-02 2.045782847417835226e-01 1.343836299954609056e-02 1.227345693270862764e-02
5.648909220807701859e-01 4.477873599804199634e-02 1.627118558785743130e-01 3.756291218031559964e-02 5.659472925265688487e-02 1.078767016767060299e-01 2.558414293293500077e-02
5.689013733717929178e-01 4.391194006118401272e-02 1.931261768704408410e-01 3.342794961419673361e-02 1.270611647608036465e-01 1.797986523620786689e-02 1.559153008537399535e-02
5.992694778374307862e-01 4.503874013062970222e-02 1.832076491212894509e-01 3.829483301703789228e-02 4.735196358441921827e-02 7.000712284964286103e-02 1.683021345954999887e-02
4.939279005948639112e-01 4.119612636034823694e-02 2.334090255523085800e-01 8.916130111981454553e-02 1.110019800982512267e-01 1.500679449410979513e-02 1.629687178030382946e-02
6.141439641587349563e-01 4.607767661441710544e-02 1.869813274458115293e-01 4.639780870149215475e-02 4.449655854483617473e-02 1.980786627745197495e-02 4.209479825725621210e-02
5.773366389433903789e-01 3.948156593835085854e-02 1.622215549214673647e-01 2.144787916577338416e-02 1.498253357378429018e-01 1.985935336673771284e-02 2.982767192643728457e-02
5.542569525557096144e-01 4.157485485505798412e-02 1.228009541392915127e-01 3.305601723576889750e-02 1.154001964130845215e-01 9.271598993968914806e-03 1.236394258071185914e-01
4.316948468588765464e-01 4.322569205974462897e-02 3.157064121388945543e-01 3.544314476013699783e-02 1.084828031894029543e-01 1.114329758188795788e-02 5.430380341105615211e-02
4.497177449413182204e-01 2.071280117988775760e-01 1.306394162386071145e-01 6.401720341854438834e-02 5.544459506342115651e-02 5.442198306920549566e-02 3.863104547002615269e-02
4.821290951491931653e-01 4.520139243906599880e-02 3.165242784257099595e-01 8.027704330428341029e-02 4.261074694312002448e-02 1.679467656542038903e-02 1.646276717320717051e-02
6.095648969232972947e-01 4.659392215921773217e-02 1.897680573243455404e-01 7.313850159851115196e-02 4.301982988682970244e-02 1.231125003612410992e-02 2.560354207167463841e-02
6.131824879270254547e-01 4.254993998247177250e-02 1.267239751932612568e-01 6.367962268412886984e-02 6.249294339447565572e-02 4.169110894934030531e-02 4.967992186929668513e-02
4.905757507968499520e-01 4.499983459713429584e-02 2.950938622066314743e-01 3.482957679841420379e-02 5.052262507648748457e-02 1.783696460051432606e-02 6.614138592396810734e-02
6.126065130624517296e-01 4.966844860171448078e-02 1.739144674970993232e-01 7.482805377553487791e-02 4.620295813567271842e-02 1.512557376273828032e-02 2.765398516478862270e-02
3.843354433958531824e-01 3.954666864586361269e-02 1.166262836430688316e-01 7.720312177174322443e-02 3.115777288122006938e-01 1.257538838861715913e-02 5.813536534265321964e-02
5.028103843525789651e-01 1.092425964914223030e-01 2.352444284915389539e-01 3.709825975376826457e-02 8.455399432991632380e-02 1.503212528807837227e-02 1.601821129269677055e-02
6.203709857184844800e-01 4.150429108143995072e-02 1.516568400355874924e-01 5.716784880036833438e-02 9.897261844658714058e-02 1.323036990402939352e-02 1.709704601350335237e-02
5.978454529908924231e-01 4.503556193299108196e-02 1.593962268569094898e-01 6.120648675541816297e-02 7.007518291358638685e-02 3.433540869869786821e-02 3.210567985150466347e-02
5.118869608304824625e-01 4.400276894074675593e-02 1.220737854965889685e-01 3.612381607658655958e-02 6.649114521516451271e-02 2.044410374738480918e-01 1.498048596658265418e-02
6.061231263097008881e-01 4.404258258685620625e-02 1.453621133605352833e-01 8.544332935002016405e-02 6.751307898321970424e-02 1.596969857374308868e-02 3.554607083592466882e-02
5.505621706492098699e-01 4.484934163939491292e-02 2.015065313410988879e-01 1.254110022216945175e-01 4.562852656483546571e-02 1.724509195150590937e-02 1.479733563226060325e-02
4.366462755769563997e-01 4.174221017191938332e-02 2.883765437479495208e-01 9.256530665247800216e-02 6.648274293946691837e-02 2.291586957430147287e-02 5.127105133692824723e-02
5.827177585060159259e-01 4.103095410132612253e-02 1.435685211936127970e-01 7.204066488156073145e-02 7.189025177789976073e-02 1.827738989241113263e-02 7.047445964717340139e-02
4.266238879730091527e-01 4.565705856468778995e-02 3.362442240165690044e-01 9.403091234839579260e-02 6.976352154220025192e-02 1.151611194698686294e-02 1.616428360815118370e-02
6.145197195982586846e-01 5.069526660358768255e-02 1.769369439954622258e-01 3.120957616555226563e-02 7.066096629636672843e-02 1.829070177003704056e-02 3.768682557073533418e-02
4.924204305876155319e-01 4.589748827826205246e-02 2.092107502501962257e-01 3.802718269025177900e-02 1.554557572579917946e-01 4.060833377062609412e-02 1.838005716505644246e-02
6.027084031829775812e-01 4.498756373327909147e-02 1.949516856346201754e-01 7.941121643055402968e-02 3.339389589995874624e-02 1.677721605925706905e-02 2.777001905935331388e-02
5.752363014875760960e-01 6.546612180894330335e-02 2.064055298764437829e-01 5.831818745106443630e-02 6.392270180756057241e-02 1.392650708093800919e-02 1.672465048747374602e-02
5.066172367459560455e-01 4.210757540593807607e-02 1.112453764685357449e-01 4.336416012703676881e-02 2.027893690277666194e-01 3.508238969285789460e-02 5.879389253190913517e-02
5.713245743531810694e-01 4.135239029948267059e-02 1.732907433070424164e-01 6.492596886528857747e-02 8.235613757415767566e-02 4.412319013386647309e-02 2.262699546698104802e-02
3.586365086525191703e-01 1.174759099018707342e-01 3.029515540740338464e-01 5.583600980530831898e-02 1.350878941487445029e-01 1.761763370578671786e-02 1.239448971173655496e-02
6.069317269879316301e-01 4.396439864842814627e-02 1.707634142203356686e-01 9.195878554829060858e-02 4.801786212260925751e-02 2.457900419149722238e-02 1.378480828090750294e-02
6.292590906555468599e-01 4.351005094851075755e-02 1.738341028455751003e-01 6.922009008665225283e-02 4.471577218297599632e-02 1.438977658146173809e-02 2.507111669927728631e-02
5.747798107796600053e-01 4.253630740185231768e-02 1.608650236749129270e-01 7.624892452847516211e-02 9.277155990673752184e-02 1.747538957901995441e-02 3.532298412934202492e-02
6.248836372728849842e-01 4.564696470664176414e-02 1.224936356284217348e-01 6.052307822638938045e-02 6.221369409249315890e-02 1.207627657078902406e-02 7.216271350237994653e-02
4.475548032271483012e-01 4.136993493644883918e-02 3.403968368474991069e-01 7.274826818414231733e-02 6.371606853986369612e-02 1.920151902703359434e-02 1.501256923786409639e-02
4.738884601607422642e-01 3.934151911620848568e-02 2.854742157353853949e-01 5.798639113983206778e-02 1.056317060515594847e-01 2.269925496329270806e-02 1.497845283297958262e-02
4.362554610216674567e-01 4.234697495912780052e-02 1.554528789292154711e-01 8.689662104076099902e-02 2.446916501226252816e-01 1.711534294132705664e-02 1.724107098527592752e-02
5.886168614339505334e-01 4.220427982127259586e-02 1.463331273798560428e-01 3.301214978028797070e-02 1.159801289355939097e-01 5.829842370950446412e-02 1.555502893953452856e-02
4.725082092067802719e-01 4.679528509697036820e-02 2.468978847640568020e-01 1.260134459282357122e-01 6.157193826612165216e-02 1.311523852760989629e-02 3.309799821022542388e-02
4.672069286164474700e-01 1.893415416298223353e-01 1.600433252669359596e-01 4.553088809612914484e-02 4.241381590890687392e-02 2.908357060280084005e-02 6.637992987895739716e-02
5.733087827689672400e-01 4.781534915828960369e-02 1.678818900535030689e-01 5.173731671917183861e-02 4.992787917259794428e-02 7.424656674397731027e-02 3.508221538349300811e-02
5.135488319348601172e-01 8.552084811144829157e-02 2.442151809555228870e-01 2.518104581160863012e-02 1.025278484267057449e-01 1.545035339713301571e-02 1.355589136272105678e-02
4.084382249830759148e-01 4.252846419758935653e-02 2.272348040572788330e-01 3.340942270225115418e-02 2.565573938044805047e-01 1.157397210618637921e-02 2.025771814913781416e-02
5.866405745618445966e-01 4.174270394937557027e-02 1.408874167542225886e-01 6.818236926762966110e-02 6.867002316098717862e-02 7.578487256248453430e-02 1.809203974345561725e-02
5.706815530175562978e-01 4.020593572740741722e-02 1.602410198172518341e-01 9.587509437184058014e-02 7.495772546693414695e-02 4.545704694647261651e-02 1.258162465253699971e-02
5.805678307559796192e-01 4.148542929231899268e-02 1.569776682240698606e-01 7.496636764395039898e-02 9.774407243364052755e-02 3.435470914296660794e-02 1.390392250707391843e-02
4.430052072787264428e-01 2.057596108716074901e-01 1.762552807124920795e-01 4.261278383645622503e-02 7.539018655310257555e-02 2.261436642269218714e-02 3.436256432492294788e-02
5.962834726264484297e-01 3.975493932403123543e-02 1.950134307833664427e-01 7.843356120259790953e-02 5.213193478064197944e-02 1.958825788080577335e-02 1.879440340210812230e-02
6.144819496203414166e-01 4.484711790430864764e-02 1.889683978468375547e-01 5.249720862551420647e-02 6.493784209738688584e-02 2.263550499626019313e-02 1.163197890935125343e-02
6.108494016126216897e-01 3.920236204196814872e-02 1.773836092114355889e-01 3.106291003328632075e-02 1.062827865307961889e-01 1.032150276735336290e-02 2.489742780253860824e-02
6.110699547508277041e-01 4.575840532290754298e-02 1.514292369174250197e-01 4.096237078571759310e-02 8.737927122970225169e-02 2.301039387879635911e-02 4.039036711462350160e-02
6.005908490764678698e-01 4.418678358061867845e-02 1.611128121694264115e-01 4.979580673123558399e-02 1.140009345787157957e-01 1.176440201350991907e-02 1.854841185002572418e-02
6.221557955450955912e-01 4.314503249901253251e-02 1.834286125442191606e-01 4.086992635923315104e-02 4.390346990969530572e-02 1.390910300324448186e-02 5.258806013949975794e-02
5.441633601016081512e-01 4.290440268625415887e-02 1.661872139300713536e-01 7.185506307716921226e-02 1.425640103202449049e-01 1.492398450939422597e-02 1.740196537525792383e-02
3.862004267154807713e-01 1.180700606103484429e-01 3.153538722301174602e-01 5.777252258626388443e-02 8.863529039413889365e-02 1.237098879624711281e-02 2.159683866740348679e-02
5.976996473912100649e-01 4.460624497932143967e-02 2.098544386952329033e-01 3.285622265805064612e-02 8.459625557417224662e-02 1.877605741960724009e-02 1.161113328240533094e-02
4.919522466504814284e-01 1.838324580077746739e-01 1.186309457165281300e-01 8.027498242603404999e-02 7.396041296365915563e-02 3.841329129420582855e-02 1.293566294131669701e-02
6.129238874191760278e-01 4.291860314969982160e-02 1.562651494499255334e-01 7.189319712572324328e-02 8.513349127078859158e-02 1.824394407346585992e-02 1.262172751122093983e-02
5.983043794252856928e-01 4.578348184237749502e-02 1.015967676140229620e-01 8.207058318881427228e-02 6.731819519313470002e-02 1.780428293432209999e-02 8.712230980204284381e-02
5.291757113752566521e-01 4.182490281999690085e-02 2.078938417655291360e-01 8.974594171319141833e-02 3.772444419382691566e-02 1.508396254568690996e-02 7.855119558651217637e-02
5.492379142277878934e-01 4.202040910816646352e-02 1.622805727243748497e-01 6.363678394572518104e-02 8.216791517968105585e-02 1.396787700441644124e-02 8.668852780984798168e-02
5.943765979414775691e-01 4.582683036571305601e-02 1.616510917843245465e-01 3.708982528521714839e-02 3.793605631768789954e-02 1.087049878121519458e-01 1.441461049342773575e-02
6.148698926353735050e-01 4.164055707168809461e-02 1.390767312968217151e-01 7.468386471424458273e-02 6.185844227888755847e-02 5.191502963307186025e-02 1.595548236991249993e-02
6.167868102048134071e-01 4.454602460223719418e-02 1.117039567743866174e-01 5.732934807037383396e-02 8.278948095895380388e-02 7.305084715709571352e-02 1.379353223213945073e-02
5.523727325229645935e-01 4.263708254725673275e-02 2.077317778548621596e-01 6.557401160717274413e-02 5.614232626578056357e-02 1.522720414777232328e-02 6.031486505419102195e-02
5.951194059276707637e-01 4.778992541750565898e-02 1.582672854211622515e-01 5.742140864586503524e-02 5.187468191743135892e-02 2.256843429861521769e-02 6.695885837174987698e-02
5.844843542664339697e-01 4.449715120226476611e-02 1.853806695639184932e-01 4.378888733428028257e-02 7.138142251203095923e-02 5.805670242430831240e-02 1.241081269676305894e-02
4.426910355579639633e-01 4.264171904705489624e-02 1.835179648926600349e-01 2.107070855992533576e-02 2.521602649561090481e-01 1.740802776052916348e-02 4.051027922575755474e-02
6.084257284904984742e-01 5.289339801781280104e-02 1.640995390255928221e-01 6.980774361242188253e-02 3.488138961964223905e-02 4.767677789564225832e-02 2.221542333838954011e-02
3.956445843696358433e-01 4.128023325919346481e-02 9.865814030201480733e-02 1.336898030234000556e-01 3.015530940976441920e-01 1.170677287622136353e-02 1.746737207189031152e-02
5.758392945716730438e-01 4.035529405962087063e-02 1.864060321006795196e-01 6.065119118455596092e-02 6.323716868720258288e-02 1.724892295032133191e-02 5.626209644594671461e-02
5.532340642475842563e-01 4.350481532221642245e-02 1.998869016833001444e-01 2.969472398840125246e-02 1.086690359126003674e-01 4.465909856819912094e-02 2.035136027769844647e-02
6.303455920827291115e-01 4.925451731729437593e-02 1.813661440839532124e-01 3.564871482807164399e-02 7.691278851642537051e-02 1.394564503850272662e-02 1.252659813302351571e-02
6.091353318895132984e-01 4.534912815986703177e-02 1.791130757133380380e-01 5.613127707654408383e-02 6.627297831770359582e-02 2.123454458836268599e-02 2.276366425467132859e-02
5.003972772201685792e-01 4.444997893744848799e-02 2.796582272605422359e-01 2.059698411227451828e-02 1.178426135343070974e-01 2.086816047467185756e-02 1.618675846058728260e-02
6.111082955691566898e-01 4.744329965308739100e-02 1.232551304748632781e-01 9.978965982984283611e-02 5.572088482840360790e-02 1.827977710971631642e-02 4.440295253493002636e-02
5.063966262694421516e-01 4.717334066015146238e-02 2.958719016103140143e-01 6.279322688555116772e-02 5.373627098877081787e-02 2.235089985869033458e-02 1.167773372708009322e-02
3.772295944300333992e-01 1.362165646953124865e-01 1.928365647973792618e-01 2.512784702440311324e-02 2.113814426446445904e-01 3.742546801663705625e-02 1.978251839159007527e-02
6.190624505074421302e-01 4.617483907283163186e-02 1.663125255403674618e-01 6.169206629070098091e-02 7.144150973239921099e-02 1.241267298572536898e-02 2.290393587053328461e-02
5.869965731606164860e-01 4.128695792527312808e-02 1.959945831255619220e-01 4.577817377440780711e-02 7.177561488773695486e-02 2.785259561824224642e-02 3.031550150816154574e-02
6.231169244567339449e-01 4.369984511350351319e-02 1.320524377390431825e-01 4.690879123192403383e-02 6.876317004879470285e-02 6.271081330929546838e-02 2.274801810070514740e-02
6.145341239926263022e-01 4.284246840424280750e-02 1.423596335209605102e-01 5.765410827135231120e-02 4.484920271451504903e-02 4.173415142436353448e-02 5.602631167193940220e-02
4.512231093940967663e-01 4.063733008287496312e-02 1.666498956105257612e-01 2.566736955341348755e-02 2.518717005330302072e-01 2.096725705808514389e-02 4.298333776797361866e-02
6.133135366563433610e-01 4.694802893156931056e-02 1.068687004249363054e-01 8.520862078690193131e-02 4.627392151312420543e-02 6.678606506024425959e-02 3.460112662688057811e-02
