r_sep02_median Teff L Fe/H dnu02_median r_avg10_median Dnu0_median r_avg01_median
2.812044625715932056e-01 1.297106913398659300e-01 1.286166118127983204e-01 4.970914092504383208e-02 1.409274959198166532e-01 1.813971063784856341e-01 4.242766164624385550e-02 4.600682940615254818e-02
2.416529962576484392e-01 1.076106416130934440e-01 1.102243806187277880e-01 2.007900634865942835e-01 1.507819957464200389e-01 1.285008322219397259e-01 3.402128227366577051e-02 2.641780778191060025e-02
3.395591263033439500e-01 6.738060553464357560e-02 1.311480126962658033e-01 4.831808268984336824e-02 6.148069414744115890e-02 2.696446556952913909e-01 4.368223921610706051e-02 3.878658371706378283e-02
2.454350336177573977e-01 1.252489139119440098e-01 1.339841384159225213e-01 9.973337623223206549e-02 1.300304752115758467e-01 1.439092224098507955e-01 8.049634299400204585e-02 4.116249720671535245e-02
3.395427235534937971e-01 9.995364938264067467e-02 1.251053875381723801e-01 3.838856450717861163e-02 9.726045491109835961e-02 2.178263348667166532e-01 3.057996581085624735e-02 5.134291942984330059e-02
8.280058355800863634e-02 2.836520435971514598e-01 1.143819367888542909e-01 4.270270606627023929e-02 5.423750676213816985e-02 3.455562137858481098e-01 3.125557687557539710e-02 4.541343256615388430e-02
2.491113407205703956e-01 9.139262823869080676e-02 1.448726249369329255e-01 8.265625883584035161e-02 9.221151658345852486e-02 9.187072265876888855e-02 3.512747932933071165e-02 2.127574286964074857e-01
7.478214623426375496e-02 2.328229941271182379e-01 1.164479341320990569e-01 6.496594180409503982e-02 5.193524799137005932e-02 3.907855455965387748e-01 3.230966650020938163e-02 3.595052361430563226e-02
3.045772973310690857e-01 7.322458695474123869e-02 1.301686286051667585e-01 5.973504145426614814e-02 1.348885385628554312e-01 2.033793929276337675e-01 4.987629724649005059e-02 4.415021691777731849e-02
1.952373240250926123e-01 6.046582841161864119e-02 1.181613040987831709e-01 7.783415749505449843e-02 2.745142045179433526e-02 4.290061945511365882e-01 3.123717053274531127e-02 6.060660043377484596e-02
3.177458906810435857e-01 1.005431728005689029e-01 1.363325860819595281e-01 5.941416278115271843e-02 6.844693717523862853e-02 2.068375910851846244e-01 4.577088309784627107e-02 6.490877629700562979e-02
2.238172267677481786e-01 1.929654804108804911e-01 1.311744963218994531e-01 5.909447818199409230e-02 1.594679781672568852e-01 1.173396728593141952e-01 5.409498753183638459e-02 6.204567975907013255e-02
1.378572074052008822e-01 1.157996510383681732e-01 1.125470885543379818e-01 3.955227040241644093e-02 6.859423855233080791e-02 4.470330658504663712e-01 3.072336349855155774e-02 4.789311469832772256e-02
3.590767091060462213e-01 5.684576835946254098e-02 1.257994681862847353e-01 6.504893301303552033e-02 8.694716503959437626e-02 2.102894664259206126e-01 4.219173530713615783e-02 5.380075456251974531e-02
2.452112521359272324e-01 7.233286468764293931e-02 1.587338847899012750e-01 5.298790190366395314e-02 4.426660548816883922e-02 1.696765207386626562e-01 1.120299178650038530e-01 1.447610523910292102e-01
3.400333307965181517e-01 7.482794838721563979e-02 1.336165493211334820e-01 5.809918123888634794e-02 1.331782741373369605e-01 1.348087740920835276e-01 4.504802698670284239e-02 8.038791504012295086e-02
7.973958908806148826e-02 3.158605847214346896e-01 1.085559068081154988e-01 5.351335501954394835e-02 2.488357029800549458e-01 1.113554857275097093e-01 4.068433207933886547e-02 4.145504357594090306e-02
2.740658561731732501e-01 1.282181240539171097e-01 1.619657553906253822e-01 7.233670431808400525e-02 1.191020805240963348e-01 7.746741407872449747e-02 1.216833614507983191e-01 4.516070401058109446e-02
1.823521608742300626e-01 1.055462076867393212e-01 1.079779339135121530e-01 4.709703990201580259e-02 2.821553033572429814e-02 2.852019533718361810e-01 2.791732030241460272e-02 2.156918536135274955e-01
2.549391985695702023e-01 1.562592998255073196e-01 1.152235110562127712e-01 3.241115068936830518e-02 7.843092719659891521e-02 2.862122711143241793e-01 3.503978720931022472e-02 4.148385433910809633e-02
1.012801785402968613e-01 9.081633380532476429e-02 1.100162147539108098e-01 3.870284645884541214e-02 9.092284916120858818e-02 4.947683854629831290e-01 4.001916479171117869e-02 3.347402702571924266e-02
2.108777783984049914e-01 1.373233830986808068e-01 1.195817060648506625e-01 5.064745149565177962e-02 4.385605991365643108e-02 1.730603768403907450e-01 6.397352864359663605e-02 2.006797155447679615e-01
9.201539514065763814e-02 2.994025696478692655e-01 1.177270777987100975e-01 4.866988354603009326e-02 1.831873814755911323e-01 1.809272106841142702e-01 3.664214438892628156e-02 4.142833731810136033e-02
2.506856485165668835e-01 6.268795240467137098e-02 1.185889089886877773e-01 8.636204485311106682e-02 6.468076816557463693e-02 3.422552703643921279e-01 3.756552742320429933e-02 3.717387928379192741e-02
3.352028354557323175e-01 1.112307398119784935e-01 1.163644004266189136e-01 5.218185676421362162e-02 1.230722079167051591e-01 1.614192278969363015e-01 4.843133909125716535e-02 5.209739263655803476e-02
9.464467027474278427e-02 3.063719278477460284e-01 1.102593707756738123e-01 6.173086082745454783e-02 1.299663026838184243e-01 1.530680099115527548e-01 9.017546010688815006e-02 5.378339757212352579e-02
1.722327588866048587e-01 1.955402284554793035e-01 1.147137971241089655e-01 5.784450216343569456e-02 9.272053103180476208e-02 2.662709950316479723e-01 3.846638980971819194e-02 6.221079749720007795e-02
8.583184853509719103e-02 1.828309342628454404e-01 1.203579795515109380e-01 1.286671209667296922e-01 5.257311044480388051e-02 1.764458724555310887e-01 3.884232643141131286e-02 2.144508073520704217e-01
8.636903974788436023e-02 7.648370798593044639e-02 1.136644281877010471e-01 5.833793203499566815e-02 2.511353179078257628e-02 5.715625390712785192e-01 3.834385299358193666e-02 3.012496818784530378e-02
7.339698906014717472e-02 2.155953451765954543e-01 1.063771279996575531e-01 3.727379463134079807e-02 3.817392178099882766e-02 4.572866654768650840e-01 3.120364284362193638e-02 4.069251303077314058e-02
2.123894090946067681e-01 1.900747316081265459e-01 1.533970843499745107e-01 4.132226053927738618e-02 1.063206745978592799e-01 1.448464481934127746e-01 6.668703904803366389e-02 8.496235256870895980e-02
2.530237463312604018e-01 2.208236443430816875e-01 1.188359572185635482e-01 2.947451913169185991e-02 9.548126497860964790e-02 2.070574656013221271e-01 3.638064370086655647e-02 3.892275869460422311e-02
7.742638183487876580e-02 3.188854569323568700e-01 1.198697343623205402e-01 8.503560236188249799e-02 8.785687455801620416e-02 2.208289357160654887e-01 3.447622101045558218e-02 5.562079322402404408e-02
6.078468363038599942e-02 1.922005411143506703e-01 1.065539138588688511e-01 5.090390591120150937e-02 1.520143735600746893e-01 3.576003673774555414e-01 4.614302492025606356e-02 3.379918962740667554e-02
7.683280875312367697e-02 2.800168394884345879e-01 1.127555914243255075e-01 5.524625675999512986e-02 2.908145392780642213e-02 3.785182719809675467e-01 2.751356015534196092e-02 4.003521751000500145e-02
9.219262045218072632e-02 1.023012173286930587e-01 1.025586942520648193e-01 6.757700207142072757e-02 6.892210069395289518e-02 4.938393239712111638e-01 3.471954279355767697e-02 3.788949843691902242e-02
3.395841583662879692e-01 5.626733897731134304e-02 1.348002346607128921e-01 6.107900900416052964e-02 7.797732796037737391e-02 2.202518322572337151e-01 6.166526178236123729e-02 4.837483699155490507e-02
3.293926081228428226e-01 7.791908504461012019e-02 1.226202370937452407e-01 7.348868385287636584e-02 1.950267490239337986e-01 1.094171612540105198e-01 4.512786135221722589e-02 4.700761425576378827e-02
1.879452201501177755e-01 1.186482099422588588e-01 1.171055422145445973e-01 5.491624506001233086e-02 1.243175356685146948e-01 1.066341918448348441e-01 2.615326752865193005e-01 2.890037983319768133e-02
1.786056406447125988e-01 1.081348240341486189e-01 1.021193781984871124e-01 7.017615436599930479e-02 4.413698612370526436e-02 4.192827994062830466e-01 3.396847717094383240e-02 4.357574005572021486e-02
3.481810289031125882e-01 7.387682983447470264e-02 1.177468010710849278e-01 4.708389183893058744e-02 1.324439071133597934e-01 1.756861987472105868e-01 6.911327165854549981e-02 3.586807083328132084e-02
3.211817725637857168e-01 1.000761284462571843e-01 1.203583508224878168e-01 4.123492512613247812e-02 1.386592232419435466e-01 1.957027500244609697e-01 3.775147247700973152e-02 4.503537729792248673e-02
3.084867580118044739e-01 1.183794217556678463e-01 1.024779483343033898e-01 4.964014783494084815e-02 1.360489265585972940e-01 1.785387644462516077e-01 5.507629517829203125e-02 5.135173788014255752e-02
2.922160839343860284e-01 1.095057326106508716e-01 1.078354278427170743e-01 3.237728492529302893e-02 4.079915826118304251e-02 3.362535461860619579e-01 3.225689420330345863e-02 4.875587203640464190e-02
3.518198455689807713e-01 6.343602183745505885e-02 1.387583997127929680e-01 6.882572699110076075e-02 1.304226106481098102e-01 1.485885799732551971e-01 4.338630490440648774e-02 5.476251036389895993e-02
1.856954328576019553e-01 1.420082946213268582e-01 1.157367183927470317e-01 6.364861195714684172e-02 1.512643091891042735e-01 1.335745207416047797e-01 1.733888087254415455e-01 3.468330351502652009e-02
3.273963003725746113e-01 7.579170961376704985e-02 1.210998434703640242e-01 6.730520730573556765e-02 1.773086341897407159e-01 1.453426065515552867e-01 5.424603678408994323e-02 3.150966171217276651e-02
3.156709724244915471e-01 9.906587933180736882e-02 1.191612847421288784e-01 5.569925924389797917e-02 1.282650012158833008e-01 2.003715288153507246e-01 5.059226997676657955e-02 3.117380424967360064e-02
3.271989701696296771e-01 6.550279102603369374e-02 1.241488278103052983e-01 5.532819223668260927e-02 4.150663886615959391e-02 2.491354250050687169e-01 8.418166521514069967e-02 5.299748967097982211e-02
3.433760598720149715e-01 8.955995733545778215e-02 1.333346419443254827e-01 4.728899962237093080e-02 1.144724735744811345e-01 1.244340794045949855e-01 1.004927362732237067e-01 4.704105197353098539e-02
1.366615413247420086e-01 1.240551912809092910e-01 1.217814271065174730e-01 1.255095196053119255e-01 6.871658502762557907e-02 3.414022794560300778e-01 2.656498471548228435e-02 5.530847148338139535e-02
1.526977236030356289e-01 1.766663476415680223e-01 1.255435869243680391e-01 8.537545910428953611e-02 6.725273849606140664e-02 3.212908349994307300e-01 3.630009599071144094e-02 3.487321324053516136e-02
1.936160764011350954e-01 1.810350771489958599e-01 1.103776382813089624e-01 8.973897859054581760e-02 2.643937914581439563e-01 8.949013207476431975e-02 3.274048581748854880e-02 3.860782022761741206e-02
2.678109196095413425e-01 8.116349830790084430e-02 1.280109804314330246e-01 3.942963454307404220e-02 6.166651974101776401e-02 1.958150228906081480e-01 4.746418033850204055e-02 1.786392441379226481e-01
8.483168129326860984e-02 2.659329984775482547e-01 9.522381006243504920e-02 3.430177232484431932e-02 1.291007202891231720e-01 1.632151075351860881e-01 1.416300015906235554e-01 8.576390842697090289e-02
3.386093808999990351e-01 7.231572821473497559e-02 1.254606203032494760e-01 8.094778158602643214e-02 6.848055198184260783e-02 2.424428864873356404e-01 2.315000699704072157e-02 4.859304352977104891e-02
2.237292184120945882e-01 8.814790812938427811e-02 1.658064467241303075e-01 7.206612095934311624e-02 2.132382858877690524e-01 1.307444054622507457e-01 4.831890626968205621e-02 5.794870815534573782e-02
2.199277866891735933e-01 8.807435146858016983e-02 1.314739102638377566e-01 8.051989189994129825e-02 6.311746963350374495e-02 2.070484698424952807e-01 4.327709661840099808e-02 1.665610235840672138e-01
1.226161075820877133e-01 2.896382394370132785e-01 1.024377427857847966e-01 4.301190924880706618e-02 1.876725521734977087e-01 1.654802567124762647e-01 4.171369257966073274e-02 4.742949948067242544e-02
2.009742367642765315e-01 1.140222442063171665e-01 1.082083231871348861e-01 4.325715076197036296e-02 3.303158104896124908e-02 2.348309105808950858e-01 2.340545228521624943e-01 3.162103059828223761e-02
3.414516797844707741e-01 1.108821061784838607e-01 1.378874810012367114e-01 3.078958357348421035e-02 1.153070323752508064e-01 1.843763878667302181e-01 3.850068291163509515e-02 4.080504630870826488e-02
3.449187267210209740e-01 6.245091822017712069e-02 1.296305870792827941e-01 5.228495059012890772e-02 1.000616982039908148e-01 1.724444937027240221e-01 5.027137692319500611e-02 8.793724855948027719e-02
2.622241378969399905e-01 1.690928769582950575e-01 1.061142949940896973e-01 5.118192268067409817e-02 1.076029780242195311e-01 2.128186297629523771e-01 5.465996016393046691e-02 3.630519951889867036e-02
3.156200583695415451e-01 5.709509224295614832e-02 1.180526968948555494e-01 7.805149488835803895e-02 4.872310464687127501e-02 2.639395679930414129e-01 8.315255613601080231e-02 3.536542882836542917e-02
7.781381804639536659e-02 1.198971837204015900e-01 1.073624777882078163e-01 5.696688192321428673e-02 2.264070305291106949e-02 5.376067352280829992e-01 3.987119573902240394e-02 3.784100450176446778e-02
2.510891437343334975e-01 1.258265376617441478e-01 1.173315966566083057e-01 8.079008510142403343e-02 7.457163221160995059e-02 1.050387192368865547e-01 4.744126799197634359e-02 1.979110174054171667e-01
2.370261737408334013e-01 6.764285606939472728e-02 1.392203690843800412e-01 9.740691958692014596e-02 1.418789517956706991e-01 2.444283109031066825e-01 3.815358649721771467e-02 3.424283232247649078e-02
9.022340268251101414e-02 9.690471543688861100e-02 1.040402962013455002e-01 9.014268266180096301e-02 6.170761925059804059e-02 4.833354261655217199e-01 3.249656311530600000e-02 4.114929448602810957e-02
2.063594077538858651e-01 1.228928865142684124e-01 1.532327664182277505e-01 4.942423305969598224e-02 8.624592260069846583e-02 1.187477003358099331e-01 5.050785183274418555e-02 2.125892314846693776e-01
2.448906758627528990e-01 1.139117458143836803e-01 1.135684078146840248e-01 5.030114211801646473e-02 1.203231209181242906e-01 2.731917899733480870e-01 4.195779022756546822e-02 4.185532727112520335e-02
5.743167968585664168e-02 3.144917706780618882e-01 1.063188635397538523e-01 3.942587489624544556e-02 1.499217436127680270e-01 7.249106296565549501e-02 2.209998837792010729e-01 3.891912084245750802e-02
1.406137314804243865e-01 1.065534594701477433e-01 9.835378380329684589e-02 3.805133986996174500e-02 3.505475383148078106e-02 5.057174101746543249e-01 4.569718566281291694e-02 2.995833570722123557e-02
6.429149231651111462e-02 2.826406167688382265e-01 1.047457699035039824e-01 3.403267060242096131e-02 5.286535611736643825e-02 3.830321439201286315e-01 2.949159758276019908e-02 4.890035278847037342e-02
3.421913237907413530e-01 7.020680703232347331e-02 1.430334628464309532e-01 4.791847158082685604e-02 9.270097760622840466e-02 2.187299602326935877e-01 5.315940746313079640e-02 3.205958944762462431e-02
3.497486280194770369e-01 7.131859317970953849e-02 1.263570113349438140e-01 4.839036608184258542e-02 1.259390900334551866e-01 1.752776178870859014e-01 3.788377841065287271e-02 6.508491505283313383e-02
2.490432521018566825e-01 1.082908829584224852e-01 1.338092036613456326e-01 6.762869477006866470e-02 2.495995204673559786e-01 1.176425116475116606e-01 3.507518689686425772e-02 3.891074749657448539e-02
3.646907710314039597e-01 1.465853929142484913e-01 1.491309780827068110e-01 2.803542061087838447e-02 1.263321087037028445e-01 9.989341907718078672e-02 4.496407054973375339e-02 4.036783903014488917e-02
1.850471890851287105e-01 1.859521023824333708e-01 1.113392800208758415e-01 5.545435444853626800e-02 4.239683688968655384e-02 2.884782182582033561e-01 4.195752949561950412e-02 8.937448941951646464e-02
1.388853275783763774e-01 2.805189162912246070e-01 1.185759530095639308e-01 5.516401937553279400e-02 5.357183882855608148e-02 2.114599130110589587e-01 4.553240138818655247e-02 9.629163051750058711e-02
2.655090546947596608e-01 6.670114127538641358e-02 1.222102366845262689e-01 1.247116400454021529e-01 1.093973317724560440e-01 2.314404863788253608e-01 4.470695440882218458e-02 3.532315473982189369e-02
9.198984475624089052e-02 3.125377832948744161e-01 1.185845425996482350e-01 4.500699939207258859e-02 8.713774725100378871e-02 2.468607862065327063e-01 4.710584945707854687e-02 5.077644704254882790e-02
1.597020136168878224e-01 2.389510011284659841e-01 1.176778441273240300e-01 4.378234772181863188e-02 8.227881824899302421e-02 2.023413902447065427e-01 1.258427646188075011e-01 2.942382029299639781e-02
7.691815079838704161e-02 1.202096609550142026e-01 1.027724168051166176e-01 3.416283764228145864e-02 2.580353143122862680e-02 5.582038870082770554e-01 3.836136767653906821e-02 4.356814768315606101e-02
2.196641136022425000e-01 9.477588270979379892e-02 1.060928530392902108e-01 9.211457588757926418e-02 2.008732192087902269e-01 1.835034509115058277e-01 5.504958417041983659e-02 4.792632047037836962e-02
9.427376333462300639e-02 3.023124947037434396e-01 1.168872211562019953e-01 5.276744006270198128e-02 1.452339975817149853e-01 1.931532952170320616e-01 5.598020952415991985e-02 3.939157841982251357e-02
1.043961705716338617e-01 1.300477478601085313e-01 1.129824948265376883e-01 1.234397087747850785e-01 1.866817786942912838e-01 2.357916735458227830e-01 7.204776537938487047e-02 3.461266034743584047e-02
1.001825069149945430e-01 2.617642007378788160e-01 1.045603019678517237e-01 3.761705294354954904e-02 1.663095717702712806e-01 2.588419372451135625e-01 3.772347715020222397e-02 3.300095127013825957e-02
2.891157371265533627e-01 1.195153251302408931e-01 1.431771684692821345e-01 3.116492603290617683e-02 7.445806221665728086e-02 2.741429477134948445e-01 2.833705225403071112e-02 4.008878105683452708e-02
2.008025387759354852e-01 2.152425502287497738e-01 1.272924316715455251e-01 4.218076037967482400e-02 1.521657354031162035e-01 1.852235433229337536e-01 5.222816653374065532e-02 2.486427368430370322e-02
2.091064741249272219e-01 9.642618280269174558e-02 1.171226295463364403e-01 1.185746349697383017e-01 4.058824555835515574e-02 3.194733884958707582e-01 6.246334860297215325e-02 3.624509589910827889e-02
3.336259710361200725e-01 6.291756674464256405e-02 1.339860011815976193e-01 7.262729420016446336e-02 8.498096705779550897e-02 1.841617617561077946e-01 7.232860970966048519e-02 5.537182831391149196e-02
3.469730887514976825e-01 9.068611917396142419e-02 1.395432418829237464e-01 4.688112191098223192e-02 9.642050403707201622e-02 1.158640286913238393e-01 3.893873411969932252e-02 1.246931614325397647e-01
1.629495898903834394e-01 1.838547843910778856e-01 1.110370486953328600e-01 1.023036112002982806e-01 1.501159340032647560e-01 1.846778227490071256e-01 4.198120465351058705e-02 6.308000441712506567e-02
2.297335996039341355e-01 1.802926634212053403e-01 1.256491769859901242e-01 4.139953715754809971e-02 2.343825794569758258e-01 1.116673965014170905e-01 4.498062721747465159e-02 3.189441965545473240e-02
3.312792112316328419e-01 8.276377113718408340e-02 1.195677816081246181e-01 5.738346898727614276e-02 5.868786042139735593e-02 1.618393983066677422e-01 3.521372659709031544e-02 1.532647817106268517e-01
2.938588713313202150e-01 1.097148532268901605e-01 1.283197288739336417e-01 3.510331831734603975e-02 1.266765728371910260e-01 1.652690009820681760e-01 4.644183183008365745e-02 9.461582260116707666e-02
2.228208536749178292e-01 9.872022439109992553e-02 1.420413142314966293e-01 5.770776721539484094e-02 1.983109793161907386e-01 2.075615353894528226e-01 3.686780350478959661e-02 3.596952227665747848e-02
3.478088005908953617e-01 8.978566837223353470e-02 1.211518524861867063e-01 6.829906271644643756e-02 8.983919353334628155e-02 2.123283945795234606e-01 3.230548085229932587e-02 3.848154686906900962e-02
8.188581968734620631e-02 1.255844508178436403e-01 1.003688213140351559e-01 2.885172730632128146e-02 3.305486184525489174e-02 5.588114983619748566e-01 3.254031856685811464e-02 3.890250210036583223e-02
3.302877374367243490e-01 1.020279449098444730e-01 1.208694115462810165e-01 3.552372642015577675e-02 1.695242557612377798e-01 1.541300144266747885e-01 4.884305242563367205e-02 3.879385707344819301e-02
1.045939769501498667e-01 3.112841423722511047e-01 1.202407982292734850e-01 3.381290567704111488e-02 2.335097090126016794e-01 9.483064561157503181e-02 3.885700545114947196e-02 6.287081669595841193e-02
2.904093920184158129e-01 8.694130229630679663e-02 1.120868239433736729e-01 4.288101474028456483e-02 4.124811387582686534e-02 1.841416134708350749e-01 1.910863609357227322e-01 5.120537871923459827e-02
2.990043990824103326e-01 1.082621150895600598e-01 1.105443014698977017e-01 7.696373191644310940e-02 1.192861268518231738e-01 2.048619588425273086e-01 4.632837721328399855e-02 3.474898953405428786e-02
1.408502331148749620e-01 1.566993666688450138e-01 1.319677745385290091e-01 1.211913798888034216e-01 2.293441586157409784e-01 1.130235106552403834e-01 6.646615010505087240e-02 4.045742641291524139e-02
2.150023214571614161e-01 1.727015605921280728e-01 1.125197541827865910e-01 4.340630963752158122e-02 1.312056328812483963e-01 1.678983520072448166e-01 2.721552022130658763e-02 1.300505490206025905e-01
1.711410007177157078e-01 7.461450679509619432e-02 1.638827588779946387e-01 7.349066967887682433e-02 3.888715442593655008e-02 1.903337104762934662e-01 1.621995632551509470e-01 1.254506357729358035e-01
1.717470039385808889e-01 3.204787767953456434e-01 1.045784295630789729e-01 3.479873604262527509e-02 1.057861888589653049e-01 1.756505635211718652e-01 5.432963517618833588e-02 3.263066610404385948e-02
2.720014993038087914e-01 1.612119869174400144e-01 1.204825791270082297e-01 7.409872610444928620e-02 1.024332314195583737e-01 1.865394280000071958e-01 4.044201218688677629e-02 4.279053694084127002e-02
2.323604275972010746e-01 8.753098214422408430e-02 1.142986720079238322e-01 6.835023813223879696e-02 8.960926514592536252e-02 3.155017611141933132e-01 3.532381361678487569e-02 5.702484024150862585e-02
2.309773028695498442e-01 1.251491883578350062e-01 1.142515333122130078e-01 6.521497152791791430e-02 5.910829776117779849e-02 2.452103778959301150e-01 3.592960911919877015e-02 1.241587191561775300e-01
2.614068750531952090e-01 1.730965092177541020e-01 1.125713805985132238e-01 5.322253280986868895e-02 6.274552978056192887e-02 1.047869930900513641e-01 2.822341299570276310e-02 2.039467664543527792e-01
1.967264508517887478e-01 8.872122048018175888e-02 1.095287449348000264e-01 4.920591377068737893e-02 3.328922569109386831e-02 4.555101398851285621e-01 3.288521866815938971e-02 3.413308571816025400e-02
7.861609042407285974e-02 3.343035522920055347e-01 1.067754678701568621e-01 2.990479308054187421e-02 2.168082571245517620e-01 1.604833543718091893e-01 3.123733410836194296e-02 4.187115072849999231e-02
3.160061509354744058e-01 1.069991130213288483e-01 1.373706725854338950e-01 3.891146994603920939e-02 1.293445669034015977e-01 1.368083344043076188e-01 9.925759013874067838e-02 3.530210206527373273e-02
2.482964194566740501e-01 1.414538708949023282e-01 1.146194554161625301e-01 4.010638628868990613e-02 8.391332891400370142e-02 1.912256715061019519e-01 3.805603297584441574e-02 1.423288345476211858e-01
2.097499169240149841e-01 8.138572464132473594e-02 1.249815050692473228e-01 1.242586008651449386e-01 1.894612135281942555e-01 1.146687502540013198e-01 5.937926389854442794e-02 9.611502481952806376e-02
1.264696892468339384e-01 1.352803516058355415e-01 1.530613647613349448e-01 7.340012786998847960e-02 8.754561722144263425e-02 2.700462104186904244e-01 9.415425197186128026e-02 6.004238690401277057e-02
2.527795396913544712e-01 6.541512941804375481e-02 1.320927368619943254e-01 8.127461907585330214e-02 8.350812590331500862e-02 1.392954652780960534e-01 2.143332000723126018e-01 3.130118369903057279e-02
1.649891223847434474e-01 8.081463210547869258e-02 1.222883626552508929e-01 1.250728324290840965e-01 7.222647027568454559e-02 1.481353283196978621e-01 2.468323810929964612e-01 3.964087073706400177e-02
1.629125420267841795e-01 8.124481511935098543e-02 1.150176221851720026e-01 1.217938257365871191e-01 2.293285740836485675e-01 2.194789034728335531e-01 3.000037034066575098e-02 4.022334703495793196e-02
2.729751220721680083e-01 1.401977730035456060e-01 1.195419464839726359e-01 4.722387925309829565e-02 9.436705338826423262e-02 1.929166588854225595e-01 9.894575922901388543e-02 3.383180768451457543e-02
1.895880572871993242e-01 1.140055769311582035e-01 1.030079563104452228e-01 3.421462873922233305e-02 3.142917350257054543e-02 4.500363244985468580e-01 3.903391921807710524e-02 3.868436351278040780e-02
3.322355073290151894e-01 9.347406859626805620e-02 1.367435068472071802e-01 3.755460653404731758e-02 1.015224649518304822e-01 2.256159596658851851e-01 3.580929153605277165e-02 3.704459453969376204e-02
2.666013912744570336e-01 8.956905302505549504e-02 1.207467493155538335e-01 4.995284855335080376e-02 5.076172556931372176e-02 1.468731074950698490e-01 9.648834256555784139e-02 1.790067822016414290e-01
6.424859704767864332e-02 2.045988788285220683e-01 9.707213318222396303e-02 6.133209586264664476e-02 1.385813092680376890e-01 3.546375293537569751e-01 4.458250887247205974e-02 3.494694758466187351e-02
6.008883854358482851e-02 3.222802519051872761e-01 1.076708885321047832e-01 4.061584912896624988e-02 2.304698302715238178e-01 1.464214610261388161e-01 5.314036537709072167e-02 3.931251521540350680e-02
1.753426282499988831e-01 7.977466150531213607e-02 1.104353359444905092e-01 8.205758561028099474e-02 2.757294953458635373e-02 3.481642898323688562e-01 1.142851125177740540e-01 6.236743680518833793e-02
3.644480705867872983e-01 6.483466617441312196e-02 1.364210063708943821e-01 5.098133643612983573e-02 1.436900080544896430e-01 1.471665653998878720e-01 5.834319736664034250e-02 3.411514961075743507e-02
3.476302063011531551e-01 6.008251586654365928e-02 1.397588256833967313e-01 4.803778227132549788e-02 7.218932298540553516e-02 1.842677565546445573e-01 3.200469695424922739e-02 1.160288933832816644e-01
3.507683987333872211e-01 7.714316728225271980e-02 1.223518625902147022e-01 4.359898308338151091e-02 1.452634592369336786e-01 1.568001158803974393e-01 4.400964906756988509e-02 6.006436412586293322e-02
3.497503776030284617e-01 6.127500028028378537e-02 1.224298320256085038e-01 5.015940010706326085e-02 5.926158150715326450e-02 2.140140980929945702e-01 4.515100521089494140e-02 9.795870517297330937e-02
2.736382397024820223e-01 1.299132602786968183e-01 1.141381593478639628e-01 3.541236698254150717e-02 4.693283650046525118e-02 3.269567162734173249e-01 3.365992555526185065e-02 3.934849535927120029e-02
3.472847598040535999e-01 7.644789773727586613e-02 1.390102307186842634e-01 4.004531649338600313e-02 7.699281865175611195e-02 2.140613237641578459e-01 3.217206716978162490e-02 7.398558566090474020e-02
1.124641960849160349e-01 3.022273820674253875e-01 1.234463258590448725e-01 6.856958505695585904e-02 1.528545634962404365e-01 1.727257681798897715e-01 3.294242663112179753e-02 3.476975262440591685e-02
2.540242138135309635e-01 9.993142789534015247e-02 1.200252472167955692e-01 1.228204106778965909e-01 1.838670201155747641e-01 1.489255742756668277e-01 4.171941783814248766e-02 2.868668816705261318e-02
1.742769352753708589e-01 2.543498151313554057e-01 1.307566066545627070e-01 5.326913690217677938e-02 1.529387791901715421e-01 1.257463615766828413e-01 7.147384679342562441e-02 3.718851847625416485e-02
2.166527529451425516e-01 1.374596223117746374e-01 1.221212708848563727e-01 6.471674130901799993e-02 7.364885078728881929e-02 1.176151053509879030e-01 3.442833839298883175e-02 2.333573180179428497e-01
3.084928923245262578e-01 1.011162514936649326e-01 1.233264830474936347e-01 5.910342018434109473e-02 8.390137613289125329e-02 2.199752887176443794e-01 6.688029614131490996e-02 3.720399195812356535e-02
2.556070762224476600e-01 7.414669030982647124e-02 1.264807233295271727e-01 6.286057584774011608e-02 7.262672635523552411e-02 1.461554651834097995e-01 2.271631680410977072e-01 3.495957471071538258e-02
3.486818623242156634e-01 6.966060818637419272e-02 1.549100702799026397e-01 4.656974787732235527e-02 1.370498140943036403e-01 1.684892194140137078e-01 4.279924992880450307e-02 3.183942789506341575e-02
3.385184490116665001e-01 8.104021237103707642e-02 1.299663417004423838e-01 6.625724689819773028e-02 1.343060180627393962e-01 1.578021546488746485e-01 5.334478350572382371e-02 3.876479380131846175e-02
2.497655412235744721e-01 9.478370509631060814e-02 1.112948734514526139e-01 4.793118227164116368e-02 2.223467071099415743e-02 3.978835893747959540e-01 4.444253262676388372e-02 3.166390524446708460e-02
3.350578433922173915e-01 5.930409748793784991e-02 1.302098795061531478e-01 4.588632903418998071e-02 1.612667978225089671e-01 1.242550301114177802e-01 1.018090013229769608e-01 4.221102132259785950e-02
3.533834899481221870e-01 6.390401344922663762e-02 1.367860831563156854e-01 6.423362083376556175e-02 1.062944371440156799e-01 1.624457243669663320e-01 4.049942408749446915e-02 7.245320701409339870e-02
1.123957479287378963e-01 1.259789777929490873e-01 1.131993786989382716e-01 1.164511038934360337e-01 2.975031646975790922e-01 1.485945507897562523e-01 5.213413329586732287e-02 3.374294290273617547e-02
