Teff dnu02_median dnu02_slope r_sep02_median r_sep02_slope r_avg01_median r_avg01_slope r_avg10_median r_avg10_slope
7.008028680605792038e-02 5.321804641843997513e-02 6.754988778407035321e-02 8.646397419267772000e-02 8.030634843941679424e-02 9.533445710322724365e-02 8.475875744351681063e-02 1.618723339106999393e-01 3.004159079018932643e-01
7.467070863408500903e-02 5.844395289387713244e-02 5.765060573629548352e-02 8.170700078134554567e-02 7.546937107553731983e-02 1.175902623276522951e-01 7.331175298326821077e-02 1.588754677375989466e-01 3.022808778303401334e-01
7.718182921053520773e-02 5.570600860235196128e-02 7.101433076403383671e-02 6.724082573417401731e-02 1.086404836853058081e-01 9.736114582029220532e-02 1.391040152515700679e-01 1.360502733106844775e-01 2.477010876210523904e-01
7.823617079415237652e-02 6.024827641811089651e-02 7.005714812612602593e-02 8.516694826782279792e-02 7.489825884672350609e-02 8.260376038076426564e-02 1.029024836511431701e-01 1.537380127477739056e-01 2.921489407673831806e-01
5.716850751257975677e-02 6.568284677556467110e-02 6.533555508550629998e-02 1.004938321387425226e-01 6.618437483658366760e-02 9.035446898299723251e-02 1.474429240637702421e-01 1.673661460549292768e-01 2.399713445493262820e-01
5.544382775498397919e-02 7.245514874629901958e-02 7.519705216602132203e-02 7.755720096662951923e-02 8.271731120409109295e-02 8.623350965715659289e-02 8.666191240068632506e-02 1.590976107449741384e-01 3.046364263591581634e-01
6.530180416948064281e-02 6.401724098581285105e-02 7.928929429959005737e-02 9.306426210639273666e-02 6.459570584552686012e-02 8.728252663720352522e-02 7.925099093605939005e-02 1.763912298689706282e-01 2.908069451509632253e-01
5.277927703165795348e-02 7.543417097198919230e-02 6.847133693237424101e-02 8.916156993388667240e-02 7.328250944398931321e-02 9.933723833531735159e-02 9.418424743610903649e-02 1.452076359018195650e-01 3.021420140128567855e-01
6.400946742078773843e-02 5.813600338736004541e-02 6.244013445511167881e-02 6.099563293654441942e-02 8.405770599670597809e-02 9.411193010328738895e-02 9.618387954239858428e-02 1.715824255244980945e-01 3.084828206333060097e-01
7.349157330913225206e-02 5.983624026279510399e-02 7.658607437067031787e-02 1.009645976094057512e-01 6.146460802874099266e-02 8.893489145921618100e-02 1.487161970687310708e-01 1.543644355389044986e-01 2.356413823524038664e-01
6.172395213945033182e-02 5.509492581256629495e-02 8.020962555802828298e-02 7.622252950555491458e-02 8.495318548576137607e-02 9.179658924390493580e-02 8.371570397509581207e-02 1.677010303031369887e-01 2.985824579765010145e-01
7.481670865764021572e-02 6.047205737700071110e-02 6.147854944314338349e-02 6.315157010439820251e-02 9.305706882678356495e-02 9.757219289464368062e-02 9.561896515673481978e-02 1.557772619573398465e-01 2.980556255823155198e-01
5.642452049239630313e-02 6.030889937846133086e-02 6.442741222233878962e-02 7.709768172361088079e-02 9.498479525121496236e-02 1.122465378165494881e-01 9.561759928644338047e-02 1.429406457471020797e-01 2.959519080818827086e-01
5.696239406479917250e-02 7.463366499933105080e-02 6.832022951378764752e-02 7.030753684389577651e-02 7.629230175945542203e-02 9.981185557617321125e-02 1.062532802093082845e-01 1.633752638871183993e-01 2.840434731461311535e-01
6.677880279723255597e-02 6.560996325045476141e-02 6.528547989150050579e-02 7.883679613937617792e-02 8.248669106424072472e-02 8.185048187540536202e-02 9.248377472025641477e-02 1.669157698291462988e-01 2.997522404323871292e-01
6.556689345580213324e-02 5.799425662264406922e-02 6.425568391832474358e-02 6.638195443642062876e-02 8.815941973784495456e-02 9.346693226146354783e-02 1.333263657694366833e-01 1.646354493459523116e-01 2.662130444521109696e-01
6.392825079438077540e-02 6.431198233382016960e-02 5.899728260836412802e-02 7.951000101567591571e-02 8.314615414040060770e-02 1.102014356565841208e-01 8.007177108601834514e-02 1.660841560516896909e-01 2.937489663130662954e-01
6.040292808857407325e-02 6.290275359117712684e-02 7.273491248898397710e-02 6.756079396340615439e-02 9.460875868304120806e-02 9.005436608959209444e-02 9.897153121024147848e-02 1.470969023317243995e-01 3.056670535532594601e-01
6.891796738177692616e-02 6.198150935063038297e-02 5.827849470558332801e-02 6.874717226920773472e-02 8.748151694237021880e-02 9.267410670998475763e-02 1.507175281337849448e-01 1.557992099654678386e-01 2.554024945411940140e-01
5.725925238806087864e-02 7.014417895079096132e-02 6.916987783030137393e-02 1.365866600174027168e-01 5.738262487095297654e-02 9.979141783568923341e-02 7.917373374556474497e-02 1.397608212505548342e-01 2.907314331106822247e-01
6.436052546494315518e-02 6.315021960847863602e-02 6.772405862485027239e-02 9.082161166086065440e-02 8.387252563342133260e-02 9.773814452898603455e-02 9.003122433040232353e-02 1.483117410944820580e-01 2.939899490535755611e-01
5.967991107054757688e-02 7.492298318632718834e-02 7.071465922393141423e-02 8.800595318887716179e-02 7.343575169104120393e-02 9.994472406900492545e-02 9.337099047212053804e-02 1.464374387609569395e-01 2.934875883371931282e-01
6.194626888347268961e-02 6.132762900929084049e-02 7.123960655425576327e-02 5.400693889341434684e-02 1.148023772173667884e-01 9.510114319768429858e-02 9.329800908123395131e-02 1.620442977780798544e-01 2.862337293852015296e-01
6.133285732411845187e-02 6.437412498837050134e-02 6.029662178049561422e-02 9.087356264306192810e-02 7.139890899307624328e-02 9.531869955541782957e-02 8.457945819207626781e-02 1.695323416097034575e-01 3.022934249136797202e-01
6.840795130016011361e-02 6.108255662220783699e-02 6.204224546279547142e-02 7.443364041612579585e-02 7.471400961451903078e-02 1.042626941137058394e-01 1.234923520821577247e-01 1.503983470667387412e-01 2.811662033215894807e-01
6.862192741699746357e-02 6.491637161889175778e-02 6.255462343161391492e-02 7.135066606500441166e-02 1.028284393398297136e-01 9.005908893372527313e-02 9.665120550630643126e-02 1.510992010516375161e-01 2.919184766359935179e-01
7.162929462836063743e-02 6.194877216886825189e-02 6.704074649354448134e-02 7.142490255181929704e-02 9.353502725916196248e-02 9.162118397960630767e-02 9.054787316019582977e-02 1.587146662144128528e-01 2.935375335440304490e-01
6.850919445024566956e-02 6.370315273824203595e-02 6.433416112753843896e-02 6.594611110847241331e-02 1.000398857230736516e-01 9.996994147979001988e-02 8.773376033298103949e-02 1.548058452905435867e-01 2.949579477491132695e-01
6.102404065168789971e-02 6.318271712239510729e-02 6.945580485240922253e-02 9.280150422117715292e-02 5.981018716149372194e-02 8.766649624866235113e-02 1.369437006518397226e-01 1.764037152422293087e-01 2.527118338481055271e-01
5.840095265586772028e-02 6.391409639101305884e-02 6.675056469708702533e-02 7.171107924399455769e-02 9.322630835814024741e-02 8.259022372769275755e-02 1.075187752299327504e-01 1.706916812477057566e-01 2.851963184485660219e-01
6.178735885875242390e-02 6.582247141680178104e-02 6.744438969957877728e-02 6.938046837690775570e-02 7.669769222862185543e-02 9.157137843110232933e-02 1.272349262655896318e-01 1.683977721310822573e-01 2.716635425915631119e-01
6.921673200741601528e-02 5.835075066196676596e-02 6.914211856808653855e-02 8.497359227777528945e-02 7.121546252768838625e-02 8.614108019447909437e-02 1.473929060480582975e-01 1.635120069639277862e-01 2.500553507506019790e-01
6.086908024686658869e-02 6.990198333341514358e-02 6.020066373716059099e-02 9.914856710754976765e-02 7.241295118272152165e-02 1.030841664436029648e-01 1.440656430158590851e-01 1.411653184370119385e-01 2.491516264958124616e-01
5.772626381593728290e-02 6.714366613729584599e-02 6.005868633816450336e-02 9.177597802017012363e-02 7.235741719226400359e-02 1.040079824604970421e-01 1.336789260399004753e-01 1.481296369876709262e-01 2.651214430080996998e-01
6.177515601024543418e-02 7.345590908847939027e-02 6.198194108973975602e-02 6.637649984339943909e-02 1.170747179562903195e-01 9.524105071488536689e-02 1.155022314441426501e-01 1.463200890184226111e-01 2.622724048343951231e-01
6.101447716641916763e-02 6.127933839273085048e-02 6.663654066393587261e-02 6.014911834097277227e-02 9.082429159042466893e-02 8.173270730202147893e-02 1.564832095581976945e-01 1.650349879201475078e-01 2.568453290651498966e-01
6.431849961327010257e-02 6.885340988834126597e-02 8.135217575909688137e-02 9.900287911912036831e-02 6.263765547112717935e-02 1.032800722497333734e-01 9.142366389994008302e-02 1.388711342431340201e-01 2.902605097562367398e-01
8.207857495421877481e-02 5.652065163009165061e-02 5.758249623848055859e-02 1.283955670190333742e-01 7.055471443672189924e-02 1.068791538622708426e-01 7.416825281949150639e-02 1.334075274398763278e-01 2.904130615998150033e-01
6.062582033107838386e-02 6.454473963958889948e-02 7.359037150405278727e-02 8.133954261588623169e-02 8.006068171505389963e-02 9.398172267850990469e-02 8.516520221172091398e-02 1.580969019204229165e-01 3.025950173836861046e-01
7.133559115958101882e-02 6.723197738740131768e-02 6.616341345160667298e-02 6.049487401955763038e-02 9.581597632751054361e-02 8.655380467624664009e-02 1.165605799771802509e-01 1.591398024106083497e-01 2.767039805903074856e-01
6.595306354630632584e-02 7.183744745780162866e-02 7.750517954217618632e-02 6.269477307094145635e-02 7.609450809716251929e-02 9.788321789470633139e-02 1.471634456540159008e-01 1.591885563601562747e-01 2.416798083767333349e-01
7.012947758294284240e-02 5.456133155647857613e-02 6.758832147389248757e-02 7.274639409714812877e-02 1.003054193709977809e-01 9.369241055061633405e-02 9.468117219011669417e-02 1.530787065887952714e-01 2.932167665890116903e-01
5.757808489410894126e-02 6.328405403708108057e-02 7.562436517075106501e-02 7.357260172012151933e-02 7.819571312297114718e-02 9.161801692882455550e-02 1.157698454218741707e-01 1.636434748366950021e-01 2.807138438675724212e-01
5.950003989124619252e-02 5.689877615690846352e-02 6.637226486104012835e-02 6.290922210635788159e-02 7.858853383867840658e-02 1.142512193371058582e-01 1.198559838997549087e-01 1.640779260146113250e-01 2.775460338942967176e-01
6.323093392461549833e-02 6.641644512685075663e-02 6.924346565959821342e-02 8.303451921532652158e-02 8.258191744757631403e-02 9.526136446062039020e-02 8.782367629875284520e-02 1.629486651687252763e-01 2.894590126979342259e-01
6.157226780987439668e-02 5.046846262029486968e-02 6.625675300768649190e-02 7.479327868503193866e-02 7.455769792287457454e-02 9.590105838126065929e-02 1.066284294257569543e-01 1.914282770049143545e-01 2.783937751423057883e-01
7.009453271470907076e-02 6.389612758045316865e-02 5.761023093047649979e-02 8.918868528298908027e-02 8.187031273810277399e-02 1.068991435696206443e-01 1.257647452604859217e-01 1.489434466490344444e-01 2.557327752741284654e-01
6.243776717310808161e-02 6.933840355452275395e-02 6.563659210269892630e-02 1.116909920717801680e-01 6.169973263679842668e-02 1.028770741696911073e-01 7.243633148027520119e-02 1.644110259278424857e-01 2.894720808832827452e-01
5.579294832624680928e-02 6.354895194084604626e-02 7.357861816815454425e-02 7.712771051313738191e-02 7.025285024378641330e-02 1.045579502319970017e-01 8.641927190503574663e-02 1.644920080437766718e-01 3.042296906270192669e-01
6.165067955627313856e-02 5.521764663306667764e-02 6.325660666864793558e-02 8.871401214176860561e-02 7.562864898342870623e-02 9.601329087982743427e-02 8.574059955740569172e-02 1.695019844879216142e-01 3.042765310916601407e-01
6.470989104835363215e-02 7.484793793001090489e-02 8.588669863300835150e-02 7.354830689384943276e-02 7.339508914299638920e-02 8.689696271567143304e-02 9.728215029604876662e-02 1.471114986155001025e-01 2.963214647245610012e-01
7.336885683916032075e-02 6.187461355457238993e-02 7.554697032527879497e-02 7.471312494166493234e-02 1.065747596073694514e-01 1.122403643906867143e-01 7.403514967739596719e-02 1.316606716346463979e-01 2.899854890292249965e-01
6.233060129075287947e-02 6.712363351720276872e-02 6.777188585983739966e-02 6.944051206000066701e-02 8.030924820373197548e-02 8.945722234879271983e-02 1.457790322568962293e-01 1.678463837172594342e-01 2.499414807455259402e-01
9.337999683964072484e-02 6.052324983456085911e-02 7.641641808891007359e-02 8.244782815618856286e-02 7.047204091819422866e-02 1.001253888126962810e-01 1.396750505464078862e-01 1.361326260950436462e-01 2.408274007083577029e-01
6.776062890980945330e-02 6.222699152293702934e-02 6.133736362860037900e-02 1.089547030950907686e-01 6.451574025243390909e-02 9.975807486624710396e-02 1.232144536049241124e-01 1.631712533475780935e-01 2.490607907723791925e-01
6.564806617127157129e-02 6.457246258809347383e-02 6.008384700539384782e-02 8.898315895536015874e-02 7.306518360678193602e-02 1.044870348033838242e-01 9.116631302190279784e-02 1.488358570069294173e-01 3.031580768408829174e-01
5.933450299964496133e-02 6.948367709382805013e-02 6.276284991877771613e-02 8.080038675796653858e-02 1.008628499972194642e-01 1.019696064784968714e-01 8.013504870396398472e-02 1.430847008832276945e-01 3.015663771668747883e-01
5.805744524009481128e-02 6.256182410319649501e-02 7.785242535982442313e-02 6.100817925493239036e-02 1.182999666500117314e-01 9.875665018502241543e-02 1.060752719369601055e-01 1.478634702908184773e-01 2.695247669791390743e-01
5.666996351378715546e-02 7.557751902450698944e-02 6.582599962269720939e-02 5.937431309910849719e-02 1.086977394096376032e-01 1.003644725396855009e-01 9.979794811536864263e-02 1.749402930631206166e-01 2.587517516120878547e-01
6.103059723278362464e-02 6.426539126580414762e-02 6.768807140669039213e-02 6.911387405501748238e-02 7.227195053258804458e-02 1.084679806083597015e-01 1.390271125932316665e-01 1.655100173033719479e-01 2.526250050021530136e-01
6.207534106868110163e-02 6.148940887078113010e-02 6.763715490688292087e-02 5.972567234644950152e-02 1.004528951963416655e-01 9.345101243843689787e-02 7.940489832071175036e-02 1.697821013769657827e-01 3.059815154747493327e-01
6.579397085339289131e-02 5.507358202585699997e-02 7.182477273964880948e-02 1.216032284406796393e-01 5.538316893908939303e-02 9.054443500360837005e-02 9.692146751035439489e-02 1.524758610527764402e-01 2.903795134345929507e-01
5.499789052247936599e-02 6.642350851450296023e-02 6.055095530050902397e-02 7.508613566660937710e-02 9.015600130239764809e-02 1.048711032167088802e-01 8.738969260892051616e-02 1.544043906426165180e-01 3.061203222252557032e-01
6.571928779747523985e-02 5.857377688178177361e-02 6.163460958939009915e-02 7.501919025182782197e-02 1.141238336299309486e-01 1.047949574671751538e-01 9.447469642967257220e-02 1.429393473431342654e-01 2.827203006096121185e-01
7.711856906448534554e-02 6.361278251500207537e-02 6.225495842595196033e-02 9.073389807143233954e-02 6.426371146143509960e-02 9.747759554603439847e-02 1.007987650855609318e-01 1.490977056654900490e-01 2.946420141646079460e-01
6.163843126160282321e-02 6.367829071926636719e-02 6.855589523968617927e-02 7.916242361485061052e-02 7.140611328293608451e-02 1.010199598426313322e-01 9.662023760299709441e-02 1.660119095792335076e-01 2.919067388567960220e-01
5.982098147972741975e-02 6.375317449437940820e-02 7.309311177965480133e-02 6.999114384113006015e-02 6.892153201604794832e-02 9.690824790593392801e-02 9.867872088078645521e-02 1.691864163646673025e-01 2.996466712376728569e-01
6.594368074428050286e-02 5.051546063986451368e-02 6.342666032680498167e-02 6.867548126674868914e-02 9.610212428352657432e-02 1.005629618455469582e-01 9.990111535511554675e-02 1.642559341948431617e-01 2.906165813432690093e-01
7.239280215321773626e-02 5.395126314072360568e-02 6.431941058491960628e-02 7.684922188693027456e-02 8.421723933267129258e-02 9.164433653781253741e-02 1.017714389298977479e-01 1.694843678335446469e-01 2.853699196002825733e-01
6.215607342925928008e-02 6.021431473500656745e-02 8.207569956566983238e-02 6.976106081193479691e-02 9.723333686320295710e-02 9.498494717197653037e-02 7.312381004492149450e-02 1.669162507417306651e-01 2.935345066362979316e-01
7.049654069859673244e-02 6.547665438306289609e-02 6.907987546741078955e-02 6.340745111487719465e-02 7.244707598402783111e-02 9.065755769801815689e-02 1.670178434930297273e-01 1.561257280232742073e-01 2.452912731377024647e-01
5.888048211510270302e-02 6.023396805190608244e-02 7.286828240028152270e-02 7.806433079956977272e-02 6.945595338668304752e-02 9.322752043824303336e-02 9.706634937468655577e-02 1.763191293386716096e-01 2.938839840948556104e-01
6.611231969510404649e-02 6.000022875637774089e-02 6.578284231540794391e-02 6.620486059750488317e-02 1.077817688857441447e-01 9.220273383023006031e-02 1.336618465917635279e-01 1.428500185879165163e-01 2.654033807399512890e-01
6.220650819871205439e-02 5.835841501084517574e-02 6.826214475915230728e-02 8.323691020417003927e-02 6.766150888892283333e-02 9.244847133727357447e-02 1.004539702446604482e-01 1.774222629907102888e-01 2.899498083655533409e-01
6.267738811093057083e-02 6.337272701936950969e-02 5.713183759105158743e-02 6.140393272364487454e-02 9.617837683964558515e-02 9.901446610380112978e-02 8.983851803730576180e-02 1.647086077192270737e-01 3.056741458550240043e-01
9.040669976599979840e-02 5.130635969200431773e-02 7.031128248709420103e-02 7.112762078677829780e-02 9.130201377589751421e-02 1.104895769673338995e-01 1.334662795662405477e-01 1.319979220583288038e-01 2.495922449003227517e-01
7.456065746209150635e-02 6.067260864371352286e-02 7.202873695469573512e-02 1.166128667452577122e-01 6.084234699391360274e-02 9.592246189551924263e-02 8.413146721158443198e-02 1.590179329027113786e-01 2.762109211905129369e-01
5.871607269290559511e-02 6.496734693214678558e-02 7.545895398392786502e-02 6.051993636041940600e-02 1.088388394678025950e-01 9.780797109641124754e-02 7.834958356101430488e-02 1.570347353890629571e-01 2.983065605163092160e-01
7.413555300957269667e-02 6.201576856244299385e-02 7.422911999999488863e-02 7.790003623703695146e-02 6.807984652182806629e-02 8.454941382723202281e-02 1.061798209170059099e-01 1.644053109629340648e-01 2.885051299619523224e-01
6.379216368879386811e-02 6.508025785899042293e-02 6.505526458028414172e-02 6.512823114405962011e-02 9.571364447240734985e-02 9.268679357967554711e-02 8.727112353063587458e-02 1.642890954950207705e-01 3.009834256501325300e-01
6.697685859322084767e-02 6.038219697904509409e-02 6.673688734963083291e-02 7.592637711266851663e-02 7.957107669808270722e-02 8.952434242658051378e-02 9.087462944365223838e-02 1.664767939080277481e-01 3.035308374890914318e-01
5.632187337528640064e-02 6.672214455894921736e-02 6.251066152914949714e-02 1.025173775194139908e-01 7.290941166624252678e-02 9.597211232861528607e-02 1.327290776495808344e-01 1.579881356058621122e-01 2.523292057669002109e-01
6.168081674723824293e-02 6.970137430681082324e-02 6.102232228055353563e-02 7.918735328147384622e-02 7.771073476110366973e-02 1.147574054352315798e-01 7.670534664021855242e-02 1.664132012501972901e-01 2.928214452971724113e-01
6.158397063209716110e-02 6.389431419567605241e-02 6.568197608449864722e-02 6.199278193597662634e-02 7.982418197775979773e-02 9.061651742861676073e-02 1.413429902612991507e-01 1.686223853305731379e-01 2.664408821535027005e-01
7.589597695099101204e-02 6.143617963720090364e-02 5.915002216034700999e-02 7.571824986508798871e-02 9.344013422444485961e-02 9.511944237122808843e-02 8.463630612013640919e-02 1.580628896494511160e-01 2.965407990211125222e-01
7.385048864760936083e-02 5.816166776734158633e-02 6.438096006225393908e-02 1.170647174512791377e-01 5.875021766280948826e-02 8.488692225693104942e-02 9.607723503813483945e-02 1.433042706225717555e-01 3.035235204910687323e-01
6.933456526506205642e-02 7.179783196889165386e-02 6.160265514648693985e-02 6.786409906524495939e-02 1.231180471688692185e-01 9.980483480252515249e-02 9.327823449942480860e-02 1.392714252987077017e-01 2.739283067847873565e-01
6.316161093937582016e-02 6.863362972358100222e-02 7.035424969327598588e-02 7.275534990929913293e-02 1.032747294247889358e-01 8.452207219273839833e-02 1.220623352520915500e-01 1.448821773004862756e-01 2.703538455643629823e-01
6.991684471395617773e-02 5.440551691031409592e-02 7.311312733346488069e-02 7.979320406391025855e-02 8.103823200628756940e-02 9.981487156154993101e-02 9.596906145771331997e-02 1.484401973755233861e-01 2.975089445772803876e-01
6.479775849756622130e-02 6.538463146920092672e-02 6.929210150739301133e-02 9.479278449046646404e-02 6.959237890732825060e-02 9.855710583929454260e-02 7.169619961196789515e-02 1.632113200721510560e-01 3.026757196046316323e-01
5.891566521538514623e-02 7.063715174733614655e-02 5.993879846028783709e-02 7.807464466277140580e-02 9.180817280068430397e-02 1.089765366351208298e-01 7.766231892447292284e-02 1.626987087457420211e-01 2.912880028081993866e-01
6.118456161672371219e-02 6.653002659696015397e-02 7.413411224030505564e-02 1.138746942693460301e-01 5.947551157550669265e-02 9.796045798890108680e-02 1.174305681968026843e-01 1.372032366933802205e-01 2.722068308220743638e-01
7.263040935615466820e-02 5.582729320462483102e-02 5.824337806986955995e-02 8.043110803991196378e-02 7.604276674433232963e-02 1.028026131333444337e-01 1.105094805479134995e-01 1.615589280356535817e-01 2.819540228681952088e-01
5.669733497161098812e-02 6.740947743998360053e-02 7.744251050982979556e-02 1.312204671596811090e-01 5.154490811506134279e-02 8.821816727860869178e-02 8.734185144674860846e-02 1.423057593534174103e-01 2.978195237250585437e-01
5.843764781297319799e-02 6.927161495945591274e-02 5.886186395515531633e-02 7.122869718132891770e-02 6.758720278453907160e-02 9.243682474539964555e-02 1.580981786870424843e-01 1.742706205836890843e-01 2.498073492904163695e-01
6.163519139454677609e-02 5.835181910288574775e-02 6.427236298055470642e-02 6.814875910102784207e-02 1.097762485953780176e-01 1.006355883574351628e-01 8.164365131377226970e-02 1.558508007102552551e-01 2.996855784441440629e-01
6.725813032978301964e-02 6.477471932291174739e-02 6.678940812273227723e-02 9.174728371469063892e-02 7.833900922745400119e-02 8.621257929340209181e-02 8.429247373465764692e-02 1.718315389695156403e-01 2.887548572848530615e-01
6.396669721681473575e-02 5.666175869228785855e-02 8.056337711269905000e-02 9.277239394649354487e-02 7.085083395885001523e-02 8.824628269727879948e-02 1.030512340003543192e-01 1.502793107319718713e-01 2.936081116432497917e-01
6.354210967174983571e-02 6.942941500303327629e-02 5.943698567729052001e-02 8.916332020414760584e-02 7.034702493570871296e-02 9.831618159292419834e-02 1.029272742843762578e-01 1.644721834199751043e-01 2.823655052107944541e-01
7.138405449613934028e-02 6.091624980074857726e-02 6.870566202978686809e-02 1.095466755065941100e-01 6.694739404525955340e-02 1.006803176444881071e-01 9.658156166845779933e-02 1.333750464109343115e-01 2.918630383975913678e-01
6.111551380667013672e-02 6.514095182947833573e-02 7.012411147946651102e-02 6.971325367802164163e-02 8.097333144061755195e-02 8.376368354369816138e-02 1.010124494897775838e-01 1.597884630783075188e-01 3.083682416539625382e-01
5.496286754534153440e-02 7.031519857133397555e-02 6.787714150271656477e-02 9.388974507564901151e-02 7.656312811162346854e-02 1.022751174543227309e-01 8.666509635569344394e-02 1.486320050712503227e-01 2.988197003120688922e-01
7.716062405909338007e-02 6.370283692236736184e-02 6.584960345935478299e-02 6.216358271632718008e-02 9.777639743788986426e-02 1.037324874411180986e-01 7.795146173922293253e-02 1.575721665542342553e-01 2.940908396703921790e-01
6.951278115693911019e-02 6.788127821198935985e-02 6.906427610927812211e-02 1.031759372284615783e-01 6.634682956196130688e-02 8.897228346260183107e-02 9.293567356533413704e-02 1.581612507281133229e-01 2.839496899753211623e-01
7.031065241930559151e-02 5.856218394059137244e-02 5.973147581393258021e-02 7.329394649667964057e-02 8.425044621164493042e-02 9.064551293704402324e-02 1.347823750037912272e-01 1.689406814413833557e-01 2.594827257356273065e-01
6.949259398637459839e-02 5.241470045910806563e-02 6.540604417063304588e-02 5.883829960115265906e-02 9.886951920289696605e-02 1.060277892192743876e-01 8.248554601580779244e-02 1.627466085856626721e-01 3.037188987590897504e-01
6.036795796637551420e-02 5.984162291210060047e-02 6.743208809240343327e-02 1.007179739491705500e-01 6.535938066598560858e-02 9.839155047848842373e-02 7.762055124274751250e-02 1.639391285598800208e-01 3.063297461328484128e-01
6.079346968527421513e-02 7.038714066940934821e-02 6.448001674089340329e-02 7.547959945033984319e-02 8.239621460958865273e-02 8.652677729608841684e-02 9.646752476018963240e-02 1.639503138853916075e-01 2.995189429028248251e-01
6.251517980089665860e-02 6.967935940918744409e-02 6.868779879970014768e-02 1.239338941097047064e-01 5.318425159529089480e-02 8.540373221791855429e-02 1.435362602955685685e-01 1.502882618681347371e-01 2.427712619035982400e-01
5.040076722560313249e-02 7.206698392620464189e-02 7.151226457328231645e-02 7.995412668932931621e-02 7.696790523294282094e-02 1.028208973718546942e-01 7.898371794511396815e-02 1.536968673094009641e-01 3.135964697262681455e-01
6.159060331410521477e-02 6.994776269316502204e-02 6.175427319500939594e-02 9.182984132582137915e-02 6.899242891525439458e-02 9.790718433347792016e-02 9.307626795955413479e-02 1.591038555007166233e-01 2.957977827628959222e-01
7.710590990896147578e-02 5.692965270025507341e-02 5.919900696990755551e-02 1.189744906306624550e-01 6.109229495824188005e-02 1.027406833993837337e-01 1.063802569630066253e-01 1.470190734235461982e-01 2.705586310460349475e-01
7.065798568829165238e-02 5.341676972791433581e-02 7.173794710399997165e-02 7.082154019986817983e-02 1.150726480011272507e-01 1.013914187832896108e-01 7.199238047416824104e-02 1.445173827641305087e-01 3.003919272572103671e-01
5.582997642525887316e-02 6.913288462244478183e-02 6.723879112890708554e-02 6.534064719283158573e-02 8.707386299055402956e-02 9.316244984132393547e-02 1.421188930126756345e-01 1.672101014674971242e-01 2.528923933185069362e-01
6.772797248967485362e-02 6.051319134173969994e-02 5.813125523653010079e-02 7.011713556415685722e-02 9.842771767475061440e-02 9.968964102760655144e-02 8.493487291415362239e-02 1.623594302499955233e-01 2.980987835013920173e-01
7.542505163577462035e-02 5.940660014458267607e-02 7.361728043908837005e-02 7.154165469457815507e-02 9.309134860364821906e-02 9.569848689008543519e-02 7.876060683963953535e-02 1.555905683120029637e-01 2.968684024406000876e-01
6.077494547691079940e-02 6.097352286427468876e-02 6.426130521509779148e-02 6.174828274662522848e-02 1.049539084467255023e-01 9.714730691221293291e-02 7.734289094977769841e-02 1.711140840375334204e-01 3.016837533508418545e-01
6.422976998069974963e-02 6.935447661114882423e-02 7.446381558081303920e-02 9.001208433447167867e-02 6.658823016903986369e-02 9.540787570050804356e-02 7.916149124079013832e-02 1.638688093163627457e-01 2.969134470661660141e-01
6.996450935456931253e-02 6.221292027214155029e-02 6.840936300766688183e-02 7.356354478244186978e-02 7.401673522077470424e-02 1.156323869208298605e-01 7.748260704898118911e-02 1.573349172784699879e-01 3.013830161141245467e-01
5.930151274572587061e-02 6.547807256778562235e-02 6.791097057249466384e-02 6.816551788887849350e-02 1.116663181690330936e-01 9.177587298468703469e-02 1.383873883563380702e-01 1.436011146912299086e-01 2.537132320238272287e-01
6.744699672312817751e-02 7.185575506659544476e-02 6.576698702212389891e-02 9.894275139888113191e-02 6.471475025222947486e-02 9.834748359424534681e-02 8.544911863841082866e-02 1.477549337060993784e-01 2.997212235982862905e-01
5.100610730208517823e-02 6.832857616502087394e-02 8.157261704595397678e-02 6.270297084111609021e-02 9.602812135731722543e-02 9.294106154537409847e-02 8.782272841414344444e-02 1.674870371956946880e-01 2.921107801332944454e-01
6.337263020625164001e-02 5.960463832094666653e-02 6.390969184307955520e-02 7.983550784170787007e-02 8.201888040473614971e-02 9.735618571224959050e-02 8.250232072299305830e-02 1.637318903690091754e-01 3.076682545790261347e-01
6.297963969888629998e-02 6.013705128778320391e-02 6.126286014770737642e-02 6.861794685017155726e-02 9.772683455305718192e-02 9.661062559580523013e-02 1.304675667136833139e-01 1.608283475422475350e-01 2.613691276106584471e-01
6.317323141327339797e-02 6.161863999419880944e-02 7.460410729267297203e-02 7.439690238279292323e-02 7.959442535287243603e-02 8.134306519177166017e-02 9.675403402134283293e-02 1.675545501607510757e-01 3.009610441903238787e-01
6.406069737483223447e-02 6.366348288018149060e-02 7.335010915814148269e-02 9.503151070881943330e-02 6.916722702365243891e-02 8.862441662082413962e-02 8.321220257903656770e-02 1.672801444511768654e-01 2.956102092033353057e-01
6.627346352109270144e-02 6.277161898563148046e-02 7.025521750031643586e-02 1.068612943099341850e-01 7.432902362091611814e-02 9.735737806525222859e-02 9.783774905317207948e-02 1.395445458180044895e-01 2.847697091256803370e-01
6.049130679610883327e-02 6.618933850549471587e-02 6.229586691431239498e-02 7.949852462037812484e-02 6.844044945345265085e-02 9.323476719377868371e-02 1.379648505552839022e-01 1.710528695680442191e-01 2.608320263931463434e-01
6.018615637970844978e-02 6.628361761576656574e-02 6.328980301264780506e-02 6.519079479497011387e-02 1.067076236925815630e-01 1.019764872053235821e-01 7.553141736145826957e-02 1.554965415372862869e-01 3.053375584002572807e-01
