Teff dnu02_median dnu02_slope r_sep02_median r_sep02_slope r_avg01_median r_avg01_slope r_avg10_median r_avg10_slope
6.244553427340071572e-02 5.808641844171325008e-02 6.952448763046349678e-02 6.664434250045675467e-02 7.927910144663533054e-02 9.934883413685621778e-02 9.288927129839540109e-02 1.730252185555198052e-01 2.987567917165590003e-01
7.134841080045273287e-02 5.588063383999639783e-02 5.652841631121801463e-02 9.591539996945322444e-02 7.667950509841402196e-02 9.607246321245906107e-02 1.298904414549842123e-01 1.491715842086742128e-01 2.685131451043481499e-01
6.387120728313340490e-02 6.085408303066665997e-02 7.078760769118949692e-02 8.727794272316637125e-02 6.827073636057319483e-02 9.986590399649855621e-02 1.424711013602226739e-01 1.493346236457905041e-01 2.572667939087591726e-01
5.745708458737341928e-02 5.528392738830795183e-02 6.981911752319691633e-02 8.321847833789466908e-02 6.841583120513061722e-02 8.898688805835322513e-02 1.424728095927264848e-01 1.762532408712878806e-01 2.580926224357288357e-01
6.275992305170088881e-02 6.192759711444707077e-02 7.111163089868319243e-02 7.218150054175817565e-02 8.898951782448842607e-02 8.641767359648303004e-02 8.810282194204364925e-02 1.766325340865601556e-01 2.918768009438355016e-01
5.867929522423236816e-02 6.766600043417371479e-02 6.632355185721909574e-02 6.587692221220553535e-02 8.240922377073639504e-02 9.663556233836262388e-02 9.923311688221725380e-02 1.570215976148025550e-01 3.061547296660505624e-01
6.424227016899893006e-02 6.045822716634063204e-02 7.650195251665246887e-02 7.885525109496788199e-02 8.254108019367127624e-02 9.164025447275833680e-02 9.217318730217446965e-02 1.507193564552497256e-01 3.028684206291861747e-01
5.977649988712949169e-02 7.022569901707415019e-02 7.018215417968273750e-02 6.500991617037851777e-02 1.215393051070055713e-01 1.019367590202714391e-01 8.026644832094116666e-02 1.388833164461192871e-01 2.921799018513975832e-01
6.168077648915720052e-02 6.460176967871721077e-02 5.883568265996248770e-02 8.353576111063634735e-02 7.483557528678999593e-02 1.038119182058225703e-01 1.007529089715102355e-01 1.635679708034551982e-01 2.883776367939487328e-01
6.515199362546394979e-02 6.201710602515278503e-02 6.335985924878832776e-02 1.025229615575441316e-01 5.368098977620620188e-02 9.315334586590570676e-02 1.263679817705976038e-01 1.481847999257248361e-01 2.855609622046164087e-01
6.365541610551343765e-02 6.638309586418182640e-02 6.627660886315867028e-02 8.276869011604942594e-02 6.703659861399047237e-02 8.365122100344316025e-02 1.210747173400420484e-01 1.663482342399527358e-01 2.828054178536683061e-01
6.389294727505770433e-02 5.670537237416158061e-02 6.786360601696810047e-02 7.289128007603692949e-02 9.306945137507184607e-02 1.086743014898502863e-01 7.686917752701522000e-02 1.535406192605731635e-01 3.064932446052651693e-01
5.645043526542052603e-02 7.282544082699514421e-02 5.697351769713011188e-02 8.689565497581404341e-02 6.406879318756875108e-02 8.917148029605499737e-02 1.109383866563520282e-01 1.679960799999869747e-01 2.946802110946774023e-01
6.274795630024122828e-02 7.443832872622932473e-02 6.488302993761212167e-02 9.566363670700689381e-02 6.594134181412660001e-02 9.067496511318844099e-02 8.355594778168368153e-02 1.639340999542744648e-01 2.981606936656372442e-01
6.848870009323571040e-02 6.333755989880475445e-02 6.803710422718974027e-02 7.719497297468763675e-02 7.829328853397932164e-02 9.316969484884350672e-02 1.061826680240569309e-01 1.611573610099559795e-01 2.841386503892464055e-01
5.535375386068502879e-02 6.022919117327917710e-02 6.933256410913679613e-02 7.628366334587342867e-02 7.076647167108074399e-02 9.579183459268914014e-02 1.009424772954593402e-01 1.666012428869909356e-01 3.046988010648053469e-01
6.496909745938697633e-02 6.380758052232549105e-02 5.681391037652407799e-02 8.298826706860996938e-02 7.332104485033427710e-02 8.692906367414413027e-02 1.662597150219178310e-01 1.675526693389940425e-01 2.373586516877632391e-01
7.244320170769076583e-02 6.257940806766372488e-02 6.462329821082563042e-02 8.777943249740140230e-02 9.362852938944525583e-02 9.659830267611319021e-02 7.376713620497440949e-02 1.508201364665312516e-01 2.977605547793544249e-01
6.654072013817280418e-02 6.546554033329336775e-02 6.861754627597502210e-02 8.143344636712847306e-02 7.177712165746971684e-02 8.814251638099249164e-02 1.027910509522806798e-01 1.617109296922022432e-01 2.935211282024852708e-01
6.261205403838181194e-02 6.827080495433687779e-02 6.825286128877690317e-02 8.326583858763150769e-02 8.786469222479441343e-02 9.504646084150898677e-02 8.936827815618898774e-02 1.603795885559353152e-01 2.849394213524453212e-01
7.330666165351940045e-02 5.513673043671399321e-02 7.191666273324366643e-02 6.445290828419518447e-02 9.022826837084266249e-02 9.622920386210984112e-02 9.083436044113714358e-02 1.600424996205114803e-01 2.978527045977266696e-01
6.785033320910099919e-02 5.941689080691349434e-02 7.370733958807483555e-02 8.271378927383449264e-02 5.944702709964962833e-02 9.221113691753252128e-02 1.400602230019191430e-01 1.660231940594902866e-01 2.585700660434845366e-01
6.582817297234017095e-02 6.547508456668446608e-02 5.636512018930521506e-02 7.364453429273482010e-02 7.630747622201601577e-02 1.197487333655352648e-01 7.725731806765524790e-02 1.559916493770098778e-01 3.093819109467188522e-01
7.411012381178071207e-02 5.406220469351131347e-02 7.947405033800591934e-02 7.433029235357711817e-02 6.207539508473826351e-02 8.457506978396904518e-02 1.494487474332967247e-01 1.689419783868297553e-01 2.529821381142910997e-01
6.697349201359574511e-02 5.935132908953738573e-02 6.893744772174648094e-02 8.899021491418983298e-02 6.807282278706518197e-02 1.027523733185143340e-01 9.166118823867407117e-02 1.584440122737486301e-01 2.948171196429282825e-01
5.845137835617180561e-02 6.465581381366122815e-02 7.086566887814996218e-02 9.548852858654048592e-02 7.297324102114914612e-02 8.792036211563443449e-02 9.424662652191613532e-02 1.500888369242507348e-01 3.053095437825261160e-01
6.418678327581864296e-02 6.170174394601264656e-02 5.899816659188846651e-02 8.310384375497005538e-02 6.405249759578923729e-02 1.080884593977154834e-01 1.054027970666999298e-01 1.644678397641397283e-01 2.899978686069658584e-01
6.378025943788202812e-02 5.991016928863371338e-02 6.230733623821783917e-02 1.108096126746486998e-01 6.908883396851696335e-02 1.084188196809569432e-01 1.223595534916874228e-01 1.407268277028500825e-01 2.625985875166063077e-01
7.466063539780919134e-02 6.641226299099196873e-02 7.091704955022432033e-02 8.841764129205466338e-02 6.349610962019786031e-02 1.095402356301851399e-01 8.271672993563684850e-02 1.496880075793881326e-01 2.941513280035117917e-01
6.541443108059866174e-02 6.058441421625083284e-02 7.185273987144358276e-02 9.703661121613661733e-02 7.438419988608754863e-02 9.032870336303722159e-02 8.597755977852780673e-02 1.676320224498701050e-01 2.867893181380476442e-01
6.752492878129152942e-02 5.609244712757271295e-02 6.277132803696225394e-02 8.720940783296209087e-02 8.334963525551061791e-02 1.087517833711749565e-01 6.876429552156315683e-02 1.604888378181171249e-01 3.050473362548455913e-01
6.283925056105607587e-02 6.468136454976877725e-02 7.276308419561777763e-02 1.012905324879406349e-01 6.514565458912421891e-02 1.007122446097938884e-01 1.033553640752056524e-01 1.617863852525302237e-01 2.674261196789626815e-01
6.540324803242172913e-02 6.251239204852285236e-02 6.871665403997002930e-02 8.005053857593501243e-02 1.077863549476355681e-01 1.030340702988913199e-01 7.458915225917382708e-02 1.380884395617970051e-01 2.998191502356526428e-01
5.981725607048443694e-02 7.003793497342211682e-02 7.529382344706457564e-02 6.038097576679061357e-02 8.798429156685402819e-02 9.443131307782583195e-02 9.834287535296053206e-02 1.658382357113324934e-01 2.878732940332654477e-01
5.962856389250333067e-02 7.305571483534621657e-02 7.179138702644428938e-02 1.140034945210363776e-01 6.508445365755381740e-02 1.006554188187659959e-01 7.063501021517630540e-02 1.507301854148430376e-01 2.944157716183306572e-01
6.190490149876095444e-02 6.826985418210866630e-02 7.325683245187256110e-02 5.929357656086906014e-02 1.172085391952318312e-01 1.144903858392270490e-01 8.786551751007423694e-02 1.357306546656408541e-01 2.819797380962146827e-01
5.621619895180249293e-02 6.481235366311953461e-02 7.598360345442264907e-02 7.707950500140671457e-02 6.771615642448614025e-02 9.226311172707270247e-02 1.262297309035225745e-01 1.667555117038790613e-01 2.729438281702881164e-01
6.410453531785495485e-02 6.949192821646993368e-02 6.529856583792670310e-02 7.532813256500239807e-02 7.213436841368847663e-02 9.596712717172292684e-02 1.073597744944632115e-01 1.559429008555030804e-01 2.943726671273683704e-01
5.887137786965129099e-02 6.064851577353944784e-02 9.027636676837993979e-02 9.090724554005487346e-02 6.316155239491499929e-02 1.063197723981201409e-01 7.397328933105497273e-02 1.505156756380343908e-01 3.053262042862500136e-01
6.360281007765990202e-02 6.896119577533216249e-02 6.432230582367962080e-02 7.770060579705895254e-02 7.268717780335461065e-02 9.391725551113515313e-02 1.145487317883892159e-01 1.600443232895924495e-01 2.842155941337980996e-01
5.594219187992339332e-02 6.107794198946475683e-02 6.263637993115088454e-02 6.732221780775334008e-02 9.380531302379965797e-02 9.870595059815197303e-02 1.112196754278881594e-01 1.768411588816287683e-01 2.724491704602391429e-01
7.255510480553276076e-02 6.050616674868578015e-02 6.227988660525894671e-02 9.632668637123796562e-02 6.637826232974722296e-02 9.459317677694850657e-02 1.329892177294212108e-01 1.626371499500296747e-01 2.517343486831379873e-01
