M Y Z alpha diffusion overshoot age radius L log_g
1.020235921875001450e+00 2.740937578125000051e-01 1.262013818359372479e-02 1.833719226074217223e+00 1.244127406738278818e+00 1.760084682617178153e-01 6.465533177664198661e+00 1.260921720387549572e+00 2.315596170074356142e+00 4.252253019712776805e+00
9.150344355468763569e-01 2.767072480468746321e-01 7.892608398437498882e-03 1.850289668457026471e+00 1.083764295410162948e+00 3.415715800781257694e-01 8.916543883052494124e+00 1.228537825104993875e+00 2.250959028402582884e+00 4.220130928114500968e+00
8.857167661132836489e-01 2.694128881835931577e-01 5.264872070312557294e-03 1.688369625976560817e+00 1.232498332519539552e+00 4.058433110351633566e-01 9.674906707120477733e+00 1.271182112063718561e+00 2.394141941213913771e+00 4.176602058804522954e+00
1.048754734374997222e+00 2.687499746093748865e-01 1.280360205078126187e-02 1.844368753906247216e+00 9.908755673828163468e-01 2.649816416015638443e-01 7.292788530692781102e+00 1.390301115260280218e+00 2.513507434941766316e+00 4.178093724731465564e+00
8.657923911132827666e-01 2.712304697265617848e-01 4.279189941406308026e-03 1.744455525390623096e+00 1.205577301269542545e+00 4.087551372070367672e-01 9.962571990438876313e+00 1.255837967855478965e+00 2.336472018886131874e+00 4.177794950213550962e+00
9.303171186523458980e-01 2.782324916992184316e-01 8.928130371093712450e-03 1.822520282714839235e+00 1.220468469726562644e+00 3.086561782226586725e-01 8.693225019592691893e+00 1.240397363418755061e+00 2.319793094977407044e+00 4.217610224138022446e+00
1.037383060058594486e+00 2.681192397460938071e-01 1.224204931640620643e-02 1.830993486816404614e+00 1.217939726562499159e+00 1.838901674804677699e-01 6.057133392862199983e+00 1.248004184623077162e+00 2.338559575134496082e+00 4.267818582196245991e+00
8.860708032226587427e-01 2.695081972656244163e-01 5.314051757812548148e-03 1.674831723144529327e+00 1.219145928222663544e+00 4.068987807617250319e-01 9.687909471924943006e+00 1.275919732027656517e+00 2.374086683765752159e+00 4.173546938186587063e+00
1.012268996093751650e+00 2.700928930664062144e-01 9.760840820312479196e-03 1.856803718749998833e+00 1.170656563964843189e+00 1.911781455078119252e-01 6.515489080985820358e+00 1.265413499444724810e+00 2.471336516433784602e+00 4.244274679350278134e+00
1.083887256835936563e+00 2.674026816406250284e-01 1.459081933593746674e-02 1.832764742675779601e+00 1.066980114257812362e+00 1.805915571289063437e-01 6.402529989910536123e+00 1.388167923748768073e+00 2.518027282196413363e+00 4.199825563564114184e+00
9.049681313476586331e-01 2.731963334960934020e-01 6.835245117187510773e-03 1.750638321777341577e+00 1.243567766113284234e+00 3.541308154296913813e-01 9.214329804087645570e+00 1.250396980756128817e+00 2.333249438367104300e+00 4.198957249782397483e+00
8.695991499023452143e-01 2.710949902343742224e-01 4.810887207031296423e-03 1.796983110351558777e+00 1.141520559082040087e+00 3.987898530273468189e-01 1.003150648768532527e+01 1.243751780286230568e+00 2.251324529074422820e+00 4.188430702561129593e+00
1.003007829101564496e+00 2.682955444335935469e-01 8.095655761718749052e-03 1.816400297851561652e+00 1.255116009277342348e+00 2.144719155273428213e-01 7.020485459332036271e+00 1.349557615611963968e+00 2.748103492385665536e+00 4.183921581224199215e+00
1.025063145507814300e+00 2.675133823242186737e-01 1.084324951171874822e-02 1.806699843261718064e+00 1.235345741699217514e+00 1.883837871093740068e-01 6.653783093041384156e+00 1.310059067637799002e+00 2.536488864133847887e+00 4.221832595316809211e+00
9.127784340820329634e-01 2.762770097656246926e-01 8.416968749999970481e-03 1.859063090820306741e+00 1.164116004882812305e+00 3.123319169921892624e-01 9.190304204389006415e+00 1.230504936897261592e+00 2.208802794411479642e+00 4.218090398909048133e+00
9.088867358398459162e-01 2.791985419921872436e-01 8.379192382812471543e-03 1.863695891601557353e+00 1.220022648437496970e+00 2.883659257812517529e-01 9.190575430459743345e+00 1.218838431396279454e+00 2.224378780314561599e+00 4.223610007685201673e+00
9.107526391601585836e-01 2.747861914062496025e-01 7.419706054687492253e-03 1.756054668457028844e+00 1.262129248046875984e+00 3.461080683593801832e-01 9.142504944761560282e+00 1.255919123326505460e+00 2.342909326714632812e+00 4.198285324124909401e+00
1.033369888183595098e+00 2.659155141601562411e-01 1.139658984375001988e-02 1.850086343261716504e+00 1.101730105468749166e+00 1.991247329101559493e-01 6.614852354190479566e+00 1.297410778990608859e+00 2.470169080558514363e+00 4.234562555068431600e+00
1.034578869628907771e+00 2.668243105468749987e-01 1.148238671874995780e-02 1.832653720703124156e+00 1.241551038085938030e+00 1.792973339843739744e-01 6.263257692174411417e+00 1.270386626595998436e+00 2.438340654865441159e+00 4.251499651509698552e+00
8.839560122070327930e-01 2.720729536132808213e-01 6.011024414062521477e-03 1.835220645507807724e+00 1.098822808105475834e+00 3.722031269531274056e-01 9.747154100480173611e+00 1.231887120159343318e+00 2.229827021777806895e+00 4.203399419372517265e+00
8.876103466796898545e-01 2.708069492187493155e-01 5.390084472656292425e-03 1.710844072753904044e+00 1.232045908203134754e+00 3.962446953125046134e-01 9.532804290870060981e+00 1.258416311529499509e+00 2.342268121398220160e+00 4.185421763832541941e+00
1.081120063964843503e+00 2.763972700195315158e-01 1.650287304687495307e-02 1.848706395019529269e+00 1.065095639160156038e+00 2.034644189453111984e-01 4.167267451275580292e+00 1.153652996067911385e+00 1.992703675522229601e+00 4.350693278707881362e+00
9.284636147460950673e-01 2.658775283203122508e-01 6.005326171875022094e-03 1.867412032226559049e+00 1.049445251464847573e+00 3.233074946289064000e-01 8.768246281077267668e+00 1.280786909555585051e+00 2.494512701698311297e+00 4.194575307457205859e+00
9.482538784179700420e-01 2.630600385742185576e-01 7.191671386718777835e-03 1.855011729980465818e+00 1.101347445312498285e+00 2.720714765624996367e-01 8.619194231350270741e+00 1.294935335090789508e+00 2.411844221325488036e+00 4.195565762244084951e+00
9.248616821289084022e-01 2.771882368164061416e-01 9.830128906249990459e-03 1.879774991699214803e+00 1.248674608398430363e+00 2.052507705078113476e-01 8.870959467362197870e+00 1.186782550989182061e+00 2.047272001225719062e+00 4.255582769879601379e+00
9.522882768554725708e-01 2.570707729492183735e-01 6.327947753906305005e-03 1.715520198242184824e+00 9.483007880859429806e-01 4.126076123046911737e-01 8.684161332324835669e+00 1.329907268938242515e+00 2.638395604275401762e+00 4.170661588792044405e+00
9.142389887695326900e-01 2.734188530273435336e-01 7.997708984374997387e-03 1.851633660156247085e+00 1.254124499511715118e+00 2.212013720703110420e-01 9.016064385642662771e+00 1.214039245416074886e+00 2.210392685538854263e+00 4.231962150306846304e+00
1.043478164062501268e+00 2.713609057617188958e-01 1.201889843749998424e-02 1.846524381347655730e+00 1.267320415039057568e+00 1.667288867187495527e-01 5.871163922526358547e+00 1.262418570735306167e+00 2.442428410066800559e+00 4.260461406613534230e+00
1.081702588867187398e+00 2.820997866210938065e-01 1.277723681640620911e-02 1.767639018066403667e+00 1.305532841308592928e+00 2.089403388671864370e-01 5.759494357217315397e+00 1.435633342465875595e+00 3.050607018888342292e+00 4.160032442580321899e+00
9.785190932617189308e-01 2.725488569335937639e-01 1.020912939453123142e-02 1.871469837402340186e+00 1.266915640624998840e+00 1.752953945312491213e-01 7.451215361450428176e+00 1.235467551194345592e+00 2.294832626518921614e+00 4.246268748635676715e+00
1.026011436035157764e+00 2.656699599609373963e-01 1.023643798828129114e-02 1.799357306640623433e+00 1.150896330078122753e+00 2.113142299804682267e-01 6.964539828705446745e+00 1.369700242475719199e+00 2.685292922316302899e+00 4.183614735856473921e+00
8.958795698242200123e-01 2.774730395507808423e-01 6.811871582031260586e-03 1.866516418457027315e+00 1.147965782714842398e+00 3.203502016601564306e-01 9.348670590983029882e+00 1.205787240646888359e+00 2.188163800529992375e+00 4.228543811695847587e+00
9.145602172851582390e-01 2.777779033203122139e-01 8.276062988281270016e-03 1.804337360839840754e+00 1.123125304687502046e+00 3.358564550781255043e-01 8.924996298232613867e+00 1.227295373475060458e+00 2.220480694010944056e+00 4.221796971618991812e+00
1.156144097656249370e+00 2.833220278320310870e-01 1.552150878906238818e-02 1.734472711914059939e+00 1.299992718749994225e+00 1.138277143554699555e-01 4.356639782464419852e+00 1.481545178354232606e+00 3.211173103762107406e+00 4.162690187232027661e+00
9.326073066406269652e-01 2.747052539062498355e-01 8.868153320312505833e-03 1.878211251953121108e+00 1.246295553710933923e+00 2.065874345703116455e-01 8.709624111036156080e+00 1.218438813179179014e+00 2.247262866226298339e+00 4.237127639044595995e+00
8.724622939453149373e-01 2.667476650390616655e-01 4.142535644531306939e-03 1.666039738281248184e+00 1.267123461425790021e+00 4.187718232421959175e-01 9.972854061007788928e+00 1.271747296092027746e+00 2.410693718978154543e+00 4.169441336075188076e+00
1.030932783203126979e+00 2.673557480468750081e-01 1.061498730468748986e-02 1.827583984863281108e+00 1.259289399902341788e+00 1.733321132812492282e-01 6.333402660887150759e+00 1.291183275453982260e+00 2.541083817956048208e+00 4.235571454308310280e+00
1.052760581542968144e+00 2.736305385742188734e-01 1.564915283203118998e-02 1.843357046874997351e+00 1.138429744140622812e+00 1.833059638671862279e-01 5.162702698763403042e+00 1.179179177454164895e+00 1.991911447157302950e+00 4.320846237623617192e+00
1.044552491699219265e+00 2.691307866210938537e-01 1.311696484374995364e-02 1.844391661132810833e+00 1.204910628417967366e+00 1.841834121093737509e-01 5.839572665211218094e+00 1.234632562775989983e+00 2.265164661588481287e+00 4.279702407280698395e+00
9.346948867187523380e-01 2.522418476562497958e-01 4.804557128906259029e-03 1.778998801757808668e+00 8.599443398437536246e-01 4.279797866210930946e-01 9.267480370171881532e+00 1.341907750879490990e+00 2.581254483681740375e+00 4.157238234403559218e+00
1.038933973632814034e+00 2.694847080078124346e-01 1.215984521484371125e-02 1.821116251953123877e+00 1.263403443847653129e+00 1.771265136718741251e-01 6.190254800338980345e+00 1.288009197332641298e+00 2.440464640179665246e+00 4.243198313992437853e+00
9.390412983398471747e-01 2.495655068359374784e-01 5.419675781249948081e-03 1.693858611816402737e+00 8.653363823242152808e-01 4.438124672851511687e-01 9.814488454647023019e+00 1.408704437040720903e+00 2.459296882973435405e+00 4.116514209190544449e+00
8.944220297851583901e-01 2.724134252929682476e-01 6.351009765625011648e-03 1.792219319824215562e+00 1.187570161621100295e+00 3.599759204101596888e-01 9.502754672720254092e+00 1.241817030345470085e+00 2.312731244686579757e+00 4.200519444126851631e+00
9.985276943359390200e-01 2.709652763671873688e-01 1.003902246093752587e-02 1.813489925781248457e+00 1.188388838867187047e+00 2.203540620117176441e-01 7.272625852750991271e+00 1.323377243049833840e+00 2.553320414768717406e+00 4.200732956577494015e+00
9.861230693359384070e-01 2.687374174804686433e-01 8.968468261718763254e-03 1.864549249999996938e+00 1.145792834960936979e+00 2.166766318359370225e-01 7.565877732721038029e+00 1.304285296025642582e+00 2.507691311151441838e+00 4.205146259974640088e+00
8.988668085937514540e-01 2.787227973632810385e-01 7.991696289062499153e-03 1.852299386230464640e+00 1.130142805664061667e+00 3.235844428710940579e-01 9.390203413068707761e+00 1.215258887731324844e+00 2.112354803991892016e+00 4.223665025937636486e+00
1.045654164550780640e+00 2.672072451171875751e-01 1.317516748046873229e-02 1.871353479003903475e+00 1.110749572753905845e+00 1.850410195312497119e-01 6.344372957185274942e+00 1.254470657781705301e+00 2.271228875247770063e+00 4.265258016958703102e+00
9.185083881835963693e-01 2.731957265624996301e-01 7.417208496093763079e-03 1.737446677734372669e+00 1.196932020507817329e+00 3.600778979492218479e-01 8.866296070430356835e+00 1.251593221149397195e+00 2.360208402428261909e+00 4.204379805015644678e+00
1.018855483886719204e+00 2.689128935546875043e-01 1.178617919921877595e-02 1.848886139648434623e+00 1.155274148925779620e+00 1.914039960937493623e-01 6.682010499387829761e+00 1.258605027908932472e+00 2.281716928718078297e+00 4.250295505699146048e+00
1.049272650878907198e+00 2.707040351562500780e-01 1.306491601562493818e-02 1.833358976562498910e+00 1.232232709472654175e+00 1.783267265624992048e-01 5.808838573818153606e+00 1.264081825456819352e+00 2.376751980334592673e+00 4.263849654554572766e+00
1.042132779785157393e+00 2.644329804687500229e-01 1.146887744140626803e-02 1.869634291992185338e+00 1.096470592773435948e+00 1.858097709960936927e-01 6.478498680886056960e+00 1.295374732702123888e+00 2.475689360079169177e+00 4.238763275637212224e+00
9.318317197265642005e-01 2.783252587890622243e-01 9.937857910156208674e-03 1.823096882324214407e+00 1.186817849121091006e+00 3.078485976562519988e-01 8.620289245571203907e+00 1.233128171035360099e+00 2.183230681355739833e+00 4.224752671787445735e+00
8.580582768554702033e-01 2.702814414062492121e-01 3.854754882812561501e-03 1.696093875488279723e+00 1.281621132324228585e+00 4.148557436523510056e-01 1.014780574554944614e+01 1.262778564814677873e+00 2.357411527764374792e+00 4.168710432983328218e+00
9.329274970703140824e-01 2.679500483398435384e-01 7.389176757812530513e-03 1.876964841308589760e+00 1.113475298339840158e+00 2.964905097656247990e-01 8.850802422251181412e+00 1.241330922835005790e+00 2.271660292862002883e+00 4.222756148988761282e+00
9.033743486328155159e-01 2.640794545898432211e-01 5.097799316406298811e-03 1.689209379394529087e+00 1.120537794433600576e+00 4.114685268554733599e-01 9.384132493443091860e+00 1.287018410601313390e+00 2.472219936438481813e+00 4.175309321917893612e+00
9.158483310546906564e-01 2.703623959960932965e-01 6.936021484375023277e-03 1.687093416503904209e+00 1.176085041992193769e+00 3.992055913085987284e-01 9.097063081281630659e+00 1.284181726853672822e+00 2.431811066565267243e+00 4.183254232864691780e+00
8.639709082031262755e-01 2.686959072265620030e-01 4.264809082031311045e-03 1.748485579101560994e+00 1.184984037109383825e+00 4.040724648437552524e-01 1.019066437524061541e+01 1.254963806664171289e+00 2.341903972782841237e+00 4.177433915722324365e+00
9.096606660156283386e-01 2.593632685546872207e-01 4.996648925781300814e-03 1.781341942382810739e+00 9.115877836914157983e-01 4.169778789062509317e-01 9.415275954514331858e+00 1.296478909625671472e+00 2.468851133859252922e+00 4.174157446583922848e+00
1.030505437011719261e+00 2.679458847656250309e-01 1.220591064453126207e-02 1.841082409179684687e+00 1.150593157714839609e+00 1.939805107421863906e-01 6.238948310701438515e+00 1.241131848952123251e+00 2.262198505381165958e+00 4.269073083654690848e+00
8.988769912109397797e-01 2.719894819335933467e-01 6.495828125000013310e-03 1.761532394042966354e+00 1.151941977539070461e+00 3.762933334960967824e-01 9.383060348523132532e+00 1.252402566863440203e+00 2.305595680973635098e+00 4.195877597381694635e+00
9.116486459960962963e-01 2.720621499023433976e-01 7.298335449218753754e-03 1.744122224121091413e+00 1.227100916015628540e+00 3.577174179687544475e-01 9.199607230767135491e+00 1.260824264284976293e+00 2.348690998886039605e+00 4.195756011219228476e+00
1.036649361816406323e+00 2.688043242187500570e-01 1.292429589843748124e-02 1.832226766601560364e+00 1.155221922363277809e+00 1.954359653320301149e-01 6.033196101355781771e+00 1.226903631415136919e+00 2.230235149462469479e+00 4.281441115272598630e+00
1.033063474609377419e+00 2.701789399414061266e-01 1.136180957031246788e-02 1.819716615722655639e+00 1.273301869140622600e+00 1.796330678710929551e-01 6.448458053363150810e+00 1.309260409054225471e+00 2.558205290977669133e+00 4.226238932746553267e+00
9.033137602539085265e-01 2.567963510742183875e-01 4.430571289062528589e-03 1.830354450195309957e+00 9.521717958984439178e-01 3.913518374023441937e-01 9.637803230487056894e+00 1.293736307386678330e+00 2.362129036574788898e+00 4.174829370399580242e+00
9.472269096679697409e-01 2.800624189453123081e-01 9.313837402343748753e-03 1.829666459472652829e+00 1.124249790039063779e+00 3.051019213867187663e-01 8.004407293750723795e+00 1.216323525909830172e+00 2.276169552118187944e+00 4.242814241115575591e+00
1.044574067871094858e+00 2.710534960937500126e-01 1.275068652343744335e-02 1.831796626953123841e+00 1.246229320800778195e+00 1.767580595703117929e-01 5.962035548531250839e+00 1.277222738489702580e+00 2.406763096077620290e+00 4.252824405358643922e+00
8.784450888671896385e-01 2.704005273437492529e-01 4.520588867187557737e-03 1.687251783691404494e+00 1.274601352050790393e+00 4.117594731445390344e-01 9.657543119030192358e+00 1.265726210923310946e+00 2.426824671547511691e+00 4.176246986045772935e+00
9.278607807617234027e-01 2.486677231445308667e-01 4.192072753906267955e-03 1.706113089355465240e+00 8.826480766601594308e-01 4.400680356445337282e-01 9.365807819308944460e+00 1.343043409504426355e+00 2.641073282847386405e+00 4.151910586626468280e+00
1.016578607421873670e+00 2.791426738281250763e-01 1.420199218750002428e-02 1.887959436035153038e+00 1.232198935058588241e+00 1.775274472656243607e-01 6.578459175642653811e+00 1.231013835867521999e+00 2.175827464252357846e+00 4.267028547964390128e+00
8.672867338867208398e-01 2.658115244140616396e-01 3.741122070312546954e-03 1.715594524414060240e+00 1.193843139160165157e+00 4.222412641601619998e-01 1.011331302416575006e+01 1.273645099587919827e+00 2.423016378470036258e+00 4.167319901499750401e+00
1.042958353515626380e+00 2.714067270507811713e-01 1.281201757812493007e-02 1.831450983398436483e+00 1.245011360351558460e+00 1.768934511718741887e-01 5.951211712757576322e+00 1.273563113200693486e+00 2.391217459184647343e+00 4.255258945543809901e+00
8.732336489257833678e-01 2.683184003906243786e-01 4.646643554687553482e-03 1.677223180664060731e+00 1.222328132812504853e+00 4.109210932617254897e-01 1.001143232332612243e+01 1.275756392551663509e+00 2.373036662301017063e+00 4.167844103502218012e+00
9.177496508789090290e-01 2.726853081054684269e-01 7.859601562500000485e-03 1.752114198730466255e+00 1.233270839843752187e+00 3.414993886718788452e-01 9.099134151851147934e+00 1.259572299565755005e+00 2.328829285776086166e+00 4.199644081141117091e+00
1.070945427734374844e+00 2.728791762695313983e-01 1.455483740234365594e-02 1.854636055175780340e+00 1.203640346191403365e+00 1.805966420898427738e-01 5.041523660146106423e+00 1.228619954077649234e+00 2.263426542318741408e+00 4.296281933899734007e+00
1.052199047363281625e+00 2.738747187500001345e-01 1.527298925781243009e-02 1.852674214843748057e+00 1.177450774414059431e+00 1.739419516601554971e-01 5.320049454751699436e+00 1.205237606549319329e+00 2.080677801261366255e+00 4.303039828397368538e+00
8.887545576171889117e-01 2.740028256835933540e-01 6.607729003906255213e-03 1.843565990234370622e+00 1.109992853515628486e+00 3.261100590820322775e-01 9.603439752077559177e+00 1.208847007631312920e+00 2.162751797766353512e+00 4.222466647261157391e+00
9.303680996093759425e-01 2.797707041015623508e-01 9.355555664062518290e-03 1.857401240234371809e+00 1.096259347167970466e+00 3.086092607421870304e-01 8.517401798546989866e+00 1.210326520390739846e+00 2.165303972884713879e+00 4.240544988555140726e+00
9.267086679687515094e-01 2.710843037109372244e-01 7.250058593750006823e-03 1.827090100585934573e+00 1.179523832031252883e+00 2.609828398437484820e-01 8.776916341356091777e+00 1.269776806911779410e+00 2.374230124970087452e+00 4.200144635549121652e+00
8.947086577148465336e-01 2.646468154296869324e-01 4.855482421875048291e-03 1.680236976074216626e+00 1.178113493164071102e+00 4.198056748046934405e-01 9.557815042625517066e+00 1.285694443982832613e+00 2.467541950932533368e+00 4.172155802211901410e+00
8.923480659179708896e-01 2.710280917968745928e-01 5.926110351562540422e-03 1.714601411621091920e+00 1.234829125488286383e+00 3.816686206054743513e-01 9.487919182651998184e+00 1.256559021283871536e+00 2.378353689024693463e+00 4.188761464784954036e+00
1.067395440917969118e+00 2.655528007812500424e-01 1.323985009765623125e-02 1.883082163574216095e+00 1.100786668945313629e+00 1.755853857421873776e-01 6.072358986154685390e+00 1.309435606971825816e+00 2.446975671190437573e+00 4.241189485327841346e+00
9.018587856445338113e-01 2.720177646484370770e-01 6.633640625000019296e-03 1.714117700683591705e+00 1.213848662597659667e+00 3.800858452148493383e-01 9.389710970709751692e+00 1.272058098115900870e+00 2.392386355889488225e+00 4.184243065384575466e+00
8.872485942382833946e-01 2.742046098632808238e-01 6.753764648437517865e-03 1.857658837890621584e+00 1.180253141113276394e+00 2.702426708984368431e-01 9.669265620292591734e+00 1.187113225394218041e+00 2.108508101409985347e+00 4.238614709113567969e+00
9.404226997070325167e-01 2.549240327148435958e-01 5.159624023437507818e-03 1.804623420410152779e+00 8.513128745117231055e-01 4.210950185546862290e-01 9.102860087464694772e+00 1.340582524538044717e+00 2.606340640005909481e+00 4.161156517207376559e+00
9.581914858398445922e-01 2.730842910156249803e-01 1.025265478515626980e-02 1.873404502441402775e+00 1.225109181640622324e+00 2.056271650390610606e-01 8.085615653417185911e+00 1.211052777833286020e+00 2.146137096494360907e+00 4.254261752241538019e+00
9.037904321289078613e-01 2.679597900390621179e-01 5.595644042968783358e-03 1.835648606445308806e+00 1.006517142578131851e+00 3.870972583007815104e-01 9.352690092224513307e+00 1.266580018012676945e+00 2.379281619747527277e+00 4.191870579425102328e+00
9.456317807617199422e-01 2.725341401367186167e-01 8.973116210937498102e-03 1.857450362792965715e+00 1.263910619140622860e+00 1.935241733398428421e-01 8.168585723952007882e+00 1.226363860285548890e+00 2.258637254924129589e+00 4.237873490535315035e+00
1.022475731445313674e+00 2.699164985351562573e-01 1.239213720703121954e-02 1.818908228027342089e+00 1.248837468749998791e+00 1.799652329101554538e-01 6.537435492715184537e+00 1.266858135689045817e+00 2.311407209707656563e+00 4.248733196906585796e+00
8.877140532226591718e-01 2.587336831054682929e-01 3.381800781250032025e-03 1.689402408691403679e+00 1.072044631347662591e+00 4.382356166992258939e-01 9.623956452941769157e+00 1.301544935424445049e+00 2.577743041037843685e+00 4.158903030772147957e+00
9.903133530273440233e-01 2.708286147460937654e-01 1.037367285156248070e-02 1.864558846191402663e+00 1.253792490722656749e+00 1.781975161132803021e-01 7.239709951342827132e+00 1.246732828968682982e+00 2.312581475159332545e+00 4.244306130566334545e+00
8.945448979492209851e-01 2.704137216796870247e-01 6.142458984375024147e-03 1.743569720703122661e+00 1.215268316406256321e+00 3.736331928710983630e-01 9.532212314133804654e+00 1.254521366945649197e+00 2.319577551098339629e+00 4.191992271545131210e+00
8.988098090820336727e-01 2.709256118164057314e-01 5.987111816406286147e-03 1.701967600097654243e+00 1.220713796386726058e+00 3.935139663085991391e-01 9.350832758134298928e+00 1.269176849767251536e+00 2.409754441267633940e+00 4.184110109739638261e+00
9.421668427734393170e-01 2.711226137695309513e-01 9.299471191406224330e-03 1.801674785644527654e+00 1.227623068847658372e+00 3.129908925781259010e-01 8.821278242558685534e+00 1.276354166315218697e+00 2.318788062464332000e+00 4.199811047087464999e+00
9.315344663085957100e-01 2.793825424804684543e-01 9.136212890624958657e-03 1.777486202148434558e+00 1.280921280761716075e+00 3.099985883789100893e-01 8.649902410726953761e+00 1.255058576588437225e+00 2.357760125119354289e+00 4.208034172852243238e+00
8.705653808593767362e-01 2.686145620117182387e-01 4.660735351562555161e-03 1.751513610839841917e+00 1.174163408691413668e+00 4.014030629882864298e-01 1.004978734097609383e+01 1.253415615810770323e+00 2.335578268228108989e+00 4.181897547163277551e+00
9.218471123046891869e-01 2.778425073242186127e-01 9.590649414062514880e-03 1.856638630371089782e+00 1.183586686523434128e+00 2.640360522460928894e-01 8.862975371072286279e+00 1.205254578093398976e+00 2.039239576108052177e+00 4.241523864863860460e+00
1.046652874023439761e+00 2.700299057617187026e-01 1.147543994140622602e-02 1.824138623046875241e+00 1.295988252929685336e+00 1.792690844726557986e-01 6.176089016687499544e+00 1.321750882163387653e+00 2.623281882551432798e+00 4.223769066821688511e+00
9.150950961914090520e-01 2.768657915039058337e-01 6.865166503906245526e-03 1.654651745605467017e+00 1.214011834960943226e+00 3.844999204101617329e-01 8.734488785877799089e+00 1.274887540348252468e+00 2.452064224488356370e+00 4.187185870476752392e+00
1.032227380371095071e+00 2.682062280273437294e-01 1.205055859374997221e-02 1.810959829101560947e+00 1.237302784179686865e+00 1.892008686523425631e-01 6.382166898860767823e+00 1.285429629644711635e+00 2.415223682830928364e+00 4.242818402491074892e+00
9.701056303710933193e-01 2.750990239257812275e-01 1.073631640625000161e-02 1.866718277343746957e+00 1.253725133300776395e+00 1.791994306640615486e-01 7.588109928505003765e+00 1.204605911241496630e+00 2.139697810999764194e+00 4.263773142448666675e+00
1.005424336914064520e+00 2.683725161132810011e-01 9.026705078125024997e-03 1.808446118652343060e+00 1.193713811035155725e+00 2.279859946289051753e-01 7.232881663959893181e+00 1.360873914248958094e+00 2.737736803356543458e+00 4.179180111958319621e+00
1.036560650390626614e+00 2.688725654296874601e-01 1.301354492187494806e-02 1.802152288574217609e+00 1.263718384765623037e+00 1.912514584960927078e-01 6.290040306418487326e+00 1.296766198656780222e+00 2.431583332984757817e+00 4.239914572598292075e+00
9.096941303710954774e-01 2.787006650390623230e-01 8.542422363281260145e-03 1.876159144042964355e+00 1.150393591308593200e+00 2.861447358398437335e-01 9.147951900679554882e+00 1.197376614974183573e+00 2.088686907046539698e+00 4.240491055074570248e+00
9.417691123046892931e-01 2.769807221679684295e-01 9.794774414062460549e-03 1.782048786621090342e+00 1.210722744140625640e+00 3.102225659179705941e-01 8.351592301100216886e+00 1.241153080911922890e+00 2.255765290925371147e+00 4.222274563965377148e+00
9.062342758789073693e-01 2.754234516601557492e-01 7.117524414062490964e-03 1.845463193847651340e+00 1.114285567382816478e+00 3.329696459960942434e-01 9.183581523184905393e+00 1.218755763047486340e+00 2.213781277576805984e+00 4.223867223947532779e+00
1.023335024902344292e+00 2.720176562499999617e-01 1.256447119140621620e-02 1.843041154296872319e+00 1.214230201171873080e+00 1.936997143554678447e-01 6.760726837078491869e+00 1.287463375042734004e+00 2.368271524518863469e+00 4.233119681191890749e+00
9.175954443359398693e-01 2.589601010742187404e-01 5.573350097656255830e-03 1.760632642089839717e+00 9.005466928710987862e-01 3.993289003906232981e-01 9.790349508819522484e+00 1.365465873326663138e+00 2.386938484429375507e+00 4.136106700337961684e+00
9.171102885742208333e-01 2.781412158203122598e-01 9.290014160156250325e-03 1.885288159667963370e+00 1.203815685058589491e+00 2.629695283203120626e-01 9.133080145862523480e+00 1.205009396966795432e+00 2.103214414909410745e+00 4.238054049405469925e+00
8.835846806640639262e-01 2.743555141601559666e-01 6.446118652343758686e-03 1.844073991210933183e+00 1.159870616699220314e+00 3.443804848632829319e-01 9.904591087104765990e+00 1.229272708112880030e+00 2.211813014234435215e+00 4.206134568558462128e+00
9.044518906250018642e-01 2.711749365234369380e-01 6.860221191406263783e-03 1.839893124023433968e+00 1.191395267089841559e+00 2.768803481445301085e-01 9.358463086293363986e+00 1.229772115806975208e+00 2.200506015159931383e+00 4.217230972207182127e+00
1.023959958984376195e+00 2.669523740234374110e-01 1.066355517578125404e-02 1.834671755371092061e+00 1.224905493652341137e+00 1.899400732421863969e-01 6.585481029523121421e+00 1.287994684238096710e+00 2.480226458553959734e+00 4.234853733187229352e+00
8.959878066406271602e-01 2.706743183593744995e-01 5.802254394531284991e-03 1.710009106445310456e+00 1.217623652343755802e+00 3.879163159179738751e-01 9.364245876221884757e+00 1.259228533016336193e+00 2.391054902850738628e+00 4.188832048465767954e+00
8.874102871093788591e-01 2.498819243164059345e-01 3.313277343750024861e-03 1.670010557128903672e+00 9.313354843750034640e-01 4.488724165039116865e-01 1.022673598903204173e+01 1.345784496378059192e+00 2.481861029092903070e+00 4.130851004694442885e+00
9.855626899414046127e-01 2.864459404296878509e-01 1.334829882812504226e-02 1.875180041015621191e+00 1.298283187499990499e+00 1.513384360351554547e-01 7.109603305637747006e+00 1.222011994037665028e+00 2.119838104053580974e+00 4.257818414488000691e+00
9.571381401367198283e-01 2.725435083007811676e-01 9.100886718749985616e-03 1.849464160644527899e+00 1.238562203613279067e+00 1.964114936523426724e-01 7.898529808591550072e+00 1.243302046267424910e+00 2.307466923552585314e+00 4.231909760813331367e+00
9.762889921875003152e-01 2.735364550781250736e-01 1.104530712890623712e-02 1.878376131347652578e+00 1.295423328124996276e+00 1.651178833007805047e-01 7.528260210304809519e+00 1.211241337415169816e+00 2.170309249679224450e+00 4.261646098728435916e+00
