Teff L Fe/H Dnu0_median dnu02_median r_sep02_median r_avg01_median r_avg10_median
1.441532048319868475e-01 8.855297824083814551e-02 1.820214996547368236e-01 2.591487430767940026e-02 5.510049864356329763e-02 4.217317516647027253e-01 2.328911373811140897e-02 5.923607891838138240e-02
2.678029119274420444e-01 8.449239457850725443e-02 1.132812869343425982e-01 6.476087600926733190e-02 6.955146618782109824e-02 1.604481445273252538e-01 2.122861991636216528e-01 2.737672067167281828e-02
2.667034343096720828e-01 8.023191420085878933e-02 1.808333544490761946e-01 4.861750220588324789e-02 6.255408335437276368e-02 1.936781986614343198e-01 5.096654030537334235e-02 1.164149725133292873e-01
3.416557187694104214e-01 6.701476723066121521e-02 1.516941491683694299e-01 5.468700775350516380e-02 5.920280302768286818e-02 1.652915253162892395e-01 1.261669665738105739e-01 3.428706216027118531e-02
2.933994897082183861e-01 7.100472292986421963e-02 1.213272611001472157e-01 4.691005510651868188e-02 3.697429001782254893e-02 2.285987776825735007e-01 2.992329413474842381e-02 1.718621093201069816e-01
2.335978978627441804e-01 9.053886121319991431e-02 1.280968192464377042e-01 5.014345573179265769e-02 3.719198253270111082e-02 2.660283806183680322e-01 1.603486779505110260e-01 3.405392484424533267e-02
7.585770391748716812e-02 3.453963145747221408e-01 1.088089558848443911e-01 7.823783152371370508e-02 2.078927365030740770e-01 1.104307164237795236e-01 3.700555046786944274e-02 3.637019070450945440e-02
2.354931908600623458e-01 1.108931705189402650e-01 1.178043647372398056e-01 4.015862547418942025e-02 1.279226461894546474e-01 2.255171035465996232e-01 9.729834293681371982e-02 4.491255573669995782e-02
2.169451032164069204e-01 1.072850274458329867e-01 1.020360211578896503e-01 4.039355164619894134e-02 3.480059126703212435e-02 3.896076703248601558e-01 3.680171180273403286e-02 7.213032313904507720e-02
3.111904178282795530e-01 6.267623876046049536e-02 1.335253055022612989e-01 8.824865453126849724e-02 1.193891964834487424e-01 1.250434518103530346e-01 1.231893111450764050e-01 3.673742393885204988e-02
1.795829334897694196e-01 2.320245508579464044e-01 1.222999843315256546e-01 3.722280530345348920e-02 1.168942794713841438e-01 2.424029938129316497e-01 3.577210787810598119e-02 3.380034485488327134e-02
3.444972232279563951e-01 6.985967912526591661e-02 1.335481195669414034e-01 4.406092738517886770e-02 1.001331934866600409e-01 1.627919774088288085e-01 5.570786758543033040e-02 8.940101221373834839e-02
1.579887032052652296e-01 8.243379113035832761e-02 1.179488461933652227e-01 9.387263148266836166e-02 1.749244059866829348e-01 2.860057635755891559e-01 4.509809980436001869e-02 4.172775862171082539e-02
8.285161269163435205e-02 2.311728549511355424e-01 1.031073839480867865e-01 9.506591533213994138e-02 1.623764193285789637e-01 2.439564134738329837e-01 4.647543654643739724e-02 3.499396372815394285e-02
2.224793084940934751e-01 1.844311354450017815e-01 1.316663038827096954e-01 3.730107107222364188e-02 5.830237532220652191e-02 1.767451270660742590e-01 3.540296472756086776e-02 1.536717139901297713e-01
1.513737342671535591e-01 2.491225203216523854e-01 1.220566129478621309e-01 5.849726540384302814e-02 8.104899621330290127e-02 2.608740407120339611e-01 3.858685206005470908e-02 3.843997807409737372e-02
1.235365277701008513e-01 2.843663005941643451e-01 1.074369607351366857e-01 2.805804837065981050e-02 1.563171483663708949e-01 1.282704271809364527e-01 1.430815714635192970e-01 2.893301551911164546e-02
3.363998752884192478e-01 7.207185236596219680e-02 1.230150811249903081e-01 5.077497573093776861e-02 8.372741126069296880e-02 1.742969933874088106e-01 1.102022283228601407e-01 4.951158251872850302e-02
3.416324626488468352e-01 8.986082183355563469e-02 1.379325814414012197e-01 3.773306280040077121e-02 9.790346172345483489e-02 1.044778178517559303e-01 3.958051605173670828e-02 1.508792756488480380e-01
2.062509436300002941e-01 6.663420326535367255e-02 1.234507791464410226e-01 1.288884007278044419e-01 5.062322941062363801e-02 2.072341076724198705e-01 3.769248832097337604e-02 1.792258478263838162e-01
2.233347722111174438e-01 5.903043194305398339e-02 1.098546757657726802e-01 6.057531732531067775e-02 2.440718506306678234e-02 4.444887867780193402e-01 3.155578973668433929e-02 4.675304117697474254e-02
3.500380828743811512e-01 8.433253002183979663e-02 1.354935986233370415e-01 5.617156023947002946e-02 8.861518514720932715e-02 1.725898621053325310e-01 5.795649313887964865e-02 5.480268784955050210e-02
3.363150977859844515e-01 8.534572309226789999e-02 1.327546899541960368e-01 4.712025639727238091e-02 1.889807792966904099e-01 1.442884773562058132e-01 3.101375895572177147e-02 3.418121716166130225e-02
2.910245951379805129e-01 7.662547309936433571e-02 1.212014965047599202e-01 1.446118379647715058e-01 1.153780035013748928e-01 1.676763254376464896e-01 3.597488139221229064e-02 4.750738696188999688e-02
2.534322704216622757e-01 9.320907608876155548e-02 1.283554306584962224e-01 1.079085085243920161e-01 1.257692826183607060e-01 1.740575078086763761e-01 3.799339536553657942e-02 7.927452851411434520e-02
3.436268786323347646e-01 9.109706237718531718e-02 1.218219519820192831e-01 4.365879834904928813e-02 5.541429731396278063e-02 2.079859026509074393e-01 4.550083247262545760e-02 9.089427622191569023e-02
3.042496813697551095e-01 8.223757421033180137e-02 1.230598681409319078e-01 4.832781761749944255e-02 6.482454290504045813e-02 2.800404683666972150e-01 6.419522381800073230e-02 3.306482357174343745e-02
2.886577906978149977e-01 6.112473193142033134e-02 1.323788132220881653e-01 7.074346928151448166e-02 1.477082398886160053e-01 2.266800358971211016e-01 4.126303269774616450e-02 3.144388638367887762e-02
3.213301067030493452e-01 8.330345308720474296e-02 1.215915049020552807e-01 5.325733155747860298e-02 1.199439775860579038e-01 1.661512762838390778e-01 4.700589195865882003e-02 8.741645792165633755e-02
2.904126668868553529e-01 7.418581255223512250e-02 1.592803535532441861e-01 7.519198634914141255e-02 1.037340149313321497e-01 1.459565021781366878e-01 3.607458675222444122e-02 1.151640767968307028e-01
2.335672218390290600e-01 8.947291774707845369e-02 1.614698249308819111e-01 8.399251703546040115e-02 1.505870697032068717e-01 1.878204650392432673e-01 3.431828201661304284e-02 5.877170168848704773e-02
1.342405617368032655e-01 9.785892281150200545e-02 1.123392582117712785e-01 1.077053785626811144e-01 2.865835388783007920e-01 1.891335955105581668e-01 2.795920038673247246e-02 4.417954390165094308e-02
3.056718954762464024e-01 7.979244175694205632e-02 1.598331999198105147e-01 4.432405986970271855e-02 1.175781590650158692e-01 1.781749032180738879e-01 3.804770173260292598e-02 7.657763896160563188e-02
1.939100481409647136e-01 2.001699197221179505e-01 1.084486972233626445e-01 2.504242043775687862e-02 1.712059155877212191e-01 2.076296301010004675e-01 5.340122923866493648e-02 4.019213954841121400e-02
2.713916893739071190e-01 9.430134198992494443e-02 1.192689008626084679e-01 5.770051772033094051e-02 1.010493023428924303e-01 2.693352673614573534e-01 5.909241311898574128e-02 2.786056722989303791e-02
3.357483474157031411e-01 8.359151236803206986e-02 1.422522255550539294e-01 6.991930728746201251e-02 1.437273555964048155e-01 1.533910935753858840e-01 4.396538093897495864e-02 2.740477726298330696e-02
2.097365364162265822e-01 1.551907395138796553e-01 1.098503730230131481e-01 3.536509528509019368e-02 7.111471788040248099e-02 1.498811837300808580e-01 3.736012701165690453e-02 2.315012271396502397e-01
2.647362780895745615e-01 1.225220164012302271e-01 1.131780230416076644e-01 8.868045603187836579e-02 7.992142792157824749e-02 8.808711197682363159e-02 3.777110785648896824e-02 2.051035786808182437e-01
8.852965634994118538e-02 3.148347669417881911e-01 1.470194663655568779e-01 3.219218164584732728e-02 2.036267645316203745e-01 8.554502162431294743e-02 5.514464460991987810e-02 7.310749793101317673e-02
2.484190978700909769e-01 1.738244447508271451e-01 1.248989211264642518e-01 3.182309640857755584e-02 2.030885377901744948e-01 1.366909535090689298e-01 4.385387620505074718e-02 3.740107233974591938e-02
1.103568526996130811e-01 8.952152089807902113e-02 1.092986864349553000e-01 1.187340962800817190e-01 8.389342114661031691e-02 3.764083440326059793e-01 4.080350132472323338e-02 7.098357718333142552e-02
3.381158280908294067e-01 6.844507090485642264e-02 1.440460683687961041e-01 5.877294674938649682e-02 9.302180035588980545e-02 1.958688531419543466e-01 5.636993299681807013e-02 4.535949939146939613e-02
1.594290384664290017e-01 2.465935689803057940e-01 1.182512379653915813e-01 4.716864400687974940e-02 7.235577226763489911e-02 2.822761125977105712e-01 3.512623561348716256e-02 3.879939010216128248e-02
2.852259819633546911e-01 5.848856475521771459e-02 1.619840999167973250e-01 5.117119023250857324e-02 9.299375211930377416e-02 1.988428985834804485e-01 8.778374646252717906e-02 6.350976596681015551e-02
2.908355453151218462e-01 1.336258200569713228e-01 1.328536820819606057e-01 4.183514015412026499e-02 1.370375218878562007e-01 1.393435648271728611e-01 4.639004526708782189e-02 7.807868040970913914e-02
1.461480044470427897e-01 2.864046729776000833e-01 1.153070715636833887e-01 3.841338314332240489e-02 1.110298545056884190e-01 1.931320269860119510e-01 7.690438010542961778e-02 3.266060627122131105e-02
2.250770421291881096e-01 1.106811026314039187e-01 1.095050662079701947e-01 4.292952262046180467e-02 1.225739729761836927e-01 1.072882687780931377e-01 4.761325595643427222e-02 2.343317687002648420e-01
3.486430554453788244e-01 7.690552930048577540e-02 1.486202021078154578e-01 6.930990227651934177e-02 1.377621453341985325e-01 1.160386427584961383e-01 7.412863280328010895e-02 2.859188997382572373e-02
2.601615546966879466e-01 8.009159026364758016e-02 1.213824492691871343e-01 5.609871055342375429e-02 7.285249870067314615e-02 1.754200941672907077e-01 7.147063812857588905e-02 1.625224642205136683e-01
3.468889701013822546e-01 5.727893538580003385e-02 1.359732189949363346e-01 6.949812896736365375e-02 8.947998287477670898e-02 2.007055277632367463e-01 4.235589595486884129e-02 5.781933995763535034e-02
2.357170578397531913e-01 1.112574753847649228e-01 1.134874649504754446e-01 3.903492892301650696e-02 2.728732726862036911e-02 4.055478462513354976e-01 2.688367031082289013e-02 4.078422907121125041e-02
6.615346087085745286e-02 2.671096443462886438e-01 1.100431851706847597e-01 5.438987504496160807e-02 6.125936485975925355e-02 1.690732092853882151e-01 3.273995397844230160e-02 2.392313064436177861e-01
2.907135985038626913e-01 1.380952821957569798e-01 1.057231727439145175e-01 2.870006986353622336e-02 1.481448494228259638e-01 1.500373300046058123e-01 7.674752589135647174e-02 6.183817137414125004e-02
1.540260925301159267e-01 1.997873340704199585e-01 1.253176625414410827e-01 5.817892557973378120e-02 6.846226259841378670e-02 1.358555988187256092e-01 4.231527111690456394e-02 2.160568527442451314e-01
2.423277845724371160e-01 1.395435128997639385e-01 1.151454213357509526e-01 1.370130964712352184e-01 1.606712783288617163e-01 1.143228437168801459e-01 4.457044595599450598e-02 4.640561671907637853e-02
2.576911024538749984e-01 9.193047766313029723e-02 1.149908132854514931e-01 6.468368417401657022e-02 2.979172216424118974e-02 3.690943689084749124e-01 3.877313482451383991e-02 3.304469652629660192e-02
6.848804842005147553e-02 2.722692219613582210e-01 1.038349306185984561e-01 1.094185913248039155e-01 2.275419331423638725e-01 1.416595856073097071e-01 3.578344972080386988e-02 4.100423920471048256e-02
1.861237157421564425e-01 1.203337221198130247e-01 1.169257348507716787e-01 4.752830946387279210e-02 5.813939069782474156e-02 2.033058840580481141e-01 3.096792905303698967e-02 2.366753140144762513e-01
2.452575366478229046e-01 1.757618156036563073e-01 1.276758479146928860e-01 3.249187543118711718e-02 2.628765609977570250e-01 7.740919856939432186e-02 4.275795765310470842e-02 3.576920718238484759e-02
1.143078928362044333e-01 2.226747015553800224e-01 1.119978548881065683e-01 4.763875971101388246e-02 1.577675662088539044e-01 1.287832468763043525e-01 1.727211620888661481e-01 4.410881583527072325e-02
2.121939663231659501e-01 1.163246265585013012e-01 1.173189808107713006e-01 9.126585638055162431e-02 5.385405154318404636e-02 1.598598349110225136e-01 3.967203949826592080e-02 2.095106439745373084e-01
3.432069788804528732e-01 8.839107129738950352e-02 1.244178423838099290e-01 5.583504023517887188e-02 8.494834227463041176e-02 1.693540927340846936e-01 3.820357837839685744e-02 9.564305381605693601e-02
3.254480041965058801e-01 6.540107226122274242e-02 1.284503255066711813e-01 6.534744768831349249e-02 6.026519971350106919e-02 2.950211860315369305e-01 2.805152870785148841e-02 3.201523589439724676e-02
8.704110310660873040e-02 1.826822328231764991e-01 1.051808079553948477e-01 2.996720162157543998e-01 1.733477295321285139e-01 7.346942445536470967e-02 4.481509700732194679e-02 3.379158890425029704e-02
3.355113001069579548e-01 6.378589747578043700e-02 1.211297654473161983e-01 6.424141731291471702e-02 3.595815054928896970e-02 2.972016119743867146e-01 4.207385512494556806e-02 4.009800200840948903e-02
1.240497298284206629e-01 1.148991259181973285e-01 1.669838021604361789e-01 3.552039640058157755e-02 6.533323683901236245e-02 4.222420435535279570e-01 3.544028056854275910e-02 3.553138473128114594e-02
6.719450434125247285e-02 2.835551272451742322e-01 1.002578863617794996e-01 3.006602390845081185e-02 7.129426171746761076e-02 3.604325777719939450e-01 2.790198440719783221e-02 5.929763424668371696e-02
2.544494324290564879e-01 1.484235659389560036e-01 1.194686283794981624e-01 5.011572191720992803e-02 5.894804112184311856e-02 2.630345272954328628e-01 6.125808966329033406e-02 4.430199325471313038e-02
1.961932072022249118e-01 1.892663240051239426e-01 1.168851291485262095e-01 9.741853303907212214e-02 1.250697801322303571e-01 8.280063986285200739e-02 3.416027652721151386e-02 1.582061100827588385e-01
3.152522407166896135e-01 8.835310727801527764e-02 1.221206718543292047e-01 7.893180912681058148e-02 1.902764576818052333e-01 1.322798648763218732e-01 3.658239997519806969e-02 3.620344849083018818e-02
6.392420683546165550e-02 3.142443530634521087e-01 1.075166430404620871e-01 4.558125909875804932e-02 2.360896521061865982e-01 1.447661357082574429e-01 3.390100786504511576e-02 5.397674228237685917e-02
3.113882077913763258e-01 9.988841166976665520e-02 1.299209560546826236e-01 6.017293122120168092e-02 7.200453975430660958e-02 1.562262925384176881e-01 4.638343327328514620e-02 1.240152276969632150e-01
1.505293194365777687e-01 1.678032935108040580e-01 1.197605405617888363e-01 6.794724605370443260e-02 4.918358219857014296e-02 1.728971967357050277e-01 3.041363157445609033e-02 2.414651899283935810e-01
3.231676173192319368e-01 1.096704215405713556e-01 1.133094950461022016e-01 3.599151261705731825e-02 1.509413342620837262e-01 1.949313845737979389e-01 4.194629953640824360e-02 3.004193510474732765e-02
1.216601785907719113e-01 2.346115264131904965e-01 9.925105529119536418e-02 1.132296809135520665e-01 1.302451349322760465e-01 1.245044923099436762e-01 7.733250980598521673e-02 9.916542174308527746e-02
3.242104482031969437e-01 6.832927267568332519e-02 1.440563622215051409e-01 5.336623039813685743e-02 6.020860848305454455e-02 1.072695949222951944e-01 1.128632331731035665e-01 1.296962499230244759e-01
3.090031150930188653e-01 6.391318594683823018e-02 1.210048427386468950e-01 8.217478717577475500e-02 7.482176795772443878e-02 2.246071270456632962e-01 7.476049517673405420e-02 4.971467886559958332e-02
3.199751956544462095e-01 1.124409151561526904e-01 1.273969076576452475e-01 3.102146232292764955e-02 5.431476705969748298e-02 2.391407175468773239e-01 3.046475064287608794e-02 8.524528395937736036e-02
9.511176986389703603e-02 3.093616679168048056e-01 1.168893597371981341e-01 2.445138731154847256e-02 2.202424500109765315e-01 1.562357283724875590e-01 3.934291992638037222e-02 3.836471686070699882e-02
1.999892449913138748e-01 1.315830914917981154e-01 1.062544020152248886e-01 6.823674431262040374e-02 1.011037433606021274e-01 1.794353329696483368e-01 4.588358619777798547e-02 1.675138546610142332e-01
1.691718224223416611e-01 8.176481138116165059e-02 1.253595556111618270e-01 1.162264983696435078e-01 6.096612810955633066e-02 3.411094449851607702e-01 8.021850570985165907e-02 2.518323341112278096e-02
2.481160067530137070e-01 8.145391590826586703e-02 1.122834069194759560e-01 6.834844825999739082e-02 1.987079190158993758e-01 2.120913827715715516e-01 4.701377379945367863e-02 3.198514657232261887e-02
2.504127040740471433e-01 2.498047452568731008e-01 1.139416172979061531e-01 3.262941712039610365e-02 1.375596316669155661e-01 1.327993710607364430e-01 3.485102027800657948e-02 4.800149324511871624e-02
2.623383286221275812e-01 1.675887112427761338e-01 1.293424660081770594e-01 3.840497043311590780e-02 1.805909137126178177e-01 1.204204155817967664e-01 4.565672434346743774e-02 5.565747005592130286e-02
5.866582950123505613e-02 3.533400007800594489e-01 1.052147270251604094e-01 6.035303593525770394e-02 2.206483924350632342e-01 6.013297203195036578e-02 5.645382875210787355e-02 8.519121353916592199e-02
2.076729263764563183e-01 1.889091554267104123e-01 1.198233895721548814e-01 4.821794439743718602e-02 8.911864871967209445e-02 1.386973480798241176e-01 1.832345419784685847e-01 2.432604544927624221e-02
