r_sep02_median L Teff r_avg10_median dnu02_median r_avg01_median Fe/H Dnu0_median
4.113962107287126579e-02 6.360817885692909845e-02 3.775834918491285247e-02 5.416463405494615496e-02 1.970334057197258362e-02 7.175237152529763129e-01 2.415497669659220914e-02 4.194718430879948445e-02
5.108823904881228811e-02 7.370317178337881803e-02 3.252084125402586456e-02 6.048414346721264767e-02 1.032152622432427336e-01 6.064454540909280933e-01 4.543994034801922960e-02 2.710294776438041536e-02
3.400022038892362014e-02 6.860955296565982020e-02 3.717123126841431757e-02 5.460743490549564705e-02 5.115587500037237223e-02 6.989664611591173138e-01 3.262662056606536326e-02 2.286260374595162209e-02
3.416852840586948048e-02 5.290117959379279922e-02 2.307549587982453965e-01 4.733512537975183981e-02 3.511384748491003238e-02 5.296714184980459983e-01 2.533438712425569936e-02 4.472055471512874358e-02
1.338016432184909454e-01 8.910121390690695087e-02 4.845266045844632413e-02 3.219499950522617532e-02 2.283420247881367063e-02 5.178211922210792517e-01 1.228692964956251410e-01 3.292479171541150967e-02
3.269614961864746316e-01 1.081406549778232695e-01 4.725008528159362065e-02 2.856953316768792023e-02 1.473357060564405574e-01 2.918939628730183866e-01 2.663123994151357990e-02 2.321732151544803752e-02
7.404267228775190945e-02 7.818958087156603620e-02 6.655869647459904115e-02 2.322039664433616507e-02 2.640833607864535859e-02 4.661222159449132652e-01 2.139153491602867330e-01 5.154275253790142897e-02
6.140702224193524822e-02 1.025583047030013406e-01 3.211665367141890159e-02 1.983301313534777469e-02 4.842819594949050732e-02 6.503846333312647277e-01 5.583315905194188855e-02 2.943901791559959749e-02
4.335325844086808378e-02 1.179514948134100655e-01 3.688350503631060429e-02 3.093206905134620460e-02 1.750492531713480904e-02 6.963949513859829521e-01 3.243077999487597313e-02 2.454901596007141862e-02
4.883777842636857769e-02 7.920461983388431271e-02 3.428332320800443755e-02 3.988543472959852482e-02 1.188250034082449780e-02 7.211814563480742901e-01 3.536056731363765304e-02 2.936431979960759872e-02
5.906788885074851225e-02 7.353443607723041120e-02 1.837869729099488592e-01 2.696949789451687229e-02 4.878392484252754013e-02 5.606743551287921568e-01 2.582623465981995908e-02 2.135668963641582097e-02
2.995840819012332568e-01 9.250368503331010683e-02 3.729518855210937206e-02 3.101542536534551697e-02 2.436243025771772999e-02 4.566135269671132701e-01 3.736500895734908706e-02 2.126065296582164282e-02
4.125720780844373964e-02 1.351859667762706219e-01 3.419930435144071662e-02 3.479153480628743161e-02 2.678458274916430820e-02 6.586972980226522001e-01 2.896293889242784747e-02 4.012116659331314839e-02
4.104025767560218890e-02 7.704505747188027109e-02 4.267396939157323127e-02 6.911954220055079035e-02 4.030687416583746824e-02 6.675819867681809239e-01 2.679837938747795661e-02 3.543393293889725987e-02
3.141099417894872153e-02 1.467364948909150868e-01 2.316693123441832813e-01 2.459457259602215728e-02 5.291068387185316607e-02 2.594661525606778429e-01 2.523301219775721596e-02 2.279787773596425593e-01
1.247166383430794862e-01 7.651695103262406983e-02 4.300748592925952157e-02 6.325820810658530635e-02 2.923449327965344652e-02 5.657168423681839808e-01 2.494907067495305553e-02 7.260031026566125811e-02
3.598433246797681784e-02 6.184041009585156817e-02 4.190616057397981292e-02 5.261713054331036699e-02 1.906438235451520316e-02 7.190318043725312247e-01 3.496038652126929464e-02 3.459539307056570812e-02
1.314026049517056094e-01 3.180867565619647230e-01 8.468869388441319090e-02 1.535980425227137514e-02 1.568720925842556346e-01 1.066783446258841306e-01 5.276740447718512861e-02 1.341442986623202771e-01
2.044606316481121788e-01 1.063285005170335473e-01 3.356493773840989875e-02 3.672087413259100819e-02 1.018635492518421976e-01 1.806628292262843771e-01 2.471006661093603785e-01 8.929801137636637909e-02
4.861325600032657263e-02 8.531385752500021680e-02 3.406391420980280083e-02 1.200386692058258847e-01 6.794096183037846848e-02 3.762279805678869771e-01 3.705435508441563136e-02 2.307470055763635175e-01
1.633332904003240160e-01 4.527270749259351690e-02 5.206625768233009988e-02 4.117748878371688820e-02 4.739011487744646672e-02 5.753973585584762906e-01 3.497185650407260565e-02 4.039092570104019231e-02
3.219739231441577643e-02 1.426310859511979445e-01 3.780588936221407348e-02 7.267096751572373059e-02 5.011509289956662949e-02 4.723807244300533004e-01 1.546561083003325510e-01 3.754273922649588313e-02
3.251246157324238356e-02 1.115091814811171450e-01 3.147033469378320708e-02 2.274536898376095309e-02 2.339355854637272317e-02 7.192381888200687357e-01 3.120486423985902036e-02 2.792604166179574188e-02
1.445611312872234488e-01 5.301384611723865964e-02 7.842034340887521493e-02 3.358333457553449447e-02 2.392310222020950852e-02 3.046865406945325483e-01 3.164457508637100180e-01 4.536595083267604828e-02
1.019490887716850286e-01 5.803038002153526609e-02 4.540540429949761758e-02 4.696506227955182800e-02 2.016479439958963199e-02 6.508992318309935188e-01 4.401311547504394711e-02 3.257292292210317575e-02
5.815375920993305636e-02 3.126927710688414686e-01 3.533957666148664772e-02 2.299562228057649288e-02 4.223480287302779079e-02 4.223286223963113040e-01 8.263737856863498377e-02 2.361746694118819698e-02
1.033422028727771502e-01 6.266954245233194443e-02 3.379608539448476084e-02 5.540858705480187357e-02 1.482492218894761009e-02 6.255146263011448493e-01 7.889306729087557091e-02 2.555096644463616604e-02
1.199548711387947164e-01 9.770083984129881993e-02 3.512827850950483305e-02 7.941043734391975417e-02 8.029798610294772154e-02 2.424976445756620580e-01 3.094761687525033333e-01 3.553377373536879824e-02
4.653927727337564546e-02 1.265383161032136161e-01 2.309463665953650213e-01 1.989914159622553982e-02 2.031301166767754060e-02 4.829011913717124460e-01 4.393032482119230836e-02 2.893237057123788231e-02
1.726667146540576681e-01 6.084025053510318942e-02 4.347349511967277952e-02 3.417367295458192955e-02 2.692346241380279975e-02 6.008247376022299857e-01 3.597313435073494492e-02 2.512453236981656429e-02
3.592133630741932149e-01 7.520778007590363246e-02 3.736248983827605147e-02 1.471341765654466671e-01 6.919907858082188779e-02 2.536894709541069326e-01 2.226725498896081276e-02 3.592638592229083216e-02
2.256187626800755519e-01 1.758246871332083128e-01 2.957765917669577180e-02 1.445094411590297848e-02 6.732612156979354834e-02 4.234648671493070338e-01 4.195441674259020592e-02 2.178254143242656579e-02
9.086912995479157207e-02 6.482333625329926574e-02 3.369464156615561978e-02 5.817927773502876154e-02 2.199513412631711601e-02 6.456505016969498190e-01 3.442155246947230934e-02 5.036642619798546716e-02
5.094330517667859659e-02 1.898102357786885241e-01 3.322239211684637622e-02 3.066585891029485408e-02 1.771967240796654408e-01 4.527605016366775814e-01 3.654653335860999497e-02 2.885444894253870116e-02
6.296492990018133507e-02 1.848806134734564954e-01 3.564939575454578735e-02 3.829129156466957312e-02 2.337405534099824128e-02 3.420059891609170677e-01 3.590919457902798373e-02 2.769245302262036135e-01
5.357956794719141019e-02 1.859823195812840002e-01 4.894845359168866622e-02 4.198837481938399313e-02 1.689038128078236556e-02 2.729975574817671835e-01 2.863491930989078837e-02 3.509784259880117108e-01
1.390062742398834872e-01 2.559350196158147184e-01 4.288637207032979654e-02 2.968307335916972947e-02 2.134760334464247400e-02 4.352447864004506117e-01 2.454126557506020392e-02 5.135560539464893715e-02
5.768625539359989451e-02 5.440967762251344708e-02 1.083936682597367585e-01 2.719810119036531262e-02 4.358400658414536555e-02 6.556014454175150830e-01 1.648738104169068797e-02 3.663946449043339881e-02
5.847824154026064203e-02 6.780335180470997702e-02 4.401176848706319505e-02 2.568793307462860845e-02 4.855247334456049696e-02 6.981920352446685518e-01 2.734326652774342684e-02 2.993092997636495264e-02
3.674953625409831948e-01 7.975609322039278748e-02 4.587625373884635094e-02 2.936570312140597550e-02 3.561486226444596920e-02 2.849359716261262165e-01 1.246119897621864314e-01 3.234376372561318519e-02
4.393806116696181291e-02 7.476756174225770990e-02 3.312109218144777822e-02 3.836315933358405705e-02 2.935287500667051533e-02 7.204419278589582198e-01 2.809039724819411762e-02 3.192492546192578218e-02
3.828288615319699328e-01 1.327075225111102597e-01 4.156811501718617879e-02 1.712676052408572056e-02 1.798802344165069678e-01 1.761016321501830684e-01 4.999110478841126137e-02 1.979576906054653432e-02
5.204418102122693179e-02 9.967523651131221518e-02 3.368216651475328810e-02 3.327030420399080396e-02 1.633179041837863957e-02 6.643901452930232043e-01 5.052688950310817162e-02 5.007928653420662402e-02
4.650744460320687529e-02 9.330700527447371995e-02 5.524809787776316372e-02 2.197482068849133940e-02 1.082986141088056325e-01 6.098482247553497215e-01 3.341249844541726438e-02 3.140329424649232481e-02
4.145409958056695682e-02 1.118104097303746630e-01 3.389430801159316192e-02 8.487654635182914631e-02 9.101472906662182172e-02 2.873911141713559880e-01 7.037306752758500095e-02 2.791857255600732057e-01
3.983964005153683985e-02 1.667951135480403024e-01 2.906742537193295062e-02 4.244061531219675554e-02 1.774822363709155360e-02 6.340685501284496484e-01 2.683424001028596878e-02 4.320619194046595307e-02
1.510667511816545239e-01 6.952789381716668882e-02 5.500083476844256497e-02 2.851608964172806793e-02 7.199267136633492881e-02 2.778277713521287162e-01 2.720701266581025332e-02 3.188609752067341208e-01
5.246865563200138471e-02 4.468277563899062527e-02 3.825967638307806173e-02 6.949063967810889531e-02 1.670369631520535539e-02 7.160306120743663572e-01 4.512450951559901502e-02 1.723943476265014929e-02
9.046065432935768147e-02 8.503493618874817528e-02 4.125391121205184558e-02 1.588238635227945048e-02 1.922304970199144314e-02 6.677569930584504876e-01 2.229691631795918325e-02 5.809115283916170547e-02
3.324122605295482535e-01 1.409265039409048625e-01 4.250833548732655537e-02 2.791411823150951113e-02 6.291843532040665432e-02 3.335294629228998664e-01 3.103034616416432481e-02 2.876053740323992330e-02
1.393307748206260854e-01 1.024776031263033016e-01 3.731506049252062557e-02 3.668688184696265037e-02 1.929729885596729450e-02 3.189636882586130984e-01 4.564920264905657915e-02 3.002794899499503511e-01
6.793401329116811882e-02 1.492256627445135708e-01 3.293007334891270149e-02 1.464274756801124504e-02 1.563839995435593877e-02 4.945927319190808191e-01 1.988182013900721967e-01 2.621816978388521666e-02
3.334330644345547684e-02 8.917107087263799470e-02 9.033371744635912415e-02 3.376078508134458533e-02 2.852868498939417977e-02 6.656679773863064531e-01 2.680969334276279981e-02 3.238476443773950775e-02
5.526223821590308533e-02 8.746585537176940206e-02 1.288022545365782867e-01 2.012075000267009306e-02 4.575907144353996009e-02 3.312442966511475739e-01 2.841788809978096908e-01 4.716665278058189414e-02
2.861594937824274779e-02 1.052368289251465888e-01 2.947843352286642904e-02 2.257558218091763880e-02 1.790122565116607570e-02 7.166278665751671939e-01 2.889620277654874475e-02 5.066791098994456038e-02
3.244034600134377277e-01 5.618326434292053584e-02 3.801291950980256046e-02 5.817643269831831304e-02 4.405895516633673292e-02 4.145717135218501825e-01 3.956103296808374803e-02 2.503222177925020983e-02
4.445641526742222932e-02 5.268454208544580408e-02 2.443646660189207898e-01 4.088723309402388789e-02 3.862199148790790293e-02 5.186290175684802328e-01 3.069589025228098428e-02 2.966024422551824871e-02
6.304224702005363501e-02 9.347176491484887606e-02 4.265751476749842647e-02 1.642118821186704103e-02 2.717067942691469770e-02 6.981218261482270426e-01 3.274702509247899573e-02 2.636775441811137904e-02
2.696523236418894853e-02 1.813263699742955759e-01 3.060266395196189343e-02 3.949710840225528069e-02 1.244669823456090868e-01 4.954259451435269468e-01 4.096114124098353126e-02 6.075455657717879904e-02
2.407700651299912453e-01 6.367750465408032745e-02 4.428797535617889219e-02 1.091590065705377310e-01 2.162246097546428047e-01 2.674027905247500225e-01 3.320578788152257071e-02 2.527226012829647886e-02
1.612156856854525810e-01 5.249897435724971279e-02 3.943015550885607678e-02 5.133134191878957475e-02 2.408414874969469141e-02 6.083135433327957475e-01 2.540676844037660642e-02 3.771938200678508907e-02
6.263239943381686270e-02 5.860895971041312630e-02 1.010741467380639885e-01 4.906873881412086857e-02 1.752264881770102672e-02 5.646847823242412412e-01 1.123260653557256183e-01 3.408225880591737172e-02
4.074415436821129943e-02 8.450936593100782934e-02 3.394355337431665537e-02 4.801526143485225495e-02 1.900743975665416738e-02 7.213756373322837145e-01 3.465190792699094496e-02 1.775267987568319300e-02
2.449101788339059713e-02 1.243597653760709076e-01 3.084697528394713881e-02 2.959973524831864891e-02 2.641495231190014656e-02 6.995139861631234357e-01 2.716407278586221996e-02 3.760949494738675958e-02
2.726491066610607916e-01 6.463722816757973277e-02 5.762252173041665371e-02 1.570953844503183983e-01 1.668638626604349029e-01 1.856824838604961558e-01 3.797774439164977589e-02 5.747166807804371391e-02
5.760446731543286680e-02 1.502677281530505338e-01 3.725527666379808978e-02 1.899686498604174698e-02 4.522215182989382937e-02 6.246103331108745493e-01 2.796309254363898641e-02 3.808008539726926572e-02
4.018490187986571011e-02 9.184649129123727274e-02 1.041152845160085300e-01 2.104068361888777883e-02 2.669426439268685058e-02 6.383247162761308546e-01 2.670365926884878463e-02 5.108999875633408322e-02
3.029152710550530800e-02 1.457735884403117688e-01 3.458834371901820665e-02 1.622339334055789353e-02 8.674266013899536998e-02 6.219081176368157493e-01 3.275942672286789176e-02 3.171294289592776344e-02
4.069428801389319422e-02 5.717364852698881422e-02 5.899555217197101353e-02 4.790579691329430179e-02 1.548039777965968741e-02 6.641405504288657724e-01 3.038484268081574624e-02 8.522492348451141120e-02
5.083777803234919984e-02 3.078113257694988780e-01 3.535589456150266957e-02 1.285289544787454781e-02 5.260728889566956140e-02 4.731409047166632020e-01 2.314194782257298147e-02 4.425196475386894424e-02
1.858762780191713371e-01 3.925443615868007829e-01 3.264414770898368262e-02 1.576907967156086082e-02 9.918723156024976395e-02 1.739862697478892495e-01 6.861660182958102816e-02 3.137602987576330188e-02
2.350308431177081936e-01 1.092975488871594375e-01 3.246604685678151914e-02 1.498707262334578877e-02 2.929637813906956281e-02 2.634668163150645781e-01 3.970169845991773638e-02 2.757535956009531941e-01
1.120960104944903474e-01 1.657255671916862683e-01 3.886711719256908532e-02 4.641384433000662196e-02 6.308220038091549853e-02 3.669980222925958158e-01 1.783905851102289275e-01 2.842665300750737631e-02
4.184026161341578010e-02 1.236092668326004146e-01 3.144016018813539093e-02 2.670257130997771844e-02 2.633201413186887427e-02 6.726506499218591895e-01 2.269200463459947539e-02 5.473307136754312907e-02
3.071311600168671191e-02 7.949402419858395130e-02 1.575702101195315674e-01 4.344797080068218270e-02 3.277088639478158844e-02 5.224206325013251995e-01 9.933139601446187850e-02 3.425176396894693415e-02
1.515448337223208597e-01 7.029047846230079832e-02 3.666960940911102168e-02 3.064333707840706522e-02 4.576696853801574122e-02 5.971295540427594695e-01 4.100695370149211316e-02 2.694826504559285837e-02
1.685167884890078904e-01 6.836679516836074999e-02 3.846703455183103637e-02 8.592517290889324644e-02 3.389760335132255276e-02 5.065961587244471875e-01 6.576657860232625052e-02 3.246386820381105126e-02
3.503435734050075467e-01 9.226419925495533969e-02 3.748427433517911855e-02 1.990572084628667790e-02 9.724944660215549541e-02 3.253613594667969511e-01 3.911565225207017799e-02 3.827577383754876550e-02
3.751443228073576136e-02 9.410653240577857015e-02 3.090272430048942448e-02 1.053196032992645970e-01 5.121554811199342111e-02 6.227443343298264544e-01 2.764105785854254968e-02 3.055576741336911081e-02
1.178653246954184663e-01 2.202262160881501285e-01 6.044969124349144907e-02 3.453480762163210760e-02 1.529038200512842227e-01 1.384499271888390004e-01 2.809589267908450469e-02 2.474743204320999923e-01
7.682084629135965681e-02 7.263261094418939356e-02 4.368928650215399279e-02 4.978921401528317581e-02 3.925187624772785017e-02 6.485192297846423815e-01 3.105028007630917380e-02 3.824665613833445194e-02
3.410083079405516748e-02 1.496313525207452200e-01 3.507549268614085919e-02 2.726428155897475669e-02 2.318333751510460311e-02 6.613854751928864850e-01 3.180754522721399025e-02 3.755168450487886972e-02
5.731524819292365541e-02 7.798808055280491425e-02 4.011118407115947526e-02 3.217978730393045161e-02 2.049203849709669081e-02 7.098717310359182742e-01 2.429108726561380813e-02 3.775084308055273036e-02
2.235668114880943191e-01 6.503685867203223836e-02 6.516717531823794374e-02 2.680590540361607599e-02 5.990400306258224922e-02 5.066719117859376231e-01 2.645170770288947718e-02 2.639562656661014958e-02
3.614320231442774700e-02 8.180290399135482782e-02 2.250826320677260239e-01 2.141391574380062043e-02 5.043436771173124417e-02 2.859586815328924447e-01 2.715907962388893968e-02 2.720052170141780690e-01
1.520732883550359182e-01 1.212011044356716971e-01 7.441487669061311316e-02 1.535569628870672200e-02 7.159953669827295863e-02 3.286617765474580399e-01 2.004203422152293912e-01 3.627337876901216146e-02
2.957909457421630806e-01 8.677001367334684356e-02 3.729812516069504202e-02 4.013788809651201023e-02 2.047026358082048789e-02 4.133575589817163332e-01 4.534066030577752621e-02 6.083454445896874924e-02
7.047172978562685208e-02 1.046821094513256944e-01 3.340970280944730031e-02 2.719439093251191375e-02 2.217591050818515722e-02 6.810531743093646284e-01 2.610543566271888993e-02 3.490754654081948405e-02
1.586500171173823026e-01 2.881552609863800019e-01 2.874720151575783922e-02 1.186104314231871057e-02 3.709703662558033188e-01 5.581630872605603672e-02 3.264574744626719954e-02 5.315405481003459415e-02
2.580544962912774062e-02 1.541228419774886282e-01 3.927652563184931556e-02 4.149142284303181105e-02 2.587384422749716695e-02 6.494842782439915752e-01 2.589446872242387107e-02 3.805116872458988442e-02
5.171698629028954886e-02 7.419673644404641000e-02 3.960804930282270375e-02 3.195250758499426635e-02 2.895696684125581219e-02 7.094084321011105976e-01 3.867073251923378030e-02 2.548958891624676995e-02
5.465241133865449824e-02 5.142854598206142436e-02 5.367660730530873781e-02 5.620259748514802589e-02 3.339277701382522417e-02 6.895254439549516334e-01 4.295542731301815742e-02 1.816618960703230215e-02
4.034053271636950377e-01 6.978417757788205056e-02 6.162581139819463955e-02 2.564425969746546297e-02 6.683526877159859381e-02 3.210173403074129683e-01 2.587937320652340667e-02 2.580844187722781263e-02
2.848682437643724197e-01 8.545286931551775156e-02 4.304332925834184614e-02 2.560344988243196118e-02 9.065948678603631683e-02 4.071388873482730264e-01 2.228181993606144148e-02 4.095191370896520550e-02
5.012289607710083278e-02 5.422366063900636857e-02 3.606383661015861997e-02 7.605403208398386905e-02 2.360537927870781649e-02 6.983363455591171665e-01 3.126946399520921099e-02 3.032438575671602896e-02
8.767929678230107493e-02 8.121472482087511990e-02 4.456416799230297071e-02 2.228078860830866662e-02 7.696986039160497173e-02 3.238888722386953356e-01 2.093470961070027780e-02 3.424675795552115654e-01
3.394974700687903441e-02 1.139433857136800260e-01 3.870611929572410209e-02 1.619167479910506302e-02 3.135786340358100166e-02 6.956682421836085650e-01 4.371250797561848644e-02 2.647045962180358605e-02
3.115990900490038240e-01 1.367658701313947400e-01 3.891952796946694659e-02 2.477116461235854411e-02 4.461361533858282380e-02 3.625826383395582830e-01 6.579716486980119461e-02 1.495092868983367504e-02
3.229428691361684034e-02 6.952116644108048693e-02 3.120183667907491104e-02 4.395997220633950792e-02 3.178201880310876914e-02 7.178604140372136788e-01 4.575440264776860916e-02 2.762590227179717584e-02
4.266752544531294405e-02 7.009429412160794737e-02 4.015465011215029606e-02 2.700139987944844347e-02 4.106628375256698993e-02 7.198910883707784203e-01 2.601284806523710552e-02 3.311191025289773882e-02
4.038046938277387032e-02 1.441720777665613518e-01 3.975681196985355464e-02 1.357004820392867378e-02 3.735577434017649245e-02 6.618193405575543142e-01 3.685230089432239148e-02 2.609317688482938255e-02
5.724374494443777717e-02 2.912299415790061130e-01 3.521138186755691513e-02 4.791487906758194748e-02 2.348352046782956892e-01 2.708705048527544346e-01 3.699516103903386505e-02 2.569918197133315776e-02
1.115529665763838052e-01 8.603040613425537442e-02 3.202561797091930257e-02 4.580953707657268309e-02 1.579845868643720355e-02 6.361558542674490280e-01 4.528509828986655716e-02 2.734206099811613624e-02
2.264173967950648403e-01 1.146484946337336663e-01 6.848333183380767020e-02 1.906072590941156053e-02 9.040503939502388120e-02 4.158014287754933647e-01 4.347382766354827843e-02 2.170975499391668284e-02
3.813604368349285401e-02 1.189220730659758668e-01 4.068243269320513666e-02 2.028979353830909910e-02 1.548861915338220832e-02 6.989912311858810234e-01 2.974513467033864517e-02 3.774467200941512834e-02
8.574578334123535150e-02 3.046993171348164609e-01 3.450515819704430553e-02 4.362368333093112616e-02 1.685262703447293620e-01 2.994581992707140428e-01 2.761287373092660355e-02 3.582871464960272340e-02
7.770866737543308256e-02 6.702288686679437613e-02 3.028402391330021690e-02 3.624131735141548211e-02 3.731424849421132589e-02 6.837170570790275237e-01 2.857182528364661869e-02 3.913997363617140179e-02
3.169365215848378714e-01 1.247810200232183919e-01 2.930626270818465981e-02 2.671908718053384382e-02 7.654634988543301821e-02 2.840297323066327539e-01 8.498101576409523850e-02 5.670001054706414606e-02
5.485367258447866601e-02 1.044667665152256841e-01 3.025992549152811684e-02 2.291270001520471361e-02 1.423626455744187759e-02 7.094925833862588682e-01 3.257468025760027613e-02 3.120340719226182349e-02
1.537970565500303144e-01 5.674858954873640560e-02 2.404368694007274210e-01 1.016501202914298491e-01 1.916650668368182209e-01 1.665563248742344127e-01 2.199866416764622093e-02 6.714730833037722835e-02
2.963409288425880028e-01 9.602877450587610220e-02 2.882587394352667878e-02 4.662389245539926008e-02 1.506072775856774106e-02 4.518323530973473168e-01 1.695360897241038681e-02 4.833384042428454097e-02
4.664421504472248542e-02 8.550265361024055044e-02 3.525536218697038204e-02 1.538277324919530911e-02 2.592440936132150986e-02 7.150528935466725633e-01 2.575887272166983363e-02 5.047882027920738701e-02
4.843158800420521715e-02 9.372212141535590790e-02 3.910972250350781831e-02 3.017300422733850546e-02 1.639141200736893983e-02 7.161676457080967673e-01 2.890212685746272950e-02 2.710237927666416663e-02
3.868220314825380340e-02 1.108451751504550276e-01 3.287225446285543806e-02 2.252726772888139287e-02 2.286228500751371837e-02 7.080018969753906211e-01 3.102446319030324751e-02 3.318445433634672342e-02
4.363129061028989814e-02 9.009797546621067799e-02 3.467213440187173756e-02 1.477119230838305937e-02 3.776508161967582350e-02 7.178473300653540612e-01 2.574983729577172073e-02 3.546515823244292959e-02
4.583776453065303153e-02 2.680181048027392987e-01 3.625351159508607979e-02 1.590812950699717065e-01 1.703371861246154584e-01 2.584965188601280328e-01 4.181449981556298323e-02 2.016111920124343676e-02
7.496488042898201420e-02 1.763746211763850269e-01 3.778970685413778757e-02 5.854854151673967444e-02 1.473637483960709392e-02 5.801006277621394425e-01 3.522721643092613375e-02 2.225803099108282501e-02
1.979743541588011857e-01 9.084498918274919177e-02 4.087090718243348991e-02 3.224253888833992360e-02 2.425797473495450510e-02 3.195889909717710142e-01 2.717257095132045164e-01 2.249453536774607965e-02
3.576766688435240593e-01 1.822611476137007414e-01 3.487678455743182387e-02 2.301609300587663040e-02 1.332232590661003302e-01 1.891369189050320088e-01 2.613003965529426403e-02 5.367908835303995124e-02
2.813538929270181788e-01 4.457190721230529923e-02 9.169433242541469298e-02 4.499234682478798347e-02 6.472951129646947743e-02 2.614178834033116794e-01 3.968281289897912512e-02 1.715573130117136191e-01
3.682902906379521835e-02 1.094403848555504932e-01 3.541040387005591622e-02 1.044191657052380949e-02 3.229927819409805778e-02 7.112563019325117697e-01 2.301348869100735064e-02 4.130919682245752511e-02
1.877370467610276206e-01 7.949719091447962627e-02 3.581470063258170716e-02 5.775441916517252278e-02 3.481425520570719662e-02 4.850892256140998393e-01 8.615801865845162943e-02 3.313514304847982317e-02
3.180577372695016919e-02 9.738725175747472984e-02 3.727912485826982009e-02 1.677277275060824052e-02 2.544512515944241660e-02 7.239612867644146244e-01 3.920135942359083414e-02 2.814730555924925895e-02
3.179427908683893356e-02 8.749481472996485654e-02 4.383238892216517052e-02 4.078353692135464753e-02 2.650519422293891661e-02 7.008146962855563711e-01 4.588038786907799871e-02 2.289470196210308464e-02
6.888076919176423785e-02 1.173128707424201389e-01 3.111934778659531178e-02 2.461175277858175178e-02 1.217943705206700131e-02 6.705521031859588144e-01 4.041499634658572704e-02 3.492872291602713841e-02
3.415545364796632177e-02 1.072387017001206061e-01 5.629134658072390551e-02 9.464859147924278848e-02 4.087849821535410877e-02 3.336971428498967107e-01 3.021718438937899265e-01 3.091842163290570850e-02
5.456464574037004495e-02 1.695223922167027331e-01 3.274125811852088980e-02 2.540540983891575316e-02 7.660351670944498537e-02 5.267432874514369479e-01 2.883196245459680035e-02 8.558752747001185934e-02
2.751255820384742798e-02 3.285115723897104600e-01 3.524452461945561110e-02 1.690793193168272160e-02 1.083646417135410711e-01 2.163473581411093360e-01 3.717926193861933321e-02 2.299321510620340181e-01
3.936538871827447439e-01 5.889628731901318942e-02 4.305999315750373702e-02 2.302561759987778456e-02 9.689860422419539765e-02 2.366972037982279231e-01 7.106025556210192329e-02 7.670815115633526637e-02
3.459445936508837027e-02 1.010725625738980171e-01 3.474761139473961369e-02 3.909510221230155791e-02 1.926923705775928156e-02 6.923828891254656392e-01 5.379080136028864534e-02 2.504733691045885752e-02
7.984723015655634248e-02 8.227655410297189664e-02 1.008491846332356667e-01 6.466378699484717774e-02 5.411919399682613152e-02 2.730932811144013983e-01 4.628425558408776064e-02 2.988665134170736537e-01
1.218438232673563770e-01 2.151867922754283624e-01 2.927299951583024751e-02 3.158986498509598617e-02 8.546564718439962627e-02 2.986180416381400415e-01 1.598253671635968542e-02 2.020402944173896598e-01
4.409544344688012818e-02 7.508499913022308181e-02 3.650469932446614302e-02 5.635597975407863336e-02 1.596202991701438020e-02 6.993431458784674648e-01 4.499156525357669162e-02 2.766213729529362272e-02
4.430427162164604638e-02 5.600386811544254273e-02 1.934779246951935927e-01 4.017720074977362832e-02 2.909872025023148290e-02 5.281159742968176696e-01 5.539426770017680940e-02 5.342777257071814473e-02
8.026518199240442741e-02 5.409651802327178349e-02 4.383865211014612018e-02 4.285385517897240260e-02 2.940695143042298607e-02 6.844409886782868435e-01 3.897955810019809730e-02 2.611829448629743658e-02
7.931666630072706226e-02 5.017507822958714586e-02 3.813820756632604891e-02 6.494276272633241198e-02 1.540958760093068258e-02 6.761163496676960705e-01 4.243007951771485958e-02 3.347126839068573223e-02
5.004914680516842074e-02 1.010799997619625246e-01 1.709909244429376196e-01 2.765238460624426867e-02 1.275868210968760484e-02 3.375337313970110387e-01 1.365867705764173823e-01 1.633483603005711771e-01
3.480232893180588982e-02 1.201290360057313961e-01 3.907369667655782863e-02 1.542688432211786718e-02 1.647632915074069906e-02 7.027605278501456443e-01 3.972664362747627825e-02 3.160455343542437068e-02
4.144600715516208456e-02 2.035180222402124262e-01 3.188418849735880772e-02 3.140757393348443671e-02 2.065717943262764325e-02 4.827445050085297229e-01 1.664800124585127938e-01 2.186251127411207792e-02
3.925204845971597828e-02 7.516125527992779942e-02 3.898202064026182190e-02 3.575313637618715568e-02 2.625708219397203044e-02 7.193671030425495827e-01 3.964140666685794095e-02 2.558594734052754838e-02
3.668659170201645225e-01 8.118830335560310585e-02 8.041755939410281939e-02 4.491630412597459598e-02 1.850423535156922594e-01 1.405030385954069427e-01 3.940836545548071640e-02 6.165815853757499604e-02
3.677373987416439061e-01 7.870349479292351735e-02 3.163152157555398220e-02 3.456298928189877745e-02 3.349812985627526052e-02 2.270624887101468370e-01 4.581169183926278587e-02 1.809922852022948780e-01
4.395294555815477261e-02 7.425339731830175871e-02 4.446502597485212094e-02 3.039697129630826097e-02 3.115201471606753036e-02 7.071924512202346635e-01 2.505530362085210683e-02 4.353189029522882419e-02
1.384755101299098845e-01 6.401871290034021056e-02 1.571746080464604955e-01 4.077551624563854893e-02 2.566036049185005039e-02 5.088016670116927154e-01 2.950091915308946863e-02 3.559270602101852199e-02
2.727413533882195318e-01 1.114448445177489699e-01 3.671493292981194839e-02 1.346073664117077191e-02 3.639031200912887926e-02 4.632886847167463351e-01 4.183106382188774008e-02 2.412807197528583913e-02
