Teff L Fe/H Dnu0_median dnu02_median r_sep02_median r_avg01_median r_avg10_median
1.037168933039330360e-01 8.680385605701611273e-02 1.091193354242476626e-01 5.348243403184840816e-02 3.986938477995059099e-02 5.255906115625060826e-01 3.835592658578115127e-02 4.306155825471690013e-02
2.549554271903973213e-01 1.791547289563048262e-01 1.279179690065238018e-01 4.512669722236910264e-02 1.725785899871592477e-01 1.359906315099534413e-01 3.850728764570216650e-02 4.576866848158999551e-02
3.296497817271803465e-01 7.683156987881976929e-02 1.346267155760578205e-01 8.537551336794786672e-02 1.452668791804232751e-01 1.520383154693014660e-01 4.179241914246630690e-02 3.441880565780319756e-02
8.294796693966838275e-02 3.317393354201726985e-01 1.238945961906617876e-01 5.518165836980067074e-02 1.128781525445139988e-01 2.267217807604748059e-01 3.511884135184752814e-02 3.151766842286015530e-02
2.161152267934947913e-01 8.520215571128536558e-02 1.132720290255041645e-01 5.673352310521045938e-02 3.898001274568872049e-02 4.135538694506248336e-01 3.033765585223208161e-02 4.580552731595958355e-02
2.995427352720447245e-01 1.341925988880750820e-01 1.368946408675315030e-01 3.199390954709977614e-02 1.690302887163949441e-01 1.451809888187247377e-01 4.079581037409709537e-02 4.236902751603219969e-02
8.716381863887630310e-02 2.083458732740758046e-01 1.051717681035704705e-01 1.232542467356181753e-01 2.996358666065473408e-01 1.013952042863611458e-01 3.207488381311882769e-02 4.295833854183202932e-02
3.354899886876894777e-01 8.561684674385135196e-02 1.134290704847022713e-01 4.025636234369205785e-02 1.515120866085217233e-01 1.156349669459706964e-01 4.387546396536234905e-02 1.141852142202100101e-01
2.585874904956835807e-01 7.776162346023354766e-02 1.192021152724934974e-01 4.999158013795561295e-02 6.124131342388740296e-02 3.618532155019418828e-01 3.861896764347703959e-02 3.274369406432757479e-02
1.000024486292875048e-01 1.221367070741062738e-01 1.054943674396825182e-01 8.686456933310167383e-02 8.405359822562964711e-02 4.330649412688506450e-01 3.167492766295192802e-02 3.670844036638982316e-02
2.006498975654290307e-01 6.768231704678072391e-02 1.291529312722709821e-01 5.153070526041131361e-02 9.652432404433475277e-02 3.636602259800056913e-01 5.170271237296827915e-02 3.909688645779924726e-02
3.414556134972755452e-01 7.354481345534263914e-02 1.346485279281044722e-01 6.355251106133712191e-02 1.483385122925288957e-01 9.269207042271783437e-02 7.752136659482354586e-02 6.824658474786989004e-02
1.512648424704409467e-01 2.643443624142834958e-01 1.116918971284415474e-01 4.519867489434277463e-02 9.858224196257331373e-02 2.610921428857244098e-01 3.781854996005004632e-02 3.000728828414346919e-02
8.856039576140403713e-02 1.179673886407094363e-01 9.999852233724687567e-02 3.523117842200631372e-02 2.676162125343760009e-02 5.546418986480760038e-01 2.948942055046276101e-02 4.734957438665695489e-02
2.415574729614930749e-01 9.261815871455118809e-02 1.181154488574304023e-01 7.621368200613233557e-02 9.451171339367367419e-02 1.131151867329547589e-01 2.244993179701858521e-01 3.936901936357875553e-02
3.396103528087671131e-01 8.376974781081550359e-02 1.251560981403370965e-01 5.225990720269231560e-02 1.075568356801479691e-01 1.798690244315106490e-01 6.928630059235985073e-02 4.249173333336949548e-02
1.174220275064995211e-01 2.221702480644333066e-01 1.374305089689078496e-01 1.034213920468299436e-01 1.595817131605619943e-01 1.528099511141151612e-01 6.959133781708307098e-02 3.757282132156911786e-02
1.411702611887891146e-01 2.672072349691267390e-01 1.276573324482378480e-01 4.625766556641549426e-02 1.693696222586537625e-01 1.282900616019643780e-01 3.785975410643288575e-02 8.218806786037974321e-02
2.531490957839712119e-01 9.809360006948947275e-02 1.167873835400795729e-01 8.014061180412482277e-02 1.857951191668503199e-01 1.933148101057070023e-01 4.027547148018709167e-02 3.244390804959053354e-02
2.975575863565239620e-01 8.023145371970907824e-02 1.107456352169561842e-01 4.986977397387994809e-02 5.150575378555687783e-02 2.959681945538307213e-01 5.728123194189531364e-02 5.684037045164787305e-02
2.030353111311727909e-01 2.182366370340867723e-01 1.145840758380328034e-01 5.401653851386799959e-02 8.847186642300514103e-02 2.242434101427613347e-01 4.816700584612355202e-02 4.924515507094965466e-02
2.560765089482547330e-01 1.377634552565811243e-01 1.192409248827918516e-01 3.744582478610260223e-02 5.468722657185797614e-02 3.232935867799613949e-01 3.385936477997807115e-02 3.763310799447209393e-02
7.225833498094799690e-02 8.581462795359900975e-02 1.080760843081427225e-01 5.313621900750383625e-02 3.889251655345259823e-02 5.630882253115478964e-01 3.318249814455897367e-02 4.555149374024702186e-02
2.652776582847483633e-01 1.516937318947075286e-01 1.118824922802491711e-01 3.493179205276900068e-02 2.172185543146846753e-01 1.480115285900679700e-01 2.684930243542914263e-02 4.413494014734413440e-02
2.056605902383632223e-01 2.118082565216734270e-01 1.239926354008870357e-01 5.253054999016649323e-02 1.566116187403708282e-01 1.776801994062651990e-01 3.157474240651476916e-02 4.014140729575902539e-02
7.376366533516945379e-02 2.099878677008135686e-01 1.003097641401784340e-01 1.265497632611851386e-01 2.079255099297652454e-01 2.080638450141155393e-01 3.529372598522315108e-02 3.810585863354951086e-02
1.512377398922934157e-01 1.221177869520628512e-01 1.142077956270832889e-01 9.404798963357968722e-02 1.427963534512389221e-01 1.028171086567163800e-01 2.362452865838099159e-01 3.652993920321553900e-02
1.456303002925491141e-01 2.360355404011001967e-01 1.076615749811603712e-01 4.102856279629285563e-02 5.037950662454016709e-02 2.684700036486606933e-01 6.614143128565669327e-02 8.465307997003977680e-02
3.421815295332239493e-01 7.908770653799340744e-02 1.269554148960987672e-01 5.111202044967747687e-02 5.801045949546287939e-02 2.023271981029638178e-01 3.273019214353863754e-02 1.075954788410412172e-01
7.551281063372186630e-02 1.867811632150074841e-01 1.013329818982127151e-01 4.420092228431975190e-02 1.014936469169565036e-01 4.134294068344661066e-01 3.325688919297293406e-02 4.399217902434258975e-02
1.164361015592249859e-01 1.148448212582035416e-01 1.158254360408647876e-01 1.242841766925297797e-01 2.472252642689118096e-01 1.935219038827494797e-01 6.054217563808173691e-02 2.732012065943388926e-02
1.054744706050765868e-01 2.805375067055264626e-01 1.052698599353643905e-01 6.120830257105694394e-02 9.406613310777267589e-02 1.301052998195647570e-01 1.713730509998238061e-01 5.196537625581452297e-02
2.304638343672916478e-01 1.747506197532442407e-01 1.117453084967591492e-01 6.834922108309485211e-02 7.840518504883697837e-02 2.225479633448158301e-01 3.869160964661065572e-02 7.504625825934670147e-02
7.609021809028704286e-02 2.238513754718260140e-01 1.104179536078976204e-01 5.942937639612241862e-02 5.462775652954272171e-02 4.001994663016648635e-01 3.635798793578046834e-02 3.902586566687871183e-02
7.861000575973402238e-02 3.253427024077806817e-01 1.100523047012215289e-01 3.791069315288825986e-02 1.896195522130173228e-01 1.372077735771834173e-01 4.312746998590554631e-02 7.812949820226919306e-02
9.432891330121032092e-02 2.199051086943265010e-01 1.140340416209732199e-01 1.123593042068930792e-01 5.188164312150838481e-02 2.451705083219064829e-01 3.683690523335536593e-02 1.254835754998268049e-01
3.120057039606838334e-01 1.101868685558744926e-01 1.174420146523349612e-01 4.091267573607288571e-02 2.232175321177565508e-01 9.947834992507699481e-02 3.806369103562388251e-02 5.869316401657644761e-02
7.714051132097241026e-02 2.896768689861332624e-01 1.041226536075447739e-01 3.973496511336680609e-02 5.784797554311457007e-02 3.555684052852788879e-01 4.114069950952378013e-02 3.476792063406534961e-02
3.534081170415634965e-01 7.605327883320424365e-02 1.180600094484217655e-01 4.515978195133307782e-02 1.798839441194097499e-01 1.425007675568459031e-01 4.196176710237822793e-02 4.297233394684366048e-02
8.490035464197155657e-02 6.588336457217362774e-02 1.101060439871526103e-01 9.044747917957651762e-02 3.549382599288249812e-02 5.406637092158697033e-01 4.141890140701183498e-02 3.108632100336163745e-02
3.128447254064883332e-01 7.847534596954257313e-02 1.177245216227649494e-01 5.347786933007475652e-02 6.627993088323257120e-02 2.588801959516495166e-01 7.574167337314990922e-02 3.657573746309739776e-02
1.850868768037286505e-01 1.351847400332864269e-01 1.052716171415479796e-01 7.777724942546593301e-02 1.937612187083729842e-01 2.170008861148617907e-01 5.275544641081685721e-02 3.316196536191946126e-02
1.176689708654801991e-01 2.991288392329734536e-01 1.243400504220850966e-01 3.360772707771522705e-02 1.515221895012052455e-01 1.928234355136203837e-01 4.080906843260110467e-02 4.009971895431924810e-02
1.353292046516019476e-01 2.644633177855924555e-01 1.216421031324468743e-01 4.528616464484860882e-02 1.613613197740123295e-01 1.688967012560430581e-01 4.659763252440046744e-02 5.642355623105425183e-02
1.015975691013543819e-01 3.039253153976647637e-01 1.075374469788658027e-01 3.851574212832890864e-02 1.370777687530245481e-01 2.353770815058425780e-01 4.218954584312582107e-02 3.377953029179305705e-02
8.034347948931219729e-02 2.193277837714792677e-01 1.040995266910900441e-01 4.161314038565570167e-02 4.941895893398660922e-02 4.155008093325021634e-01 6.849198062613455484e-02 2.120432076983949990e-02
3.441987911462030536e-01 8.160312327462762583e-02 1.367279193140059079e-01 4.461999988865889000e-02 7.870545708978855803e-02 2.364952039388109051e-01 4.388698394500144956e-02 3.376252140290367243e-02
3.025367569339492690e-01 8.011552744612852883e-02 1.192433944864619982e-01 6.182804523984010425e-02 8.708621873654721901e-02 1.265651356851942577e-01 2.858218619195140517e-02 1.940427352799272698e-01
2.902119616610633335e-01 1.222905123340228828e-01 1.091405513680431122e-01 7.624048382406257984e-02 2.161506049380958749e-01 1.113995135354503285e-01 4.105914868863402151e-02 3.350722365062793612e-02
1.759650230621478684e-01 1.463630493869534366e-01 1.261196155561627175e-01 1.205466459464465123e-01 6.876337773248840379e-02 2.805383898521325858e-01 3.527935942700666933e-02 4.642453903666194509e-02
2.583942480649082385e-01 5.844434842585913281e-02 1.241513878531445431e-01 1.150380223662968160e-01 1.045360206618441007e-01 2.066533371240778794e-01 9.397687471262203274e-02 3.880576079124712502e-02
1.665361614841296689e-01 1.127793719534296024e-01 1.056514226939959944e-01 3.650800240704849681e-02 8.535856405007676007e-02 3.816807345220015746e-01 6.124310295926861658e-02 5.024263993004918216e-02
9.001767669152971330e-02 1.714206199950921439e-01 1.119896494553506289e-01 8.136559121534328587e-02 3.140102940898709810e-02 3.446434515971044110e-01 4.337999168570507574e-02 1.257819899508877404e-01
2.300343142896408288e-01 1.028456200077521587e-01 1.178157097126938807e-01 6.830873154755830179e-02 1.795524515035771540e-01 1.433937248443696577e-01 2.922118000132457524e-02 1.288282680930834256e-01
1.573833069799756568e-01 2.550982694794984296e-01 1.070877250428839550e-01 6.129989022884112237e-02 1.208973351270739988e-01 1.141731648820757256e-01 1.022974431096491804e-01 8.176286515000205646e-02
8.606780189328122610e-02 2.259394859695282032e-01 1.172765297890856484e-01 4.169470241726028897e-02 5.881990950328608303e-02 1.835604967449855629e-01 2.624103891860131155e-01 2.423068449655983031e-02
3.125347622690884397e-01 8.432525442816153627e-02 1.294364633514923091e-01 4.978228653577169982e-02 7.900666663194677586e-02 1.927449507306758236e-01 3.645000469826163714e-02 1.157196113546017230e-01
1.602550698774401206e-01 2.622969744123930802e-01 1.302690553749159263e-01 4.296261969853003293e-02 1.605165378785831654e-01 1.467743471228802610e-01 7.042433823014686289e-02 2.650105740511046748e-02
2.947324622571069752e-01 9.472242348535411804e-02 1.966147060426100823e-01 5.120612505248223895e-02 1.347051815931791241e-01 1.166844832582002445e-01 5.736308028160140571e-02 5.397153802946577650e-02
6.693323923409323639e-02 1.237633491074634773e-01 1.096025231913791281e-01 4.157290637205555278e-02 4.129800859398428253e-02 5.389853353455066332e-01 3.652336844212546174e-02 4.132126971339223492e-02
6.832516917907369147e-02 1.442157130542010279e-01 1.087851379884218483e-01 7.050443546063102362e-02 6.676067476917074694e-02 4.329288164998397748e-01 7.322164516022394709e-02 3.525840788843789125e-02
2.160550011790051961e-01 1.692716062222101303e-01 1.196491326682971035e-01 7.725040698231090686e-02 1.551279564358286900e-01 1.743746776095914941e-01 3.924116541149955811e-02 4.903005349125701823e-02
3.342858306266208168e-01 6.643810984296821820e-02 1.324092676243134592e-01 5.517970078573103399e-02 2.870416601724304351e-02 2.763361401462411937e-01 6.125225931343798724e-02 4.539452564344425428e-02
3.222787138243751737e-01 1.074558082651502211e-01 1.170692633227652796e-01 5.280845653929804040e-02 9.162803733406130191e-02 1.523336300426440526e-01 6.816155566851297976e-02 8.826453500319295098e-02
2.969246324257495684e-01 1.035066242164396216e-01 1.334130884955632423e-01 3.480704330202562952e-02 1.781166684283914392e-01 1.596637527324179240e-01 6.368270560384363399e-02 2.988548479556888890e-02
1.289478316410784531e-01 2.001013521361781067e-01 1.660774514828587678e-01 9.047069239411933972e-02 8.635195582083342314e-02 1.850260593906979945e-01 3.564150124847242918e-02 1.073831558857614860e-01
3.189460186710378342e-01 8.387367421301958337e-02 9.893703641947226846e-02 3.415556690973049758e-02 4.117877953212688985e-02 3.520898233491095430e-01 3.042381542262445962e-02 4.039528548287896897e-02
3.245981388856219452e-01 8.356376548636834656e-02 1.257835417079811446e-01 5.867046879018834871e-02 1.426787639685588860e-01 1.548829023871232113e-01 4.645069517826806021e-02 6.337172359589005044e-02
2.296491271759423802e-01 1.930249966169082509e-01 1.234618009039481212e-01 5.415392560298058072e-02 1.993310392594553337e-01 1.238432068885093190e-01 4.157037541862806940e-02 3.496552813362794471e-02
6.071038355360870026e-02 3.080840495266907730e-01 1.052332251672038893e-01 3.162515500367511084e-02 3.150690958405532593e-01 8.136554209976189223e-02 3.684665828111392816e-02 6.106589052739250928e-02
9.203523617626602205e-02 8.708026534274795893e-02 1.088268821876610670e-01 5.715912491514863608e-02 4.075469333254550658e-02 5.476193499312268509e-01 3.966920567719761648e-02 2.685524243720636625e-02
1.394971151427747968e-01 2.252897416368966621e-01 1.137103604996387574e-01 3.548592631544645465e-02 7.158186879907600664e-02 3.482223161914824727e-01 2.763171217498010604e-02 3.858095923970468466e-02
3.068418864768369669e-01 6.368211151262191672e-02 1.334230979083204094e-01 6.168482381277132914e-02 1.828869213078074818e-01 9.254532922023338271e-02 5.104117311559255854e-02 1.078946566458159617e-01
3.192731599357869765e-01 6.655246617522475594e-02 1.410870483429264022e-01 4.506615784544287101e-02 5.128918777276153529e-02 2.059586488456089659e-01 9.404954832988773883e-02 7.672378275236080292e-02
1.106175026558729874e-01 2.835335102553652176e-01 1.099610176536278544e-01 3.284713682972927734e-02 7.411842768514571855e-02 2.940778394657892481e-01 3.840623130263660923e-02 5.643833415183308749e-02
3.258646850183463117e-01 1.150357208182727631e-01 1.318462349144809143e-01 4.362438971366103951e-02 1.358758793069593240e-01 1.752228261998746150e-01 3.833471593061467397e-02 3.419554809779025428e-02
1.848909403582430777e-01 7.430493112650599086e-02 1.430653046511431159e-01 5.491509355614301868e-02 3.155546336673174107e-02 3.248363356306327443e-01 2.437599709020736236e-02 1.620559342203931052e-01
2.467462503393950957e-01 1.744522112526886437e-01 1.094367333297206063e-01 4.706686246941180901e-02 5.638604796963882920e-02 2.540882082920856710e-01 6.868074965289099054e-02 4.314293669416848637e-02
3.460465917028975324e-01 5.602704424821448870e-02 1.247436791992381638e-01 7.719175394586302863e-02 1.349801701994554626e-01 1.240426815806457694e-01 6.193499043914295343e-02 7.503308868454247604e-02
2.332814494642581338e-01 1.408098079011981807e-01 1.062091113848318974e-01 3.510249953170363479e-02 8.993044045186709967e-02 3.125372696726257948e-01 3.894463635377377192e-02 4.318478523974142447e-02
1.348960298472456354e-01 2.507414923387322192e-01 1.012092743073985529e-01 3.199045456214145988e-02 1.044300876475938444e-01 2.972045649213022056e-01 4.535487753500918456e-02 3.417321884057684944e-02
3.269572473879789887e-01 8.762776568068168792e-02 1.148559260655718367e-01 6.401783067150437767e-02 1.090675990282092417e-01 1.806611580797162220e-01 6.554816270641260212e-02 5.126431037992502243e-02
2.417107723672718700e-01 1.122600543560685754e-01 1.136445531524415270e-01 3.191774496490602103e-02 8.170176592920951053e-02 3.280793918149486066e-01 4.279814228574530671e-02 4.788757512940850641e-02
1.629152252780824706e-01 1.668279749302363779e-01 1.010746949316707333e-01 4.714962753498906645e-02 6.337430873213557858e-02 1.427730428662242201e-01 2.023138443056033409e-01 1.135712814210581983e-01
7.236257072246002342e-02 3.070471706184177418e-01 1.104412021973556757e-01 4.806760660768084892e-02 1.991720094155809695e-01 1.868512338771285419e-01 3.786576281915088327e-02 3.819244374222534322e-02
1.210372067162026888e-01 2.839230402009806364e-01 1.054384481288627023e-01 3.433367684489294774e-02 2.248633488158696125e-01 1.575074594360549307e-01 3.710156212045872398e-02 3.579525773667777133e-02
2.574613396657208231e-01 1.433245859830954427e-01 1.100017156605493374e-01 2.904873415101587308e-02 1.272415107289382452e-01 2.258833400426337457e-01 7.230347680882699690e-02 3.473529695921965393e-02
1.179713323227459948e-01 2.203256833932167036e-01 1.083023421400043651e-01 3.751062657797871874e-02 3.132028338499746878e-02 3.992403134245212648e-01 4.106848639215112534e-02 4.426093236438439354e-02
2.525548953700459398e-01 1.387456736502746257e-01 1.175884572141731310e-01 5.307369096510918677e-02 1.111565507080755771e-01 2.040788039608290305e-01 6.429161617749833135e-02 5.851031195399421930e-02
1.568792681185700033e-01 6.850119945759143569e-02 1.102703957111502847e-01 1.122040001215218602e-01 3.020438100291914646e-02 4.156717360830918806e-01 4.256472895794592703e-02 6.370429054720951056e-02
1.657877230725563200e-01 1.032532762625556627e-01 1.097128806338900225e-01 4.614913645126157704e-02 2.255622135800379457e-02 4.746783966127851584e-01 4.107285608020491696e-02 3.678950952874266572e-02
3.605229213054231274e-01 7.279052733742236159e-02 1.224190707739250122e-01 6.146454977214518833e-02 1.223933509103505429e-01 1.906257204355858159e-01 3.004133778004323962e-02 3.974252168510460786e-02
2.151867984683576152e-01 1.418262362590056169e-01 1.108744185586673231e-01 5.166431325923730167e-02 8.702146853333786458e-02 1.017371160579488010e-01 4.404952590065085161e-02 2.476401229627946399e-01
1.138506551547939782e-01 8.493989856667891192e-02 1.091452591018069324e-01 4.608873443763294997e-02 3.831646023330893130e-02 5.333179496093437555e-01 3.441675646053477672e-02 3.992428643589975706e-02
2.146319637064968422e-01 9.214497513471638090e-02 1.030151085577538789e-01 6.287948236731162599e-02 3.689563656421805671e-02 1.802519768746677076e-01 7.182690280115638926e-02 2.383539539936790630e-01
2.953779834039140240e-01 6.263246351291626435e-02 1.105947529476229707e-01 5.340286662413054608e-02 1.389253307342749322e-01 2.517711004282499054e-01 4.493745110377415225e-02 4.235805124511716341e-02
1.377363184917802796e-01 2.565982558396923685e-01 1.608992052393835859e-01 3.549911526866001560e-02 1.164490552738808166e-01 2.184861899796001483e-01 4.290514774517489166e-02 3.142671216182786609e-02
1.466391297883122280e-01 1.240536665704572855e-01 1.127530800762342328e-01 9.190695661865687371e-02 1.033248282179061728e-01 3.463689835524678684e-01 4.069431032767920065e-02 3.425904484828625612e-02
8.363086164076501128e-02 9.832018354050020559e-02 1.103495503189736576e-01 1.635547615782544650e-01 1.251460199165851661e-01 1.668539126345903456e-01 2.172059477903566516e-01 3.493876257997451801e-02
6.905026348378143219e-02 2.839679780265516040e-01 1.024429651874473324e-01 3.382481116221797146e-02 6.775534928311315042e-02 1.566752968809858038e-01 2.242449452167969148e-01 6.203839075910573542e-02
8.769596801229251337e-02 7.986066615279098502e-02 1.165586191109483361e-01 7.221418844967164574e-02 5.088919073269575211e-02 4.637295243246680743e-01 9.372114178066764945e-02 3.533070143626502319e-02
2.011785373323448645e-01 9.020261059351790400e-02 1.286238724999068106e-01 1.254496321202403786e-01 1.477158735760290831e-01 1.221164271444523525e-01 1.202856376447214021e-01 6.442740908878734352e-02
3.295451466939988139e-01 9.955478861839982263e-02 1.271996196947984825e-01 3.575999740972485297e-02 4.197516137003644981e-02 2.989583360690440950e-01 3.377109001083020146e-02 3.323586013316733034e-02
1.872197314462890616e-01 7.913946036292145159e-02 1.343348917999724335e-01 1.633805248954662837e-01 2.088353274104441659e-01 1.571439997786470422e-01 3.701220157252290560e-02 3.293386273373674622e-02
2.859589920232901705e-01 1.201588030308976263e-01 1.278879113232770093e-01 6.196199697543701423e-02 1.706066322417094661e-01 1.284013769669620775e-01 3.172688064681864623e-02 7.329740679160808015e-02
3.498798701064852468e-01 8.118023865181064891e-02 1.234009362297747991e-01 4.332213698196796248e-02 6.223353834317936484e-02 2.699218262676602031e-01 3.307062324954981869e-02 3.699083016957210868e-02
3.488228642132911728e-01 6.949227515365556662e-02 1.309321668960394258e-01 5.980909190554423854e-02 1.182461340561777041e-01 1.570868507149053850e-01 7.477480025834898347e-02 4.083581680203743347e-02
2.224849931652815305e-01 6.552460134238421996e-02 1.190944903130814331e-01 7.845523365599756105e-02 4.740086710655157243e-02 3.615627686859032575e-01 6.319583342820547789e-02 4.228121230259503094e-02
2.052331168836844522e-01 1.315659924968084205e-01 1.300831703410098295e-01 1.151301471711800722e-01 6.954291051699912352e-02 2.488091676266617758e-01 6.349732884081084328e-02 3.613816612284546925e-02
3.432257567314359048e-01 5.759871147001669606e-02 1.494461266279229761e-01 6.684150221926338231e-02 8.550143025915646344e-02 1.431112953169119961e-01 3.980600240338591500e-02 1.144691749719067841e-01
3.440969434196307075e-01 6.848055589170345958e-02 1.229482554438241920e-01 3.742236455400148321e-02 1.129041344998074764e-01 2.026972850396941417e-01 4.410876257814845547e-02 6.734169857319019514e-02
2.108563278805429264e-01 1.104700178945539762e-01 1.047821984876408374e-01 3.819127312831608473e-02 3.032514795501756177e-02 2.915592043735399375e-01 2.803645594509975372e-02 1.857793743352889604e-01
2.791721275833626836e-01 1.544007888597762890e-01 1.203117673642058461e-01 3.241644173556444686e-02 9.267210571836069499e-02 1.373387549372165617e-01 6.043478014312059221e-02 1.232532336583928856e-01
3.441106817033824927e-01 8.039766326659603113e-02 1.348099386183272685e-01 6.227005527665555734e-02 1.423924612320680294e-01 1.105419478862895710e-01 7.284957210768289171e-02 5.262767990899806791e-02
1.600614546345608680e-01 2.621036821736397182e-01 1.298646591885442847e-01 3.137654473693353430e-02 1.059550279980505105e-01 1.461223770267017774e-01 9.632321972775886865e-02 6.819303451381046599e-02
2.144145432234401405e-01 1.880256525370656573e-01 1.137218386954800542e-01 5.014417675546573722e-02 5.111425967951835347e-02 2.668133862893540265e-01 7.261884575712318490e-02 4.314729706255284597e-02
3.393287702942162087e-01 9.973852335269431379e-02 1.253383895581064167e-01 4.481645742151191270e-02 1.060685986145197407e-01 1.899689747800241690e-01 4.922999377237705088e-02 4.551029220655014584e-02
2.796861233512666911e-01 8.823213210406058438e-02 1.307951445735538454e-01 1.369169191485495596e-01 1.625908991752483268e-01 1.151183103867617907e-01 5.305785190453608108e-02 3.360261935602297523e-02
1.446007150796749796e-01 1.606264968568353046e-01 1.158850308811243679e-01 1.238807760686680276e-01 2.762155413967146700e-01 9.816836369249755390e-02 4.583855878702089437e-02 3.478451723746420199e-02
3.306025900300567089e-01 6.118112020534516304e-02 1.221867102305934510e-01 5.386496155052515611e-02 7.517116113190265569e-02 2.455406103098228821e-01 3.638362842639062539e-02 7.506921811536332312e-02
2.249858327904582511e-01 1.752494210184244727e-01 1.209608501595464541e-01 3.678721868342263446e-02 9.693417114829432080e-02 2.682948481114427186e-01 4.857108416093477987e-02 2.821657392747651746e-02
1.351416837224665990e-01 3.045945300868219130e-01 1.382462437827948198e-01 2.693412299807025623e-02 1.450737245202035064e-01 1.126254493560964742e-01 5.273065155736316595e-02 8.465359397618334170e-02
9.844404663718793469e-02 9.633908494623728835e-02 1.174408983738288587e-01 7.099710312844170756e-02 6.359199529533371420e-02 3.885262497148075922e-01 1.370633763647455261e-01 2.759724553941737824e-02
1.847872032036620427e-01 9.513408242015794491e-02 1.239202989484446404e-01 1.191849518021728949e-01 6.511475859676651989e-02 1.618259521218608776e-01 1.726837499412183785e-01 7.734900296571671496e-02
7.972490251448652310e-02 2.990384538671452264e-01 1.070307573594283385e-01 5.727806207672492267e-02 1.332931358428503521e-01 1.865075784933174496e-01 1.019234181962556940e-01 3.520369164979164633e-02
2.380564189554044974e-01 1.894101064679350466e-01 1.179920892290192980e-01 2.490957544868372883e-02 1.302121283574486643e-01 2.285507749180104575e-01 3.692270191171152793e-02 3.394620471178685928e-02
3.379032717433363975e-01 6.160047035546238614e-02 1.360438396414294093e-01 4.876866239004450793e-02 1.303278632053662955e-01 1.844827923866511066e-01 4.663135130285889218e-02 5.424174897485097013e-02
3.358009145618075508e-01 6.261461028205900226e-02 1.486863877911940857e-01 4.340528582592595441e-02 4.340558769781331649e-02 2.031198412959205335e-01 8.036954010620674105e-02 8.259783243907282968e-02
9.018335104654746914e-02 1.009287299956113243e-01 1.047659417952207794e-01 6.145907408957822227e-02 1.185228425414544123e-01 4.426554422389857302e-01 5.446051360442293043e-02 2.702410468817913539e-02
3.480448146749326455e-01 7.493570309285832454e-02 1.490287162723203107e-01 4.053676693448544921e-02 5.014711910526432198e-02 1.582590796863680427e-01 9.891477555017134937e-02 8.013302468359943809e-02
8.497672010550183508e-02 7.299874696965696907e-02 1.086473234661955167e-01 5.084575006839989891e-02 4.968338483459601440e-02 5.558917863352754729e-01 3.748032175303572106e-02 3.947596646733842612e-02
3.361290388134794971e-01 7.140820520122055648e-02 1.224179224204087618e-01 6.463359281207525786e-02 1.539479867289298975e-01 1.594783273568389781e-01 4.018537862359924939e-02 5.179954804344782948e-02
7.094605065892903295e-02 2.070081772739747750e-01 1.222584072694622714e-01 3.341508863081902453e-02 5.458512273241477447e-02 4.123063399036845933e-01 3.864968491103962234e-02 6.083112861967598928e-02
1.342696476656662918e-01 9.012077699641535267e-02 1.058006432430432936e-01 3.337290886534179796e-02 5.085039223738624381e-02 5.104845607405293917e-01 3.635953777768077821e-02 3.874153247393672533e-02
2.511044914213717560e-01 8.452251015806037937e-02 1.398776603692973297e-01 4.418847865808504111e-02 7.691223809537223177e-02 3.250383042931301869e-01 3.539808569629274843e-02 4.295823130839045156e-02
1.420946452899360113e-01 2.529293460724872933e-01 1.230006207428074733e-01 4.127581151372407969e-02 6.394971997678347564e-02 2.099392473813151694e-01 4.729052943699682543e-02 1.195200795859495679e-01
3.125941864339654708e-01 9.893914786642880876e-02 1.272577538321420509e-01 3.545626572308827745e-02 2.336151399013329244e-01 8.351179538096094312e-02 4.661503207415865907e-02 6.201067878792276833e-02
2.127064564521932155e-01 1.875325026627928104e-01 1.123901249256981233e-01 5.986950049246700378e-02 2.534290081208761536e-01 8.695647879321577456e-02 4.401858133150505364e-02 4.309734722125183048e-02
3.273446179274870360e-01 1.041045934549998386e-01 1.250875193247448502e-01 5.052428784856803634e-02 8.890297869455336677e-02 1.183724784972232519e-01 9.488034491179844765e-02 9.078317934062525574e-02
9.445153790470418864e-02 3.099476809492022200e-01 1.144226709600036362e-01 4.077053127721967651e-02 1.820522450057603936e-01 1.052454538243717819e-01 3.576661263008790170e-02 1.173432674486501598e-01
1.302328192161471276e-01 2.047491061574138738e-01 1.171373032457600771e-01 4.173515846806055696e-02 5.689701488017873815e-02 1.610790648257099944e-01 2.473859172989107402e-01 4.078361590781885704e-02
9.327341286760942873e-02 2.554883069721670674e-01 1.493580917258818530e-01 7.307744568683612052e-02 1.023755585929393142e-01 1.124436927521604707e-01 4.828174660026614273e-02 1.657017448021396167e-01
1.225535756330884268e-01 2.020457910841033655e-01 1.424493886781524055e-01 1.001594742707146157e-01 1.527155170495064218e-01 1.267532423174922152e-01 3.525619934468211814e-02 1.180668116222603065e-01
7.685243996657585563e-02 2.960963158358961844e-01 1.076370767372099163e-01 5.072192403804130084e-02 9.984417072233618684e-02 2.272509643310313687e-01 3.267382914002769229e-02 1.089232792288816198e-01
7.690328505702838380e-02 2.664260569423489988e-01 1.091886271531277847e-01 3.267499787110905024e-02 5.101177732072574578e-02 3.806504969689827322e-01 4.789786816978357925e-02 3.524689051689373909e-02
