Teff L log_g Fe/H radius Dnu0_median dnu02_median r_sep02_median r_avg01_median dnu13_median r_sep13_median r_avg10_median
5.523144784516773043e-02 2.739384250678362220e-01 2.078710289407502410e-02 9.889749817290688361e-02 1.982538754766835845e-02 1.785317410653512391e-02 2.854486036391652368e-02 6.694732307393271020e-02 2.145534359111728184e-02 6.102701170298530098e-02 3.129676344983248204e-01 2.252479113553402038e-02
1.907049614314018648e-01 6.210050701743664858e-02 2.111235409477966660e-02 1.013494975640671925e-01 4.227935583264991193e-02 5.245986758623105012e-02 1.450331810828607917e-02 5.090877211429667426e-02 2.034883631434645027e-02 3.306816698419572098e-02 1.855996151824623186e-01 2.255647477698463910e-01
5.866593610725545638e-02 1.067705800653063614e-01 2.146328404195875852e-02 1.027673420409268012e-01 2.717796852364431914e-01 1.042029821477243913e-02 9.473082304204473447e-02 8.760217802778240415e-02 2.747887305267895930e-02 8.575303346383140318e-03 1.892843786921377947e-01 2.046131813230997812e-02
1.787566863085343349e-01 6.868191539495774323e-02 1.642246085630778146e-02 9.799894943487864885e-02 1.263672930499950553e-01 3.770266487521749948e-02 3.803868444738883053e-02 9.043928956984571832e-02 2.049315835985799153e-02 1.288412097610454055e-01 9.654979340080470374e-02 9.970789454116626982e-02
9.566537778417714966e-02 1.295458921282146014e-01 1.490887443340303820e-02 1.034038602970900056e-01 2.243089829629442075e-02 9.735884874990076432e-02 2.100857443775650327e-02 8.673913426018318995e-02 2.020973318959843057e-01 5.403072613886192310e-02 1.531633051030519277e-01 1.964717647508212178e-02
3.209261985130601458e-01 5.012759108963656118e-02 1.934647296263309821e-02 1.106473223020815050e-01 4.710137440733219716e-02 2.586693116831459416e-02 1.693795745569339622e-02 5.512417853778780324e-02 1.656398760940195822e-02 4.212418978847511791e-02 1.750128637305209955e-01 1.202209324350625025e-01
1.897939476525968283e-01 4.149696814038961873e-02 3.234058729107359975e-02 9.987719875707437578e-02 4.522025264987577370e-02 1.512244026106930074e-02 1.753516290711382500e-02 3.533790646452719120e-01 7.167952281432876660e-02 2.155912448790617969e-02 9.179022466238974387e-02 2.020550573091003943e-02
5.288599997638149947e-02 8.653171124043398943e-02 7.910278583541248409e-02 9.688974948863074421e-02 5.748684984925730296e-02 1.472591315562745903e-02 4.446516315338107372e-02 6.260246277518970170e-02 6.076337528777380620e-02 1.768041534253143518e-02 4.089018854781583667e-01 1.796368841722221707e-02
3.350174479565680707e-01 6.781109779474517318e-02 1.378067690763686882e-02 1.138081058342648444e-01 2.533372456331563563e-02 2.599975163975386944e-02 5.780343457530950912e-02 7.972674581317987230e-02 2.308747319665785391e-02 2.327527348268802754e-02 1.995694176233508421e-01 3.478685061252936167e-02
3.103769677664874882e-01 3.572231123161947325e-02 4.771496025609459068e-02 1.344813982988122270e-01 6.026693050735007495e-02 2.242663504664945198e-02 7.225560700163920214e-02 9.700660120704160394e-02 5.694301626714715764e-02 5.716969774516925118e-02 7.917705434101357520e-02 2.645882033097600797e-02
1.832692405618188414e-01 1.301585269705833603e-01 2.184189660393734411e-02 1.021445120244371119e-01 3.489647654925000231e-02 2.119022398615612313e-02 3.832072011016817575e-02 2.748348347184609991e-02 2.530236734407562485e-02 8.044698471731576844e-03 3.782124499356916414e-01 2.913540397030421614e-02
9.508181620362413100e-02 4.269582997644812139e-02 1.861349234225857102e-02 1.047883920702777222e-01 4.219013690060813282e-02 7.215609968299749322e-02 2.089870682067356683e-02 3.580523840397380197e-02 3.002613627881043495e-02 1.684099233628617159e-02 4.885835586734247893e-01 3.231960031061713312e-02
6.265912392655427487e-02 4.781817678486682127e-02 2.939261346813827960e-02 9.401683954423649403e-02 3.573300406586921857e-02 4.066776360034211890e-02 1.619822572356299437e-02 4.864158361748727177e-01 2.569038334980298932e-02 1.518560448179438402e-02 1.271875452468852197e-01 1.903488363307437661e-02
8.618327072149888080e-02 5.834542822323937616e-02 1.809439098836098520e-02 1.013394443158755348e-01 8.953055039225060741e-02 2.185708524791052723e-02 2.107431980923964512e-02 2.590694809183901604e-01 2.042645895136475931e-01 5.127479835457734308e-02 7.140030278821718479e-02 1.756633872679208216e-02
3.365371187211126935e-01 7.547452012466077109e-02 1.626062682452024746e-02 1.178979198626626673e-01 5.463631086266531461e-02 1.898262120760120866e-02 1.280890160454387777e-02 1.352487784848065422e-01 2.383935260825501695e-02 4.798913545804342484e-02 8.472964251816557379e-02 7.559507172296277278e-02
6.425256246045314701e-02 2.768401259843760731e-01 1.980929161100017724e-02 1.000210627012845244e-01 2.915350130937449311e-02 1.398654867258607333e-02 1.593997905638689858e-02 5.897682545881000743e-02 3.339879407271383049e-02 1.023929104401574142e-01 2.543097943307218722e-01 3.091860390213540394e-02
3.200318970824192477e-01 7.651048902367799109e-02 4.248553235142604745e-02 1.069213397547193883e-01 2.917232832764675085e-02 1.787636750306318897e-02 9.081899288415873350e-02 1.002526573335752874e-01 1.593453945536175975e-02 3.442911079972926086e-02 1.166277509664765538e-01 4.893899451774559595e-02
1.093596007397709680e-01 5.619343010615244355e-02 1.976227741764572873e-02 9.406072417318125933e-02 5.518682856948453619e-02 1.560171465106975110e-02 1.831170680704444220e-02 1.473014071009334236e-01 2.209396336333680627e-02 7.290141303345733237e-02 3.488867826385675941e-01 4.034015139935590022e-02
6.926749260500127126e-02 1.185763708419838580e-01 2.785785059678053469e-02 9.740541674294952990e-02 2.280826228753581389e-02 2.793982502450800473e-02 1.514222735485401539e-02 3.200281023699479838e-02 3.943013823316322136e-02 1.976771322378584675e-02 5.079678110074248298e-01 2.183408184501829316e-02
6.096126855158582464e-02 2.632620988007551843e-01 1.653312993779399234e-02 9.614618193561476345e-02 4.231096338706688553e-02 4.371889779236819151e-02 8.059997117549927426e-02 3.664575709104669204e-02 2.995295996685696030e-02 2.568244027358813214e-02 2.808831631144075303e-01 2.330316797341649288e-02
3.195436902872419438e-01 1.357374147819057353e-01 2.925824105172085063e-02 1.102003123415701974e-01 2.408885066017067700e-02 2.064811163746271133e-02 1.071918880453812117e-01 7.396927203799212591e-02 2.783645692188478279e-02 3.984136029778177074e-02 9.040137206545698079e-02 2.128302987143114791e-02
2.443890141124609450e-01 5.215054426914309676e-02 1.702236488697290995e-02 1.075559796320832012e-01 6.152700080402742633e-02 3.691296864531139199e-02 1.526317030448553873e-02 2.849008867391423366e-02 3.228589595623228281e-02 2.251106180239494450e-02 3.613125287342323633e-01 2.057938217874157039e-02
1.564317400859508156e-01 5.783613957293844143e-02 2.138814072213498715e-02 1.374849583648591889e-01 6.854631982664338707e-02 4.527225028551058739e-02 1.240489772775309543e-02 4.342949230837139796e-02 2.459996725723669758e-02 1.539577857999279743e-02 3.923551275521445225e-01 2.485518771646411107e-02
3.117991416653677073e-01 4.545858552109292849e-02 1.710785148975004291e-02 1.174772844746228700e-01 5.538119814239079314e-02 4.056349623240321223e-02 5.853599873213550381e-02 6.684601336770472357e-02 2.837705317996641260e-02 5.541801431536635264e-02 1.780163487475057149e-01 2.501901413169372798e-02
2.356610263627005042e-01 4.468051488929450366e-02 1.415034769353732194e-02 1.138828675372790256e-01 4.069706564917913855e-02 3.897418544759322784e-02 2.723817716120759125e-02 5.913374038662643634e-02 2.000382031285070916e-02 1.538370648384046746e-01 2.272037087290431634e-01 2.453748099228358903e-02
3.217042038073311683e-01 7.900730626210293595e-02 1.561382885091001059e-02 1.151270169044304736e-01 5.205418685657627054e-02 2.388330862371432911e-02 4.311753482466391257e-02 7.014558536516228571e-02 6.544959071706443754e-02 9.361245287089085820e-02 9.660060188545982474e-02 2.368438303169348100e-02
7.053255974569426490e-02 2.495098498046711688e-01 1.478307962985963772e-02 1.175205581700108637e-01 3.009050579196433095e-02 1.362406999916871558e-02 1.201828919811361029e-02 2.614064365075519786e-02 3.158869124109627002e-02 1.270733304924394347e-01 2.836978837656721208e-01 2.342053851055438118e-02
6.610774742248361202e-02 2.740408956017638120e-01 2.143102674595423127e-02 1.041992312458435155e-01 5.855720680157562585e-02 1.264389254598484100e-02 2.237740092960033289e-01 2.289365271947736355e-02 1.821276304335965254e-02 4.752248399272036850e-02 1.198785537046458682e-01 3.073853688018777369e-02
2.957043307781569430e-01 7.795397073775803265e-02 1.804705040108355377e-02 1.220500656751159069e-01 3.830269398807770870e-02 4.551624661548414608e-02 7.957497830983786824e-02 4.303225654878790885e-02 2.428003599603977339e-02 3.142201377551049474e-02 1.763249662138046681e-01 4.779139096034307893e-02
5.876391746699406032e-02 6.754093752958287289e-02 1.628816875269430836e-02 9.724624087738496792e-02 3.884924682403393531e-02 2.054554449550430317e-01 9.936373313617444247e-02 2.793164956815743505e-01 3.429887547101682921e-02 8.867425404528004804e-03 7.439725147148022744e-02 1.961226242949297427e-02
3.013922401175315180e-01 4.611387655705624644e-02 1.456479663744622219e-02 1.071447869395893010e-01 7.537519503374626173e-02 1.582060505434323278e-02 2.256697636336943771e-02 6.101818739700874683e-02 2.647910166156641765e-02 1.431985972645852777e-02 2.771064035564261840e-01 3.809797095545799928e-02
7.062072940541475052e-02 6.734180451297684666e-02 2.331786829291800436e-02 9.022564771179168719e-02 5.637135835280557977e-02 1.144973615532917169e-02 1.816176222934469051e-02 3.544210542140775466e-01 2.515865293329683575e-02 1.434780631366041649e-02 2.470086802996880881e-01 2.157489957869624525e-02
2.100095583737320026e-01 4.391050644987896934e-02 1.231678138726731604e-02 1.047646075955998290e-01 9.997684418500241144e-02 7.802236251089322838e-02 1.399562454970609271e-01 7.181427326914163745e-02 2.198437452411296233e-02 6.092950182001549697e-02 1.329459927882453152e-01 2.336895159904994398e-02
2.912586262383813351e-01 3.994302692384676945e-02 2.218191358014739989e-02 1.075708783424352138e-01 3.727080480411070623e-02 2.451991167761477172e-02 1.070665107891949769e-01 1.010235312191812840e-01 5.232746521665132544e-02 7.466104318510211058e-02 7.795504711533508824e-02 6.422124090799898044e-02
1.938739159189164785e-01 1.535329443440628661e-01 1.878728872501727459e-02 9.797475959274874746e-02 4.336783201960029560e-02 3.343837922611645613e-02 5.054546273093760839e-02 5.532710950310008174e-02 2.004918878934978596e-02 1.584894196170269498e-01 1.538903490186681045e-01 2.072335051445532358e-02
8.287602878358486802e-02 2.453224362823215321e-01 3.405750940022975182e-02 9.979256178719705939e-02 2.988066215568728826e-02 1.285851035826605752e-02 1.654100426580640271e-02 1.056944249036038536e-01 1.723848699674323734e-02 4.562767433944171086e-02 7.495265586376351208e-02 2.351580448633547316e-01
3.228280802088829837e-01 4.959301909978794387e-02 2.580806131218516333e-02 1.315526191739999629e-01 3.217469700767365548e-02 1.873554363827151931e-02 3.587740796890286077e-02 2.315833010792594238e-01 2.437744339440280072e-02 3.350789120718090930e-02 5.096684556612315203e-02 4.299509034332983648e-02
1.513025440220539253e-01 5.933224083679248390e-02 1.901594020315152539e-02 9.748558854284324060e-02 8.481387332304297921e-02 9.978103404897520345e-02 6.007389566351922089e-02 2.171535109957833665e-01 2.346206245385380751e-02 5.575192654483997895e-02 1.119753775533326029e-01 1.985200581181198118e-02
2.030177391454982549e-01 1.766692273408370650e-01 2.813911849396483547e-02 1.135684474054626247e-01 2.469299508088444728e-02 2.534520065723274568e-02 8.246598195486204430e-02 4.559304465824493002e-02 1.598790149205360778e-01 1.522455721633939052e-02 1.076514789186411303e-01 1.775319420749655805e-02
1.668111021287213280e-01 6.744636498504828770e-02 1.896570411960615821e-02 1.043788059579014299e-01 6.219507617087574602e-02 3.361646110027308176e-02 1.552945321812768641e-02 1.418479994393785082e-01 2.257242922385661529e-02 2.352906199262171441e-02 3.018244374920602824e-01 4.128310417152911832e-02
1.864835570124858399e-01 1.558758352354349397e-01 1.800154427502875798e-02 1.004548997303603697e-01 2.256140828000349416e-02 1.767218684343262181e-02 1.960042130334389149e-02 3.255865597878734169e-02 2.789685125960159398e-02 1.075500026316338585e-02 3.852532926769214883e-01 2.288634714143650273e-02
1.451650745051336899e-01 4.472395925228796199e-02 1.823947841058145072e-02 1.041749813611573816e-01 3.471861602247867246e-02 1.140518596267423718e-01 8.885123555301664700e-02 2.766801397818959840e-01 2.185735311807690887e-02 1.422035961744323208e-02 9.500756354825787287e-02 4.230937920292805049e-02
1.781859045824935595e-01 7.109395352501166054e-02 6.299234780451910820e-02 1.038819241157793449e-01 4.792274272556320408e-02 1.993443853694588930e-02 1.532124636554068990e-02 1.168179275564787262e-01 2.041741147881641349e-02 4.090203520134604726e-02 8.796534856240377509e-02 2.345647195451014966e-01
1.853195483046311542e-01 5.782434112512185864e-02 1.753115641718811304e-02 1.000907291398541177e-01 1.029817346973981862e-01 1.788378483048582573e-02 6.650867475456409550e-02 1.479414552969364471e-01 2.677372088110036366e-02 8.403744851497753701e-03 2.455019794365229102e-01 2.323913026469906842e-02
1.530840117143594525e-01 6.394446762224612058e-02 2.000177496088133972e-02 1.024305418856840816e-01 1.835211269967956457e-02 6.099552935490920591e-02 1.453988961301348228e-02 1.225022593453285874e-01 2.232844631845647132e-02 3.828137031436474463e-02 3.577984970490604710e-01 2.574109912201632405e-02
2.722702171958362172e-01 4.215259902274485354e-02 1.832233711041051510e-02 1.110726968304190238e-01 2.268039395615261550e-02 4.427022887079113539e-02 1.938579038124942089e-02 2.437162882255936303e-01 3.350639924850028900e-02 3.766741544102735623e-02 1.370871048358447974e-01 1.786852888142995491e-02
5.695122940070147105e-02 1.217310271900940433e-01 1.648553139980004495e-02 1.041483723222403485e-01 2.896934305414186270e-02 8.910684865773968455e-02 2.137215481894669949e-02 1.342090372130088360e-01 1.587662071058784652e-02 7.048532365309546910e-02 3.194948072494434022e-01 2.116970433020038539e-02
6.072744583293947229e-02 1.225208393684591862e-01 2.015778207155866780e-02 1.109533278165393960e-01 4.382115890824733045e-02 1.511092741849632583e-02 5.100312968127038854e-02 2.582122922009157107e-02 2.690039373526859068e-02 2.508232106358460056e-02 4.768254971649261154e-01 2.107594771861833610e-02
7.570783869320146797e-02 9.260249441710731444e-02 3.906120230020738993e-02 1.015702994534754822e-01 2.286484417955204906e-02 1.742500012462150361e-02 1.639194377421470880e-02 1.428146647031037497e-01 1.606810436431918218e-02 2.014122913861021366e-02 2.150612369548811353e-01 2.402911418967057511e-01
1.885980333339046522e-01 5.889500738970261662e-02 2.499591441556064594e-02 1.035704295438461819e-01 4.233607807414013768e-02 6.272539247117386862e-02 2.318502520545040815e-02 2.814232223449667503e-01 1.950216536540650206e-02 2.078234502878500284e-02 1.435797565549993271e-01 3.040663027206410435e-02
9.803395450993790394e-02 5.609827106004658392e-02 2.479100385104107337e-02 9.023617508550263455e-02 1.273630914496146627e-01 8.584636479122564195e-03 1.611330015907728661e-02 1.333782376827712390e-01 2.819573800302376324e-02 6.290397845143506916e-02 3.375592857412768599e-01 1.674232752715031775e-02
2.958142267598916075e-01 5.400623986486186717e-02 1.748604918352206911e-02 1.107950682135874221e-01 5.479552498837084867e-02 1.439136516922827694e-02 1.216550838340001855e-02 2.949613144839350470e-02 3.925377319309190233e-02 4.334145140470414825e-02 2.995227920321692494e-01 2.893186935877905402e-02
9.451579249285513296e-02 1.887763130284838831e-01 3.692743284560991851e-02 1.054475850668688125e-01 3.247530855415382139e-02 2.672754972430880366e-02 1.661123601885247658e-02 7.901998862217499142e-02 6.079098553357905471e-02 1.282590819853820230e-01 2.004053256465508637e-01 3.004340048118015957e-02
6.159771648256059245e-02 5.368465246231551857e-02 1.970449221252662531e-02 9.411088383092156007e-02 3.155994596137386837e-02 1.270097252888779116e-01 1.481862347771905480e-02 3.910192662622583720e-02 2.625843676449031786e-02 1.700356717434600359e-02 4.907802625146728825e-01 2.436976720396969928e-02
1.771427032341100216e-01 1.368883077317437080e-01 5.667545272244597920e-02 1.067640585271453918e-01 2.323809054887955583e-02 7.979928198362837288e-02 1.684989696241412371e-01 1.073401729980615060e-01 2.600443088359854008e-02 4.597594764990682592e-02 5.353836057594726222e-02 1.813422352039156110e-02
3.040950066240015182e-01 4.620371863455886158e-02 2.464876853910807214e-02 1.175370287037628969e-01 3.323410677396843732e-02 7.453085681012631969e-02 3.508015716091150704e-02 9.356935117677765701e-02 3.832852046310836897e-02 4.595140242033933509e-02 1.708241907031448903e-01 1.599689199019216357e-02
6.236181610072213943e-02 9.766767651601515610e-02 2.259659912588761824e-02 9.612529035381915665e-02 1.856821567770567116e-01 1.206234392700504532e-02 1.134705683131115861e-01 3.455031501609128614e-02 2.679415758491731150e-02 4.440996895065183608e-02 2.693142875819807269e-01 3.496481975274155080e-02
2.183475387145912272e-01 1.159591834965970208e-01 1.504410868799544929e-02 1.015905066757604863e-01 2.400207453163206994e-02 3.549044433896506034e-02 4.044596268164257769e-02 2.261938196504074683e-01 2.096412541037367613e-02 1.804857748324023223e-02 1.626927438399686510e-01 2.122091448882599055e-02
2.674260218468129113e-01 1.000156798662049512e-01 1.685269503360646917e-02 1.011260115434167439e-01 1.038072238459592650e-01 9.083602595320098422e-03 4.490865435204149242e-02 6.025221410069606792e-02 2.122068328609904783e-02 5.169970695811045708e-02 1.837481319901069499e-01 3.985937458162559788e-02
7.952664399960239494e-02 4.379596841834390575e-02 2.286721730700979824e-02 9.495710216354578959e-02 2.706479321909651195e-02 5.179010327949704062e-02 1.195672320187258705e-02 5.563519424746268260e-01 2.438648515975967365e-02 1.263676833098845848e-02 5.014511997448180269e-02 2.452113247117509998e-02
6.626907830721752435e-02 8.833076037249518175e-02 3.005648628009936416e-02 1.015488820605931070e-01 2.355484340169741383e-02 1.549839083880967701e-02 1.594394999866409132e-02 8.399691356842686751e-02 2.160937245247942715e-02 3.142691662208880327e-02 4.477459943721704416e-01 7.401841172525826240e-02
1.062444003533355302e-01 4.648855854009028427e-02 1.988606092056265789e-02 9.412683162621005017e-02 8.331873082607998970e-02 2.375681885393239948e-02 1.502046816409963875e-02 9.923704361004880015e-02 6.074808449722522014e-02 5.432018919260309109e-02 3.706359076297077726e-01 2.621690578610451697e-02
2.125086351258728690e-01 5.027842916050768302e-02 1.545662738415894306e-02 1.035444981447359442e-01 7.641998900084211177e-02 4.236574699807942046e-02 1.931218452442006600e-02 2.974816411437554084e-02 5.154095420530859645e-02 6.438156224054168708e-02 3.151019141003684743e-01 1.934129500078856506e-02
4.643021286552849458e-02 2.895820768579551729e-01 2.262577954323571547e-02 1.036061428946476043e-01 3.020216324634626692e-02 2.891051998889817773e-02 2.278058874020249536e-01 1.075927637667958708e-01 2.132945914114522598e-02 1.629130797905236488e-02 8.428865707333881019e-02 2.133502924103140158e-02
2.560104085640884652e-01 4.008185523542220213e-02 2.157459882728919587e-02 1.202476245684627881e-01 9.323136644704460574e-02 1.255343045239241430e-02 1.421366949621287457e-02 2.902217970393387858e-02 3.461454553812862156e-02 4.619288247451644458e-02 3.067837951313770462e-01 2.547364356113137121e-02
2.946515452006292501e-01 9.472858473180015282e-02 2.245888764160109893e-02 1.090270009881476182e-01 2.841331397884292592e-02 2.188833901852752298e-02 6.128800220263289078e-02 1.335324198929531414e-01 2.403292832620424618e-02 1.651517096119187525e-02 8.052703506243706622e-02 1.129367719950322979e-01
6.232695332859593956e-02 8.760911507669345843e-02 2.232190527267630467e-02 9.609230467034231282e-02 9.738098010698609253e-02 1.663664989902506261e-02 1.425946568424445865e-02 6.916137162989535736e-02 3.681171868235470074e-02 7.532185954910293468e-02 3.928623295701338947e-01 2.921534652994950756e-02
2.250071369332778404e-01 7.390717312222702673e-02 1.776829662934218540e-02 1.064660342656641168e-01 4.901994675717429722e-02 1.151426593622286755e-02 1.842658448802014445e-02 2.658834665774969519e-01 1.630987400194948075e-02 4.328747504004487601e-02 1.010092277082511730e-01 7.140051854032904155e-02
2.171509472715562328e-01 8.050844829445102935e-02 1.270159283451306916e-02 1.078919236860049896e-01 3.990131402460621313e-02 2.774391200747912054e-02 1.246000624728249573e-02 2.030557584232153545e-01 2.500210388221163135e-02 4.552486833421687945e-02 2.084684368271787491e-01 1.959068816728436885e-02
5.487606102829029053e-02 2.541228784667681206e-01 1.661972878597766171e-02 9.495689737613649539e-02 3.662195789507791122e-02 2.695724076097619909e-02 1.699480192067069281e-02 5.451456601766891535e-02 2.457358386201906678e-02 2.319675651060231630e-02 3.524539306674150385e-01 4.411159670839719105e-02
8.630499841653910265e-02 4.286015885187244301e-02 1.991914916168547808e-02 9.808885295377077485e-02 1.236125101931169895e-01 2.802229642047469535e-02 3.470277086729767202e-02 7.704284080065623708e-02 2.734110186020404995e-02 2.453667094838270571e-02 4.186992847866755074e-01 1.886936473932447275e-02
1.977081806419564991e-01 1.115493840176988438e-01 1.678682020936275374e-02 9.590124316870209109e-02 1.033442101466132690e-01 6.155402344843523277e-02 1.885403823552248351e-02 1.854429063497847474e-01 2.859559262255125314e-02 7.137886462836853796e-02 8.831225195965818064e-02 2.057248457134601416e-02
4.943013818785981645e-02 2.842929562977618563e-01 2.664978716171732820e-02 9.194886845380061124e-02 2.391489716459186191e-02 1.525309215927529022e-02 1.512938260492182121e-02 1.643084188414545010e-01 1.201745126160684574e-01 1.386639255092279345e-02 1.726931356940054341e-01 2.233841826762010194e-02
3.391442718067456119e-01 7.718291636198937322e-02 1.715560630907613654e-02 1.199375239492811163e-01 6.922414018904639310e-02 9.804419662144313319e-03 1.232697715621546355e-02 6.740452320750242587e-02 2.036409113862618775e-02 8.659692640193089597e-02 1.273355678583958372e-01 5.352303595904644301e-02
5.757188840890228865e-02 2.913077537097751857e-01 1.599647341744452056e-02 1.012441145938733911e-01 2.647205715423443795e-02 1.324388640858648915e-02 2.611303582579557747e-02 8.390941244072316896e-02 2.133726908566043259e-02 8.638494451212930247e-02 2.320965713414834541e-01 4.432259310139170100e-02
7.247614572378743847e-02 2.766190178302435076e-01 3.379002882334480873e-02 9.312612592844903003e-02 2.796987280248886334e-02 3.898169732898754819e-02 2.092934650950135228e-02 1.104411403235618094e-01 3.369098627652765410e-02 4.284387087274436900e-02 1.425342352980541738e-01 1.065975322823095178e-01
1.151242056792802226e-01 7.020428286765162396e-02 3.102966124878414611e-02 9.835314917737221496e-02 1.359920341619255957e-01 1.443721273252560056e-02 1.473086959974861387e-01 2.338389696618743963e-01 4.513082015403065833e-02 1.582333049696909785e-02 6.877661713728983051e-02 2.398102068481072074e-02
2.297793757045588636e-01 1.082917008485849708e-01 1.916232642694631200e-02 9.860058331377022367e-02 4.547633269931132538e-02 1.885872023188341073e-02 3.907942762346761773e-02 4.056454901469973978e-02 3.013140019036874423e-02 6.926577945517374546e-02 8.981210176069269469e-02 2.109777027305423380e-01
1.494001955367242340e-01 7.927110762439332214e-02 3.121528629157256651e-02 9.622933112796057398e-02 1.686453301795431958e-02 5.371908134133643320e-02 3.248669691751596839e-02 6.063032663227767988e-02 2.060966076743557182e-02 1.209653712271006702e-02 4.104319276544443618e-01 3.704531596567486179e-02
3.075221061948795187e-01 8.829979656964342949e-02 1.743408608450496694e-02 1.135968161544352595e-01 3.426115010638767361e-02 1.482555393576361590e-02 6.519477599112805111e-02 2.218377116121277581e-01 2.446916748740787448e-02 2.708655313926279506e-02 6.612758331126478151e-02 1.934469941319410038e-02
1.363647443793298830e-01 6.353400628420390051e-02 3.448889911862038082e-02 9.901554576323542967e-02 7.518597105432034411e-02 2.147546962088278319e-02 1.532123208366778164e-02 7.742502607062007325e-02 1.734360274561048618e-02 6.993847674178070573e-02 1.667246103976575688e-01 2.231824157400704167e-01
1.579357197366666188e-01 6.865685060926629557e-02 1.821761958305015763e-02 1.102033526510427935e-01 2.442876339529939309e-02 1.378761742207513553e-02 3.744989395644846703e-02 4.524674992994954237e-01 2.235543362550972135e-02 9.362145739968736127e-03 6.126137645026746847e-02 2.387372753091005981e-02
5.326058517145428051e-02 2.990046282529915667e-01 3.757974798073104861e-02 1.069524061537235338e-01 2.455812314400191571e-02 1.077439642326710398e-02 9.165212723789799287e-02 5.969048356652084664e-02 2.219802964979226967e-02 4.665835942343551923e-02 2.252310547153049403e-01 2.244005828087893006e-02
6.471705130076695067e-02 3.835522167782363240e-02 1.740892865006701123e-02 8.957125989149773704e-02 4.340816092620702893e-02 1.333483421402721636e-01 1.837564846937764576e-02 1.451893373823088529e-01 2.725668829067659504e-02 2.387483893858489414e-01 1.627771669582552816e-01 2.084380492689828085e-02
9.593131669092373748e-02 4.273726068585462223e-02 1.907034828868668652e-02 1.026104653962957025e-01 8.706030336937289893e-02 4.475510890732059543e-02 1.679127731305553317e-02 1.240618866603870607e-01 1.648215289980664924e-02 7.767408610789843133e-03 4.048139304682968342e-01 3.791854070920993441e-02
2.062557761401825340e-01 4.732909900219684635e-02 2.409434082063660262e-02 1.016903088018518975e-01 3.652689868684667884e-02 4.366816285007012188e-02 1.498855527673430450e-02 9.208534272011359434e-02 2.752186097500337533e-02 9.632007408512889904e-03 3.656986765608786771e-01 3.050897075697237698e-02
2.402837763464785170e-01 9.599825944939580080e-02 1.710196338326279777e-02 1.097668601294727042e-01 5.467350418171067206e-02 2.272435378498159977e-02 2.843522725254253591e-02 1.419690759654893830e-01 2.210514541800570609e-02 9.245092975833892057e-02 8.153911984236070221e-02 9.295178448796066750e-02
2.371014975343130049e-01 1.032934055178514332e-01 1.130526160681790820e-01 1.194162479475363997e-01 3.651492586625219167e-02 1.762164524075849822e-02 5.151323486100752025e-02 1.268732954555956693e-01 1.881332945458791261e-02 8.156122039152184644e-02 7.228576858208443645e-02 2.195281308031209189e-02
3.201491581267661979e-01 5.847362682121009375e-02 2.526927884736940993e-02 1.110089026829759740e-01 3.101827322189923755e-02 3.052736276571323126e-02 1.832970263882253981e-02 7.565251070320358484e-02 5.561736243921184403e-02 1.684058880960016824e-02 1.107558062006134686e-01 1.463574267426143993e-01
5.486213963645322073e-02 1.007461661598224867e-01 1.867396924545915507e-02 1.022678088403077556e-01 1.066893036480921209e-01 1.599837036791869338e-02 1.479406914419567620e-02 4.206660800159762320e-02 6.591654347415229487e-02 3.202270883355954473e-02 4.205030386503410544e-01 2.545927399810039155e-02
2.595698810213685204e-01 6.424107920810256944e-02 6.976715934636255889e-02 1.092471492657242083e-01 3.202263934508418203e-02 1.357348521215458355e-02 2.531560995316532031e-02 1.799330626053245175e-01 2.351974930539142347e-02 3.360057439370722765e-02 1.569893910249884617e-01 3.222021931862641131e-02
6.158973503660826465e-02 8.788278786698389133e-02 3.564021530885049666e-02 9.669283083165249038e-02 3.719720133292568620e-02 1.196698043728010585e-01 2.316675863340143110e-02 1.571255127433114074e-01 2.021395072202120946e-01 5.254297012354063739e-02 1.035221382618344010e-01 2.283053826787796378e-02
2.788503852290001306e-01 1.656309317587890684e-01 1.991839935105178816e-02 9.993222635204440651e-02 1.745206314950617510e-02 1.449745710726075762e-02 1.510644850969588560e-01 5.557742963330719599e-02 2.552996931487489310e-02 2.144691276028909757e-02 7.437765058641415683e-02 7.572208966050343604e-02
2.295854432358381825e-01 3.718398238489047103e-02 1.574847145538439339e-02 1.170767889124487843e-01 2.965983393547902414e-02 9.659940998433136361e-02 2.754423550152483927e-02 2.704965684477489418e-01 1.942662931798464290e-02 7.401365350330191273e-02 6.153930086923212195e-02 2.112568245183527038e-02
1.572775888813451317e-01 8.089496479965149756e-02 1.589994887231521020e-02 1.055334350373466484e-01 3.381287044102521816e-02 6.535823998728712558e-02 3.978715770767079357e-02 3.415689087369754018e-02 3.076460021365447564e-02 7.381895207220429481e-03 4.091156534386244381e-01 2.001675454016140290e-02
3.106506007322784590e-01 1.179327000018444288e-01 1.757802035907170268e-02 1.182138837929637004e-01 3.803708281125594420e-02 1.084819693974797654e-02 7.842307518092450636e-02 3.477847898819643596e-02 4.075184833724572464e-02 1.418543743640847399e-01 6.518190048783793766e-02 2.574983800454836574e-02
