l n nu dnu n_g
0 3 173.574 0.155 0 
0 4 205.582 0.147 0 
0 5 236.726 0.140 0 
0 6 269.070 0.134 0 
0 7 301.416 0.127 0 
0 8 334.175 0.060 0 
0 9 367.255 0.034 0 
0 10 399.739 0.037 0 
0 11 431.389 0.024 0 
0 12 463.589 0.023 0 
0 13 496.795 0.018 0 
0 14 530.782 0.017 0 
0 15 565.176 0.020 0 
0 16 599.464 0.033 0 
0 17 633.295 0.060 0 
0 18 667.029 0.167 0 
0 19 701.526 0.208 0 
0 20 734.613 0.219 0 
0 21 768.577 0.230 0 
0 22 802.959 0.241 0 
0 23 837.492 0.253 0 
0 24 872.054 0.266 0 
1 -12 162.566 0.247 15 
1 -5 169.891 0.235 8 
1 -10 178.056 0.224 13 
1 -9 183.294 0.213 13 
1 -8 193.720 0.203 12 
1 -7 209.354 0.193 11 
1 -6 212.866 0.184 10 
1 -5 229.994 0.175 10 
1 0 243.524 0.167 5 
1 -3 255.051 0.159 9 
1 2 275.379 0.151 4 
1 -1 285.777 0.144 8 
1 4 307.663 0.137 3 
1 1 323.132 0.131 7 
1 4 340.512 0.125 4 
1 5 362.982 0.119 4 
1 4 378.511 0.112 5 
1 7 400.449 0.056 3 
1 8 419.542 0.042 3 
1 7 443.058 0.031 4 
1 10 464.877 0.026 2 
1 11 485.576 0.019 2 
1 10 513.437 0.019 4 
1 11 541.537 0.016 3 
1 12 560.717 0.020 3 
1 13 585.726 0.028 3 
1 14 617.094 0.058 3 
1 15 649.317 0.118 3 
1 16 680.691 0.253 2 
1 17 702.930 0.265 2 
1 18 721.746 0.279 2 
1 19 752.928 0.293 2 
1 20 786.423 0.307 2 
1 21 819.172 0.323 2 
1 22 853.236 0.339 2 
1 23 887.124 0.356 2 
2 -22 168.374 0.246 25 
2 -21 170.922 0.235 24 
2 -20 177.306 0.223 23 
2 -18 192.805 0.213 22 
2 -17 196.175 0.203 21 
2 -16 203.795 0.193 20 
2 -15 210.351 0.184 19 
2 -14 216.326 0.175 18 
2 -13 227.460 0.167 18 
2 -12 232.519 0.159 17 
2 -11 241.637 0.151 16 
2 -10 256.543 0.144 16 
2 -9 262.380 0.137 15 
2 -8 273.327 0.131 14 
2 -7 284.965 0.124 13 
2 -6 295.860 0.119 13 
2 -5 301.762 0.113 12 
2 -4 320.776 0.108 11 
2 -3 330.226 0.102 11 
2 -2 346.859 0.098 10 
2 -1 362.967 0.093 10 
2 0 378.744 0.088 9 
2 1 395.983 0.084 9 
2 2 417.451 0.080 8 
2 3 427.748 0.076 8 
2 4 459.850 0.073 8 
2 5 464.735 0.045 7 
2 6 493.267 0.038 7 
2 7 523.234 0.031 7 
2 8 527.549 0.029 6 
2 9 561.768 0.045 6 
2 10 595.421 0.078 6 
2 11 598.106 0.202 5 
2 12 630.283 0.342 5 
2 13 664.175 0.359 5 
2 14 687.760 0.377 4 
2 15 697.428 0.396 4 
2 16 731.535 0.416 4 
2 17 765.784 0.437 4 
2 18 799.371 0.459 4 
2 19 809.096 0.482 3 
2 20 833.792 0.506 3 
2 21 868.776 0.531 3 
