l n nu dnu n_g
0 2 125.474 0.125 0 
0 3 155.359 0.119 0 
0 4 185.235 0.114 0 
0 5 214.493 0.108 0 
0 6 244.550 0.103 0 
0 7 274.102 0.050 0 
0 8 302.805 0.028 0 
0 9 330.630 0.031 0 
0 10 359.318 0.020 0 
0 11 389.151 0.019 0 
0 12 419.454 0.015 0 
0 13 449.354 0.014 0 
0 14 478.919 0.017 0 
0 15 508.750 0.028 0 
0 16 539.042 0.051 0 
0 17 569.852 0.142 0 
0 18 600.717 0.178 0 
0 19 631.496 0.187 0 
0 20 662.237 0.197 0 
0 21 692.703 0.207 0 
0 22 723.305 0.217 0 
0 23 754.161 0.228 0 
1 -23 133.840 0.313 26 
1 -22 138.354 0.298 25 
1 -21 144.406 0.284 24 
1 -20 150.657 0.270 23 
1 -19 157.357 0.257 22 
1 -6 159.981 0.245 9 
1 -17 165.819 0.233 21 
1 -16 173.072 0.222 20 
1 -3 179.645 0.212 7 
1 -8 185.950 0.202 12 
1 -13 193.837 0.192 17 
1 -12 197.918 0.183 17 
1 -11 208.369 0.174 16 
1 -10 220.677 0.166 15 
1 -9 224.086 0.158 14 
1 -8 237.769 0.150 14 
1 1 251.137 0.143 5 
1 -6 256.157 0.137 13 
1 -5 274.846 0.130 12 
1 2 281.578 0.124 5 
1 -3 299.169 0.118 11 
1 4 308.979 0.112 4 
1 3 326.905 0.107 6 
1 4 336.536 0.100 5 
1 7 356.218 0.050 3 
1 2 368.335 0.037 8 
1 9 386.084 0.027 2 
1 4 404.811 0.022 8 
1 9 420.571 0.016 3 
1 10 438.927 0.016 3 
1 7 461.630 0.014 7 
1 10 477.646 0.017 4 
1 11 497.033 0.024 4 
1 10 522.418 0.049 6 
1 11 542.311 0.098 5 
1 14 559.819 0.208 3 
1 15 586.814 0.218 3 
1 14 614.793 0.229 5 
1 15 634.523 0.241 4 
1 18 651.813 0.253 2 
1 19 679.076 0.265 2 
1 18 708.631 0.279 4 
1 19 737.376 0.292 4 
1 20 763.592 0.307 3 
2 -43 133.970 0.464 45 
2 -42 134.905 0.442 44 
2 -41 138.086 0.421 43 
2 -40 141.943 0.401 43 
2 -39 145.034 0.382 42 
2 -38 147.815 0.364 41 
2 -37 149.729 0.346 40 
2 -36 151.882 0.330 39 
2 -35 157.088 0.314 38 
2 -34 160.962 0.299 37 
2 -33 163.776 0.285 36 
2 -32 166.782 0.271 35 
2 -31 171.112 0.258 34 
2 -30 176.306 0.246 34 
2 -29 179.694 0.234 33 
2 -28 182.228 0.223 32 
2 -27 187.975 0.213 31 
2 -26 194.111 0.202 30 
2 -25 200.821 0.193 29 
2 -24 205.171 0.184 29 
2 -23 208.707 0.175 28 
2 -22 214.898 0.167 27 
2 -21 218.449 0.159 26 
2 -20 226.082 0.151 25 
2 -19 234.692 0.144 25 
2 -18 240.145 0.137 24 
2 -17 244.726 0.131 23 
2 -16 254.711 0.124 22 
2 -15 266.171 0.118 22 
2 -14 269.285 0.113 21 
2 -13 278.915 0.107 20 
2 -12 291.753 0.102 19 
2 -11 297.962 0.097 19 
2 -10 304.732 0.093 18 
2 -9 315.242 0.088 17 
2 -8 327.160 0.084 17 
2 -7 331.200 0.080 16 
2 -6 349.437 0.076 15 
2 -5 356.119 0.073 15 
2 -4 371.651 0.069 14 
2 -3 385.835 0.066 14 
2 -2 396.793 0.063 13 
2 -1 416.167 0.041 13 
2 0 425.570 0.032 12 
2 1 446.315 0.027 12 
2 2 458.456 0.025 11 
2 3 476.019 0.038 11 
2 4 496.734 0.065 10 
2 5 505.729 0.170 10 
2 6 536.289 0.291 10 
2 7 542.149 0.306 9 
2 8 567.037 0.321 9 
2 9 596.767 0.337 9 
2 10 597.568 0.354 8 
2 11 629.089 0.372 8 
2 12 658.329 0.390 8 
2 13 663.428 0.410 7 
2 14 690.648 0.430 7 
2 15 720.223 0.452 7 
2 16 742.281 0.474 6 
2 17 751.330 0.498 6 
