name value uncertainty
Mode 0 0
logP -0.33 0
3.6_A 0.274 0
3.6_Sk 3.273 0
3.6_Ac 0.433 0
3.6_mean_mag 11.172 0.002
3.6_R21 0.407 0.033
3.6_R31 0.235 0.031
3.6_P21 3.931 0.1
3.6_P31 1.427 0.171
