name value uncertainty
Mode 0 0
logP -0.169 0
V_A 0.877 0
V_Sk 2.922 0
V_Ac 0.901 0
V_mean_mag 21.161 0.02
V_R21 0.325 0.097
V_R31 0.524 0.109
V_P21 3.528 0.333
V_P31 0.244 0.311
I_A 0.509 0
I_Sk 4.102 0
I_Ac 0.927 0
I_mean_mag 17.909 0.001
I_R21 0.492 0.005
I_R31 0.296 0.004
I_P21 3.071 0.012
I_P31 6.238 0.019
