name value uncertainty
Mode 0 0
logP -0.228 0
I_A 0.443 0
I_Sk 3.95 0
I_Ac 0.949 0
I_mean_mag 17.528 0.002
I_R21 0.484 0.021
I_R31 0.302 0.019
I_P21 2.977 0.053
I_P31 6.12 0.084
