name value uncertainty
Mode 0 0
logP -0.231 0
I_A 0.658 0
I_Sk 4.376 0
I_Ac 1.481 0
I_mean_mag 18.779 0.007
I_R21 0.34 0.051
I_R31 0.49 0.054
I_P21 2.865 0.192
I_P31 5.611 0.198
