name value uncertainty
Mode 0 0
logP -0.351 0
3.6_A 0.376 0
3.6_Sk -0.161 0
3.6_Ac 0.543 0
3.6_mean_mag 11.231 0.004
3.6_R21 0.511 0.061
3.6_R31 0.404 0.055
3.6_P21 3.669 0.132
3.6_P31 1.186 0.19
4.5_A 0.403 0
4.5_Sk -0.155 0
4.5_Ac 0.534 0
4.5_mean_mag 11.13 0.006
4.5_R21 0.522 0.085
4.5_R31 0.457 0.078
4.5_P21 3.733 0.193
4.5_P31 1.239 0.268
