name value uncertainty
Mode 0 0
logP -0.31 0
I_A 0.596 0
I_Sk 4.988 0
I_Ac 1.747 0
I_mean_mag 18.242 0.003
I_R21 0.48 0.018
I_R31 0.314 0.018
I_P21 2.584 0.052
I_P31 5.517 0.077
