name value uncertainty
Mode 0 0
logP -0.267 0
3.6_A 0.311 0
3.6_Sk 3.425 0
3.6_Ac 0.486 0
3.6_mean_mag 11.009 0.007
3.6_R21 0.452 0.101
3.6_R31 0.259 0.09
3.6_P21 3.819 0.245
3.6_P31 1.338 0.442
4.5_A 0.325 0
4.5_Sk 1.577 0
4.5_Ac 0.562 0
4.5_mean_mag 10.917 0.016
4.5_R21 0.391 0.179
4.5_R31 0.249 0.189
4.5_P21 3.659 0.486
4.5_P31 1.271 0.797
