name value uncertainty
Mode 0 0
logP -0.208 0
V_A 0.663 0
V_Sk -0.191 0
V_Ac 1.532 0
V_mean_mag 19.689 0.008
V_R21 0.392 0.041
V_R31 0.254 0.044
V_P21 2.592 0.134
V_P31 5.434 0.193
I_A 0.429 0
I_Sk -0.163 0
I_Ac 1.183 0
I_mean_mag 19.109 0.002
I_R21 0.476 0.023
I_R31 0.315 0.022
I_P21 2.832 0.062
I_P31 6.152 0.094
