name value uncertainty
Mode 0 0
logP -0.267 0
4.5_A 0.295 0
4.5_Sk 1.525 0
4.5_Ac 0.321 0
4.5_mean_mag 10.933 0.009
4.5_R21 0.389 0.125
4.5_R31 0.236 0.124
4.5_P21 4.28 0.383
4.5_P31 2.143 0.6
