name value uncertainty
Mode 1 0
logP -0.461 0
V_A 0.493 0
V_Sk -0.304 0
V_Ac 0.883 0
V_mean_mag 16.073 0.004
V_R21 0.045 0.017
V_R31 0.094 0.022
V_P21 4.285 0.526
V_P31 0.622 0.203
I_A 0.281 0
I_Sk -0.311 0
I_Ac 0.883 0
I_mean_mag 15.369 0.001
I_R21 0.08 0.007
I_R31 0.068 0.007
I_P21 3.695 0.086
I_P31 1.004 0.103
