name value uncertainty
Mode 0 0
logP -0.243 0
V_A 0.691 0
V_Sk 3.255 0
V_Ac 2.401 0
V_mean_mag 19.786 0.013
V_R21 0.508 0.083
V_R31 0.304 0.081
V_P21 2.472 0.22
V_P31 4.918 0.341
I_A 0.479 0
I_Sk 3.587 0
I_Ac 1.475 0
I_mean_mag 19.191 0.004
I_R21 0.441 0.035
I_R31 0.31 0.033
I_P21 2.81 0.097
I_P31 5.59 0.142
