name value uncertainty
Mode 0 0
logP -0.283 0
V_A 1.361 0
V_Sk 1.387 0
V_Ac 1.89 0
V_mean_mag 19.945 0.023
V_R21 0.372 0.073
V_R31 0.381 0.073
V_P21 2.197 0.233
V_P31 4.427 0.269
I_A 0.661 0
I_Sk 5.667 0
I_Ac 2.3 0
I_mean_mag 19.349 0.003
I_R21 0.417 0.022
I_R31 0.366 0.022
I_P21 2.486 0.063
I_P31 5.096 0.08
