name value uncertainty
Mode 0 0
logP -0.252 0
I_A 0.574 0
I_Sk 3.739 0
I_Ac 1.433 0
I_mean_mag 19.336 0.007
I_R21 0.479 0.057
I_R31 0.356 0.058
I_P21 2.788 0.156
I_P31 5.669 0.214
