name value uncertainty
Mode 1 0
logP -0.598 0
V_A 0.267 0
V_Sk 1.179 0
V_Ac 1.11 0
V_mean_mag 17.456 0.001
V_R21 0.055 0.012
V_R31 0.02 0.012
V_P21 2.296 0.237
V_P31 0.392 0.634
I_A 0.174 0
I_Sk 1.07 0
I_Ac 1.066 0
I_mean_mag 16.57 0
I_R21 0.041 0.003
I_R31 0.007 0.003
I_P21 2.511 0.076
I_P31 0.048 0.444
