name value uncertainty
Mode 0 0
logP -0.251 0
I_A 0.575 0
I_Sk 5.173 0
I_Ac 1.336 0
I_mean_mag 18.738 0.002
I_R21 0.45 0.016
I_R31 0.338 0.016
I_P21 2.669 0.045
I_P31 5.663 0.062
