name value uncertainty
Mode 1 0
logP -0.467 0
I_A 0.325 0
I_Sk 1.488 0
I_Ac 1.041 0
I_mean_mag 18.9 0.004
I_R21 0.17 0.041
I_R31 0.082 0.041
I_P21 2.794 0.255
I_P31 1.352 0.51
