name value uncertainty
Mode 0 0
logP -0.266 0
3.6_A 0.261 0
3.6_Sk 1.217 0
3.6_Ac 0.381 0
3.6_mean_mag 10.951 0.003
3.6_R21 0.362 0.046
3.6_R31 0.213 0.045
3.6_P21 4.302 0.146
3.6_P31 2.322 0.237
4.5_A 0.261 0
4.5_Sk -0.291 0
4.5_Ac 0.385 0
4.5_mean_mag 10.866 0
4.5_R21 0.333 0.005
4.5_R31 0.188 0.004
4.5_P21 4.291 0.014
4.5_P31 2.209 0.029
