name value uncertainty
Mode 0 0
logP -0.251 0
V_A 0.916 0
V_Sk 1.469 0
V_Ac 2.096 0
V_mean_mag 19.386 0.012
V_R21 0.321 0.05
V_R31 0.223 0.052
V_P21 2.191 0.201
V_P31 4.282 0.269
I_A 0.552 0
I_Sk 3.785 0
I_Ac 1.604 0
I_mean_mag 18.787 0.003
I_R21 0.435 0.027
I_R31 0.299 0.026
I_P21 2.658 0.074
I_P31 5.438 0.108
