name value uncertainty
Mode 0 0
logP -0.324 0
V_A 0.936 0
V_Sk -0.204 0
V_Ac 1.632 0
V_mean_mag 19.384 0.02
V_R21 0.338 0.06
V_R31 0.086 0.056
V_P21 2.42 0.249
V_P31 5.302 0.81
I_A 0.52 0
I_Sk 1.331 0
I_Ac 1.941 0
I_mean_mag 18.74 0.004
I_R21 0.345 0.028
I_R31 0.111 0.027
I_P21 2.403 0.097
I_P31 4.542 0.262
