name value uncertainty
Mode 0 0
logP -0.268 0
V_A 0.95 0
V_Sk 1.358 0
V_Ac 2.257 0
V_mean_mag 19.845 0.012
V_R21 0.415 0.045
V_R31 0.251 0.047
V_P21 2.479 0.151
V_P31 4.574 0.231
I_A 0.669 0
I_Sk 4.917 0
I_Ac 2.021 0
I_mean_mag 19.289 0.004
I_R21 0.454 0.025
I_R31 0.391 0.025
I_P21 2.579 0.072
I_P31 5.21 0.095
