name value uncertainty
Mode 1 0
logP -0.51 0
I_A 0.247 0
I_Sk 1.037 0
I_Ac 0.946 0
I_mean_mag 19.18 0.003
I_R21 0.039 0.031
I_R31 0.064 0.029
I_P21 3.512 0.799
I_P31 2.055 0.507
