name value uncertainty
Mode 0 0
logP -0.263 0
V_A 1.011 0
V_Sk -0.158 0
V_Ac 1.02 0
V_mean_mag 20.095 0.036
V_R21 0.379 0.091
V_R31 0.488 0.108
V_P21 3.013 0.517
V_P31 5.827 0.58
I_A 0.523 0
I_Sk -0.167 0
I_Ac 1.421 0
I_mean_mag 19.437 0.003
I_R21 0.45 0.029
I_R31 0.342 0.028
I_P21 2.815 0.082
I_P31 5.809 0.115
