name value uncertainty
Mode 0 0
logP -0.28 0
V_A 1.007 0
V_Sk 3.695 0
V_Ac 2.584 0
V_mean_mag 19.71 0.009
V_R21 0.441 0.034
V_R31 0.297 0.032
V_P21 2.172 0.093
V_P31 4.533 0.14
I_A 0.645 0
I_Sk 3.739 0
I_Ac 1.71 0
I_mean_mag 19.063 0.003
I_R21 0.457 0.018
I_R31 0.281 0.017
I_P21 2.535 0.05
I_P31 5.345 0.077
