name value uncertainty
Mode 0 0
logP -0.28 0
V_A 1.062 0
V_Sk 3.525 0
V_Ac 1.985 0
V_mean_mag 20.549 0.01
V_R21 0.453 0.04
V_R31 0.302 0.037
V_P21 1.987 0.105
V_P31 4.971 0.16
I_A 0.598 0
I_Sk 4.051 0
I_Ac 1.604 0
I_mean_mag 19.505 0.004
I_R21 0.452 0.032
I_R31 0.385 0.032
I_P21 2.317 0.09
I_P31 5.306 0.119
