name value uncertainty
Mode 0 0
logP -0.219 0
I_A 0.462 0
I_Sk 4 0
I_Ac 1.427 0
I_mean_mag 19.046 0.006
I_R21 0.496 0.061
I_R31 0.328 0.061
I_P21 3.04 0.161
I_P31 5.933 0.233
