name value uncertainty
Mode 1 0
logP -0.331 0
V_A 0.465 0
V_Sk -0.326 0
V_Ac 0.89 0
V_mean_mag 18.987 0.005
V_R21 0.043 0.029
V_R31 0.118 0.032
V_P21 3.851 0.77
V_P31 2.953 0.261
I_A 0.272 0
I_Sk -0.316 0
I_Ac 0.972 0
I_mean_mag 18.534 0.002
I_R21 0.017 0.021
I_R31 0.098 0.021
I_P21 2.907 1.211
I_P31 2.55 0.22
