name value uncertainty
Mode 1 0
logP -0.413 0
V_A 0.352 0
V_Sk 0.681 0
V_Ac 1.299 0
V_mean_mag 19.64 0.01
V_R21 0.065 0.082
V_R31 0.094 0.098
V_P21 6.199 1.325
V_P31 0.236 0.73
I_A 0.218 0
I_Sk -0.32 0
I_Ac 0.898 0
I_mean_mag 19.19 0.003
I_R21 0.06 0.036
I_R31 0.115 0.037
I_P21 3.646 0.626
I_P31 2.752 0.335
