name value uncertainty
Mode 0 0
logP -0.343 0
V_A 1.766 0
V_Sk -0.302 0
V_Ac 0.825 0
V_mean_mag 16.389 0.075
V_R21 0.118 0.173
V_R31 0.374 0.164
V_P21 2.611 1.087
V_P31 4.667 0.448
I_A 0.504 0
I_Sk 2.788 0
I_Ac 1.77 0
I_mean_mag 15.552 0.004
I_R21 0.355 0.024
I_R31 0.177 0.023
I_P21 2.365 0.08
I_P31 5.128 0.147
