name value uncertainty
Mode 0 0
logP -0.185 0
V_A 0.53 0
V_Sk -0.19 0
V_Ac 0.957 0
V_mean_mag 19.822 0.015
V_R21 0.423 0.116
V_R31 0.249 0.126
V_P21 2.89 0.394
V_P31 0.139 0.53
I_A 0.335 0
I_Sk 2.953 0
I_Ac 0.873 0
I_mean_mag 19.185 0.002
I_R21 0.445 0.029
I_R31 0.219 0.029
I_P21 3.026 0.083
I_P31 6.194 0.146
