name value uncertainty
Mode 0 0
logP -0.244 0
V_A 1.262 0
V_Sk -0.122 0
V_Ac 1.994 0
V_mean_mag 19.76 0.013
V_R21 0.348 0.043
V_R31 0.537 0.071
V_P21 1.728 0.198
V_P31 4.162 0.163
I_A 0.611 0
I_Sk 4.78 0
I_Ac 1.959 0
I_mean_mag 19.226 0.004
I_R21 0.396 0.024
I_R31 0.325 0.025
I_P21 2.592 0.079
I_P31 5.092 0.102
