name value uncertainty
Mode 0 0
logP -0.302 0
3.6_A 0.299 0
3.6_Sk 1.564 0
3.6_Ac 0.321 0
3.6_mean_mag 11.09 0.007
3.6_R21 0.424 0.096
3.6_R31 0.257 0.084
3.6_P21 4.046 0.278
3.6_P31 1.667 0.462
4.5_A 0.324 0
4.5_Sk 1.488 0
4.5_Ac 0.292 0
4.5_mean_mag 11.011 0.007
4.5_R21 0.406 0.097
4.5_R31 0.281 0.087
4.5_P21 4.142 0.266
4.5_P31 1.818 0.407
