name value uncertainty
Mode 0 0
logP -0.213 0
3.6_A 0.257 0
3.6_Sk 1.392 0
3.6_Ac 0.362 0
3.6_mean_mag 10.883 0.002
3.6_R21 0.36 0.026
3.6_R31 0.25 0.025
3.6_P21 3.936 0.071
3.6_P31 1.855 0.103
