name value uncertainty
Mode 0 0
logP -0.309 0
3.6_A 0.325 0
3.6_Sk 1.545 0
3.6_Ac 0.267 0
3.6_mean_mag 11.116 0.006
3.6_R21 0.426 0.08
3.6_R31 0.35 0.074
3.6_P21 3.984 0.231
3.6_P31 1.676 0.32
4.5_A 0.341 0
4.5_Sk -0.163 0
4.5_Ac 0.285 0
4.5_mean_mag 11.036 0.007
4.5_R21 0.443 0.086
4.5_R31 0.337 0.077
4.5_P21 3.913 0.236
4.5_P31 1.495 0.338
