name value uncertainty
Mode 0 0
logP -0.271 0
V_A 0.699 0
V_Sk 1.604 0
V_Ac 2.185 0
V_mean_mag 19.745 0.01
V_R21 0.441 0.054
V_R31 0.147 0.053
V_P21 2.411 0.154
V_P31 4.629 0.358
I_A 0.499 0
I_Sk 3.545 0
I_Ac 1.695 0
I_mean_mag 19.013 0.003
I_R21 0.458 0.023
I_R31 0.204 0.022
I_P21 2.771 0.065
I_P31 5.382 0.125
