name value uncertainty
Mode 0 0
logP -0.22 0
V_A 1.092 0
V_Sk 3.484 0
V_Ac 1.392 0
V_mean_mag 19.928 0.014
V_R21 0.598 0.089
V_R31 0.475 0.077
V_P21 2.415 0.178
V_P31 5.142 0.264
I_A 0.461 0
I_Sk 3.651 0
I_Ac 1.32 0
I_mean_mag 19.226 0.003
I_R21 0.456 0.026
I_R31 0.327 0.026
I_P21 2.876 0.072
I_P31 5.876 0.102
