name value uncertainty
Mode 1 0
logP -0.533 0
V_A 0.465 0
V_Sk -0.274 0
V_Ac 1.012 0
V_mean_mag 16.893 0.002
V_R21 0.136 0.014
V_R31 0.085 0.015
V_P21 2.956 0.119
V_P31 0.184 0.197
I_A 0.266 0
I_Sk 1.506 0
I_Ac 0.949 0
I_mean_mag 15.921 0
I_R21 0.132 0.004
I_R31 0.079 0.004
I_P21 3.163 0.031
I_P31 0.425 0.051
