name value uncertainty
Mode 1 0
logP -0.47 0
V_A 0.476 0
V_Sk 1.32 0
V_Ac 0.89 0
V_mean_mag 20.013 0.004
V_R21 0.115 0.025
V_R31 0.068 0.025
V_P21 3.421 0.22
V_P31 0.579 0.367
I_A 0.26 0
I_Sk 0.887 0
I_Ac 0.838 0
I_mean_mag 19.278 0.002
I_R21 0.095 0.024
I_R31 0.038 0.025
I_P21 3.719 0.268
I_P31 0.088 0.633
