name value uncertainty
Mode 0 0
logP -0.295 0
4.5_A 0.278 0
4.5_Sk -0.186 0
4.5_Ac 0.567 0
4.5_mean_mag 11.011 0.004
4.5_R21 0.373 0.06
4.5_R31 0.182 0.06
4.5_P21 3.876 0.206
4.5_P31 1.042 0.345
