name value uncertainty
Mode 1 0
logP -0.568 0
I_A 0.227 0
I_Sk -0.307 0
I_Ac 0.916 0
I_mean_mag 19.146 0.003
I_R21 0.128 0.034
I_R31 0.029 0.034
I_P21 3.372 0.277
I_P31 3.022 1.158
