name value uncertainty
Mode 1 0
logP -0.491 0
V_A 0.443 0
V_Sk -0.257 0
V_Ac 1.053 0
V_mean_mag 19.511 0.004
V_R21 0.169 0.024
V_R31 0.089 0.024
V_P21 2.942 0.144
V_P31 5.969 0.261
I_A 0.288 0
I_Sk 1.525 0
I_Ac 0.859 0
I_mean_mag 19.037 0.002
I_R21 0.174 0.02
I_R31 0.041 0.019
I_P21 3.393 0.111
I_P31 0.733 0.471
